osmid,highway,oneway,reversed,length,geometry,ref,name,bridge,lanes,junction
505940541,unclassified,False,True,137.824,"LINESTRING (44.2261191 32.5470004, 44.2261956 32.5469299, 44.2262483 32.5468814, 44.226692 32.5465123, 44.2267844 32.5464354, 44.2271587 32.5461241)",,,,,
1268935071,residential,False,False,84.049,"LINESTRING (44.2170159 32.5440467, 44.2169265 32.5447988)",,,,,
206851088,trunk,True,False,165.281,"LINESTRING (44.2182676 32.5441542, 44.2199585 32.5445757)",84,طريق كربلاء - الهندية,,,
792634052,residential,False,False,87.22699999999999,"LINESTRING (44.2182676 32.5441542, 44.2183987 32.5439249, 44.2184371 32.5438729, 44.218535 32.5438226, 44.2186883 32.5437401, 44.2187947 32.5436827, 44.2188799 32.5435965)",,,,,
206851088,trunk,True,False,94.419,"LINESTRING (44.2199585 32.5445757, 44.2209064 32.544863)",84,طريق كربلاء - الهندية,,,
223780007,secondary,False,True,94.039,"LINESTRING (44.2199585 32.5445757, 44.2200769 32.5437359)",,,,,
223780007,secondary,False,True,65.882,"LINESTRING (44.220137 32.5432796, 44.2202375 32.5426932)",,,,,
505940564,residential,False,True,115.183,"LINESTRING (44.220137 32.5432796, 44.2189227 32.5431209)",,,,,
223780007,secondary,False,False,51.050000000000004,"LINESTRING (44.220137 32.5432796, 44.2200858 32.5436686, 44.2200769 32.5437359)",,,,,
505940564,residential,False,False,155.68200000000002,"LINESTRING (44.220137 32.5432796, 44.2204481 32.5432724, 44.2211991 32.5432769, 44.221786 32.5431775)",,,,,
223780000,secondary,False,True,7.967,"LINESTRING (44.2231262 32.5457668, 44.2230803 32.5458271)",,,,,
"[505940568, 28655547, 1127970443]",trunk,True,False,209.673,"LINESTRING (44.2231262 32.5457668, 44.2232802 32.5458326, 44.2233809 32.5458748, 44.2239231 32.5461023, 44.2246923 32.5464249, 44.2250675 32.5465823, 44.225129 32.5466066)",84,"['جسر الهندية القديم', 'طريق الهندية']",yes,2,
223779986,secondary,False,True,104.422,"LINESTRING (44.2271218 32.5439926, 44.2264829 32.5447619)",,,,,
458313082,residential,False,False,115.53,"LINESTRING (44.2209064 32.544863, 44.2210511 32.5438312)",,,,,
206851088,trunk,True,False,58.28999999999999,"LINESTRING (44.2209064 32.544863, 44.22112 32.5449366, 44.2214728 32.5450789)",84,طريق كربلاء - الهندية,,,
458313082,residential,False,True,115.53,"LINESTRING (44.2210511 32.5438312, 44.2209064 32.544863)",,,,,
458313083,residential,False,False,71.507,"LINESTRING (44.2214728 32.5450789, 44.2217809 32.5444906)",,,,,
"[206851088, 307056916]",trunk,True,False,172.894,"LINESTRING (44.2214728 32.5450789, 44.2221636 32.5453551, 44.2225201 32.5455233, 44.2226922 32.545593, 44.2231262 32.5457668)",84,طريق كربلاء - الهندية,,,
458313083,residential,False,True,71.507,"LINESTRING (44.2217809 32.5444906, 44.2214728 32.5450789)",,,,,
223780007,secondary,False,False,66.545,"LINESTRING (44.220339 32.5421009, 44.2202375 32.5426932)",,,,,
458314027,tertiary,False,False,134.373,"LINESTRING (44.220339 32.5421009, 44.2189228 32.5419137)",,,,,
223780007,secondary,False,True,97.72500000000001,"LINESTRING (44.220339 32.5421009, 44.2203442 32.5420705, 44.2204833 32.5412305)",,,,,
458314022,residential,False,False,95.55000000000001,"LINESTRING (44.220339 32.5421009, 44.2211834 32.5419408, 44.2213318 32.5419066)",,,,,
458314023,residential,False,False,92.925,"LINESTRING (44.2215944 32.5405426, 44.220628 32.5403564)",,,,,
223780007,secondary,False,False,98.138,"LINESTRING (44.220628 32.5403564, 44.2204833 32.5412305)",,,,,
458314023,residential,False,False,94.423,"LINESTRING (44.220628 32.5403564, 44.2196483 32.540159)",,,,,
458314023,residential,False,True,92.925,"LINESTRING (44.220628 32.5403564, 44.2215944 32.5405426)",,,,,
458314023,residential,False,False,73.106,"LINESTRING (44.2192103 32.5400708, 44.2184436 32.5399504)",,,,,
458314023,residential,False,True,42.213,"LINESTRING (44.2192103 32.5400708, 44.2196483 32.540159)",,,,,
505940572,residential,False,True,31.563,"LINESTRING (44.2192103 32.5400708, 44.2191572 32.5403511)",,,,,
505940572,residential,False,False,129.56,"LINESTRING (44.2192103 32.5400708, 44.2191392 32.5393517, 44.2189728 32.5389309)",,,,,
458314023,residential,False,True,73.106,"LINESTRING (44.2184436 32.5399504, 44.2192103 32.5400708)",,,,,
458314038,residential,False,False,58.667,"LINESTRING (44.2184436 32.5399504, 44.2178445 32.5397978)",,,,,
528759667,residential,False,False,26.22,"LINESTRING (44.2184436 32.5399504, 44.2183809 32.5401802)",,,,,
223780007,secondary,False,True,98.138,"LINESTRING (44.2204833 32.5412305, 44.220628 32.5403564)",,,,,
458314024,residential,False,False,52.172,"LINESTRING (44.2204833 32.5412305, 44.2199317 32.5411679)",,,,,
223780007,secondary,False,False,97.72500000000001,"LINESTRING (44.2204833 32.5412305, 44.2203442 32.5420705, 44.220339 32.5421009)",,,,,
458314025,residential,False,True,4.971,"LINESTRING (44.2181907 32.5413707, 44.2182001 32.5413267)",,,,,
505940570,residential,False,True,50.492,"LINESTRING (44.2181907 32.5413707, 44.2180688 32.541813)",,,,,
505940573,residential,False,False,73.394,"LINESTRING (44.2181907 32.5413707, 44.2189666 32.5414592)",,,,,
458314026,residential,False,False,50.705,"LINESTRING (44.2189666 32.5414592, 44.2189228 32.5419137)",,,,,
505940572,residential,False,False,44.186,"LINESTRING (44.2189666 32.5414592, 44.2190222 32.5410646)",,,,,
505940573,residential,False,True,73.394,"LINESTRING (44.2189666 32.5414592, 44.2181907 32.5413707)",,,,,
458314024,residential,False,True,86.025,"LINESTRING (44.2190222 32.5410646, 44.2199317 32.5411679)",,,,,
505940572,residential,False,False,42.845,"LINESTRING (44.2190222 32.5410646, 44.2190942 32.5406841)",,,,,
505940572,residential,False,True,44.186,"LINESTRING (44.2190222 32.5410646, 44.2189666 32.5414592)",,,,,
"[458314024, 458314025]",residential,False,False,104.36,"LINESTRING (44.2190222 32.5410646, 44.218437 32.5409819, 44.2183426 32.5409945, 44.218282 32.5410648, 44.2182001 32.5413267)",,,,,
458314026,residential,False,True,50.705,"LINESTRING (44.2189228 32.5419137, 44.2189666 32.5414592)",,,,,
458314027,tertiary,False,True,134.373,"LINESTRING (44.2189228 32.5419137, 44.220339 32.5421009)",,,,,
505940571,tertiary,False,False,80.831,"LINESTRING (44.2189228 32.5419137, 44.2180688 32.541813)",,,,,
458314028,tertiary,False,False,120.451,"LINESTRING (44.2180688 32.541813, 44.2168047 32.5416185)",,,,,
505940570,residential,False,False,50.492,"LINESTRING (44.2180688 32.541813, 44.2181907 32.5413707)",,,,,
505940571,tertiary,False,True,80.831,"LINESTRING (44.2180688 32.541813, 44.2189228 32.5419137)",,,,,
634961429,residential,False,False,28.113,"LINESTRING (44.2180688 32.541813, 44.2180241 32.542063)",,,,,
458314025,residential,False,False,4.971,"LINESTRING (44.2182001 32.5413267, 44.2181907 32.5413707)",,,,,
458314029,residential,False,False,54.028,"LINESTRING (44.2182001 32.5413267, 44.2176449 32.5411962)",,,,,
"[458314024, 458314025]",residential,False,True,104.36000000000001,"LINESTRING (44.2182001 32.5413267, 44.218282 32.5410648, 44.2183426 32.5409945, 44.218437 32.5409819, 44.2190222 32.5410646)",,,,,
458314029,residential,False,True,92.666,"LINESTRING (44.2166959 32.5409628, 44.2176449 32.5411962)",,,,,
458314030,residential,False,True,42.686,"LINESTRING (44.2166959 32.5409628, 44.2168416 32.5405991)",,,,,
458314029,residential,False,False,92.666,"LINESTRING (44.2176449 32.5411962, 44.2166959 32.5409628)",,,,,
458314029,residential,False,True,54.028,"LINESTRING (44.2176449 32.5411962, 44.2182001 32.5413267)",,,,,
634961410,residential,False,False,42.502,"LINESTRING (44.2176449 32.5411962, 44.217754 32.5408252)",,,,,
458314033,residential,False,True,43.543,"LINESTRING (44.217754 32.5408252, 44.2178991 32.5404532)",,,,,
634961408,residential,False,False,89.146,"LINESTRING (44.217754 32.5408252, 44.2168416 32.5405991)",,,,,
634961410,residential,False,True,42.502,"LINESTRING (44.217754 32.5408252, 44.2176449 32.5411962)",,,,,
458314030,residential,False,False,42.686,"LINESTRING (44.2168416 32.5405991, 44.2166959 32.5409628)",,,,,
634961404,residential,False,False,45.198,"LINESTRING (44.2168416 32.5405991, 44.2169887 32.540212)",,,,,
634961408,residential,False,True,89.146,"LINESTRING (44.2168416 32.5405991, 44.217754 32.5408252)",,,,,
458314032,residential,False,False,89.455,"LINESTRING (44.2169887 32.540212, 44.2178991 32.5404532)",,,,,
634961404,residential,False,True,45.198,"LINESTRING (44.2169887 32.540212, 44.2168416 32.5405991)",,,,,
458314032,residential,False,True,89.455,"LINESTRING (44.2178991 32.5404532, 44.2169887 32.540212)",,,,,
458314033,residential,False,False,43.543,"LINESTRING (44.2178991 32.5404532, 44.217754 32.5408252)",,,,,
"[458314032, 528759667]",residential,False,"[False, True]",77.551,"LINESTRING (44.2178991 32.5404532, 44.218065 32.5404873, 44.2182675 32.5405311, 44.2183106 32.5405103, 44.2183809 32.5401802)",,,,,
458314034,residential,False,True,62.597,"LINESTRING (44.2183809 32.5401802, 44.2177391 32.5400247)",,,,,
528759667,residential,False,True,26.22,"LINESTRING (44.2183809 32.5401802, 44.2184436 32.5399504)",,,,,
"[458314032, 528759667]",residential,False,"[False, True]",77.551,"LINESTRING (44.2183809 32.5401802, 44.2183106 32.5405103, 44.2182675 32.5405311, 44.218065 32.5404873, 44.2178991 32.5404532)",,,,,
458314034,residential,False,False,62.597,"LINESTRING (44.2177391 32.5400247, 44.2183809 32.5401802)",,,,,
458314035,residential,False,True,27.096,"LINESTRING (44.2177391 32.5400247, 44.2178445 32.5397978)",,,,,
