osmid,oneway,highway,reversed,length,geometry,lanes,name,maxspeed
230471123,True,secondary,False,46.672,"LINESTRING (43.8803316 36.733924, 43.8800691 36.7335608)",,,
230471125,False,unclassified,True,163.213,"LINESTRING (43.8734079 36.7261913, 43.8736182 36.7276494)",,,
244060241,False,residential,False,55.407,"LINESTRING (43.8734079 36.7261913, 43.8727938 36.7261137)",,,
230471125,False,unclassified,False,163.213,"LINESTRING (43.8736182 36.7276494, 43.8734079 36.7261913)",,,
230471125,False,unclassified,True,53.989,"LINESTRING (43.8736182 36.7276494, 43.8736858 36.7281319)",,,
478108515,False,residential,True,59.369,"LINESTRING (43.8736182 36.7276494, 43.872972 36.7275197)",,,
230471125,False,unclassified,False,53.989,"LINESTRING (43.8736858 36.7281319, 43.8736182 36.7276494)",,,
230471125,False,unclassified,True,54.477,"LINESTRING (43.8736858 36.7281319, 43.8737547 36.7286187)",,,
244059116,False,residential,True,105.914,"LINESTRING (43.8736858 36.7281319, 43.8725314 36.7279056)",,,
230471125,False,unclassified,False,54.477,"LINESTRING (43.8737547 36.7286187, 43.8736858 36.7281319)",,,
243748403,False,residential,False,62.79,"LINESTRING (43.8737547 36.7286187, 43.8730703 36.7284846)",,,
230471125,False,unclassified,True,169.672,"LINESTRING (43.8737547 36.7286187, 43.8739303 36.7298594, 43.873935 36.7299729, 43.8739255 36.7300645, 43.8739005 36.7301334)",,,
230471109,True,secondary,False,87.981,"LINESTRING (43.8772187 36.7295623, 43.877735 36.7302367)",,,
1082602827,False,secondary_link,False,16.452,"LINESTRING (43.8772187 36.7295623, 43.8770562 36.7296325)",,,
230471109,True,secondary,False,26.892,"LINESTRING (43.8783734 36.7310571, 43.8785329 36.7312624)",,,
877370993,True,unclassified,False,16.73,"LINESTRING (43.8783734 36.7310571, 43.8782108 36.7311323)",,,
230471123,True,secondary,False,7.061,"LINESTRING (43.8782108 36.7311323, 43.8781732 36.7310764)",,,
46931943,True,trunk,False,206.801,"LINESTRING (43.8695991 36.7316746, 43.8718257 36.7321985)",2,طريق عقرة - روفيه,
46931943,True,trunk,False,12.399,"LINESTRING (43.8718257 36.7321985, 43.8719597 36.7322285)",2,طريق عقرة - روفيه,
756110897,True,unclassified,False,18.384,"LINESTRING (43.8718257 36.7321985, 43.8719169 36.7320502)",,,
756110897,True,unclassified,False,17.467,"LINESTRING (43.8717503 36.7323435, 43.8718257 36.7321985)",,,
805315857,True,trunk,False,90.453,"LINESTRING (43.8717503 36.7323435, 43.8707806 36.7321032)",2,طريق عقرة - روفيه,60
244060224,False,residential,False,14.535,"LINESTRING (43.8730012 36.7324952, 43.8730455 36.7323694)",,,
46931943,True,trunk,False,179.468,"LINESTRING (43.8730012 36.7324952, 43.8737526 36.7326585, 43.8749361 36.7329423)",2,طريق عقرة - روفيه,
230471109,True,secondary,False,114.596,"LINESTRING (43.8796571 36.73272, 43.8803339 36.7335963)",,,
46931943,True,trunk,False,172.417,"LINESTRING (43.8752031 36.7330063, 43.877051 36.7334657)",2,طريق عقرة - روفيه,
1082604354,False,unclassified,False,23.544,"LINESTRING (43.8752031 36.7330063, 43.8750522 36.7328325)",,,
429454196,False,residential,False,13.75,"LINESTRING (43.8747355 36.7330492, 43.8746968 36.7331689)",,,
805315857,True,trunk,False,263.68899999999996,"LINESTRING (43.8747355 36.7330492, 43.8737968 36.7328246, 43.8729787 36.7326247, 43.8724717 36.7325022, 43.8718984 36.7323761)",2,طريق عقرة - روفيه,60
805315857,True,trunk,False,26.618,"LINESTRING (43.8776994 36.7337661, 43.877411 36.7337038)",2,طريق عقرة - روفيه,60
244060246,False,residential,True,137.192,"LINESTRING (43.8776994 36.7337661, 43.8776843 36.7338799, 43.8780026 36.7349698)",,,
745166779,True,secondary,False,14.525,"LINESTRING (43.8803641 36.734052, 43.8803316 36.733924)",,,
805315857,True,trunk,False,241.36700000000002,"LINESTRING (43.8803641 36.734052, 43.8796741 36.734067, 43.8793275 36.734052, 43.8788205 36.7340047, 43.878504 36.7339531, 43.8776994 36.7337661)",2,طريق عقرة - روفيه,60
243748399,False,residential,False,87.373,"LINESTRING (43.8727804 36.7297749, 43.8718793 36.7294653)",,,
243748397,False,unclassified,True,78.631,"LINESTRING (43.8727804 36.7297749, 43.8727156 36.7299592, 43.8725409 36.7304555)",,,
478108516,False,unclassified,False,55.458,"LINESTRING (43.8727804 36.7297749, 43.8732435 36.7299335, 43.873354 36.7299682)",,,
230471125,False,unclassified,False,169.672,"LINESTRING (43.8739005 36.7301334, 43.8739255 36.7300645, 43.873935 36.7299729, 43.8739303 36.7298594, 43.8737547 36.7286187)",,,
230471125,False,unclassified,True,124.878,"LINESTRING (43.8739005 36.7301334, 43.8739094 36.7302161, 43.8739289 36.7302922, 43.8743341 36.7311981)",,,
478108516,False,unclassified,True,52.082,"LINESTRING (43.8739005 36.7301334, 43.8738204 36.7301136, 43.8737503 36.7300934, 43.8735932 36.7300479, 43.873354 36.7299682)",,,
243748399,False,residential,False,75.451,"LINESTRING (43.8718793 36.7294653, 43.871096 36.7292078)",,,
243748399,False,residential,True,87.373,"LINESTRING (43.8718793 36.7294653, 43.8727804 36.7297749)",,,
244060194,False,residential,False,77.221,"LINESTRING (43.8718793 36.7294653, 43.8721045 36.7287947)",,,
243748399,False,residential,True,75.451,"LINESTRING (43.871096 36.7292078, 43.8718793 36.7294653)",,,
243748399,False,residential,False,104.52600000000001,"LINESTRING (43.871096 36.7292078, 43.8707417 36.7290841, 43.870678 36.7290335, 43.8706585 36.7289746, 43.8706505 36.7288262, 43.8706556 36.7284773)",,,
1082604352,False,residential,True,99.643,"LINESTRING (43.871096 36.7292078, 43.8710555 36.7293142, 43.8708651 36.7298044, 43.8708034 36.7299849, 43.8708233 36.7300677)",,,
243748399,False,residential,False,51.966,"LINESTRING (43.8706556 36.7284773, 43.8706482 36.72801)",,,
243748400,False,residential,False,52.73,"LINESTRING (43.8706556 36.7284773, 43.870082 36.728361)",,,
