osmid,oneway,highway,reversed,length,geometry,junction
199398216,True,tertiary,False,410.527,"LINESTRING (42.8310607 33.6348317, 42.8275493 33.6370864)",
310384953,False,residential,True,125.135,"LINESTRING (42.8310607 33.6348317, 42.8311357 33.6349187, 42.8316657 33.6358364)",
310384948,False,residential,True,6.451,"LINESTRING (42.8241446 33.6358235, 42.8241428 33.6357655)",
310384967,True,tertiary,False,9.16,"LINESTRING (42.8241446 33.6358235, 42.8241767 33.63583, 42.8242049 33.6358442, 42.8242268 33.6358647)",roundabout
233835103,True,tertiary,False,133.926,"LINESTRING (42.8266011 33.6375794, 42.8267885 33.6374484, 42.8274086 33.6370481, 42.827739 33.6368359)",
310384959,False,residential,False,49.12,"LINESTRING (42.8259028 33.6357498, 42.8254825 33.6360194)",
310384966,False,residential,False,50.2,"LINESTRING (42.8259028 33.6357498, 42.8255508 33.6354064)",
310384966,False,residential,True,93.907,"LINESTRING (42.8259028 33.6357498, 42.8265614 33.6363921)",
310384950,False,residential,False,139.222,"LINESTRING (42.8273329 33.6364598, 42.8261345 33.6372162)",
310384956,False,residential,False,50.015,"LINESTRING (42.8273329 33.6364598, 42.8269813 33.6361183)",
310384956,False,residential,True,56.235,"LINESTRING (42.8273329 33.6364598, 42.827739 33.6368359)",
310384948,False,residential,False,52.187,"LINESTRING (42.8251908 33.6350552, 42.8247376 33.6353343)",
310384966,False,residential,True,51.34,"LINESTRING (42.8251908 33.6350552, 42.8255508 33.6354064)",
310384948,False,residential,True,55.415,"LINESTRING (42.8251908 33.6350552, 42.8254029 33.6349246, 42.8256987 33.6347941)",
310384951,False,residential,False,47.704,"LINESTRING (42.8257441 33.6369249, 42.8261498 33.6366604)",
310384939,True,tertiary,False,48.543000000000006,"LINESTRING (42.8257441 33.6369249, 42.8259447 33.6370684, 42.8261345 33.6372162)",
310384953,False,residential,False,48.558,"LINESTRING (42.8330542 33.6382365, 42.832826 33.6378433)",
310384957,False,tertiary,True,56.999,"LINESTRING (42.8330542 33.6382365, 42.8324754 33.6384113)",
1022614474,True,secondary,False,29.105,"LINESTRING (42.8227474 33.6427747, 42.8230522 33.6427105)",
310384943,True,residential,False,104.41000000000001,"LINESTRING (42.8227474 33.6427747, 42.82267 33.6424114, 42.8226657 33.6423816, 42.8226701 33.6423518, 42.8226828 33.6423238, 42.8227033 33.642299, 42.8227302 33.6422791, 42.8229605 33.6422113, 42.8230416 33.6421858, 42.8231186 33.6421525, 42.8231904 33.642112)",
233835103,True,tertiary,False,106.56,"LINESTRING (42.828566 33.6363048, 42.8294774 33.6357195)",
310384945,False,residential,True,56.018,"LINESTRING (42.828566 33.6363048, 42.8281675 33.6359257)",
