osmid,oneway,highway,reversed,length,geometry,junction,lanes,name,bridge
395031688,True,tertiary,False,17.532,"LINESTRING (46.1031626 31.7174172, 46.1032392 31.7174577, 46.1033242 31.7174941)",,,,
440246078,True,tertiary,False,34.889,"LINESTRING (46.1031626 31.7174172, 46.1031996 31.7174715, 46.1032151 31.7175328, 46.1032075 31.7175952, 46.1031776 31.7176526, 46.1031284 31.7176994)",roundabout,,,
395039478,True,secondary,False,15.441,"LINESTRING (46.1084328 31.7188287, 46.1084061 31.7188244, 46.1083821 31.7188135, 46.1083633 31.7187968, 46.1083512 31.7187761, 46.1083471 31.7187532, 46.1083515 31.7187303)",roundabout,,,
395039907,True,secondary,False,100.334,"LINESTRING (46.1084328 31.7188287, 46.1080833 31.7189817, 46.1076245 31.7192009, 46.1074917 31.7192424)",,,,
395039907,True,secondary,False,12.321,"LINESTRING (46.1064704 31.7194681, 46.1063408 31.7194793)",,,,
440108732,False,residential,False,73.681,"LINESTRING (46.1064704 31.7194681, 46.1066054 31.7201207)",,,,
400286967,False,secondary,False,155.773,"LINESTRING (46.1049809 31.7193757, 46.1053972 31.7180203)",,2,,
400286967,False,secondary,True,54.566,"LINESTRING (46.1049809 31.7193757, 46.1048593 31.7198554)",,2,,
395032527,True,secondary,False,54.67400000000001,"LINESTRING (46.1084631 31.7186821, 46.1087998 31.7186815, 46.1089621 31.7186635, 46.1090391 31.7186549)",,2,,
395039478,True,secondary,False,17.805,"LINESTRING (46.1084631 31.7186821, 46.1084907 31.7186948, 46.1085114 31.7187149, 46.1085224 31.7187399, 46.1085226 31.7187666, 46.1085118 31.7187916, 46.1084913 31.7188118)",roundabout,,,
395032527,True,secondary,False,69.519,"LINESTRING (46.1094139 31.7186425, 46.1096998 31.7186545, 46.1101485 31.7186589)",,2,,
440246084,False,residential,False,183.43,"LINESTRING (46.1094139 31.7186425, 46.1094574 31.7185049, 46.1096787 31.7176596, 46.1098128 31.7170287)",,,,
395040019,True,secondary,False,15.95,"LINESTRING (46.1042481 31.7226207, 46.1041651 31.7226332, 46.1040818 31.7226219)",roundabout,,,
395040019,True,secondary,False,71.45,"LINESTRING (46.1040818 31.7226219, 46.1040077 31.7225883, 46.1039506 31.722536, 46.1039166 31.7224707, 46.1039094 31.7223996, 46.1039298 31.7223303, 46.1039756 31.7222705, 46.1040418 31.7222266, 46.1041212 31.7222034, 46.1042051 31.7222035)",roundabout,,,
395040019,True,secondary,False,7.871,"LINESTRING (46.1042051 31.7222035, 46.1042838 31.7222265)",roundabout,,,
400286967,False,secondary,False,89.189,"LINESTRING (46.1042051 31.7222035, 46.104434 31.7214254)",,2,,
