osmid,highway,oneway,reversed,length,geometry,ref,lanes
284399456,residential,False,True,151.805,"LINESTRING (-13.0305667 10.9003303, -13.0303782 10.9005238, -13.029749 10.9014308)",,
448519482,unclassified,False,False,164.408,"LINESTRING (-13.0305667 10.9003303, -13.0312255 10.9008009, -13.0314085 10.9012029, -13.0314994 10.9014238)",,
448519482,unclassified,False,True,168.466,"LINESTRING (-13.0305667 10.9003303, -13.0310176 10.8994636, -13.0312686 10.8989811)",,
1152888090,primary,False,True,14.738,"LINESTRING (-13.0328321 10.9030859, -13.0327839 10.9029621)",N24,
744207931,primary,False,False,284.806,"LINESTRING (-13.0328321 10.9030859, -13.0338219 10.9041105, -13.0346507 10.9049217)",,
1152888090,primary,False,False,280.717,"LINESTRING (-13.0328321 10.9030859, -13.0328803 10.9043388, -13.0329684 10.9056066)",N24,
1152888090,primary,False,True,280.717,"LINESTRING (-13.0329684 10.9056066, -13.0328803 10.9043388, -13.0328321 10.9030859)",N24,
1152888091,unclassified,False,False,202.275,"LINESTRING (-13.0329684 10.9056066, -13.0340247 10.9053542, -13.0346507 10.9049217)",,
498408234,residential,False,False,94.458,"LINESTRING (-13.0354925 10.9040202, -13.0359988 10.9033314)",,
186029038,unclassified,False,True,252.72400000000002,"LINESTRING (-13.0354925 10.9040202, -13.0361061 10.9047748, -13.036758 10.905779, -13.0368216 10.9058771)",,
498408234,residential,False,True,136.024,"LINESTRING (-13.0354925 10.9040202, -13.0353176 10.9041948, -13.0346507 10.9049217)",,
186029051,primary,False,True,15.62,"LINESTRING (-13.0324379 10.8996172, -13.0323654 10.8997383)",N24,
284409382,residential,False,False,45.872,"LINESTRING (-13.0324379 10.8996172, -13.0328579 10.8996269)",,
186029051,primary,False,False,112.239,"LINESTRING (-13.0324379 10.8996172, -13.0326927 10.899101, -13.0327911 10.8986761)",N24,
448519482,unclassified,False,False,163.775,"LINESTRING (-13.031951 10.8976695, -13.0312686 10.8989811)",,
498408234,residential,False,False,136.024,"LINESTRING (-13.0346507 10.9049217, -13.0353176 10.9041948, -13.0354925 10.9040202)",,
744207931,primary,False,True,284.806,"LINESTRING (-13.0346507 10.9049217, -13.0338219 10.9041105, -13.0328321 10.9030859)",,
1152888091,unclassified,False,True,202.275,"LINESTRING (-13.0346507 10.9049217, -13.0340247 10.9053542, -13.0329684 10.9056066)",,
186041894,unclassified,False,True,140.133,"LINESTRING (-13.0359988 10.9033314, -13.0351622 10.9023757)",,
498408234,residential,False,True,94.458,"LINESTRING (-13.0359988 10.9033314, -13.0354925 10.9040202)",,
448519480,unclassified,False,False,16.83,"LINESTRING (-13.031652 10.9014451, -13.0314994 10.9014238)",,
186029051,primary,False,False,54.176,"LINESTRING (-13.031652 10.9014451, -13.0316305 10.9013476, -13.0316627 10.9012317, -13.0317512 10.9009789)",N24,
1152888090,primary,False,False,54.445,"LINESTRING (-13.031652 10.9014451, -13.0317941 10.9016742, -13.0319229 10.9018559)",N24,
448519480,unclassified,False,False,31.005,"LINESTRING (-13.0299799 10.9015931, -13.029749 10.9014308)",,
284399458,residential,False,True,297.744,"LINESTRING (-13.0299799 10.9015931, -13.0298097 10.9021153, -13.0299841 10.9021884, -13.0303712 10.9021801, -13.030971 10.9021174, -13.0313326 10.9020234, -13.0319229 10.9018559)",,
448519480,unclassified,False,True,167.382,"LINESTRING (-13.0299799 10.9015931, -13.0307489 10.9015601, -13.0314994 10.9014238)",,
186041894,unclassified,False,False,91.844,"LINESTRING (-13.0346138 10.9017494, -13.0351622 10.9023757)",,
"[284409384, 186041894]",unclassified,False,"[False, True]",107.181,"LINESTRING (-13.0346138 10.9017494, -13.0345629 10.901737, -13.033645 10.9015953)",,
284409383,residential,False,True,183.082,"LINESTRING (-13.0346138 10.9017494, -13.0346203 10.9007515, -13.0339607 10.9007179)",,
186029051,primary,False,False,98.053,"LINESTRING (-13.0319504 10.9005203, -13.0323654 10.8997383)",N24,
186029051,primary,False,True,4.812,"LINESTRING (-13.0319504 10.9005203, -13.0319331 10.9005601)",N24,
284409383,residential,False,False,220.992,"LINESTRING (-13.0319504 10.9005203, -13.0327354 10.9006556, -13.0339607 10.9007179)",,
448519480,unclassified,False,True,80.178,"LINESTRING (-13.0291519 10.9010111, -13.029749 10.9014308)",,
448519480,unclassified,False,False,80.178,"LINESTRING (-13.029749 10.9014308, -13.0291519 10.9010111)",,
448519480,unclassified,False,True,31.005,"LINESTRING (-13.029749 10.9014308, -13.0299799 10.9015931)",,
284399456,residential,False,False,151.805,"LINESTRING (-13.029749 10.9014308, -13.0303782 10.9005238, -13.0305667 10.9003303)",,
1152888090,primary,False,False,64.632,"LINESTRING (-13.0319229 10.9018559, -13.0322588 10.9023345)",N24,
284399458,residential,False,False,297.74399999999997,"LINESTRING (-13.0319229 10.9018559, -13.0313326 10.9020234, -13.030971 10.9021174, -13.0303712 10.9021801, -13.0299841 10.9021884, -13.0298097 10.9021153, -13.0299799 10.9015931)",,
1152888090,primary,False,True,54.445,"LINESTRING (-13.0319229 10.9018559, -13.0317941 10.9016742, -13.031652 10.9014451)",N24,
1152888090,primary,False,False,90.318,"LINESTRING (-13.0322588 10.9023345, -13.0327839 10.9029621)",N24,
1152888090,primary,False,True,64.632,"LINESTRING (-13.0322588 10.9023345, -13.0319229 10.9018559)",N24,
284399457,residential,False,True,179.07,"LINESTRING (-13.0322588 10.9023345, -13.0319878 10.9027112, -13.0317772 10.9032187, -13.0315975 10.9037934)",,
284399457,residential,False,False,179.07,"LINESTRING (-13.0315975 10.9037934, -13.0317772 10.9032187, -13.0319878 10.9027112, -13.0322588 10.9023345)",,
399535165,unclassified,False,False,27.273,"LINESTRING (-13.0341397 10.8997161, -13.034354 10.8995901)",,
284409382,residential,False,True,234.05399999999997,"LINESTRING (-13.0341397 10.8997161, -13.0337205 10.9001384, -13.0334526 10.9003973, -13.0332351 10.9004267, -13.0330503 10.9003234, -13.0328579 10.8996269)",,
1152888088,residential,False,False,113.429,"LINESTRING (-13.0341397 10.8997161, -13.034104 10.9001384, -13.0339607 10.9007179)",,
284409383,residential,False,False,183.082,"LINESTRING (-13.0339607 10.9007179, -13.0346203 10.9007515, -13.0346138 10.9017494)",,
284409383,residential,False,True,220.992,"LINESTRING (-13.0339607 10.9007179, -13.0327354 10.9006556, -13.0319504 10.9005203)",,
1152888088,residential,False,True,113.429,"LINESTRING (-13.0339607 10.9007179, -13.034104 10.9001384, -13.0341397 10.8997161)",,
186041894,unclassified,False,False,140.133,"LINESTRING (-13.0351622 10.9023757, -13.0359988 10.9033314)",,
186041894,unclassified,False,True,91.844,"LINESTRING (-13.0351622 10.9023757, -13.0346138 10.9017494)",,
284409382,residential,False,True,45.872,"LINESTRING (-13.0328579 10.8996269, -13.0324379 10.8996172)",,
1152888089,residential,False,False,105.976,"LINESTRING (-13.0328579 10.8996269, -13.0327911 10.8986761)",,
284409382,residential,False,False,234.05399999999997,"LINESTRING (-13.0328579 10.8996269, -13.0330503 10.9003234, -13.0332351 10.9004267, -13.0334526 10.9003973, -13.0337205 10.9001384, -13.0341397 10.8997161)",,
399535165,unclassified,False,True,27.273,"LINESTRING (-13.034354 10.8995901, -13.0341397 10.8997161)",,
