osmid,name,highway,maxspeed,oneway,reversed,length,ref,bridge,geometry,lanes,junction
26055847,Buffel Street,residential,60,False,True,10.063,,,"LINESTRING (31.5140673 -25.4970846, 31.5141146 -25.4971644)",,
"[203799267, 662325444, 203799269, 662325445, 662325432, 662325435]",,trunk,80,True,False,872.8449999999999,N4,yes,"LINESTRING (31.5140673 -25.4970846, 31.5151987 -25.4965691, 31.5155855 -25.4964043, 31.5177155 -25.4954455, 31.5179797 -25.4953774, 31.5177396 -25.495535, 31.5156108 -25.4964847, 31.5152465 -25.4966439, 31.5141146 -25.4971644)",,
26055847,Buffel Street,residential,60,False,False,102.267,,,"LINESTRING (31.5140673 -25.4970846, 31.5138377 -25.4967034, 31.513761 -25.4965758, 31.513581 -25.4962764)",,
26055847,Buffel Street,residential,60,False,False,325.883,,,"LINESTRING (31.5133381 -25.4958365, 31.5119131 -25.4932031)",,
26055847,Buffel Street,residential,60,False,True,54.653,,,"LINESTRING (31.5133381 -25.4958365, 31.513581 -25.4962764)",,
26071472,Marula Street,residential,,False,False,275.47700000000003,,,"LINESTRING (31.5133381 -25.4958365, 31.513183 -25.4959946, 31.5131369 -25.4960156, 31.513094 -25.4960156, 31.5130243 -25.4959987, 31.5128419 -25.4959309, 31.5125737 -25.4957977, 31.5109433 -25.4950266)",,
26055847,Buffel Street,residential,60,False,True,42.735,,,"LINESTRING (31.5100618 -25.4898964, 31.5101355 -25.4900404, 31.5102616 -25.4902353)",,
26071485,Factory Street,residential,,False,True,181.039,,,"LINESTRING (31.5100618 -25.4898964, 31.5099518 -25.4899448, 31.5097734 -25.4900453, 31.5091002 -25.4904472, 31.5085463 -25.4907776)",,
26055848,Rotunda Circle,residential,60,True,False,14.907,,,"LINESTRING (31.5095865 -25.4947764, 31.5094412 -25.4948042)",1,roundabout
26153502,Lorenco Street,residential,,False,True,121.192,,,"LINESTRING (31.5095865 -25.4947764, 31.5101399 -25.4957451)",,
1234492350,Station Street,residential,60,True,False,25.491,,,"LINESTRING (31.5094412 -25.4948042, 31.5092718 -25.494975)",,
26055848,Rotunda Circle,residential,60,True,False,25.868000000000002,,,"LINESTRING (31.5094412 -25.4948042, 31.5092933 -25.4947922, 31.5091906 -25.4947586)",1,roundabout
26055848,Rotunda Circle,residential,60,True,False,32.863,,,"LINESTRING (31.5091906 -25.4947586, 31.5090985 -25.4947058, 31.5090213 -25.4946361, 31.5089627 -25.494553)",1,roundabout
26153501,Park Street,residential,,False,False,128.02,,,"LINESTRING (31.5089627 -25.494553, 31.5078079 -25.4950419)",,
26055848,Rotunda Circle,residential,60,True,False,48.287,,,"LINESTRING (31.5089627 -25.494553, 31.5089229 -25.4944505, 31.5089113 -25.4943425, 31.5089287 -25.494235, 31.508974 -25.4941345)",1,roundabout
1234253829,Station Street,residential,60,True,False,32.156,,,"LINESTRING (31.5093756 -25.4939032, 31.5095731 -25.4936755)",,
26055848,Rotunda Circle,residential,60,True,False,32.817,,,"LINESTRING (31.5093756 -25.4939032, 31.5094725 -25.4939055, 31.5095843 -25.4939299, 31.5096869 -25.4939768)",1,roundabout
26055848,Rotunda Circle,residential,60,True,False,23.067999999999998,,,"LINESTRING (31.5096869 -25.4939768, 31.5097749 -25.4940435, 31.5098437 -25.4941266)",1,roundabout
26153501,Park Street,residential,,False,False,104.643,,,"LINESTRING (31.5078079 -25.4950419, 31.5068927 -25.4954927)",,
26153501,Park Street,residential,,False,True,128.02,,,"LINESTRING (31.5078079 -25.4950419, 31.5089627 -25.494553)",,
26055850,Impala Circle,residential,60,False,False,164.585,,,"LINESTRING (31.5078079 -25.4950419, 31.5077028 -25.4948142, 31.507638 -25.4945746, 31.5076152 -25.4943287, 31.5076349 -25.4940827, 31.5076968 -25.4938424, 31.5077991 -25.4936136)",,
26055850,Impala Circle,residential,60,False,True,161.847,,,"LINESTRING (31.5078079 -25.4950419, 31.5079261 -25.4952204, 31.5080691 -25.4953834, 31.5082346 -25.4955281, 31.5084195 -25.495652, 31.5086209 -25.495753, 31.5088352 -25.4958293, 31.5090587 -25.4958797)",,
26071469,Marula Street,residential,,False,False,131.38,,,"LINESTRING (31.5077991 -25.4936136, 31.508974 -25.4941345)",,
26055850,Impala Circle,residential,60,False,False,107.959,,,"LINESTRING (31.5077991 -25.4936136, 31.507937 -25.4934052, 31.5081085 -25.4932183, 31.5083097 -25.4930572, 31.5085357 -25.4929257)",,
26055850,Impala Circle,residential,60,False,True,164.585,,,"LINESTRING (31.5077991 -25.4936136, 31.5076968 -25.4938424, 31.5076349 -25.4940827, 31.5076152 -25.4943287, 31.507638 -25.4945746, 31.5077028 -25.4948142, 31.5078079 -25.4950419)",,
26071469,Marula Street,residential,,False,True,237.44400000000002,,,"LINESTRING (31.5077991 -25.4936136, 31.5063831 -25.4929457, 31.5061367 -25.492835, 31.5058729 -25.4927426, 31.5056636 -25.4927291)",,
26153509,Park Street,residential,,False,False,107.491,,,"LINESTRING (31.5109577 -25.4936399, 31.5119131 -25.4932031)",,
26153509,Park Street,residential,,False,True,124.219,,,"LINESTRING (31.5109577 -25.4936399, 31.5098437 -25.4941266)",,
26055850,Impala Circle,residential,60,False,False,159.511,,,"LINESTRING (31.5109577 -25.4936399, 31.5110326 -25.493806, 31.5110863 -25.4939786, 31.511118 -25.4941556, 31.5111274 -25.4943348, 31.5111143 -25.4945137, 31.5110789 -25.4946902, 31.5110216 -25.4948619, 31.5109433 -25.4950266)",,
26055850,Impala Circle,residential,60,False,True,163.541,,,"LINESTRING (31.5109577 -25.4936399, 31.5108165 -25.4934192, 31.5106379 -25.4932218, 31.5104266 -25.4930528, 31.510188 -25.4929166, 31.5099284 -25.4928166, 31.5097214 -25.4927554)",,
26071472,Marula Street,residential,,False,False,120.811,,,"LINESTRING (31.5109433 -25.4950266, 31.5098587 -25.4945554)",,
26055850,Impala Circle,residential,60,False,False,115.489,,,"LINESTRING (31.5109433 -25.4950266, 31.5108274 -25.4952061, 31.5106865 -25.4953703, 31.510523 -25.4955165, 31.5103398 -25.4956422, 31.5101399 -25.4957451)",,
26055850,Impala Circle,residential,60,False,True,159.511,,,"LINESTRING (31.5109433 -25.4950266, 31.5110216 -25.4948619, 31.5110789 -25.4946902, 31.5111143 -25.4945137, 31.5111274 -25.4943348, 31.511118 -25.4941556, 31.5110863 -25.4939786, 31.5110326 -25.493806, 31.5109577 -25.4936399)",,
26071472,Marula Street,residential,,False,True,275.47700000000003,,,"LINESTRING (31.5109433 -25.4950266, 31.5125737 -25.4957977, 31.5128419 -25.4959309, 31.5130243 -25.4959987, 31.513094 -25.4960156, 31.5131369 -25.4960156, 31.513183 -25.4959946, 31.5133381 -25.4958365)",,
26153502,Lorenco Street,residential,,False,False,121.192,,,"LINESTRING (31.5101399 -25.4957451, 31.5095865 -25.4947764)",,
26055850,Impala Circle,residential,60,False,False,111.31500000000001,,,"LINESTRING (31.5101399 -25.4957451, 31.5099347 -25.4958212, 31.5097206 -25.4958734, 31.5095008 -25.4959007, 31.509279 -25.4959028, 31.5090587 -25.4958797)",,
