osmid,ref,highway,oneway,reversed,length,bridge,name,geometry
"[77425329, 170954195, 77425325]",R527,primary,False,True,530.021,yes,Main,"LINESTRING (30.9543437 -24.3489866, 30.9539779 -24.3494657, 30.9532463 -24.3503868, 30.9529861 -24.3507219, 30.9513078 -24.3528686)"
171187887,R40,primary,False,True,261.678,,Klaserie Road,"LINESTRING (30.9543437 -24.3489866, 30.9558447 -24.3504963, 30.9560809 -24.3507282)"
23724200,,residential,False,False,72.855,,Moose Street,"LINESTRING (30.9513078 -24.3528686, 30.9514182 -24.3529935, 30.951722 -24.3534037)"
48066960,,unclassified,False,False,55.381,,Koedoe Street,"LINESTRING (30.9513078 -24.3528686, 30.9511616 -24.3527598, 30.9508534 -24.352594)"
"[77425329, 170954195, 77425325]",R527,primary,False,False,530.021,yes,Main,"LINESTRING (30.9513078 -24.3528686, 30.9529861 -24.3507219, 30.9532463 -24.3503868, 30.9539779 -24.3494657, 30.9543437 -24.3489866)"
170954195,R527,primary,False,True,464.52,,Main,"LINESTRING (30.9513078 -24.3528686, 30.9506817 -24.3536101, 30.9500648 -24.3542466, 30.9486649 -24.3555852, 30.9482425 -24.3559698)"
23724200,,residential,False,False,62.998,,Moose Street,"LINESTRING (30.9522376 -24.3541004, 30.9525819 -24.3545722)"
23724200,,residential,False,True,93.432,,Moose Street,"LINESTRING (30.9522376 -24.3541004, 30.951722 -24.3534037)"
23724202,,residential,False,False,127.813,,Cobra Street,"LINESTRING (30.9522376 -24.3541004, 30.9528435 -24.3537559, 30.9533145 -24.3535016)"
23724201,,residential,False,False,646.7719999999999,,Panther Street,"LINESTRING (30.9533145 -24.3535016, 30.9531814 -24.3526944, 30.9531789 -24.352607, 30.9531829 -24.352563, 30.9532248 -24.3525137, 30.9537318 -24.3522031, 30.9538912 -24.3520918, 30.9539527 -24.3520071, 30.9539816 -24.3519095, 30.9539506 -24.3517834, 30.9539537 -24.3516818, 30.9538735 -24.3515856, 30.95359 -24.3513121, 30.9534095 -24.3511408, 30.9533371 -24.3511213, 30.9532395 -24.3511309, 30.9531001 -24.3512412, 30.9527192 -24.3517468, 30.9520735 -24.3524367, 30.952 -24.352563, 30.9519496 -24.3526987, 30.9519075 -24.3531055, 30.9518682 -24.3532724, 30.951722 -24.3534037)"
23724202,,residential,False,True,127.813,,Cobra Street,"LINESTRING (30.9533145 -24.3535016, 30.9528435 -24.3537559, 30.9522376 -24.3541004)"
132783754,,residential,False,True,207.62599999999998,,,"LINESTRING (30.9533145 -24.3535016, 30.9534283 -24.3541684, 30.9534987 -24.3547555, 30.9534866 -24.3548129, 30.9534679 -24.3548324, 30.95303 -24.355162)"
23724200,,residential,False,False,93.432,,Moose Street,"LINESTRING (30.951722 -24.3534037, 30.9522376 -24.3541004)"
23724200,,residential,False,True,72.855,,Moose Street,"LINESTRING (30.951722 -24.3534037, 30.9514182 -24.3529935, 30.9513078 -24.3528686)"
23724201,,residential,False,True,646.772,,Panther Street,"LINESTRING (30.951722 -24.3534037, 30.9518682 -24.3532724, 30.9519075 -24.3531055, 30.9519496 -24.3526987, 30.952 -24.352563, 30.9520735 -24.3524367, 30.9527192 -24.3517468, 30.9531001 -24.3512412, 30.9532395 -24.3511309, 30.9533371 -24.3511213, 30.9534095 -24.3511408, 30.95359 -24.3513121, 30.9538735 -24.3515856, 30.9539537 -24.3516818, 30.9539506 -24.3517834, 30.9539816 -24.3519095, 30.9539527 -24.3520071, 30.9538912 -24.3520918, 30.9537318 -24.3522031, 30.9532248 -24.3525137, 30.9531829 -24.352563, 30.9531789 -24.352607, 30.9531814 -24.3526944, 30.9533145 -24.3535016)"
48066953,,unclassified,False,False,250.548,,Buffel Street,"LINESTRING (30.9508534 -24.352594, 30.9512671 -24.3521396, 30.9516165 -24.3517029, 30.9523337 -24.3507902)"
48066960,,unclassified,False,False,117.75999999999999,,Koedoe Street,"LINESTRING (30.9508534 -24.352594, 30.9505372 -24.3524012, 30.9504065 -24.3523132, 30.95006 -24.3518454)"
48066960,,unclassified,False,True,55.381,,Koedoe Street,"LINESTRING (30.9508534 -24.352594, 30.9511616 -24.3527598, 30.9513078 -24.3528686)"
48066953,,unclassified,False,True,250.548,,Buffel Street,"LINESTRING (30.9523337 -24.3507902, 30.9516165 -24.3517029, 30.9512671 -24.3521396, 30.9508534 -24.352594)"
171187887,R40,primary,False,False,261.678,,Klaserie Road,"LINESTRING (30.9560809 -24.3507282, 30.9558447 -24.3504963, 30.9543437 -24.3489866)"
171187887,R40,primary,False,True,22.323,,Klaserie Road,"LINESTRING (30.9560809 -24.3507282, 30.9561584 -24.3508389, 30.9562105 -24.3508896)"
48066960,,unclassified,False,True,182.613,,Koedoe Street,"LINESTRING (30.9485062 -24.3493803, 30.9484793 -24.3494511, 30.9484689 -24.3495171, 30.9484821 -24.3495746, 30.949095 -24.3504548, 30.9491788 -24.3505781, 30.9493304 -24.3507919)"
23724200,,residential,False,True,62.998,,Moose Street,"LINESTRING (30.9525819 -24.3545722, 30.9522376 -24.3541004)"
132783768,,residential,False,False,79.76,,,"LINESTRING (30.9525819 -24.3545722, 30.95303 -24.355162)"
171188177,,residential,False,False,110.453,,Impala Street,"LINESTRING (30.9525819 -24.3545722, 30.9517031 -24.3551602)"
171188177,,residential,False,True,94.102,,Impala Street,"LINESTRING (30.9509562 -24.3556634, 30.9517031 -24.3551602)"
132783773,,residential,False,True,263.6329999999999,,Impala Street,"LINESTRING (30.9509562 -24.3556634, 30.950616 -24.3559131, 30.9504417 -24.3560585, 30.9499294 -24.3565459, 30.9494083 -24.3569949, 30.9493875 -24.3570334, 30.9493818 -24.3570773, 30.9494278 -24.357417)"
"[171188176, 171188229]",,residential,False,False,601.461,,"['Eland Street', 'Leguan Street']","LINESTRING (30.9509562 -24.3556634, 30.9507166 -24.3553279, 30.9504557 -24.35499, 30.9503978 -24.3549731, 30.9503303 -24.3549858, 30.9492937 -24.3559363, 30.9481885 -24.3569453, 30.9481631 -24.3570175, 30.9481819 -24.3570896, 30.9484534 -24.3576591, 30.9485051 -24.357687, 30.9485836 -24.3576872, 30.9494278 -24.357417)"
171188229,,residential,False,True,331.98900000000003,,Leguan Street,"LINESTRING (30.9509562 -24.3556634, 30.9511363 -24.3558642, 30.9513909 -24.3562218, 30.9514113 -24.3563211, 30.9513858 -24.3564025, 30.951013 -24.3567756, 30.9506721 -24.3570574, 30.9504792 -24.3571348, 30.9494278 -24.357417)"
132783773,,residential,False,False,263.633,,Impala Street,"LINESTRING (30.9494278 -24.357417, 30.9493818 -24.3570773, 30.9493875 -24.3570334, 30.9494083 -24.3569949, 30.9499294 -24.3565459, 30.9504417 -24.3560585, 30.950616 -24.3559131, 30.9509562 -24.3556634)"
171188229,,residential,False,False,331.98900000000003,,Leguan Street,"LINESTRING (30.9494278 -24.357417, 30.9504792 -24.3571348, 30.9506721 -24.3570574, 30.951013 -24.3567756, 30.9513858 -24.3564025, 30.9514113 -24.3563211, 30.9513909 -24.3562218, 30.9511363 -24.3558642, 30.9509562 -24.3556634)"
"[171188176, 171188229]",,residential,False,True,601.4609999999999,,"['Eland Street', 'Leguan Street']","LINESTRING (30.9494278 -24.357417, 30.9485836 -24.3576872, 30.9485051 -24.357687, 30.9484534 -24.3576591, 30.9481819 -24.3570896, 30.9481631 -24.3570175, 30.9481885 -24.3569453, 30.9492937 -24.3559363, 30.9503303 -24.3549858, 30.9503978 -24.3549731, 30.9504557 -24.35499, 30.9507166 -24.3553279, 30.9509562 -24.3556634)"
132783760,,residential,False,False,132.27,,Ferret Street,"LINESTRING (30.9482425 -24.3559698, 30.9478718 -24.3556336, 30.9473172 -24.3551305)"
170954195,R527,primary,False,False,464.52,,Main,"LINESTRING (30.9482425 -24.3559698, 30.9486649 -24.3555852, 30.9500648 -24.3542466, 30.9506817 -24.3536101, 30.9513078 -24.3528686)"
132783766,,residential,False,False,126.214,,,"LINESTRING (30.9509905 -24.3542291, 30.9517031 -24.3551602)"
132783768,,residential,False,True,79.76,,,"LINESTRING (30.95303 -24.355162, 30.9525819 -24.3545722)"
132783754,,residential,False,False,207.626,,,"LINESTRING (30.95303 -24.355162, 30.9534679 -24.3548324, 30.9534866 -24.3548129, 30.9534987 -24.3547555, 30.9534283 -24.3541684, 30.9533145 -24.3535016)"
754260526,,residential,False,False,73.461,,Springbok Street,"LINESTRING (30.9473172 -24.3551305, 30.9478008 -24.3546382)"
132783760,,residential,False,True,132.27,,Ferret Street,"LINESTRING (30.9473172 -24.3551305, 30.9478718 -24.3556336, 30.9482425 -24.3559698)"
754260526,,residential,False,True,73.461,,Springbok Street,"LINESTRING (30.9478008 -24.3546382, 30.9473172 -24.3551305)"
132783764,,residential,False,False,644.871,,Springbok Street,"LINESTRING (30.9478008 -24.3546382, 30.9477769 -24.3527756, 30.9477836 -24.3527243, 30.9478211 -24.3526876, 30.9482825 -24.3524103, 30.9483603 -24.3524066, 30.9484112 -24.35242, 30.9484582 -24.3524653, 30.9492347 -24.3535978, 30.9492481 -24.3536834, 30.9492253 -24.3537603, 30.9491783 -24.3538251, 30.9484729 -24.3544971, 30.9483898 -24.354552, 30.9483227 -24.3545753, 30.9479131 -24.3546047, 30.9478008 -24.3546382)"
132783764,,residential,False,True,644.871,,Springbok Street,"LINESTRING (30.9478008 -24.3546382, 30.9479131 -24.3546047, 30.9483227 -24.3545753, 30.9483898 -24.354552, 30.9484729 -24.3544971, 30.9491783 -24.3538251, 30.9492253 -24.3537603, 30.9492481 -24.3536834, 30.9492347 -24.3535978, 30.9484582 -24.3524653, 30.9484112 -24.35242, 30.9483603 -24.3524066, 30.9482825 -24.3524103, 30.9478211 -24.3526876, 30.9477836 -24.3527243, 30.9477769 -24.3527756, 30.9478008 -24.3546382)"
132783766,,residential,False,True,126.214,,,"LINESTRING (30.9517031 -24.3551602, 30.9509905 -24.3542291)"
171188177,,residential,False,False,94.102,,Impala Street,"LINESTRING (30.9517031 -24.3551602, 30.9509562 -24.3556634)"
171188177,,residential,False,True,110.453,,Impala Street,"LINESTRING (30.9517031 -24.3551602, 30.9525819 -24.3545722)"
171187887,R40,primary,False,False,22.323,,Klaserie Road,"LINESTRING (30.9562105 -24.3508896, 30.9561584 -24.3508389, 30.9560809 -24.3507282)"
48066960,,unclassified,False,False,77.701,,Koedoe Street,"LINESTRING (30.95006 -24.3518454, 30.949957 -24.3516939, 30.9496562 -24.3512513)"
48066960,,unclassified,False,True,117.76,,Koedoe Street,"LINESTRING (30.95006 -24.3518454, 30.9504065 -24.3523132, 30.9505372 -24.3524012, 30.9508534 -24.352594)"
"[1076200734, 1076200735]",,residential,False,False,248.977,,,"LINESTRING (30.95006 -24.3518454, 30.950674 -24.3509266, 30.9507315 -24.3509033, 30.9508252 -24.3509537, 30.9511275 -24.3513125, 30.951153 -24.3513707, 30.9511275 -24.3514211, 30.9508486 -24.351776)"
48066960,,unclassified,False,True,60.818,,Koedoe Street,"LINESTRING (30.9493304 -24.3507919, 30.9496562 -24.3512513)"
974924963,,residential,False,True,154.47000000000003,,,"LINESTRING (30.9493304 -24.3507919, 30.9496289 -24.3506326, 30.9497845 -24.3505984, 30.9498985 -24.350602, 30.9499763 -24.3506289, 30.9500246 -24.3506875, 30.9500313 -24.3507645, 30.9499857 -24.3508647, 30.9498918 -24.3509771, 30.9496562 -24.3512513)"
48066960,,unclassified,False,False,182.613,,Koedoe Street,"LINESTRING (30.9493304 -24.3507919, 30.9491788 -24.3505781, 30.949095 -24.3504548, 30.9484821 -24.3495746, 30.9484689 -24.3495171, 30.9484793 -24.3494511, 30.9485062 -24.3493803)"
48066960,,unclassified,False,False,60.818,,Koedoe Street,"LINESTRING (30.9496562 -24.3512513, 30.9493304 -24.3507919)"
974924963,,residential,False,False,154.47000000000003,,,"LINESTRING (30.9496562 -24.3512513, 30.9498918 -24.3509771, 30.9499857 -24.3508647, 30.9500313 -24.3507645, 30.9500246 -24.3506875, 30.9499763 -24.3506289, 30.9498985 -24.350602, 30.9497845 -24.3505984, 30.9496289 -24.3506326, 30.9493304 -24.3507919)"
