osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,width
747447275,Da Gama Street,residential,False,True,15.915,,,,"LINESTRING (18.8308884 -34.1014353, 18.8307784 -34.1015457)",
"[747446544, 747446545, 747447277]",Broadway Boulevard,primary,True,False,217.562,"['2', '3']",R44,60,"LINESTRING (18.8308884 -34.1014353, 18.830959 -34.1014922, 18.8315159 -34.1019373, 18.831768 -34.1021389, 18.832351 -34.1025623, 18.8326211 -34.1027649)",
20608738,Volsteedt Street,residential,False,True,14.766,,,60,"LINESTRING (18.8326211 -34.1027649, 18.8325088 -34.1028597)",7.2
4626977,Broadway Boulevard,primary,True,False,78.25200000000001,2,R44,60,"LINESTRING (18.8326211 -34.1027649, 18.8327739 -34.1028884, 18.8329281 -34.1030062, 18.8332405 -34.1032467)",
20608738,Volsteedt Street,residential,False,False,64.515,,,60,"LINESTRING (18.8326211 -34.1027649, 18.832676 -34.1027185, 18.8330902 -34.102334)",7.2
"[4626977, 747446543]",Broadway Boulevard,primary,True,False,160.273,2,R44,60,"LINESTRING (18.8332405 -34.1032467, 18.8340779 -34.1038105, 18.8345131 -34.1041369, 18.8345662 -34.1041799)",
20615286,Broeksma Crescent,residential,False,True,88.743,,,,"LINESTRING (18.8332405 -34.1032467, 18.8333195 -34.1031735, 18.8338898 -34.1026569)",
701096340,Sarel Cilliers Street,tertiary,False,False,13.545,3,,,"LINESTRING (18.8352811 -34.1047576, 18.8351785 -34.1048449)",
747433182,Sarel Cilliers Street,tertiary,False,True,204.846,2,,60,"LINESTRING (18.8304654 -34.1091121, 18.8319657 -34.1077517)",
20608747,Kyle Street,residential,False,False,109.889,,,40,"LINESTRING (18.8304654 -34.1091121, 18.8305176 -34.1091521, 18.8313418 -34.109783)",
20608747,Kyle Street,residential,False,True,60.963,,,40,"LINESTRING (18.8304654 -34.1091121, 18.8304138 -34.1090726, 18.8300187 -34.1087703, 18.8299791 -34.10874)",
701096339,Lourens River Road,residential,False,True,43.938,,,,"LINESTRING (18.8319657 -34.1077517, 18.8323165 -34.1080196)",
747433182,Sarel Cilliers Street,tertiary,False,False,204.846,2,,60,"LINESTRING (18.8319657 -34.1077517, 18.8304654 -34.1091121)",
20589945,Lourens River Road,residential,False,False,60.402,,,,"LINESTRING (18.8319657 -34.1077517, 18.8319098 -34.1077081, 18.8315792 -34.1074559, 18.8314838 -34.1073831)",
"[747449185, 1179587052]",Sarel Cilliers Street,tertiary,False,True,172.808,2,,60,"LINESTRING (18.8319657 -34.1077517, 18.8320167 -34.1077058, 18.832082 -34.107647, 18.8325243 -34.1072474, 18.8330422 -34.1067798, 18.8330956 -34.1067315, 18.8332343 -34.1066063)",
20615205,De Vos Street,residential,False,True,80.24,,,,"LINESTRING (18.8339292 -34.1059788, 18.8338815 -34.1059426, 18.833638 -34.1057561, 18.8334089 -34.1055805, 18.8332893 -34.1054889)",
"[747449186, 747449187]",Sarel Cilliers Street,tertiary,False,True,170.66899999999998,"['2', '3']",,60,"LINESTRING (18.8339292 -34.1059788, 18.8347987 -34.1051923, 18.8351562 -34.1048649, 18.8351785 -34.1048449)",
"[747449185, 1179587053]",Sarel Cilliers Street,tertiary,False,False,94.66799999999999,2,,60,"LINESTRING (18.8339292 -34.1059788, 18.8335569 -34.106315, 18.8335164 -34.1063516, 18.8332343 -34.1066063)",
20589942,Munnik Street,residential,False,False,14.216,,,60,"LINESTRING (18.8298747 -34.1088342, 18.8299791 -34.10874)",6.4
20589942,Munnik Street,residential,False,True,73.811,,,60,"LINESTRING (18.8298747 -34.1088342, 18.8293336 -34.109324)",6.4
20608779,Union Street,residential,False,False,169.1,,,,"LINESTRING (18.8298747 -34.1088342, 18.8298421 -34.1088044, 18.829692 -34.1087084, 18.8285161 -34.1078119)",
20589942,Munnik Street,residential,False,False,72.701,,,60,"LINESTRING (18.8303966 -34.1083631, 18.8309304 -34.1078813)",6.4
20589942,Munnik Street,residential,False,True,56.867,,,60,"LINESTRING (18.8303966 -34.1083631, 18.8299791 -34.10874)",6.4
"[20608745, 1178744138]",Grey Street,residential,False,False,169.124,,,,"LINESTRING (18.8303966 -34.1083631, 18.8299703 -34.1080377, 18.8290752 -34.1073544, 18.8290461 -34.1073321)",
20589942,Munnik Street,residential,False,True,72.701,,,60,"LINESTRING (18.8309304 -34.1078813, 18.8303966 -34.1083631)",6.4
20589942,Munnik Street,residential,False,False,75.266,,,60,"LINESTRING (18.8309304 -34.1078813, 18.8314475 -34.1074145, 18.8314838 -34.1073831)",6.4
1178744125,Herschell Street,residential,False,False,169.172,,,,"LINESTRING (18.8309304 -34.1078813, 18.8295997 -34.1068775, 18.8295721 -34.1068567)",
20589942,Munnik Street,residential,False,True,75.266,,,60,"LINESTRING (18.8314838 -34.1073831, 18.8314475 -34.1074145, 18.8309304 -34.1078813)",6.4
20589945,Lourens River Road,residential,False,False,168.462,,,,"LINESTRING (18.8314838 -34.1073831, 18.8312593 -34.1072118, 18.8309058 -34.1069421, 18.8301383 -34.1063564)",
20589945,Lourens River Road,residential,False,True,60.402,,,,"LINESTRING (18.8314838 -34.1073831, 18.8315792 -34.1074559, 18.8319098 -34.1077081, 18.8319657 -34.1077517)",
701096339,Lourens River Road,residential,False,False,110.039,,,,"LINESTRING (18.8346036 -34.1097669, 18.8337252 -34.1090958)",
704273652,Mills Street,residential,False,True,172.982,,,40,"LINESTRING (18.8346036 -34.1097669, 18.8346522 -34.109733, 18.8358342 -34.1086503, 18.8358725 -34.1086204)",
701096339,Lourens River Road,residential,False,False,110.075,,,,"LINESTRING (18.8337252 -34.1090958, 18.8328465 -34.1084245)",
701096339,Lourens River Road,residential,False,True,110.039,,,,"LINESTRING (18.8337252 -34.1090958, 18.8346036 -34.1097669)",
1179587054,Myburgh Street,residential,False,False,173.01299999999998,,,40,"LINESTRING (18.8337252 -34.1090958, 18.8337733 -34.1090523, 18.8349551 -34.1079822, 18.8349934 -34.1079476)",
701096339,Lourens River Road,residential,False,True,110.075,,,,"LINESTRING (18.8328465 -34.1084245, 18.8337252 -34.1090958)",
701096339,Lourens River Road,residential,False,False,66.399,,,,"LINESTRING (18.8328465 -34.1084245, 18.832709 -34.1083149, 18.8323165 -34.1080196)",
704273648,Church Street,residential,False,False,204.963,,,,"LINESTRING (18.8328465 -34.1084245, 18.8328121 -34.1084559, 18.8313811 -34.1097473, 18.8313418 -34.109783)",
704273648,Church Street,residential,False,True,173.051,,,,"LINESTRING (18.8328465 -34.1084245, 18.8328885 -34.1083859, 18.8340587 -34.1073096, 18.8341095 -34.1072724)",
20589945,Lourens River Road,residential,False,False,12.89,,,,"LINESTRING (18.8275917 -34.1044133, 18.8274888 -34.1043347)",
20589945,Lourens River Road,residential,False,True,60.073,,,,"LINESTRING (18.8275917 -34.1044133, 18.8276317 -34.1044438, 18.8280715 -34.1047794)",
20608801,Da Gama Street,residential,False,False,75.644,,,60,"LINESTRING (18.8275917 -34.1044133, 18.8275533 -34.104448, 18.8270371 -34.1049152)",8.800000000000001
1178744127,Lourens River Road,residential,False,True,32.37,,,,"LINESTRING (18.8252999 -34.1026645, 18.8255584 -34.1028618)",
1178753234,Diaz Street,residential,False,False,71.99700000000001,,,,"LINESTRING (18.8263914 -34.1097372, 18.8268974 -34.1092787, 18.8269189 -34.1092592)",
20598445,Marais Street,residential,False,True,166.952,,,60,"LINESTRING (18.8269189 -34.1092592, 18.8255862 -34.108241)",5.8
1178753234,Diaz Street,residential,False,False,72.799,,,,"LINESTRING (18.8269189 -34.1092592, 18.826946 -34.1092347, 18.8274523 -34.1087759)",
1178753234,Diaz Street,residential,False,True,71.99700000000001,,,,"LINESTRING (18.8269189 -34.1092592, 18.8268974 -34.1092787, 18.8263914 -34.1097372)",
1178753234,Diaz Street,residential,False,False,72.663,,,,"LINESTRING (18.8274523 -34.1087759, 18.8279847 -34.1082935)",
20608775,Joubert Street,residential,False,False,166.655,,,60,"LINESTRING (18.8274523 -34.1087759, 18.8274271 -34.1087565, 18.8261522 -34.1077808, 18.826123 -34.1077586)",5.7
20608775,Joubert Street,residential,False,True,168.926,,,60,"LINESTRING (18.8274523 -34.1087759, 18.8274789 -34.1087962, 18.8287658 -34.109776, 18.8288029 -34.1098042)",5.7
1178753234,Diaz Street,residential,False,True,72.799,,,,"LINESTRING (18.8274523 -34.1087759, 18.826946 -34.1092347, 18.8269189 -34.1092592)",
1178753231,Diaz Street,residential,False,False,71.692,,,,"LINESTRING (18.8290461 -34.1073321, 18.8295721 -34.1068567)",
"[20608745, 1178744138]",Grey Street,residential,False,True,169.124,,,,"LINESTRING (18.8290461 -34.1073321, 18.8290752 -34.1073544, 18.8299703 -34.1080377, 18.8303966 -34.1083631)",
"[1178744139, 1178744140]",Grey Street,residential,False,False,166.852,,,,"LINESTRING (18.8290461 -34.1073321, 18.8290207 -34.1073127, 18.8287529 -34.1071083, 18.8277446 -34.1063384, 18.8277138 -34.1063149)",
1178753232,Diaz Street,residential,False,True,72.301,,,,"LINESTRING (18.8290461 -34.1073321, 18.8285409 -34.1077895, 18.8285161 -34.1078119)",
1178753231,Diaz Street,residential,False,True,71.692,,,,"LINESTRING (18.8295721 -34.1068567, 18.8290461 -34.1073321)",
"[1178744120, 1178744121, 1178744123, 1178744125]",Herschell Street,residential,False,False,166.834,,,,"LINESTRING (18.8295721 -34.1068567, 18.8295474 -34.1068377, 18.8291387 -34.1065241, 18.8290291 -34.10644, 18.8284331 -34.1059826, 18.8282798 -34.105865, 18.8282431 -34.1058368)",
1178744125,Herschell Street,residential,False,True,169.172,,,,"LINESTRING (18.8295721 -34.1068567, 18.8295997 -34.1068775, 18.8309304 -34.1078813)",
1178753230,Diaz Street,residential,False,False,76.29499999999999,,,,"LINESTRING (18.8295721 -34.1068567, 18.8300943 -34.1063856, 18.8301383 -34.1063564)",
20615207,Kalden Street,residential,False,False,40.203,,,,"LINESTRING (18.8314064 -34.105208, 18.8317284 -34.1054522)",
20615207,Kalden Street,residential,False,True,36.633,,,,"LINESTRING (18.8314064 -34.105208, 18.8311152 -34.1049835)",
