osmid,highway,oneway,reversed,length,name,ref,bridge,geometry,junction
193117636,residential,False,True,89.746,,,,"LINESTRING (26.0834782 -32.6749436, 26.0841142 -32.6743396)",
193117641,residential,False,False,84.704,Jan van Riebeeck Street,,,"LINESTRING (26.0834782 -32.6749436, 26.0841782 -32.6754264)",
193117641,residential,False,False,63.497,Jan van Riebeeck Street,,,"LINESTRING (26.0866247 -32.6771759, 26.087131 -32.677556)",
193117641,residential,False,True,150.997,Jan van Riebeeck Street,,,"LINESTRING (26.0866247 -32.6771759, 26.0853945 -32.6762974)",
193117650,residential,False,False,84.254,Durban Street,,,"LINESTRING (26.0866247 -32.6771759, 26.0872201 -32.6766076)",
193117650,residential,False,True,81.622,Durban Street,,,"LINESTRING (26.0866247 -32.6771759, 26.0860707 -32.6777428)",
193117659,residential,False,False,112.523,Cole Street,,,"LINESTRING (26.0879367 -32.6797885, 26.0871783 -32.6805737)",
193117659,residential,False,True,59.712,Cole Street,,,"LINESTRING (26.0879367 -32.6797885, 26.0883625 -32.6793886)",
193117671,residential,False,False,59.715,Hope Street,,,"LINESTRING (26.0879367 -32.6797885, 26.0874439 -32.6794474)",
193117671,residential,False,True,199.261,Hope Street,,,"LINESTRING (26.0879367 -32.6797885, 26.0895366 -32.6809708)",
193117659,residential,False,False,59.712,Cole Street,,,"LINESTRING (26.0883625 -32.6793886, 26.0879367 -32.6797885)",
193117659,residential,False,True,83.952,Cole Street,,,"LINESTRING (26.0883625 -32.6793886, 26.0889376 -32.6788092)",
193117668,residential,False,False,197.744,Adderley Street,,,"LINESTRING (26.0883625 -32.6793886, 26.0899553 -32.680557)",
193117668,residential,False,True,61.753,Adderley Street,,,"LINESTRING (26.0883625 -32.6793886, 26.0878561 -32.6790326)",
193117650,residential,False,True,57.854,Durban Street,,,"LINESTRING (26.0880737 -32.675782, 26.0876603 -32.6761688)",
193117636,residential,False,False,89.746,,,,"LINESTRING (26.0841142 -32.6743396, 26.0834782 -32.6749436)",
193117636,residential,False,True,58.916,,,,"LINESTRING (26.0841142 -32.6743396, 26.0845382 -32.673948)",
193117661,residential,False,False,81.387,Graham Street,,,"LINESTRING (26.0841142 -32.6743396, 26.0847612 -32.6748286)",
193117643,residential,False,False,79.364,Porter Street,,,"LINESTRING (26.0887883 -32.6769999, 26.0881442 -32.6765357)",
193117643,residential,False,True,78.172,Porter Street,,,"LINESTRING (26.0887883 -32.6769999, 26.0894347 -32.6774451)",
1268434953,residential,False,False,62.091,Donkin Street,,,"LINESTRING (26.0887883 -32.6769999, 26.0883697 -32.6774331)",
423400110,primary,False,False,106.953,Donkin Street,R63,,"LINESTRING (26.0852942 -32.6805222, 26.0860173 -32.6797774)",
423400133,residential,False,False,139.819,Somerset Street,,,"LINESTRING (26.0852942 -32.6805222, 26.0841306 -32.6797336)",
"[423400113, 423381843, 423400110]",primary,False,True,111.554,Donkin Street,R63,yes,"LINESTRING (26.0852942 -32.6805222, 26.0850113 -32.680797, 26.084822 -32.6809772, 26.0845175 -32.6812831)",
"[423400131, 193117660, 423400133]",residential,False,True,138.116,Somerset Street,,yes,"LINESTRING (26.0852942 -32.6805222, 26.0859735 -32.6809995, 26.0862273 -32.6811845, 26.0863106 -32.6812482, 26.0864084 -32.6813355)",
193117650,residential,False,False,64.451,Durban Street,,,"LINESTRING (26.0856417 -32.6781962, 26.0860707 -32.6777428)",
193117650,residential,False,True,110.399,Durban Street,,,"LINESTRING (26.0856417 -32.6781962, 26.084892 -32.6789627)",
193117671,residential,False,False,152.562,Hope Street,,,"LINESTRING (26.0856417 -32.6781962, 26.0844272 -32.6772811)",
193117671,residential,False,True,59.251,Hope Street,,,"LINESTRING (26.0856417 -32.6781962, 26.0861206 -32.6785447)",
193117638,primary,True,False,14.478,Jan van Riebeeck Street,R63,,"LINESTRING (26.0877568 -32.6780818, 26.0877222 -32.6780673, 26.0876954 -32.6780438, 26.0876799 -32.678014, 26.0876774 -32.6779815)",roundabout
423385863,primary,True,False,30.698,Donkin Street,R63,,"LINESTRING (26.0877568 -32.6780818, 26.0876738 -32.678149, 26.0876276 -32.6781829, 26.0875803 -32.6782105, 26.0874959 -32.6782453)",
193117643,residential,False,False,60.957,Porter Street,,,"LINESTRING (26.0881442 -32.6765357, 26.0876603 -32.6761688)",
193117643,residential,False,True,79.364,Porter Street,,,"LINESTRING (26.0881442 -32.6765357, 26.0887883 -32.6769999)",
193117655,residential,False,False,61.552,Ernst Nel Street,,,"LINESTRING (26.0881442 -32.6765357, 26.08772 -32.6769587)",
193117670,residential,False,False,61.215,Maitland Street,,,"LINESTRING (26.083176 -32.6764012, 26.0835953 -32.6759787)",
193117671,residential,False,True,152.601,Hope Street,,,"LINESTRING (26.083176 -32.6764012, 26.0844272 -32.6772811)",
193117662,residential,False,False,85.821,Napier Street,,,"LINESTRING (26.0905379 -32.679961, 26.0899553 -32.680557)",
193117662,residential,False,True,85.839,Napier Street,,,"LINESTRING (26.0905379 -32.679961, 26.0911316 -32.6793726)",
193117675,primary,False,True,197.07,Jan van Riebeeck Street,R63,,"LINESTRING (26.0905379 -32.679961, 26.0889376 -32.6788092)",
193117675,primary,False,False,196.20499999999998,Jan van Riebeeck Street,R63,,"LINESTRING (26.0905379 -32.679961, 26.0906539 -32.6800487, 26.0921326 -32.6811063)",
193117659,residential,False,True,112.523,Cole Street,,,"LINESTRING (26.0871783 -32.6805737, 26.0879367 -32.6797885)",
193117669,residential,False,True,140.169,Craddock Street,,,"LINESTRING (26.0871783 -32.6805737, 26.0860173 -32.6797774)",
"[193117659, 423400116, 423400115]",residential,False,False,111.279,Cole Street,,yes,"LINESTRING (26.0871783 -32.6805737, 26.0867398 -32.6809894, 26.0865188 -32.681207, 26.0864084 -32.6813355)",
193117667,residential,False,False,60.429,Hart Street,,,"LINESTRING (26.0848375 -32.6768615, 26.0844272 -32.6772811)",
193117667,residential,False,True,81.562,Hart Street,,,"LINESTRING (26.0848375 -32.6768615, 26.0853945 -32.6762974)",
