osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed
56069234,residential,False,False,355.331,"LINESTRING (31.9598615 -25.4370667, 31.9598132 -25.436942, 31.9597784 -25.4368814, 31.9597207 -25.436816, 31.9593492 -25.4364418, 31.9592205 -25.4363243, 31.9584623 -25.4356427, 31.9574596 -25.4347414)",,,
55977426,residential,False,True,33.421,"LINESTRING (31.952932 -25.4290478, 31.9531667 -25.4292609)",,,
54622060,residential,False,True,111.311,"LINESTRING (31.952932 -25.4290478, 31.9524613 -25.4292791, 31.9519798 -25.4295589)",Gilfillan Street,,
56069240,residential,False,True,254.484,"LINESTRING (31.9519798 -25.4295589, 31.9532244 -25.4315525)",,,
54622060,residential,False,False,111.311,"LINESTRING (31.9519798 -25.4295589, 31.9524613 -25.4292791, 31.952932 -25.4290478)",Gilfillan Street,,
55977426,residential,False,False,99.222,"LINESTRING (31.9544877 -25.4304321, 31.953785 -25.4298048)",,,
55977426,residential,False,True,94.133,"LINESTRING (31.9544877 -25.4304321, 31.9551703 -25.4310123)",,,
56008333,residential,False,False,15.907,"LINESTRING (31.9544877 -25.4304321, 31.9543741 -25.4305318)",,,
56008333,residential,False,True,149.13,"LINESTRING (31.9544877 -25.4304321, 31.9555365 -25.4294826)",,,
55977426,residential,False,False,86.677,"LINESTRING (31.953785 -25.4298048, 31.9531667 -25.4292609)",,,
55977426,residential,False,True,99.222,"LINESTRING (31.953785 -25.4298048, 31.9544877 -25.4304321)",,,
56008331,residential,False,True,151.11399999999998,"LINESTRING (31.953785 -25.4298048, 31.9540361 -25.4295832, 31.9543754 -25.4292736, 31.9544743 -25.4291774, 31.9545776 -25.4290587, 31.9546594 -25.4289763, 31.9548337 -25.4288322)",,,
56008329,residential,False,False,139.609,"LINESTRING (31.958444 -25.4338548, 31.9574596 -25.4347414)",,,
55977426,residential,False,False,276.985,"LINESTRING (31.958444 -25.4338548, 31.9578056 -25.4332783, 31.9575495 -25.4330458, 31.9571377 -25.4326849, 31.9568011 -25.4323882, 31.9567166 -25.4323215, 31.9566053 -25.4322428, 31.956443 -25.4321459)",,,
55977426,residential,False,True,131.825,"LINESTRING (31.958444 -25.4338548, 31.9592616 -25.4345758, 31.9593832 -25.4346831)",,,
56008323,residential,False,True,165.072,"LINESTRING (31.9544475 -25.434005, 31.9549582 -25.4335239, 31.955585 -25.4329333)",,,
161384085,secondary,False,False,276.739,"LINESTRING (31.9544475 -25.434005, 31.9547188 -25.4342432, 31.9550474 -25.4345316, 31.9554561 -25.4348903, 31.9561046 -25.4354735, 31.9564122 -25.4357502)",,R571,100
161384085,secondary,False,True,278.442,"LINESTRING (31.9544475 -25.434005, 31.9542715 -25.4338467, 31.9538531 -25.4334705, 31.9524828 -25.432238)",,R571,100
56008329,residential,False,True,139.609,"LINESTRING (31.9574596 -25.4347414, 31.958444 -25.4338548)",,,
56008329,residential,False,False,153.77,"LINESTRING (31.9574596 -25.4347414, 31.9569845 -25.435199, 31.9564122 -25.4357502)",,,
56069234,residential,False,True,355.33099999999996,"LINESTRING (31.9574596 -25.4347414, 31.9584623 -25.4356427, 31.9592205 -25.4363243, 31.9593492 -25.4364418, 31.9597207 -25.436816, 31.9597784 -25.4368814, 31.9598132 -25.436942, 31.9598615 -25.4370667)",,,
56008329,residential,False,True,153.77,"LINESTRING (31.9564122 -25.4357502, 31.9569845 -25.435199, 31.9574596 -25.4347414)",,,
161384085,secondary,False,True,276.739,"LINESTRING (31.9564122 -25.4357502, 31.9561046 -25.4354735, 31.9554561 -25.4348903, 31.9550474 -25.4345316, 31.9547188 -25.4342432, 31.9544475 -25.434005)",,R571,100
56008322,residential,False,False,114.134,"LINESTRING (31.9593832 -25.4346831, 31.9601914 -25.4339614)",Buffel,,
55977426,residential,False,False,131.825,"LINESTRING (31.9593832 -25.4346831, 31.9592616 -25.4345758, 31.958444 -25.4338548)",,,
56008322,residential,False,True,114.134,"LINESTRING (31.9601914 -25.4339614, 31.9593832 -25.4346831)",Buffel,,
"[56008322, 56008335]",residential,False,"[False, True]",331.922,"LINESTRING (31.9601914 -25.4339614, 31.9610015 -25.4331693, 31.9610538 -25.433093, 31.9610752 -25.4330482, 31.9610846 -25.4330143, 31.9610846 -25.4329834, 31.9610772 -25.4329544, 31.9610652 -25.4329338, 31.9610444 -25.4329102, 31.9597113 -25.4318274)","['Olifant Street', 'Buffel']",,
56008333,residential,False,False,17.334,"LINESTRING (31.9537649 -25.4310741, 31.9536401 -25.4311818)",,,
56008333,residential,False,True,41.334,"LINESTRING (31.9537649 -25.4310741, 31.9540559 -25.4308112)",,,
56069233,residential,False,False,275.118,"LINESTRING (31.9537649 -25.4310741, 31.955688 -25.4328363)",,,
56008333,residential,False,False,106.565,"LINESTRING (31.9532244 -25.4315525, 31.9524828 -25.432238)",,,
56069240,residential,False,False,254.484,"LINESTRING (31.9532244 -25.4315525, 31.9519798 -25.4295589)",,,
56008333,residential,False,True,58.667,"LINESTRING (31.9532244 -25.4315525, 31.9534886 -25.4313187, 31.9536401 -25.4311818)",,,
55977426,residential,False,False,33.421,"LINESTRING (31.9531667 -25.4292609, 31.952932 -25.4290478)",,,
55977426,residential,False,True,86.677,"LINESTRING (31.9531667 -25.4292609, 31.953785 -25.4298048)",,,
56008332,residential,False,False,197.79299999999998,"LINESTRING (31.9531667 -25.4292609, 31.9531453 -25.4293263, 31.9531459 -25.4293645, 31.9531533 -25.4294026, 31.9531775 -25.4294608, 31.953788 -25.4304907, 31.95384 -25.4305726, 31.9539218 -25.4306804, 31.9540559 -25.4308112)",,,
55977426,residential,False,False,63.044,"LINESTRING (31.956443 -25.4321459, 31.9559936 -25.43175)",,,
56008323,residential,False,False,18.095,"LINESTRING (31.956443 -25.4321459, 31.9563164 -25.4322617)",,,
55977426,residential,False,True,276.985,"LINESTRING (31.956443 -25.4321459, 31.9566053 -25.4322428, 31.9567166 -25.4323215, 31.9568011 -25.4323882, 31.9571377 -25.4326849, 31.9575495 -25.4330458, 31.9578056 -25.4332783, 31.958444 -25.4338548)",,,
56008323,residential,False,True,147.126,"LINESTRING (31.956443 -25.4321459, 31.9573361 -25.431332, 31.9574743 -25.4312061)",,,
56008323,residential,False,False,14.944,"LINESTRING (31.955688 -25.4328363, 31.955585 -25.4329333)",,,
56008323,residential,False,True,89.802,"LINESTRING (31.955688 -25.4328363, 31.9563164 -25.4322617)",,,
56069233,residential,False,True,275.118,"LINESTRING (31.955688 -25.4328363, 31.9537649 -25.4310741)",,,
56008333,residential,False,False,41.334,"LINESTRING (31.9540559 -25.4308112, 31.9537649 -25.4310741)",,,
56008333,residential,False,True,44.568,"LINESTRING (31.9540559 -25.4308112, 31.9543741 -25.4305318)",,,
56008332,residential,False,True,197.79299999999998,"LINESTRING (31.9540559 -25.4308112, 31.9539218 -25.4306804, 31.95384 -25.4305726, 31.953788 -25.4304907, 31.9531775 -25.4294608, 31.9531533 -25.4294026, 31.9531459 -25.4293645, 31.9531453 -25.4293263, 31.9531667 -25.4292609)",,,
56008335,residential,False,False,115.993,"LINESTRING (31.9588418 -25.4311407, 31.9597113 -25.4318274)",Olifant Street,,
56008335,residential,False,True,92.019,"LINESTRING (31.9588418 -25.4311407, 31.9582173 -25.4305351)",Olifant Street,,
56008336,residential,False,False,195.978,"LINESTRING (31.9588418 -25.4311407, 31.9590408 -25.4309663, 31.9591789 -25.4308221, 31.959254 -25.4307156, 31.959305 -25.4305981, 31.9593264 -25.4304854, 31.9593331 -25.4303704, 31.9593117 -25.4302468, 31.9592915 -25.4301306, 31.9592366 -25.4298786, 31.9591682 -25.4295444)",,,
56008323,residential,False,True,105.518,"LINESTRING (31.9574743 -25.4312061, 31.9582173 -25.4305351)",,,
56008334,residential,False,False,65.996,"LINESTRING (31.9574743 -25.4312061, 31.9570061 -25.4307896)",Waterbok,,
56008323,residential,False,False,147.126,"LINESTRING (31.9574743 -25.4312061, 31.9573361 -25.431332, 31.956443 -25.4321459)",,,
56008334,residential,False,True,101.052,"LINESTRING (31.9548337 -25.4288322, 31.9555365 -25.4294826)",Waterbok,,
56008331,residential,False,False,151.11399999999998,"LINESTRING (31.9548337 -25.4288322, 31.9546594 -25.4289763, 31.9545776 -25.4290587, 31.9544743 -25.4291774, 31.9543754 -25.4292736, 31.9540361 -25.4295832, 31.953785 -25.4298048)",,,
