osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,ref,bridge
"[32216450, 32216572]",,"['London Street', 'San Francisco Street']",residential,60,False,"[False, True]",159.86900000000003,"LINESTRING (18.6129206 -34.0494274, 18.612508 -34.0485843, 18.6124971 -34.0485538, 18.6125016 -34.048523, 18.6125304 -34.048493, 18.6126055 -34.0484579, 18.6130037 -34.0483259)",,,,
32216652,,Salisbury Way,residential,60,False,True,55.026,"LINESTRING (18.6129206 -34.0494274, 18.6131262 -34.0493565, 18.6131818 -34.0493343, 18.6132183 -34.0493106, 18.613261 -34.0492753, 18.6133121 -34.0492339, 18.6134105 -34.0491577)",,,,
32216256,,Etosha Way,residential,60,False,True,52.615,"LINESTRING (18.6176998 -34.0508745, 18.6171707 -34.0510526)",,,,
"[32216256, 829507344]",,"['Pall Mall Way', 'Etosha Way']",residential,60,False,False,179.22200000000004,"LINESTRING (18.6176998 -34.0508745, 18.6181016 -34.0507403, 18.6181303 -34.050733, 18.6181588 -34.0507315, 18.6181891 -34.0507333, 18.6182139 -34.0507401, 18.61824 -34.0507509, 18.61826 -34.0507646, 18.6182779 -34.0507828, 18.6184031 -34.051049, 18.6185188 -34.0512901, 18.6185954 -34.0514488, 18.618623 -34.0515043, 18.6187668 -34.0517929)",,,,
32216266,,Portobello Close,residential,,False,False,104.453,"LINESTRING (18.6176998 -34.0508745, 18.6180509 -34.0515926, 18.6180652 -34.0516383, 18.6180679 -34.0516722, 18.6180556 -34.0517108, 18.6180317 -34.0517495)",,,,
32216481,,Grand Canyon Way,residential,60,False,True,51.973,"LINESTRING (18.6163746 -34.0481616, 18.6158532 -34.04834)",,,,
32216558,,Waikiki Close,residential,60,False,False,77.583,"LINESTRING (18.6163746 -34.0481616, 18.6166877 -34.0488093)",,,,
32216481,,Grand Canyon Way,residential,60,False,False,78.021,"LINESTRING (18.6163746 -34.0481616, 18.6168079 -34.0480183, 18.6171611 -34.0479015)",,,,
32216616,,Zurich Close,residential,60,False,False,93.41799999999999,"LINESTRING (18.6134105 -34.0491577, 18.6134666 -34.049271, 18.6137196 -34.0497949, 18.6137451 -34.0498247, 18.6137806 -34.0498473, 18.61382 -34.0498572, 18.613875 -34.0498545)",,,,
32216652,,Salisbury Way,residential,60,False,False,55.025999999999996,"LINESTRING (18.6134105 -34.0491577, 18.6133121 -34.0492339, 18.613261 -34.0492753, 18.6132183 -34.0493106, 18.6131818 -34.0493343, 18.6131262 -34.0493565, 18.6129206 -34.0494274)",,,,
32216652,,Salisbury Way,residential,60,False,True,52.778999999999996,"LINESTRING (18.6134105 -34.0491577, 18.6135289 -34.0491098, 18.6139374 -34.0489719)",,,,
32216652,,Salisbury Way,residential,60,False,True,52.278,"LINESTRING (18.6139374 -34.0489719, 18.6144642 -34.0487972)",,,,
32216652,,Salisbury Way,residential,60,False,False,52.778999999999996,"LINESTRING (18.6139374 -34.0489719, 18.6135289 -34.0491098, 18.6134105 -34.0491577)",,,,
32216749,,New York Close,residential,60,False,False,80.894,"LINESTRING (18.6139374 -34.0489719, 18.6140968 -34.049311, 18.6141955 -34.0495145, 18.6142055 -34.0495475, 18.6142105 -34.0495906, 18.6142013 -34.0496229, 18.614177 -34.04965)",,,,
32216298,,Buckingham Way,residential,60,False,False,24.61,"LINESTRING (18.6202553 -34.0540183, 18.6205074 -34.0539451)",,,,
829507344,,Pall Mall Way,residential,60,False,True,145.648,"LINESTRING (18.6202553 -34.0540183, 18.6194834 -34.0528752)",,,,
32216298,,Buckingham Way,residential,60,False,True,239.98100000000002,"LINESTRING (18.6202553 -34.0540183, 18.6197216 -34.0541896, 18.6191707 -34.0543648, 18.6189461 -34.0544363, 18.6185975 -34.0545472, 18.6179263 -34.0547485, 18.6178156 -34.0547732)",,,,
32216357,,Eloff Street,residential,60,False,True,56.71,"LINESTRING (18.6194834 -34.0528752, 18.618907 -34.0530542)",,,,
829507344,,Pall Mall Way,residential,60,False,False,145.648,"LINESTRING (18.6194834 -34.0528752, 18.6202553 -34.0540183)",,,,
829507344,,Pall Mall Way,residential,60,False,True,137.29,"LINESTRING (18.6194834 -34.0528752, 18.6190822 -34.0522878, 18.618854 -34.0519398, 18.6187668 -34.0517929)",,,,
893014413,,Westminster Close,residential,60,False,True,81.808,"LINESTRING (18.6172511 -34.0494197, 18.6164277 -34.0496951)",,,,
"[745433272, 32216724]",2,"['Hazeldene Avenue', 'Wall Street']",residential,60,False,"[False, True]",257.92,"LINESTRING (18.6172511 -34.0494197, 18.6172624 -34.0494395, 18.6173461 -34.0495955, 18.6174042 -34.0497018, 18.6174414 -34.0497764, 18.6174966 -34.049887, 18.6176898 -34.0502793, 18.6177287 -34.0503617, 18.6177451 -34.050422, 18.6177401 -34.0504804, 18.6177379 -34.0505065, 18.6173375 -34.0506399, 18.6166439 -34.0508711, 18.6165002 -34.050919, 18.6164488 -34.0509358)",,,,
32216724,,Wall Street,residential,60,False,True,51.542,"LINESTRING (18.6172511 -34.0494197, 18.6171707 -34.049253, 18.6170865 -34.0490787, 18.6170434 -34.0489893)",,,,
32216357,,Eloff Street,residential,60,False,False,71.038,"LINESTRING (18.6181896 -34.0532884, 18.618907 -34.0530542)",,,,
32216357,,Eloff Street,residential,60,False,True,52.561,"LINESTRING (18.6181896 -34.0532884, 18.6176587 -34.0534615)",,,,
32216468,,Pisa Close,residential,,False,False,118.035,"LINESTRING (18.6181896 -34.0532884, 18.618557 -34.0541229, 18.6185884 -34.054174, 18.6186221 -34.0541961, 18.6186781 -34.054211, 18.6187159 -34.0542147)",,,,
32216281,,Montevideo Close,residential,,False,False,92.69,"LINESTRING (18.6152943 -34.0517465, 18.6153451 -34.0518598, 18.6156653 -34.0525213)",,,,
32216315,,Miami Way,residential,60,False,True,54.59,"LINESTRING (18.6152943 -34.0517465, 18.6152298 -34.0517437, 18.6151505 -34.0517442, 18.6150883 -34.0517527, 18.6150316 -34.0517704, 18.6147323 -34.0518754)",,,,
32216323,,Miami Way,residential,60,False,False,159.388,"LINESTRING (18.6152943 -34.0517465, 18.6154582 -34.0517526, 18.6155517 -34.0517521, 18.6156025 -34.0517501, 18.6156427 -34.0517421, 18.6157011 -34.0517235, 18.6157548 -34.0517056, 18.615784 -34.0517021, 18.615819 -34.0517032, 18.6158632 -34.0517167, 18.6159022 -34.0517464, 18.6159293 -34.0517795, 18.6163093 -34.0525878)",,,,
32216315,,Miami Way,residential,60,False,False,52.317,"LINESTRING (18.6142059 -34.0520519, 18.6147323 -34.0518754)",,,,
32216614,,Miami Close,residential,60,False,False,95.027,"LINESTRING (18.6142059 -34.0520519, 18.6145898 -34.0528451)",,,,
32216614,,Miami Close,residential,60,False,True,36.084,"LINESTRING (18.6142059 -34.0520519, 18.6140638 -34.0517495)",,,,
32216617,,Miami Way,residential,60,False,True,53.732,"LINESTRING (18.6142059 -34.0520519, 18.6136644 -34.0522314)",,,,
32216450,,London Street,residential,60,False,False,52.819,"LINESTRING (18.6130037 -34.0483259, 18.613536 -34.0481495)",,,,
"[32216450, 32216572]",,"['London Street', 'San Francisco Street']",residential,60,False,"[False, True]",159.86900000000003,"LINESTRING (18.6130037 -34.0483259, 18.6126055 -34.0484579, 18.6125304 -34.048493, 18.6125016 -34.048523, 18.6124971 -34.0485538, 18.612508 -34.0485843, 18.6129206 -34.0494274)",,,,
32216540,,Vancouver Close,residential,60,False,False,74.258,"LINESTRING (18.6130037 -34.0483259, 18.613061 -34.0484437, 18.613216 -34.048761, 18.6132481 -34.0488201, 18.6132875 -34.0488534, 18.6133281 -34.0488647, 18.6133902 -34.0488682)",,,,
744694437,1,Merrydale Avenue,tertiary,60,True,False,6.028,"LINESTRING (18.6177804 -34.0547275, 18.6178156 -34.0547732)",,,,
744694438,2,Merrydale Avenue,tertiary,60,False,True,133.682,"LINESTRING (18.6177804 -34.0547275, 18.6176878 -34.0545143, 18.6172907 -34.0535958)",,,,
32216256,,Etosha Way,residential,60,False,False,52.615,"LINESTRING (18.6171707 -34.0510526, 18.6176998 -34.0508745)",,,,
32216256,,Etosha Way,residential,60,False,True,53.436,"LINESTRING (18.6171707 -34.0510526, 18.6166317 -34.0512301)",,,,
32216682,,Whitehall Close,residential,,False,False,106.257,"LINESTRING (18.6171707 -34.0510526, 18.6175327 -34.0517954, 18.6175493 -34.0518186, 18.6175702 -34.0518348, 18.6176106 -34.0518464, 18.6176517 -34.0518501, 18.6176926 -34.0518458)",,,,
893014413,,Westminster Close,residential,60,False,False,81.808,"LINESTRING (18.6164277 -34.0496951, 18.6172511 -34.0494197)",,,,
32216424,,Golden Gate Way,residential,60,False,True,38.815,"LINESTRING (18.6153822 -34.0495472, 18.6157699 -34.0494106)",,,,
32216523,,Golden Gate Way,residential,60,False,False,46.07,"LINESTRING (18.6153822 -34.0495472, 18.6152382 -34.0495932, 18.6149198 -34.0497048)",,,,
744694433,2,Merrydale Avenue,tertiary,60,False,False,150.573,"LINESTRING (18.6153822 -34.0495472, 18.6155352 -34.0498468, 18.6155887 -34.049958, 18.615639 -34.0500623, 18.6157331 -34.0502626, 18.6157909 -34.0503857, 18.6159647 -34.050742, 18.6159777 -34.0507693, 18.6159957 -34.0508022)",,,,
"[744694433, 744432467, 900342236]",2,Merrydale Avenue,tertiary,60,False,True,242.333,"LINESTRING (18.6153822 -34.0495472, 18.6149481 -34.0486515, 18.6147985 -34.0483441, 18.6147326 -34.0482082, 18.6145386 -34.0478128, 18.6144387 -34.0476195, 18.6143919 -34.0475283)",,,,
32216323,,Miami Way,residential,60,False,False,136.974,"LINESTRING (18.6163093 -34.0525878, 18.6168113 -34.0537473)",,,,
32216716,,Copenhagen Way,residential,60,False,False,52.927,"LINESTRING (18.6163093 -34.0525878, 18.6157762 -34.0527652)",,,,
32216323,,Miami Way,residential,60,False,True,159.38800000000003,"LINESTRING (18.6163093 -34.0525878, 18.6159293 -34.0517795, 18.6159022 -34.0517464, 18.6158632 -34.0517167, 18.615819 -34.0517032, 18.615784 -34.0517021, 18.6157548 -34.0517056, 18.6157011 -34.0517235, 18.6156427 -34.0517421, 18.6156025 -34.0517501, 18.6155517 -34.0517521, 18.6154582 -34.0517526, 18.6152943 -34.0517465)",,,,
32216481,,Grand Canyon Way,residential,60,False,True,23.684,"LINESTRING (18.6173982 -34.0478192, 18.6171611 -34.0479015)",,,,
744431741,2,Merrydale Avenue,tertiary,60,False,True,13.632,"LINESTRING (18.6143919 -34.0475283, 18.6143381 -34.0474141)",,,,
"[744694433, 744432467, 900342236]",2,Merrydale Avenue,tertiary,60,False,False,242.333,"LINESTRING (18.6143919 -34.0475283, 18.6144387 -34.0476195, 18.6145386 -34.0478128, 18.6147326 -34.0482082, 18.6147985 -34.0483441, 18.6149481 -34.0486515, 18.6153822 -34.0495472)",,,,
32216445,,Cardiff Close,residential,,False,True,96.127,"LINESTRING (18.61512 -34.052678, 18.6147323 -34.0518754)",,,,
32216424,,Golden Gate Way,residential,60,False,False,126.336,"LINESTRING (18.6170434 -34.0489893, 18.6157699 -34.0494106)",,,,
32216424,,Golden Gate Way,residential,60,False,True,144.788,"LINESTRING (18.6170434 -34.0489893, 18.6173391 -34.0488831, 18.6173604 -34.0488715, 18.6173803 -34.0488607, 18.6174138 -34.0488179, 18.6174215 -34.0487864, 18.6174132 -34.0487368, 18.6171611 -34.0479015)",,,,
32216724,,Wall Street,residential,60,False,False,51.542,"LINESTRING (18.6170434 -34.0489893, 18.6170865 -34.0490787, 18.6171707 -34.049253, 18.6172511 -34.0494197)",,,,
32216358,,Manchester Street,residential,60,False,False,109.302,"LINESTRING (18.6144642 -34.0487972, 18.6149198 -34.0497048)",,,,
32216652,,Salisbury Way,residential,60,False,False,52.278,"LINESTRING (18.6144642 -34.0487972, 18.6139374 -34.0489719)",,,,
32216358,,Manchester Street,residential,60,False,True,98.924,"LINESTRING (18.6144642 -34.0487972, 18.6141209 -34.0480864, 18.6140636 -34.0479718)",,,,
32216614,,Miami Close,residential,60,False,False,36.084,"LINESTRING (18.6140638 -34.0517495, 18.6142059 -34.0520519)",,,,
32216605,2,Hazeldene Avenue,residential,60,False,False,174.42100000000002,"LINESTRING (18.6140638 -34.0517495, 18.6143273 -34.0516607, 18.6148386 -34.0514886, 18.6148465 -34.0514859, 18.6152593 -34.051346, 18.6155553 -34.0512457, 18.6157867 -34.0511693, 18.6158174 -34.0511583)",,,,
32216358,,Manchester Street,residential,60,False,True,109.302,"LINESTRING (18.6149198 -34.0497048, 18.6144642 -34.0487972)",,,,
32216523,,Golden Gate Way,residential,60,False,True,46.07,"LINESTRING (18.6149198 -34.0497048, 18.6152382 -34.0495932, 18.6153822 -34.0495472)",,,,
32216441,,Riviera Way,residential,60,False,True,57.092,"LINESTRING (18.6187668 -34.0517929, 18.6181925 -34.0519858)",,,,
829507344,,Pall Mall Way,residential,60,False,False,137.29000000000002,"LINESTRING (18.6187668 -34.0517929, 18.618854 -34.0519398, 18.6190822 -34.0522878, 18.6194834 -34.0528752)",,,,
"[829507344, 32216256]",,"['Pall Mall Way', 'Etosha Way']",residential,60,False,True,179.222,"LINESTRING (18.6187668 -34.0517929, 18.618623 -34.0515043, 18.6185954 -34.0514488, 18.6185188 -34.0512901, 18.6184031 -34.051049, 18.6182779 -34.0507828, 18.61826 -34.0507646, 18.61824 -34.0507509, 18.6182139 -34.0507401, 18.6181891 -34.0507333, 18.6181588 -34.0507315, 18.6181303 -34.050733, 18.6181016 -34.0507403, 18.6176998 -34.0508745)",,,,
32216357,,Eloff Street,residential,60,False,False,52.561,"LINESTRING (18.6176587 -34.0534615, 18.6181896 -34.0532884)",,,,
32216411,,Piccadilly Close,residential,,False,False,83.017,"LINESTRING (18.6176587 -34.0534615, 18.6179621 -34.0541645)",,,,
32216628,,Piccadilly Way,residential,60,False,True,135.833,"LINESTRING (18.6176587 -34.0534615, 18.6171611 -34.0523116)",,,,
32216357,,Eloff Street,residential,60,False,False,56.71,"LINESTRING (18.618907 -34.0530542, 18.6194834 -34.0528752)",,,,
32216357,,Eloff Street,residential,60,False,True,71.038,"LINESTRING (18.618907 -34.0530542, 18.6181896 -34.0532884)",,,,
32216506,,Winsor Close,residential,,False,False,119.36800000000001,"LINESTRING (18.618907 -34.0530542, 18.6189783 -34.0531558, 18.6194478 -34.0538432, 18.6194724 -34.0538916, 18.6194777 -34.0539306, 18.6194633 -34.0539623, 18.6194303 -34.0539922)",,,,
32216635,,Amsterdam Way,residential,60,False,True,47.271,"LINESTRING (18.6172907 -34.0535958, 18.6171195 -34.053652, 18.6168113 -34.0537473)",,,,
744694438,2,Merrydale Avenue,tertiary,60,False,False,133.682,"LINESTRING (18.6172907 -34.0535958, 18.6176878 -34.0545143, 18.6177804 -34.0547275)",,,,
744694438,2,Merrydale Avenue,tertiary,60,False,True,137.736,"LINESTRING (18.6172907 -34.0535958, 18.6172746 -34.0535586, 18.6170186 -34.0529669, 18.6167844 -34.0524303)",,,,
32216323,,Miami Way,residential,60,False,True,136.974,"LINESTRING (18.6168113 -34.0537473, 18.6163093 -34.0525878)",,,,
32216635,,Amsterdam Way,residential,60,False,False,47.271,"LINESTRING (18.6168113 -34.0537473, 18.6171195 -34.053652, 18.6172907 -34.0535958)",,,,
32216635,,Amsterdam Way,residential,60,False,True,209.711,"LINESTRING (18.6168113 -34.0537473, 18.6165593 -34.0538228, 18.6164847 -34.0538396, 18.6164316 -34.0538516, 18.6163578 -34.0538591, 18.6160045 -34.0538665, 18.6159204 -34.0538595, 18.6158518 -34.0538455, 18.6157788 -34.0538209, 18.6157186 -34.0537903, 18.6156616 -34.0537541, 18.6156034 -34.0537046, 18.6155637 -34.0536588, 18.615536 -34.0536173, 18.6154996 -34.0535405, 18.615238 -34.0529462)",,,,
32216450,,London Street,residential,60,False,False,52.472,"LINESTRING (18.613536 -34.0481495, 18.6140636 -34.0479718)",,,,
32216450,,London Street,residential,60,False,True,52.819,"LINESTRING (18.613536 -34.0481495, 18.6130037 -34.0483259)",,,,
32216714,,Venice Close,residential,60,False,False,71.195,"LINESTRING (18.613536 -34.0481495, 18.6135882 -34.0482651, 18.6137624 -34.0486121, 18.6137716 -34.0486369, 18.6137736 -34.0486604, 18.6137693 -34.0486842, 18.613757 -34.0487115, 18.6137278 -34.0487412)",,,,
32216481,,Grand Canyon Way,residential,60,False,False,51.973,"LINESTRING (18.6158532 -34.04834, 18.6163746 -34.0481616)",,,,
32216484,,Panama Close,residential,60,False,False,77.59,"LINESTRING (18.6158532 -34.04834, 18.6161653 -34.0489881)",,,,
32216481,,Grand Canyon Way,residential,60,False,True,53.775,"LINESTRING (18.6158532 -34.04834, 18.615579 -34.048432, 18.6154043 -34.0484897, 18.6153122 -34.0485215)",,,,
32216411,,Piccadilly Close,residential,,False,True,83.017,"LINESTRING (18.6179621 -34.0541645, 18.6176587 -34.0534615)",,,,
32216614,,Miami Close,residential,60,False,True,95.027,"LINESTRING (18.6145898 -34.0528451, 18.6142059 -34.0520519)",,,,
32216315,,Miami Way,residential,60,False,True,52.317,"LINESTRING (18.6147323 -34.0518754, 18.6142059 -34.0520519)",,,,
32216445,,Cardiff Close,residential,,False,False,96.127,"LINESTRING (18.6147323 -34.0518754, 18.61512 -34.052678)",,,,
32216315,,Miami Way,residential,60,False,False,54.589999999999996,"LINESTRING (18.6147323 -34.0518754, 18.6150316 -34.0517704, 18.6150883 -34.0517527, 18.6151505 -34.0517442, 18.6152298 -34.0517437, 18.6152943 -34.0517465)",,,,
32216424,,Golden Gate Way,residential,60,False,False,38.815,"LINESTRING (18.6157699 -34.0494106, 18.6153822 -34.0495472)",,,,
32216424,,Golden Gate Way,residential,60,False,True,126.336,"LINESTRING (18.6157699 -34.0494106, 18.6170434 -34.0489893)",,,,
965840151,,Niagara Street,residential,60,False,False,107.482,"LINESTRING (18.6157699 -34.0494106, 18.6154412 -34.0487731, 18.6153389 -34.0485728, 18.6153122 -34.0485215)",,,,
32216441,,Riviera Way,residential,60,False,False,37.13,"LINESTRING (18.6167844 -34.0524303, 18.6171611 -34.0523116)",,,,
744694438,2,Merrydale Avenue,tertiary,60,False,False,137.736,"LINESTRING (18.6167844 -34.0524303, 18.6170186 -34.0529669, 18.6172746 -34.0535586, 18.6172907 -34.0535958)",,,,
744694438,2,Merrydale Avenue,tertiary,60,False,True,126.73400000000001,"LINESTRING (18.6167844 -34.0524303, 18.6165347 -34.0519103, 18.6163444 -34.05152, 18.6162818 -34.0513989, 18.6162677 -34.0513741)",,,,
32216716,,Copenhagen Way,residential,60,False,False,53.512,"LINESTRING (18.6157762 -34.0527652, 18.615238 -34.0529462)",,,,
32216716,,Copenhagen Way,residential,60,False,True,52.927,"LINESTRING (18.6157762 -34.0527652, 18.6163093 -34.0525878)",,,,
32216644,,Seattle Close,residential,,False,False,108.02,"LINESTRING (18.6157762 -34.0527652, 18.616115 -34.0535501, 18.6161439 -34.0535856, 18.61617 -34.053602, 18.6162033 -34.053611, 18.6162502 -34.0536095)",,,,
32216298,,Buckingham Way,residential,60,False,True,24.61,"LINESTRING (18.6205074 -34.0539451, 18.6202553 -34.0540183)",,,,
32216441,,Riviera Way,residential,60,False,False,57.092,"LINESTRING (18.6181925 -34.0519858, 18.6187668 -34.0517929)",,,,
32216441,,Riviera Way,residential,60,False,True,48.247,"LINESTRING (18.6181925 -34.0519858, 18.6179252 -34.0520706, 18.6177034 -34.0521409)",,,,
32216622,,Orly Close,residential,60,False,False,109.14899999999999,"LINESTRING (18.6181925 -34.0519858, 18.6182576 -34.0520895, 18.6186772 -34.0527127, 18.6186923 -34.0527452, 18.6186977 -34.0527783, 18.6186859 -34.0528124, 18.6186517 -34.0528504)",,,,
32216281,,Montevideo Close,residential,,False,True,92.69,"LINESTRING (18.6156653 -34.0525213, 18.6153451 -34.0518598, 18.6152943 -34.0517465)",,,,
32216450,,London Street,residential,60,False,False,14.369,"LINESTRING (18.6140636 -34.0479718, 18.614207 -34.047921)",,,,
32216450,,London Street,residential,60,False,True,52.472,"LINESTRING (18.6140636 -34.0479718, 18.613536 -34.0481495)",,,,
32216358,,Manchester Street,residential,60,False,False,98.924,"LINESTRING (18.6140636 -34.0479718, 18.6141209 -34.0480864, 18.6144642 -34.0487972)",,,,
32391176,2,Baobab Street,residential,60,False,True,23.523,"LINESTRING (18.6233232 -34.0541664, 18.6232314 -34.053969)",,,,
32391151,,Ironwood Close,residential,60,False,False,90.934,"LINESTRING (18.6233232 -34.0541664, 18.6228288 -34.0543374, 18.6224123 -34.0544814)",,,,
32391176,2,Baobab Street,residential,60,False,False,73.845,"LINESTRING (18.6233232 -34.0541664, 18.6233233 -34.0544376, 18.6233235 -34.0546451, 18.6233233 -34.0548305)",,,,
829522871,,Emery Road,residential,,False,False,40.865,"LINESTRING (18.6228272 -34.0531372, 18.6229905 -34.0534789)",,,,
829522871,,Emery Road,residential,,False,True,40.979,"LINESTRING (18.6228272 -34.0531372, 18.6226636 -34.0527945)",,,,
32391231,,Juniper Crescent,residential,,False,True,144.28099999999998,"LINESTRING (18.6228272 -34.0531372, 18.6217591 -34.0535022, 18.6217102 -34.05351, 18.6216713 -34.0535028, 18.6216384 -34.0534878, 18.6216136 -34.0534622, 18.6215206 -34.0532754)",,,,
32391073,,Teak Street,residential,60,False,True,48.757,"LINESTRING (18.6224123 -34.0544814, 18.6222133 -34.0540751)",,,,
32391151,,Ironwood Close,residential,60,False,False,85.513,"LINESTRING (18.6224123 -34.0544814, 18.6220885 -34.0545862, 18.6220604 -34.0546054, 18.6220433 -34.0546275, 18.62204 -34.0546487, 18.6220395 -34.054668, 18.6220488 -34.054702, 18.6222117 -34.0550239)",,,,
32391151,,Ironwood Close,residential,60,False,True,90.934,"LINESTRING (18.6224123 -34.0544814, 18.6228288 -34.0543374, 18.6233232 -34.0541664)",,,,
32391121,,Hickory Road,residential,,False,True,42.453,"LINESTRING (18.6231486 -34.0523923, 18.6229716 -34.0520398)",,,,
32391121,,Hickory Road,residential,,False,False,24.442,"LINESTRING (18.6231486 -34.0523923, 18.6232392 -34.0525885, 18.6232437 -34.0525975)",,,,
32391092,2,7th Avenue,tertiary,60,False,True,76.385,"LINESTRING (18.6213416 -34.054036, 18.6210967 -34.0533797)",,,,
744764781,2,6th Avenue,residential,60,False,True,164.053,"LINESTRING (18.6213416 -34.054036, 18.6229905 -34.0534789)",,,,
32391176,2,Baobab Street,residential,60,False,False,23.523,"LINESTRING (18.6232314 -34.053969, 18.6233232 -34.0541664)",,,,
32391176,2,Baobab Street,residential,60,False,True,58.842,"LINESTRING (18.6232314 -34.053969, 18.6229905 -34.0534789)",,,,
