osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry
35913246,2,19th Avenue,residential,40,6.2,False,False,80.205,"LINESTRING (18.443588 -33.7217641, 18.4443421 -33.7221203)"
35913198,2,Beach Road,residential,40,7.3,False,False,230.316,"LINESTRING (18.443588 -33.7217641, 18.4435008 -33.7218801, 18.4434579 -33.7219504, 18.4434311 -33.7220296, 18.4434243 -33.7221144, 18.4434324 -33.7235622, 18.4434244 -33.7236804, 18.4434002 -33.7238009)"
"[368496211, 35913198]",2,"['22nd Avenue', 'Beach Road']",residential,"['60', '40']","['7.3', '6']",False,"[False, True]",233.45600000000002,"LINESTRING (18.443588 -33.7217641, 18.4439488 -33.7212689, 18.4441003 -33.7209966, 18.4442774 -33.7205449, 18.444406 -33.720217, 18.4444356 -33.7201813, 18.4444731 -33.7201611, 18.4445147 -33.7201534, 18.4445603 -33.7201556, 18.4448452 -33.7202233)"
35913198,2,Beach Road,residential,40,7.3,False,False,183.464,"LINESTRING (18.4434002 -33.7238009, 18.4427404 -33.7253569)"
35913243,2,16th Avenue,residential,60,6.2,False,False,89.118,"LINESTRING (18.4434002 -33.7238009, 18.4443094 -33.7240664)"
35913198,2,Beach Road,residential,40,7.3,False,True,230.31599999999997,"LINESTRING (18.4434002 -33.7238009, 18.4434244 -33.7236804, 18.4434324 -33.7235622, 18.4434243 -33.7221144, 18.4434311 -33.7220296, 18.4434579 -33.7219504, 18.4435008 -33.7218801, 18.443588 -33.7217641)"
35913198,2,Beach Road,residential,40,7.3,False,False,84.697,"LINESTRING (18.4427404 -33.7253569, 18.4422111 -33.7259785)"
35913198,2,Beach Road,residential,40,7.3,False,True,183.464,"LINESTRING (18.4427404 -33.7253569, 18.4434002 -33.7238009)"
35913238,,14th Avenue,residential,,,False,False,86.48,"LINESTRING (18.4427404 -33.7253569, 18.4431897 -33.7255053, 18.4436095 -33.7256439)"
35913198,2,Beach Road,residential,40,7.3,False,False,77.384,"LINESTRING (18.4422111 -33.7259785, 18.4416843 -33.7265192)"
35913198,2,Beach Road,residential,40,7.3,False,True,84.697,"LINESTRING (18.4422111 -33.7259785, 18.4427404 -33.7253569)"
35913236,2,12th Avenue,residential,,,False,False,80.85400000000001,"LINESTRING (18.4422111 -33.7259785, 18.4425439 -33.7262215, 18.4428861 -33.72644)"
35913198,2,Beach Road,residential,40,7.3,False,True,77.384,"LINESTRING (18.4416843 -33.7265192, 18.4422111 -33.7259785)"
35913228,2,Commaille Road,residential,,,False,False,5.148,"LINESTRING (18.4443054 -33.7265158, 18.4443401 -33.7264796)"
799787000,2,13th Avenue,residential,,,False,True,107.234,"LINESTRING (18.4443054 -33.7265158, 18.4434006 -33.7259127)"
35913228,2,Commaille Road,residential,,,False,True,64.852,"LINESTRING (18.4447773 -33.7260236, 18.4443401 -33.7264796)"
35913228,2,Commaille Road,residential,,,False,False,78.965,"LINESTRING (18.4447773 -33.7260236, 18.4449263 -33.7258597, 18.4450561 -33.7257248, 18.4451027 -33.7256494, 18.4451376 -33.7255698, 18.4451559 -33.7255076, 18.4451842 -33.7254121)"
35913238,,14th Avenue,residential,,,False,True,116.13,"LINESTRING (18.4447773 -33.7260236, 18.4447028 -33.7259842, 18.4444983 -33.7259202, 18.4443554 -33.7258734, 18.4441952 -33.7258209, 18.4436095 -33.7256439)"
701415133,1,Fanie Dreyer Drive,residential,40,6.7,False,True,100.20400000000001,"LINESTRING (18.4447773 -33.7260236, 18.4450117 -33.7261174, 18.4452701 -33.7262019, 18.4457798 -33.7263641)"
35913239,2,15th Avenue,residential,,,False,False,127.289,"LINESTRING (18.4451842 -33.7254121, 18.4438974 -33.7250059)"
35913442,2,Goedehoop Street,residential,60,6.7,False,False,74.499,"LINESTRING (18.4451842 -33.7254121, 18.4459404 -33.725643)"
701415134,2,Commaille Road,residential,60,7,False,False,76.75,"LINESTRING (18.4451842 -33.7254121, 18.4453547 -33.7247366)"
