osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,junction,bridge,width
27383375,False,2,,Earl Street,residential,False,71.805,,"LINESTRING (18.351036 -34.0406529, 18.3502634 -34.0407374)",,,
27383375,False,2,,Earl Street,residential,True,56.263,,"LINESTRING (18.351036 -34.0406529, 18.3516393 -34.0405748)",,,
362029461,False,,,Royal Avenue,residential,False,155.28300000000002,60,"LINESTRING (18.351036 -34.0406529, 18.3510409 -34.0406936, 18.3510568 -34.0408261, 18.3512193 -34.0420411)",,,5.7
362029461,False,,,Royal Avenue,residential,True,85.844,60,"LINESTRING (18.351036 -34.0406529, 18.3509527 -34.0400592, 18.3509289 -34.039886)",,,5.7
744375285,False,2,,Royal Avenue,residential,True,216.562,60,"LINESTRING (18.3512193 -34.0420411, 18.3514775 -34.0439769)",,,5.7
27382855,False,2,,Brighton Street,residential,False,76.25,60,"LINESTRING (18.3512193 -34.0420411, 18.351483 -34.0420176, 18.3520401 -34.0419542)",,,
27382855,False,2,,Brighton Street,residential,True,75.402,60,"LINESTRING (18.3512193 -34.0420411, 18.350831 -34.042077, 18.3507318 -34.0420856, 18.3504066 -34.0421204)",,,
362029461,False,,,Royal Avenue,residential,True,155.28300000000002,60,"LINESTRING (18.3512193 -34.0420411, 18.3510568 -34.0408261, 18.3510409 -34.0406936, 18.351036 -34.0406529)",,,5.7
13856313,False,2,M6,Main Road,primary,True,9.948,,"LINESTRING (18.3592413 -34.0404748, 18.3592649 -34.0405621)",,,
371704216,False,,,,residential,False,36.193,,"LINESTRING (18.3592413 -34.0404748, 18.3588509 -34.0405107)",,,
13856313,False,2,M6,Main Road,primary,False,63.072,,"LINESTRING (18.3592413 -34.0404748, 18.3592088 -34.0403855, 18.3591513 -34.0402275, 18.3591173 -34.0401441, 18.3590321 -34.0399348)",,,
371704216,False,,,,residential,True,36.193,,"LINESTRING (18.3588509 -34.0405107, 18.3592413 -34.0404748)",,,
812622237,False,,,Baye du Bois Complex,residential,False,8.6,,"LINESTRING (18.3610113 -34.0437038, 18.3609458 -34.0437589)",,,
694316407,False,,,Baviaanskloof Road,residential,True,70.473,60,"LINESTRING (18.3610113 -34.0437038, 18.3609519 -34.043657, 18.3607477 -34.0434541, 18.3605891 -34.0432587, 18.3605429 -34.0432047)",,,
694316407,False,,,Baviaanskloof Road,residential,False,18.228,60,"LINESTRING (18.360439 -34.0430652, 18.3605429 -34.0432047)",,,
"[694316408, 455495718, 694316407]",False,,,Baviaanskloof Road,residential,True,145.65,60,"LINESTRING (18.360439 -34.0430652, 18.3603249 -34.0429353, 18.3603018 -34.0428993, 18.3602431 -34.0427622, 18.3599755 -34.0421149, 18.3599466 -34.0420364, 18.3599212 -34.0419652, 18.359891 -34.0419068, 18.3598669 -34.041879, 18.3598444 -34.0418629)",,yes,
812622234,False,,,Riverview Complex,residential,True,15.968,20,"LINESTRING (18.360439 -34.0430652, 18.3605467 -34.0430081, 18.3605852 -34.0429881)",,,
"[812622236, 32641007]",False,,,"['Baye du Bois Complex', 'Military Road']",residential,False,38.897000000000006,60,"LINESTRING (18.3603566 -34.0434741, 18.3603155 -34.0434419, 18.3605429 -34.0432047)",,,
"[694316408, 455495718, 694316407]",False,,,Baviaanskloof Road,residential,False,145.65,60,"LINESTRING (18.3598444 -34.0418629, 18.3598669 -34.041879, 18.359891 -34.0419068, 18.3599212 -34.0419652, 18.3599466 -34.0420364, 18.3599755 -34.0421149, 18.3602431 -34.0427622, 18.3603018 -34.0428993, 18.3603249 -34.0429353, 18.360439 -34.0430652)",,yes,
"[744375280, 455495719]",True,2,,Baviaanskloof Road,residential,False,29.053000000000004,60,"LINESTRING (18.3598444 -34.0418629, 18.3598246 -34.0418654, 18.3596995 -34.0418726, 18.3596304 -34.0418829, 18.3595328 -34.0418997)",,,
812622237,False,,,Baye du Bois Complex,residential,True,8.6,,"LINESTRING (18.3609458 -34.0437589, 18.3610113 -34.0437038)",,,
812625645,False,2,,Beach Club Boulevard,residential,True,39.88300000000001,,"LINESTRING (18.3546882 -34.0429736, 18.3547191 -34.0429225, 18.3547311 -34.0428831, 18.3547295 -34.0428559, 18.3547207 -34.0428342, 18.3546857 -34.0427816, 18.3545796 -34.0426592)",,,
1218460474,True,2,,Beach Club Boulevard,residential,False,22.856,,"LINESTRING (18.3546882 -34.0429736, 18.3546607 -34.043042, 18.354644 -34.0430903, 18.3546292 -34.0431726)",,,
1218460473,False,2,,Beach Club Boulevard,residential,True,5.695,,"LINESTRING (18.3546526 -34.04322, 18.3546292 -34.0431726)",,,
32630239,True,1,,Princess Street,tertiary,False,55.923,,"LINESTRING (18.3508488 -34.0440579, 18.350926 -34.0440551, 18.3510424 -34.0440516, 18.3510901 -34.0440498, 18.3512096 -34.0440458, 18.3512501 -34.0440445, 18.3512925 -34.0440432, 18.3513554 -34.044041, 18.3514025 -34.0440407, 18.3514552 -34.0440439)",,,
"[1269168875, 1269168877]",True,1,,,tertiary,False,15.189,,"LINESTRING (18.3508488 -34.0440579, 18.3508734 -34.044068, 18.3508948 -34.0440824, 18.3509118 -34.0441002, 18.3509238 -34.0441207, 18.3509302 -34.0441428, 18.3509305 -34.0441656)",roundabout,,
1269168877,True,1,,,tertiary,False,2.274,,"LINESTRING (18.3508249 -34.0440528, 18.3508488 -34.0440579)",roundabout,,
744375285,False,2,,Royal Avenue,residential,False,216.562,60,"LINESTRING (18.3514775 -34.0439769, 18.3512193 -34.0420411)",,,5.7
"[744375272, 744375277, 744375278]",True,1,M6,Main Road,primary,False,62.370999999999995,,"LINESTRING (18.3594848 -34.0425892, 18.3594732 -34.0427421, 18.3594357 -34.0429175, 18.3594002 -34.0430511, 18.359346 -34.0431323)",,yes,
744375274,True,1,,,primary_link,False,25.983999999999998,,"LINESTRING (18.3594848 -34.0425892, 18.359461 -34.0426042, 18.3594566 -34.04261, 18.3594512 -34.0426202, 18.3594474 -34.0426449, 18.3594433 -34.0427001, 18.3594383 -34.0427396, 18.3594341 -34.042768, 18.3594313 -34.0427748, 18.3594266 -34.0427804, 18.3594014 -34.0427996)",,,
744375284,False,3,,Princess Street,tertiary,False,26.725,,"LINESTRING (18.3566073 -34.0417596, 18.356891 -34.0417096)",,,
"[13860864, 13860865, 744375284]",False,"['2', '3']",,Princess Street,tertiary,True,213.442,,"LINESTRING (18.3566073 -34.0417596, 18.3564967 -34.0417851, 18.3563446 -34.0418236, 18.3559564 -34.0419491, 18.3558678 -34.041985, 18.3557373 -34.0420368, 18.3556699 -34.0420636, 18.3554773 -34.0421504, 18.355301 -34.0422345, 18.3548505 -34.0424886, 18.3545796 -34.0426592)",,yes,
1269168879,True,1,,,tertiary,False,6.892,,"LINESTRING (18.3502415 -34.0406826, 18.3502527 -34.0406908, 18.350261 -34.0407011, 18.3502657 -34.0407129, 18.3502665 -34.0407253, 18.3502634 -34.0407374)",roundabout,,
370191331,False,2,,Victoria Avenue,tertiary,False,132.34,,"LINESTRING (18.3502458 -34.0409378, 18.3502482 -34.0409545, 18.3502574 -34.0410208, 18.3502677 -34.0411257, 18.3502951 -34.0413435, 18.3504066 -34.0421204)",,,
362029461,False,,,Royal Avenue,residential,True,5.87,60,"LINESTRING (18.3509289 -34.039886, 18.3509235 -34.0398334)",,,5.7
362029461,False,,,Royal Avenue,residential,False,85.844,60,"LINESTRING (18.3509289 -34.039886, 18.3509527 -34.0400592, 18.351036 -34.0406529)",,,5.7
799763335,False,,,,residential,True,27.631,,"LINESTRING (18.3509289 -34.039886, 18.3507885 -34.0399005, 18.3506309 -34.0399136)",,,
799763335,False,,,,residential,False,27.631,,"LINESTRING (18.3506309 -34.0399136, 18.3507885 -34.0399005, 18.3509289 -34.039886)",,,
800238135,True,,,,residential,False,13.213,,"LINESTRING (18.354538 -34.0430809, 18.3546292 -34.0431726)",,,
800238136,True,2,,Beach Club Boulevard,residential,False,18.272,,"LINESTRING (18.354538 -34.0430809, 18.3546882 -34.0429736)",,,
27383375,False,2,,Earl Street,residential,True,71.805,,"LINESTRING (18.3502634 -34.0407374, 18.351036 -34.0406529)",,,
1269168879,True,1,,,tertiary,False,2.5330000000000004,,"LINESTRING (18.3502634 -34.0407374, 18.3502583 -34.0407464, 18.3502489 -34.0407566)",roundabout,,
32640552,False,2,,,residential,False,11.102,20,"LINESTRING (18.358159 -34.039023, 18.3581436 -34.0390514, 18.3581242 -34.0391182)",,,
800251096,True,1,,,residential,False,17.747,20,"LINESTRING (18.358159 -34.039023, 18.3581697 -34.0390041, 18.3581858 -34.0389897, 18.3582965 -34.0389522, 18.3583205 -34.0389542)",,,
268906019,True,2,,Saint Anthony's Road,residential,False,40.578,60,"LINESTRING (18.3594693 -34.039891, 18.3590321 -34.0399348)",,,
800372031,False,,,,residential,True,77.65700000000001,,"LINESTRING (18.3594693 -34.039891, 18.3594062 -34.0396287, 18.3594012 -34.0396148, 18.3593941 -34.0396048, 18.3593814 -34.0395953, 18.3592741 -34.039537, 18.359262 -34.0395159, 18.3592567 -34.0394881, 18.3592293 -34.0392564)",,,
32640963,False,2,,Scott Road,residential,False,130.905,60,"LINESTRING (18.3592293 -34.0392564, 18.3606397 -34.039115)",,,
32640963,False,2,,Scott Road,residential,True,49.303,60,"LINESTRING (18.3592293 -34.0392564, 18.3586981 -34.0393097)",,,
800372031,False,,,,residential,False,77.657,,"LINESTRING (18.3592293 -34.0392564, 18.3592567 -34.0394881, 18.359262 -34.0395159, 18.3592741 -34.039537, 18.3593814 -34.0395953, 18.3593941 -34.0396048, 18.3594012 -34.0396148, 18.3594062 -34.0396287, 18.3594693 -34.039891)",,,
812622234,False,,,Riverview Complex,residential,False,15.968,20,"LINESTRING (18.3605852 -34.0429881, 18.3605467 -34.0430081, 18.360439 -34.0430652)",,,
799734179,True,2,,Victoria Avenue,tertiary,False,20.187,,"LINESTRING (18.3502489 -34.0407566, 18.3502502 -34.0407954, 18.3502509 -34.0408364, 18.350252 -34.0408803, 18.3502516 -34.0409007, 18.3502493 -34.0409148, 18.3502458 -34.0409378)",,,
