osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,width,junction
22376061,2,Van Riebeeck Street,residential,False,True,9.344,,,"LINESTRING (18.8467704 -34.0778255, 18.846701 -34.0778868)",,
664839625,2,Main Road,secondary,True,False,125.154,M9,60,"LINESTRING (18.8467704 -34.0778255, 18.8469795 -34.0780062, 18.8471176 -34.0781339, 18.8472477 -34.0782734, 18.8473269 -34.0783594, 18.8473812 -34.0784311, 18.847458 -34.078545, 18.8475641 -34.0787294)",,
"[911842705, 745791259]",4,Main Road,secondary,True,False,59.768,M9,60,"LINESTRING (18.8475641 -34.0787294, 18.8477617 -34.0791098, 18.8478237 -34.079222)",,
"[747842442, 1177628143]",2,Helderberg Road,residential,False,False,94.82300000000001,,60,"LINESTRING (18.8475641 -34.0787294, 18.8476735 -34.0786886, 18.8477914 -34.0786555, 18.8478395 -34.0786417, 18.8479619 -34.0786027, 18.8480316 -34.0785733, 18.8480806 -34.0785522, 18.8481154 -34.0785288, 18.8481637 -34.0784861, 18.8483928 -34.0782624)",,
22376061,2,Van Riebeeck Street,residential,False,False,9.344,,,"LINESTRING (18.846701 -34.0778868, 18.8467704 -34.0778255)",,
701139831,3,,tertiary,True,False,9.451,M168,60,"LINESTRING (18.8477429 -34.0792744, 18.8477828 -34.0792481, 18.8478237 -34.079222)",,
"[911842704, 745791257, 745791254]",2,Main Road,secondary,True,False,75.67500000000001,M9,60,"LINESTRING (18.8477429 -34.0792744, 18.8476652 -34.0791436, 18.847581 -34.0789754, 18.8474918 -34.078786, 18.8474174 -34.0786499)",,
745791258,3,Main Road,secondary,True,False,9.94,M9,60,"LINESTRING (18.8477913 -34.0793543, 18.8477429 -34.0792744)",,
"[911842702, 38155783]",1,Bright Street,tertiary,True,False,20.869999999999997,M168,60,"LINESTRING (18.8477913 -34.0793543, 18.8477213 -34.079407, 18.8476257 -34.0794824)",,
745791256,3,Main Road,secondary,True,False,10.063,M9,60,"LINESTRING (18.8478237 -34.079222, 18.8478717 -34.0793033)",,
