osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,width,access
231230347,2,Zastron Road,tertiary,60,False,False,12.129,,"LINESTRING (18.5010768 -33.8758095, 18.5011873 -33.8758685)",,
231230347,2,Zastron Road,tertiary,60,False,True,12.129,,"LINESTRING (18.5011873 -33.8758685, 18.5010768 -33.8758095)",,
"[475878724, 475355501, 905506711, 475878750, 475878719]","['2', '3']",Koeberg Road,primary,60,True,False,259.592,M5,"LINESTRING (18.5011873 -33.8758685, 18.5010883 -33.8759978, 18.5007429 -33.8764552, 18.5001294 -33.8772732, 18.5000559 -33.8773712, 18.4999456 -33.8775154, 18.4997382 -33.8777868, 18.4996928 -33.877846)",,
4948612,,Graaff Avenue,residential,60,False,False,75.04,,"LINESTRING (18.4934977 -33.8798528, 18.4939357 -33.8792843)",6,
4954978,,Orchard Road,residential,,False,False,170.232,,"LINESTRING (18.4934977 -33.8798528, 18.49505 -33.8806792)",,
4954978,,Orchard Road,residential,,False,True,53.402,,"LINESTRING (18.4934977 -33.8798528, 18.4930066 -33.879599)",,
"[4948612, 4954974]",,"['Graaff Avenue', 'Norwood Road']",residential,60,False,"[False, True]",242.223,,"LINESTRING (18.4934977 -33.8798528, 18.4931012 -33.8803768, 18.4930919 -33.8804063, 18.4931026 -33.8804433, 18.4931311 -33.8804699, 18.4946073 -33.8812549)",6,
4948612,,Graaff Avenue,residential,60,False,False,76.09,,"LINESTRING (18.4939357 -33.8792843, 18.494382 -33.878709)",6,
4948612,,Graaff Avenue,residential,60,False,True,75.04,,"LINESTRING (18.4939357 -33.8792843, 18.4934977 -33.8798528)",6,
4954989,,Peddie Road,residential,,False,False,170.567,,"LINESTRING (18.4939357 -33.8792843, 18.4954946 -33.8801077)",,
4948612,,Graaff Avenue,residential,60,False,False,74.687,,"LINESTRING (18.494382 -33.878709, 18.4948159 -33.8781421)",6,
4948612,,Graaff Avenue,residential,60,False,True,76.09,,"LINESTRING (18.494382 -33.878709, 18.4939357 -33.8792843)",6,
4955004,,Quest Road,residential,,False,False,168.312,,"LINESTRING (18.494382 -33.878709, 18.4959166 -33.8795263)",,
4948612,,Graaff Avenue,residential,60,False,False,75.816,,"LINESTRING (18.4948159 -33.8781421, 18.495261 -33.8775691)",6,
4948612,,Graaff Avenue,residential,60,False,True,74.687,,"LINESTRING (18.4948159 -33.8781421, 18.494382 -33.878709)",6,
4955012,,Redlands Road,residential,,False,False,168.033,,"LINESTRING (18.4948159 -33.8781421, 18.4963529 -33.8789516)",,
4955012,,Redlands Road,residential,,False,True,82.687,,"LINESTRING (18.4948159 -33.8781421, 18.4940697 -33.8777308)",,
4948612,,Graaff Avenue,residential,60,False,False,76.4,,"LINESTRING (18.495261 -33.8775691, 18.4956968 -33.876985)",6,
4948612,,Graaff Avenue,residential,60,False,True,75.816,,"LINESTRING (18.495261 -33.8775691, 18.4948159 -33.8781421)",6,
4955042,,Sheldon Road,residential,,False,False,168.733,,"LINESTRING (18.495261 -33.8775691, 18.496801 -33.8783864)",,
