osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,bridge
24392531,True,Begin Street,residential,60,False,16.023,,,"LINESTRING (27.7788555 -26.09226, 27.7787238 -26.0921777)",
"[642015497, 642015500, 642015493]",True,Paardekraal Drive,primary,80,False,236.599,"['2', '4']",R28,"LINESTRING (27.7788555 -26.09226, 27.7785364 -26.0926549, 27.7782339 -26.0930978, 27.7780014 -26.0935697, 27.7779282 -26.0939286, 27.7779154 -26.0941677)",
24382484,True,Paardekraal Drive,primary,80,False,382.47099999999995,3,R28,"LINESTRING (27.7779199 -26.0945429, 27.7779766 -26.0949306, 27.7780657 -26.0951897, 27.7785672 -26.0964103, 27.7791291 -26.0977074, 27.7791613 -26.0977869)",
24379419,True,Paardekraal Drive,primary,100,False,555.847,2,R28,"LINESTRING (27.7797595 -26.0997524, 27.7796508 -26.0994513, 27.7793504 -26.0987419, 27.7789427 -26.0977664, 27.7787067 -26.0972654, 27.7783996 -26.0965584, 27.7778617 -26.0952246, 27.7777933 -26.0950769)",
24379103,False,Harry Road,residential,,False,81.093,,,"LINESTRING (27.7795938 -26.0978128, 27.7800679 -26.0972207)",
"[482032560, 24379102]",False,Adolf Schneider Avenue,residential,,"[False, True]",43.911,2,,"LINESTRING (27.7795938 -26.0978128, 27.7795342 -26.0977941, 27.7794839 -26.0977797, 27.7794195 -26.0977721, 27.7793457 -26.097773, 27.7791613 -26.0977869)",
24379103,False,Harry Road,residential,,True,81.093,,,"LINESTRING (27.7800679 -26.0972207, 27.7795938 -26.0978128)",
24379114,False,Kobie Krige Street,residential,,False,86.299,2,,"LINESTRING (27.7769145 -26.0990256, 27.7766561 -26.0997662)",
640383509,False,Pretoria Street,residential,,True,108.999,4,,"LINESTRING (27.7769145 -26.0990256, 27.7761497 -26.0988069, 27.7758744 -26.0987282)",
640383510,False,Pretoria Street,residential,,False,278.91100000000006,3,,"LINESTRING (27.7769145 -26.0990256, 27.7784103 -26.0996091, 27.7789696 -26.0998283, 27.7792297 -26.099924, 27.7793672 -26.0999638, 27.7794886 -26.0999957)",
24395295,False,Rissik Street,residential,,False,84.283,,,"LINESTRING (27.7758744 -26.0987282, 27.7755828 -26.0994395)",
34888310,False,Pretoria Street,residential,,True,64.283,2,,"LINESTRING (27.7758744 -26.0987282, 27.7752656 -26.0985403)",
640383509,False,Pretoria Street,residential,,False,108.999,4,,"LINESTRING (27.7758744 -26.0987282, 27.7761497 -26.0988069, 27.7769145 -26.0990256)",
34888310,False,Pretoria Street,residential,,False,14.985,2,,"LINESTRING (27.7746163 -26.0983529, 27.7747596 -26.0983929)",
"[428044017, 640383515, 24379116, 428044015]",True,Market Street,tertiary,60,False,337.703,"['2', '3']",,"LINESTRING (27.7746163 -26.0983529, 27.7746713 -26.0982052, 27.7747506 -26.097992, 27.7748524 -26.0977182, 27.7750964 -26.0970907, 27.7751367 -26.0970125, 27.7752319 -26.0968354, 27.7753325 -26.0966367, 27.7753553 -26.0965957, 27.7754245 -26.0965075, 27.7755578 -26.0963332, 27.7758105 -26.0960091, 27.7760889 -26.0956455)",yes
34888310,False,Pretoria Street,residential,,True,110.595,2,,"LINESTRING (27.7746163 -26.0983529, 27.7741975 -26.0982289, 27.7735645 -26.0980414)",
24379117,True,Market Street,tertiary,,False,83.582,2,,"LINESTRING (27.7747596 -26.0983929, 27.7745055 -26.0991091)",
34888310,False,Pretoria Street,residential,,False,53.12,2,,"LINESTRING (27.7747596 -26.0983929, 27.7752656 -26.0985403)",
34888310,False,Pretoria Street,residential,,True,14.985,2,,"LINESTRING (27.7747596 -26.0983929, 27.7746163 -26.0983529)",
24379118,False,Adolf Schneider Avenue,residential,,False,142.972,,,"LINESTRING (27.7762213 -26.0957288, 27.7774041 -26.0964533)",
24379118,False,Adolf Schneider Avenue,residential,,True,16.143,,,"LINESTRING (27.7762213 -26.0957288, 27.7760889 -26.0956455)",
