osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,lanes
"[1020974731, 1020974732, 1020974733]",SH 43,primary,,,False,False,119.812,"LINESTRING (174.2879845 -39.3369653, 174.2882226 -39.3369091, 174.2890739 -39.3367025, 174.2893138 -39.3366429)",Regan Street,,"['2', '3']"
84865001,,residential,,,False,True,158.4,"LINESTRING (174.2893138 -39.3366429, 174.2892913 -39.3365881, 174.2887637 -39.3352834)",Cordelia Street,,
1020974730,,residential,,,False,False,117.262,"LINESTRING (174.2893138 -39.3366429, 174.2893335 -39.3367005, 174.289357 -39.3367586, 174.2897172 -39.3376502)",Cordelia Street,,
"[1020974731, 1020974732, 1020974733]",SH 43,primary,,,False,True,119.81200000000001,"LINESTRING (174.2893138 -39.3366429, 174.2890739 -39.3367025, 174.2882226 -39.3369091, 174.2879845 -39.3369653)",Regan Street,,"['2', '3']"
29492911,,residential,,,False,True,122.612,"LINESTRING (174.2879924 -39.3405463, 174.2893511 -39.3402121)",Fenton Street,,
29492911,,residential,,,False,False,118.87400000000001,"LINESTRING (174.2879924 -39.3405463, 174.2867905 -39.340836, 174.2866725 -39.3408639)",Fenton Street,,
302729589,,residential,,,False,False,380.449,"LINESTRING (174.2879924 -39.3405463, 174.2879717 -39.3404961, 174.2879387 -39.3404134, 174.2871344 -39.3383952, 174.2868447 -39.3376884, 174.2866963 -39.3373475, 174.2866757 -39.3372802)",Orlando Street,,
84865002,,residential,50,,False,True,118.589,"LINESTRING (174.2830692 -39.3352285, 174.2830071 -39.3352434, 174.2817524 -39.3355449)",Seyton Street,,
"[818596778, 1018935075, 1020974725]",SH 3,trunk,50,,False,False,301.06899999999996,"LINESTRING (174.2830692 -39.3352285, 174.2831455 -39.3354167, 174.2839539 -39.3374297, 174.2840888 -39.3377662, 174.2841081 -39.3378141)",Broadway,,"['2', '3']"
84865000,,residential,,,False,True,165.85399999999998,"LINESTRING (174.2875941 -39.343172, 174.2873186 -39.3424997, 174.2871921 -39.3421733, 174.2870475 -39.341742)",Juliet Street,,
150119244,,residential,,,False,False,117.48100000000001,"LINESTRING (174.2875941 -39.343172, 174.2876508 -39.3431577, 174.2888927 -39.3428439)",Lear Street,,
84865000,,residential,,,False,False,380.481,"LINESTRING (174.2853675 -39.3375944, 174.285388 -39.3376486, 174.2866504 -39.340809, 174.2866725 -39.3408639)",Juliet Street,,
"[1018935067, 818596779, 1018935071]",SH 43,primary,,,False,True,101.18499999999999,"LINESTRING (174.2853675 -39.3375944, 174.2851131 -39.3376555, 174.285011 -39.3376807, 174.2847536 -39.3377443, 174.2846715 -39.3377656, 174.2843108 -39.3378537, 174.2842858 -39.3378591, 174.2842454 -39.3378679)",Regan Street,,"['2', '3']"
"[1018935073, 1018935068, 1018935070]",SH 43,primary,,,False,False,117.81,"LINESTRING (174.2853675 -39.3375944, 174.2856181 -39.3375338, 174.2864356 -39.3373352, 174.2866757 -39.3372802)",Regan Street,,"['2', '3']"
84865003,,residential,50,,False,True,231.658,"LINESTRING (174.2801848 -39.3388113, 174.2801565 -39.3387475, 174.279391 -39.3368205)",Hamlet Street,,
"[1020974712, 1020974713, 1020974714]",,residential,,,False,False,122.322,"LINESTRING (174.2801848 -39.3388113, 174.2805043 -39.3387431, 174.2812548 -39.3385807, 174.281554 -39.3385134)",Regan Street,,
302729589,,residential,,,False,True,380.449,"LINESTRING (174.2866757 -39.3372802, 174.2866963 -39.3373475, 174.2868447 -39.3376884, 174.2871344 -39.3383952, 174.2879387 -39.3404134, 174.2879717 -39.3404961, 174.2879924 -39.3405463)",Orlando Street,,
"[1018935073, 1018935068, 1018935070]",SH 43,primary,,,False,True,117.81,"LINESTRING (174.2866757 -39.3372802, 174.2864356 -39.3373352, 174.2856181 -39.3375338, 174.2853675 -39.3375944)",Regan Street,,"['2', '3']"
"[1020974729, 1018935069]",SH 43,primary,,,False,False,117.88,"LINESTRING (174.2866757 -39.3372802, 174.2869182 -39.3372209, 174.2876724 -39.3370401, 174.2879845 -39.3369653)",Regan Street,,"['2', '3']"
143820361,,residential,,,False,False,117.98899999999999,"LINESTRING (174.2858965 -39.3422632, 174.2858313 -39.3422817, 174.2850169 -39.3424922, 174.284602 -39.3426143)",Page Street,,
"[371344434, 1018935059, 1018935058, 819556683]",SH 3,trunk,50,,False,True,120.11899999999999,"LINESTRING (174.2858965 -39.3422632, 174.2858233 -39.342079, 174.285671 -39.3417048, 174.2856192 -39.341574, 174.2854961 -39.3412884, 174.285474 -39.3412336)",Broadway,yes,
143820361,,residential,,,False,False,122.363,"LINESTRING (174.284602 -39.3426143, 174.2832418 -39.3429374)",Page Street,,
143820361,,residential,,,False,True,117.98899999999999,"LINESTRING (174.284602 -39.3426143, 174.2850169 -39.3424922, 174.2858313 -39.3422817, 174.2858965 -39.3422632)",Page Street,,
978264261,,residential,,,False,True,59.319,"LINESTRING (174.284602 -39.3426143, 174.28458 -39.342558, 174.2845202 -39.3424123, 174.2843943 -39.3421056)",Miranda Street,,
143820361,,residential,,,False,False,114.967,"LINESTRING (174.2832418 -39.3429374, 174.2819666 -39.3432479)",Page Street,,
143820361,,residential,,,False,True,122.363,"LINESTRING (174.2832418 -39.3429374, 174.284602 -39.3426143)",Page Street,,
1020974730,,residential,,,False,True,117.262,"LINESTRING (174.2897172 -39.3376502, 174.289357 -39.3367586, 174.2893335 -39.3367005, 174.2893138 -39.3366429)",Cordelia Street,,
84865003,,residential,50,,False,False,81.704,"LINESTRING (174.2788461 -39.3354785, 174.2791333 -39.3361789)",Hamlet Street,,
143820361,,residential,,,False,True,114.967,"LINESTRING (174.2819666 -39.3432479, 174.2832418 -39.3429374)",Page Street,,
143820361,,residential,,,False,False,150.498,"LINESTRING (174.2819666 -39.3432479, 174.2803915 -39.3436281, 174.2802962 -39.3436517)",Page Street,,
143820361,,residential,,,False,True,110.914,"LINESTRING (174.2790658 -39.3439509, 174.2802962 -39.3436517)",Page Street,,
148281766,,residential,,,False,True,349.465,"LINESTRING (174.2790658 -39.3439509, 174.2790805 -39.3439917, 174.2794669 -39.3449412, 174.2794927 -39.3449697, 174.2795319 -39.3449866, 174.279578 -39.3449921, 174.2796255 -39.3449884, 174.2806001 -39.3447559, 174.2806386 -39.3447401, 174.2806605 -39.344718, 174.280678 -39.3446867, 174.2806798 -39.344654, 174.2806696 -39.3446156, 174.2803111 -39.3436928, 174.2802962 -39.3436517)",Percy Avenue,,
84864994,,residential,50,,False,True,310.22499999999997,"LINESTRING (174.281554 -39.3385134, 174.2815152 -39.3384703, 174.281486 -39.3384347, 174.28146 -39.3383917, 174.2804622 -39.3359083, 174.2804441 -39.3358632)",Portia Street,,
"[148282168, 371344437]",,residential,,,False,"[False, True]",489.43000000000006,"LINESTRING (174.281554 -39.3385134, 174.2815942 -39.3385589, 174.2816177 -39.3385912, 174.2816365 -39.338626, 174.2818621 -39.3392001, 174.2820405 -39.3396538, 174.2823686 -39.3404885, 174.2824349 -39.3406572, 174.2828268 -39.3416543, 174.2828432 -39.3416879, 174.2828693 -39.3417214, 174.2828926 -39.3417377, 174.2829251 -39.341745, 174.2829605 -39.3417461, 174.282996 -39.3417411, 174.2835804 -39.341589, 174.2841374 -39.3414629)","['Portia Street', 'Fenton Street']",,
"[1020974712, 1020974713, 1020974714]",,residential,,,False,True,122.322,"LINESTRING (174.281554 -39.3385134, 174.2812548 -39.3385807, 174.2805043 -39.3387431, 174.2801848 -39.3388113)",Regan Street,,
"[1020974715, 1020974716, 1020974711]",,residential,,,False,False,114.70400000000001,"LINESTRING (174.281554 -39.3385134, 174.281821 -39.3384517, 174.2825613 -39.3382717, 174.2828287 -39.3382099)",Regan Street,,
84865003,,residential,50,,False,True,74.706,"LINESTRING (174.279391 -39.3368205, 174.2791333 -39.3361789)",Hamlet Street,,
84865003,,residential,50,,False,False,231.658,"LINESTRING (174.279391 -39.3368205, 174.2801565 -39.3387475, 174.2801848 -39.3388113)",Hamlet Street,,
84865001,,residential,,,False,False,158.4,"LINESTRING (174.2887637 -39.3352834, 174.2892913 -39.3365881, 174.2893138 -39.3366429)",Cordelia Street,,
29492911,,residential,,,False,False,122.612,"LINESTRING (174.2893511 -39.3402121, 174.2879924 -39.3405463)",Fenton Street,,
150119224,,residential,,,False,False,99.971,"LINESTRING (174.2893511 -39.3402121, 174.2893703 -39.3402583, 174.2896573 -39.3409493, 174.2897013 -39.3410095, 174.2897391 -39.3410568)",Ariel Street,,
150119224,,residential,,,False,True,99.971,"LINESTRING (174.2897391 -39.3410568, 174.2897013 -39.3410095, 174.2896573 -39.3409493, 174.2893703 -39.3402583, 174.2893511 -39.3402121)",Ariel Street,,
150119268,,residential,,,False,False,74.053,"LINESTRING (174.2897391 -39.3410568, 174.2896572 -39.3411154, 174.288937 -39.341276)",Cloten Road,,
84865000,,residential,,,False,False,165.85399999999998,"LINESTRING (174.2870475 -39.341742, 174.2871921 -39.3421733, 174.2873186 -39.3424997, 174.2875941 -39.343172)",Juliet Street,,
84865000,,residential,,,False,True,102.831,"LINESTRING (174.2870475 -39.341742, 174.2867243 -39.3409786, 174.2866984 -39.3409213, 174.2866725 -39.3408639)",Juliet Street,,
150119268,,residential,,,False,True,170.595,"LINESTRING (174.2870475 -39.341742, 174.2871002 -39.3417278, 174.2883659 -39.3414003, 174.288937 -39.341276)",Cloten Road,,
150119244,,residential,,,False,True,117.48100000000001,"LINESTRING (174.2888927 -39.3428439, 174.2876508 -39.3431577, 174.2875941 -39.343172)",Lear Street,,
84865002,,residential,50,,False,True,117.953,"LINESTRING (174.2817524 -39.3355449, 174.2804441 -39.3358632)",Seyton Street,,
84865002,,residential,50,,False,False,118.589,"LINESTRING (174.2817524 -39.3355449, 174.2830071 -39.3352434, 174.2830692 -39.3352285)",Seyton Street,,
"[1020974720, 84865015]",,residential,50,,False,True,310.45500000000004,"LINESTRING (174.2817524 -39.3355449, 174.281769 -39.3355861, 174.2827191 -39.3379404, 174.2828046 -39.3381522, 174.2828287 -39.3382099)",Miranda Street,,
84865002,,residential,50,,False,False,117.953,"LINESTRING (174.2804441 -39.3358632, 174.2817524 -39.3355449)",Seyton Street,,
84864994,,residential,50,,False,False,310.22499999999997,"LINESTRING (174.2804441 -39.3358632, 174.2804622 -39.3359083, 174.28146 -39.3383917, 174.281486 -39.3384347, 174.2815152 -39.3384703, 174.281554 -39.3385134)",Portia Street,,
84865002,,residential,50,,False,True,118.071,"LINESTRING (174.2804441 -39.3358632, 174.27919 -39.3361653, 174.2791333 -39.3361789)",Seyton Street,,
29492911,,residential,,,False,True,118.87400000000001,"LINESTRING (174.2866725 -39.3408639, 174.2867905 -39.340836, 174.2879924 -39.3405463)",Fenton Street,,
84865000,,residential,,,False,False,102.831,"LINESTRING (174.2866725 -39.3408639, 174.2866984 -39.3409213, 174.2867243 -39.3409786, 174.2870475 -39.341742)",Juliet Street,,
84865000,,residential,,,False,True,380.481,"LINESTRING (174.2866725 -39.3408639, 174.2866504 -39.340809, 174.285388 -39.3376486, 174.2853675 -39.3375944)",Juliet Street,,
"[1018935064, 1018935065, 819556681]",,residential,,,False,False,100.91300000000001,"LINESTRING (174.2866725 -39.3408639, 174.2864227 -39.3409237, 174.2861067 -39.3410071, 174.2859846 -39.3410367, 174.2856071 -39.3411162, 174.2855503 -39.3411281)",Fenton Street,,
84865003,,residential,50,,False,False,74.706,"LINESTRING (174.2791333 -39.3361789, 174.279391 -39.3368205)",Hamlet Street,,
84865003,,residential,50,,False,True,81.704,"LINESTRING (174.2791333 -39.3361789, 174.2788461 -39.3354785)",Hamlet Street,,
84865002,,residential,50,,False,False,118.071,"LINESTRING (174.2791333 -39.3361789, 174.27919 -39.3361653, 174.2804441 -39.3358632)",Seyton Street,,
276209292,SH 3,trunk,50,roundabout,True,False,14.762,"LINESTRING (174.2841081 -39.3378141, 174.2841266 -39.3378105, 174.2841456 -39.3378095, 174.2841646 -39.3378112, 174.2841828 -39.3378154, 174.2841999 -39.337822, 174.2842151 -39.3378309, 174.284228 -39.3378418, 174.2842382 -39.3378542, 174.2842454 -39.3378679)",,,
"[818596778, 1018935075, 1020974725]",SH 3,trunk,50,,False,True,301.069,"LINESTRING (174.2841081 -39.3378141, 174.2840888 -39.3377662, 174.2839539 -39.3374297, 174.2831455 -39.3354167, 174.2830692 -39.3352285)",Broadway,,"['2', '3']"
276209292,SH 3,trunk,50,roundabout,True,False,14.945999999999998,"LINESTRING (174.2842454 -39.3378679, 174.2842494 -39.3378825, 174.2842499 -39.3378974, 174.2842469 -39.3379122, 174.2842405 -39.3379263, 174.2842309 -39.3379393, 174.2842185 -39.3379507, 174.2842036 -39.3379602, 174.2841868 -39.3379675, 174.2841685 -39.3379723)",,,
"[1018935067, 818596779, 1018935071]",SH 43,primary,,,False,False,101.185,"LINESTRING (174.2842454 -39.3378679, 174.2842858 -39.3378591, 174.2843108 -39.3378537, 174.2846715 -39.3377656, 174.2847536 -39.3377443, 174.285011 -39.3376807, 174.2851131 -39.3376555, 174.2853675 -39.3375944)",Regan Street,,"['2', '3']"
495328983,SH 3,trunk,50,roundabout,True,False,13.745000000000001,"LINESTRING (174.2840403 -39.3379136, 174.2840371 -39.3379001, 174.2840368 -39.3378864, 174.2840395 -39.3378728, 174.2840451 -39.3378598, 174.2840533 -39.3378476, 174.2840641 -39.3378367, 174.2840771 -39.3378273, 174.2840919 -39.3378197, 174.2841081 -39.3378141)",,,
"[818596780, 1018935076, 1020974717]",,residential,,,False,True,109.284,"LINESTRING (174.2840403 -39.3379136, 174.2839799 -39.337928, 174.2836233 -39.3380148, 174.2830575 -39.3381536, 174.2828287 -39.3382099)",Regan Street,,
495328983,SH 3,trunk,50,roundabout,True,False,14.171000000000003,"LINESTRING (174.2841685 -39.3379723, 174.2841504 -39.3379745, 174.2841321 -39.3379742, 174.2841141 -39.3379715, 174.284097 -39.3379665, 174.2840813 -39.3379593, 174.2840673 -39.3379501, 174.2840557 -39.3379392, 174.2840465 -39.3379269, 174.2840403 -39.3379136)",,,
"[276209288, 1018935074, 818596781, 1018935062]",SH 3,trunk,50,,False,False,361.404,"LINESTRING (174.2841685 -39.3379723, 174.2841888 -39.3380168, 174.284303 -39.3382983, 174.2848213 -39.3395683, 174.2852847 -39.3407504, 174.2853954 -39.3410328, 174.2854126 -39.3410767)",Broadway,,
371344789,,living_street,,,False,True,53.934999999999995,"LINESTRING (174.2890205 -39.3408828, 174.2888848 -39.3409144, 174.2888487 -39.3409785, 174.288864 -39.3410567, 174.2889267 -39.341245, 174.288937 -39.341276)",,,
495328981,SH 3,trunk,50,roundabout,True,False,14.620999999999999,"LINESTRING (174.2854126 -39.3410767, 174.2854461 -39.3410716, 174.2854797 -39.341075, 174.2855103 -39.3410864, 174.2855347 -39.3411047, 174.2855503 -39.3411281)",,,
"[276209288, 1018935074, 818596781, 1018935062]",SH 3,trunk,50,,False,True,361.404,"LINESTRING (174.2854126 -39.3410767, 174.2853954 -39.3410328, 174.2852847 -39.3407504, 174.2848213 -39.3395683, 174.284303 -39.3382983, 174.2841888 -39.3380168, 174.2841685 -39.3379723)",Broadway,,
495328981,SH 3,trunk,50,roundabout,True,False,15.041999999999998,"LINESTRING (174.2855503 -39.3411281, 174.2855556 -39.3411548, 174.2855494 -39.3411815, 174.2855323 -39.3412051, 174.2855063 -39.3412231, 174.285474 -39.3412336)",,,
"[1018935064, 819556681, 1018935065]",,residential,,,False,True,100.913,"LINESTRING (174.2855503 -39.3411281, 174.2856071 -39.3411162, 174.2859846 -39.3410367, 174.2861067 -39.3410071, 174.2864227 -39.3409237, 174.2866725 -39.3408639)",Fenton Street,,
495328981,SH 3,trunk,50,roundabout,True,False,14.370000000000001,"LINESTRING (174.2853498 -39.341183, 174.2853433 -39.3411511, 174.2853489 -39.3411272, 174.2853633 -39.3411057, 174.2853852 -39.3410883, 174.2854126 -39.3410767)",,,
"[819556682, 1018935063]",,residential,,,False,False,108.83,"LINESTRING (174.2853498 -39.341183, 174.2853068 -39.3411966, 174.2849323 -39.3412846, 174.2841374 -39.3414629)",Fenton Street,,
150119268,,residential,,,False,False,170.595,"LINESTRING (174.288937 -39.341276, 174.2883659 -39.3414003, 174.2871002 -39.3417278, 174.2870475 -39.341742)",Cloten Road,,
150119268,,residential,,,False,True,74.053,"LINESTRING (174.288937 -39.341276, 174.2896572 -39.3411154, 174.2897391 -39.3410568)",Cloten Road,,
371344789,,living_street,,,False,False,53.935,"LINESTRING (174.288937 -39.341276, 174.2889267 -39.341245, 174.288864 -39.3410567, 174.2888487 -39.3409785, 174.2888848 -39.3409144, 174.2890205 -39.3408828)",,,
143820361,,residential,,,False,False,110.914,"LINESTRING (174.2802962 -39.3436517, 174.2790658 -39.3439509)",Page Street,,
148281766,,residential,,,False,False,349.465,"LINESTRING (174.2802962 -39.3436517, 174.2803111 -39.3436928, 174.2806696 -39.3446156, 174.2806798 -39.344654, 174.280678 -39.3446867, 174.2806605 -39.344718, 174.2806386 -39.3447401, 174.2806001 -39.3447559, 174.2796255 -39.3449884, 174.279578 -39.3449921, 174.2795319 -39.3449866, 174.2794927 -39.3449697, 174.2794669 -39.3449412, 174.2790805 -39.3439917, 174.2790658 -39.3439509)",Percy Avenue,,
143820361,,residential,,,False,True,150.498,"LINESTRING (174.2802962 -39.3436517, 174.2803915 -39.3436281, 174.2819666 -39.3432479)",Page Street,,
978264261,,residential,,,False,False,59.318999999999996,"LINESTRING (174.2843943 -39.3421056, 174.2845202 -39.3424123, 174.28458 -39.342558, 174.284602 -39.3426143)",Miranda Street,,
