osmid,name,highway,oneway,reversed,length,geometry,lanes,junction
224066379,Cook Drive,tertiary,False,False,64.919,"LINESTRING (175.7011677 -36.833812, 175.7013332 -36.8332434)",,
52329610,Lee Street,residential,False,False,307.331,"LINESTRING (175.7011677 -36.833812, 175.701228 -36.8338268, 175.7030796 -36.8342799, 175.7031723 -36.8343027, 175.703302 -36.8343333, 175.7035921 -36.8344063, 175.7037266 -36.8344322, 175.7037934 -36.8344386, 175.7038288 -36.834439, 175.7039634 -36.834435, 175.7040041 -36.8344343, 175.7044445 -36.8344283, 175.7045053 -36.8344279)",,
224066379,Cook Drive,tertiary,False,True,132.23499999999999,"LINESTRING (175.7011677 -36.833812, 175.7010786 -36.8340891, 175.7009836 -36.8343663, 175.7008458 -36.8347351, 175.7007639 -36.8349217, 175.7007519 -36.8349532)",,
224066379,Cook Drive,tertiary,False,True,139.053,"LINESTRING (175.7016947 -36.8320268, 175.7013332 -36.8332434)",,
111320478,Springbok Avenue,residential,False,False,175.449,"LINESTRING (175.7016947 -36.8320268, 175.7001717 -36.8317318, 175.7 -36.8316888, 175.6998605 -36.8315944, 175.699835 -36.8315679)",,
224066379,Cook Drive,tertiary,False,False,76.809,"LINESTRING (175.7016947 -36.8320268, 175.7017187 -36.8319139, 175.7017392 -36.8317467, 175.7017464 -36.8313385)",,
813509792,Buffalo Beach Road,secondary,True,False,25.611,"LINESTRING (175.7058921 -36.8300891, 175.7059292 -36.8301075, 175.7059805 -36.8301322, 175.70603 -36.8301709, 175.7060613 -36.8301982, 175.7060998 -36.8302438)",,
835618648,Buffalo Beach Road,secondary,False,True,65.57300000000001,"LINESTRING (175.7058921 -36.8300891, 175.7057801 -36.8299751, 175.7054569 -36.8296134)",2,
111320491,Albert Street,secondary,False,False,108.831,"LINESTRING (175.7051731 -36.8323822, 175.7048072 -36.8333161)",2,
52329613,Hannan Road,residential,False,True,74.959,"LINESTRING (175.7051731 -36.8323822, 175.7047722 -36.832206, 175.704444 -36.8320451)",,
111320491,Albert Street,secondary,False,True,241.44600000000003,"LINESTRING (175.7051731 -36.8323822, 175.7059523 -36.8304322, 175.7059877 -36.8303717, 175.7060202 -36.8303207)",2,
46039680,Monk Street,residential,False,False,114.523,"LINESTRING (175.7048072 -36.8333161, 175.7060388 -36.8336145)",,
