osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes,ref
26158278,tertiary,50,roundabout,True,False,31.988999999999997,"LINESTRING (172.0220452 -43.7551454, 172.0221247 -43.7551501, 172.0221975 -43.7551737, 172.0222551 -43.7552136, 172.0222984 -43.7552662, 172.0223083 -43.7553193)",,,
26949119,residential,50,,False,False,107.44500000000001,"LINESTRING (172.0220452 -43.7551454, 172.0220469 -43.7550797, 172.022519 -43.7542462)",Mackie Street,,
819872707,trunk,70,,False,True,6.557,"LINESTRING (172.0252485 -43.7562682, 172.0252127 -43.7563212)",Bridge Street,2,SH 1
"[819872708, 819872709]",trunk,70,,False,False,116.571,"LINESTRING (172.0252485 -43.7562682, 172.0254556 -43.7559426, 172.0258545 -43.7553156)",Bridge Street,2,SH 1
26467664,unclassified,50,,False,False,182.813,"LINESTRING (172.0247291 -43.754917, 172.0251113 -43.7546245, 172.0256571 -43.7541682, 172.0257604 -43.7541285, 172.0258462 -43.7541295, 172.0259213 -43.7541498, 172.0264739 -43.7543213)",Railway Terrace East,,
26467665,residential,,,False,False,100.72200000000001,"LINESTRING (172.0247291 -43.754917, 172.0249608 -43.7550058, 172.0250541 -43.7550416, 172.0252814 -43.7551287, 172.0253582 -43.7551537, 172.0258545 -43.7553156)",Rolleston Street,,
1213774921,unclassified,50,,False,True,137.08499999999998,"LINESTRING (172.0247291 -43.754917, 172.0234504 -43.7556101, 172.0234188 -43.7556353, 172.0233746 -43.7556657)",Railway Terrace East,,
"[27086048, 26467667]",residential,,,False,False,323.441,"LINESTRING (172.027802 -43.7523627, 172.0278586 -43.7523867, 172.0300419 -43.753087, 172.0301002 -43.7531385, 172.0301244 -43.7531869, 172.0301324 -43.7532295, 172.0301244 -43.7532751, 172.0300701 -43.7533765, 172.0296764 -43.754019, 172.0296001 -43.7541228)","['Tancred Street', 'Rakaia Terrace']",,
819872709,trunk,70,,False,True,121.947,"LINESTRING (172.027802 -43.7523627, 172.0275811 -43.7525503, 172.0273835 -43.7528119, 172.0270723 -43.7533165)",Bridge Street,2,SH 1
27086048,residential,,,False,True,81.82,"LINESTRING (172.0260933 -43.759851, 172.0265247 -43.7591844)",Tancred Street,,
