osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry
"[1179903072, 1179903078, 188245674, 144177650, 480325974, 591689783]",False,"['2', '3']",SH 6,Clifford Road,primary,"['70', '50']",False,506.751,"LINESTRING (173.0376598 -41.4084345, 173.0377784 -41.4083949, 173.0379024 -41.4083509, 173.0380214 -41.4083044, 173.0381458 -41.4082477, 173.038267 -41.4081889, 173.0383841 -41.4081281, 173.0384896 -41.4080607, 173.0385993 -41.4079941, 173.0388178 -41.407851, 173.0394487 -41.4074299, 173.0398529 -41.4071645, 173.0399647 -41.4070865, 173.0400153 -41.4070522, 173.0410863 -41.406327, 173.0412826 -41.4061942, 173.0413761 -41.4061309, 173.0418587 -41.40581, 173.0421087 -41.4056552, 173.0423281 -41.4055399)"
40176216,False,,,Edward Street,residential,50,True,51.762,"LINESTRING (173.0423281 -41.4055399, 173.042388 -41.4055892, 173.0425166 -41.4056945, 173.0427471 -41.4058833)"
"[144177651, 1179903070, 1179903071]",False,2,SH 6,Whitby Road,primary,50,True,127.50299999999999,"LINESTRING (173.0423281 -41.4055399, 173.042555 -41.4054158, 173.042798 -41.4052952, 173.0430329 -41.4051843, 173.0432833 -41.4050757, 173.043401 -41.4050295, 173.0436286 -41.4049401)"
"[1179903072, 1179903078, 188245674, 144177650, 480325974, 591689783]",False,"['2', '3']",SH 6,Clifford Road,primary,"['70', '50']",True,506.7509999999999,"LINESTRING (173.0423281 -41.4055399, 173.0421087 -41.4056552, 173.0418587 -41.40581, 173.0413761 -41.4061309, 173.0412826 -41.4061942, 173.0410863 -41.406327, 173.0400153 -41.4070522, 173.0399647 -41.4070865, 173.0398529 -41.4071645, 173.0394487 -41.4074299, 173.0388178 -41.407851, 173.0385993 -41.4079941, 173.0384896 -41.4080607, 173.0383841 -41.4081281, 173.038267 -41.4081889, 173.0381458 -41.4082477, 173.0380214 -41.4083044, 173.0379024 -41.4083509, 173.0377784 -41.4083949, 173.0376598 -41.4084345)"
"[1179903077, 129584567]",False,,,Pigeon Valley Road,tertiary,,True,53.658,"LINESTRING (173.0423281 -41.4055399, 173.0422698 -41.405494, 173.0421819 -41.4054199, 173.0418984 -41.4051808)"
105438505,False,,,Arrow Street,residential,50,True,316.504,"LINESTRING (173.0485286 -41.4043625, 173.0485075 -41.4044214, 173.0484969 -41.404447, 173.048478 -41.4044706, 173.0484397 -41.4045076, 173.0483168 -41.4046193, 173.04784 -41.4050158, 173.0477526 -41.4050786, 173.0476523 -41.4051341, 173.047544 -41.4051757, 173.0474238 -41.4052055, 173.0470032 -41.4052893, 173.0459625 -41.4054923, 173.045791 -41.4055308, 173.0456945 -41.405558, 173.0456082 -41.405601, 173.045524 -41.4056528, 173.0453922 -41.4057388)"
"[23396138, 1179903069]",False,2,SH 6,Whitby Road,primary,50,False,424.47799999999995,"LINESTRING (173.0485286 -41.4043625, 173.0484175 -41.4043412, 173.0483104 -41.4043199, 173.0482033 -41.4042985, 173.0475103 -41.4041769, 173.047297 -41.4041585, 173.0471764 -41.4041593, 173.0470825 -41.4041667, 173.0469426 -41.4041833, 173.0466238 -41.4042399, 173.0455819 -41.4044555, 173.0450305 -41.4045662, 173.0446603 -41.4046405, 173.0444131 -41.4046973, 173.0441354 -41.4047732, 173.0438729 -41.4048574, 173.0436286 -41.4049401)"
40176216,False,,,Edward Street,residential,50,False,44.797999999999995,"LINESTRING (173.0458752 -41.4085184, 173.0457629 -41.4084335, 173.0455379 -41.4082471, 173.0455116 -41.4082221)"
211731194,False,,,Edward Street,unclassified,,True,88.838,"LINESTRING (173.0458752 -41.4085184, 173.0459308 -41.4085612, 173.0465816 -41.4091163)"
105438505,False,,,Arrow Street,residential,50,False,177.033,"LINESTRING (173.0438348 -41.4068206, 173.0453922 -41.4057388)"
