osmid,oneway,highway,reversed,length,lanes,maxspeed,ref,name,geometry
244533157,False,residential,True,85.71,,,,,"LINESTRING (-15.9418803 14.2677294, -15.9424291 14.2682873)"
244533259,False,residential,False,108.82,,,,,"LINESTRING (-15.9418803 14.2677294, -15.941155 14.2684103)"
244533092,False,residential,True,96.974,,,,,"LINESTRING (-15.9452966 14.2681493, -15.9459169 14.2687811)"
1199453614,False,residential,False,124.545,2,90,,,"LINESTRING (-15.9452966 14.2681493, -15.9444649 14.268927)"
363260596,False,secondary,True,105.336,2,90,R.05.2,Route Guinguinéo - Mboss,"LINESTRING (-15.9437907 14.2682411, -15.9444649 14.268927)"
1199453613,False,residential,False,109.764,2,90,,,"LINESTRING (-15.9437907 14.2682411, -15.9430591 14.2689279)"
244533007,False,residential,False,109.059,,,,,"LINESTRING (-15.9424291 14.2682873, -15.9417023 14.2689698)"
244533157,False,residential,False,85.71,,,,,"LINESTRING (-15.9424291 14.2682873, -15.9418803 14.2677294)"
244533157,False,residential,True,98.403,,,,,"LINESTRING (-15.9424291 14.2682873, -15.9430591 14.2689279)"
244533096,False,residential,True,85.727,,,,,"LINESTRING (-15.941155 14.2684103, -15.9417023 14.2689698)"
244533259,False,residential,True,108.82,,,,,"LINESTRING (-15.941155 14.2684103, -15.9418803 14.2677294)"
244533059,False,residential,False,124.498,,,,,"LINESTRING (-15.9459169 14.2687811, -15.9450871 14.2695601)"
244533092,False,residential,False,96.974,,,,,"LINESTRING (-15.9459169 14.2687811, -15.9452966 14.2681493)"
244533092,False,residential,True,107.662,,,,,"LINESTRING (-15.9459169 14.2687811, -15.9466097 14.2694787)"
244533157,False,residential,False,98.403,,,,,"LINESTRING (-15.9430591 14.2689279, -15.9424291 14.2682873)"
244533157,False,residential,True,105.102,,,,,"LINESTRING (-15.9430591 14.2689279, -15.943732 14.2696121)"
1199453613,False,residential,False,109.315,2,90,,,"LINESTRING (-15.9430591 14.2689279, -15.9423305 14.2696119)"
1199453613,False,residential,True,109.764,2,90,,,"LINESTRING (-15.9430591 14.2689279, -15.9437907 14.2682411)"
363260596,False,secondary,False,105.336,2,90,R.05.2,Route Guinguinéo - Mboss,"LINESTRING (-15.9444649 14.268927, -15.9437907 14.2682411)"
363260596,False,secondary,True,109.733,2,90,R.05.2,Route Guinguinéo - Mboss,"LINESTRING (-15.9444649 14.268927, -15.943732 14.2696121)"
562901399,False,tertiary,True,97.22,2,,,,"LINESTRING (-15.9444649 14.268927, -15.9450871 14.2695601)"
1199453614,False,residential,True,124.545,2,90,,,"LINESTRING (-15.9444649 14.268927, -15.9452966 14.2681493)"
244533007,False,residential,False,102.273,,,,,"LINESTRING (-15.9417023 14.2689698, -15.9410206 14.2696097)"
244533007,False,residential,True,109.059,,,,,"LINESTRING (-15.9417023 14.2689698, -15.9424291 14.2682873)"
244533096,False,residential,False,85.727,,,,,"LINESTRING (-15.9417023 14.2689698, -15.941155 14.2684103)"
244533096,False,residential,True,98.391,,,,,"LINESTRING (-15.9417023 14.2689698, -15.9423305 14.2696119)"
363257374,False,residential,True,273.78,,,,,"LINESTRING (-15.9473725 14.2689939, -15.9484325 14.2700709, -15.949128 14.2707737)"
244533015,False,residential,False,125.07,,,,,"LINESTRING (-15.9466097 14.2694787, -15.9457761 14.2702613)"
244533092,False,residential,False,107.662,,,,,"LINESTRING (-15.9466097 14.2694787, -15.9459169 14.2687811)"
244533092,False,residential,True,98.041,,,,,"LINESTRING (-15.9466097 14.2694787, -15.9472334 14.2701206)"
244533059,False,residential,True,124.498,,,,,"LINESTRING (-15.9450871 14.2695601, -15.9459169 14.2687811)"
562901399,False,tertiary,False,97.22,2,,,,"LINESTRING (-15.9450871 14.2695601, -15.9444649 14.268927)"
562901399,False,tertiary,True,107.668,2,,,,"LINESTRING (-15.9450871 14.2695601, -15.9457761 14.2702613)"
244533096,False,residential,False,98.391,,,,,"LINESTRING (-15.9423305 14.2696119, -15.9417023 14.2689698)"
244533096,False,residential,True,104.912,,,,,"LINESTRING (-15.9423305 14.2696119, -15.9430003 14.2702966)"
1199453613,False,residential,False,102.048,2,90,,,"LINESTRING (-15.9423305 14.2696119, -15.9416504 14.2702505)"
1199453613,False,residential,True,109.315,2,90,,,"LINESTRING (-15.9423305 14.2696119, -15.9430591 14.2689279)"
244533157,False,residential,False,105.102,,,,,"LINESTRING (-15.943732 14.2696121, -15.9430591 14.2689279)"
244533157,False,residential,True,97.458,,,,,"LINESTRING (-15.943732 14.2696121, -15.944356 14.2702465)"
363260596,False,secondary,False,109.733,2,90,R.05.2,Route Guinguinéo - Mboss,"LINESTRING (-15.943732 14.2696121, -15.9444649 14.268927)"
363260596,False,secondary,True,109.593,2,90,R.05.2,Route Guinguinéo - Mboss,"LINESTRING (-15.943732 14.2696121, -15.9430003 14.2702966)"
244533007,False,residential,True,102.273,,,,,"LINESTRING (-15.9410206 14.2696097, -15.9417023 14.2689698)"
244533074,False,residential,True,98.404,,,,,"LINESTRING (-15.9410206 14.2696097, -15.9416504 14.2702505)"
244533092,False,residential,False,98.041,,,,,"LINESTRING (-15.9472334 14.2701206, -15.9466097 14.2694787)"
244533092,False,residential,True,98.714,,,,,"LINESTRING (-15.9472334 14.2701206, -15.9478943 14.2707353)"
244533118,False,residential,False,124.513,,,,,"LINESTRING (-15.9472334 14.2701206, -15.9464035 14.2708997)"
244533015,False,residential,False,109.639,,,,,"LINESTRING (-15.9457761 14.2702613, -15.9450453 14.2709473)"
244533015,False,residential,True,125.07,,,,,"LINESTRING (-15.9457761 14.2702613, -15.9466097 14.2694787)"
562901399,False,tertiary,False,107.668,2,,,,"LINESTRING (-15.9457761 14.2702613, -15.9450871 14.2695601)"
562901399,False,tertiary,True,98.033,2,,,,"LINESTRING (-15.9457761 14.2702613, -15.9464035 14.2708997)"
244533074,False,residential,False,98.404,,,,,"LINESTRING (-15.9416504 14.2702505, -15.9410206 14.2696097)"
244533074,False,residential,True,104.67,,,,,"LINESTRING (-15.9416504 14.2702505, -15.9423203 14.2709321)"
1199453613,False,residential,False,99.695,2,90,,,"LINESTRING (-15.9416504 14.2702505, -15.9409859 14.2708743)"
1199453613,False,residential,True,102.048,2,90,,,"LINESTRING (-15.9416504 14.2702505, -15.9423305 14.2696119)"
244533011,False,residential,False,109.864,,,,,"LINESTRING (-15.944356 14.2702465, -15.9436238 14.270934)"
244533157,False,residential,False,97.458,,,,,"LINESTRING (-15.944356 14.2702465, -15.943732 14.2696121)"
244533157,False,residential,True,107.658,,,,,"LINESTRING (-15.944356 14.2702465, -15.9450453 14.2709473)"
244533096,False,residential,False,104.912,,,,,"LINESTRING (-15.9430003 14.2702966, -15.9423305 14.2696119)"
244533096,False,residential,True,97.663,,,,,"LINESTRING (-15.9430003 14.2702966, -15.9436238 14.270934)"
363260596,False,secondary,False,109.593,2,90,R.05.2,Route Guinguinéo - Mboss,"LINESTRING (-15.9430003 14.2702966, -15.943732 14.2696121)"
363260596,False,secondary,True,101.801,2,90,R.05.2,Route Guinguinéo - Mboss,"LINESTRING (-15.9430003 14.2702966, -15.9423203 14.2709321)"
244533001,False,residential,False,128.939,,,,,"LINESTRING (-15.9478943 14.2707353, -15.9470334 14.2715406)"
244533092,False,residential,False,98.714,,,,,"LINESTRING (-15.9478943 14.2707353, -15.9472334 14.2701206)"
244533092,False,residential,True,91.153,,,,,"LINESTRING (-15.9478943 14.2707353, -15.9484732 14.271333)"
244533244,False,residential,True,132.715,,,,,"LINESTRING (-15.949128 14.2707737, -15.9499206 14.2716872)"
26711262,False,tertiary,False,94.553,2,,D.05.100,,"LINESTRING (-15.949128 14.2707737, -15.9486225 14.2712486, -15.9485424 14.2713015, -15.9484732 14.271333)"
363257374,False,residential,False,273.78,,,,,"LINESTRING (-15.949128 14.2707737, -15.9484325 14.2700709, -15.9473725 14.2689939)"
244533088,False,residential,True,104.476,,,,,"LINESTRING (-15.9409859 14.2708743, -15.9416546 14.2715546)"
