osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry
627631049,False,2,N 3,primary,50,False,39.857,,"LINESTRING (-15.4768792 15.3491382, -15.4772286 15.3492605)"
627631049,False,2,N 3,primary,50,True,59.773,,"LINESTRING (-15.4768792 15.3491382, -15.4763554 15.3489543)"
627631179,False,,D.08.100,tertiary,,False,28.332,Route Dhara - Téssékéré,"LINESTRING (-15.4768792 15.3491382, -15.4768388 15.34939)"
206385815,False,,,residential,,True,78.009,,"LINESTRING (-15.4802547 15.349528, -15.4802113 15.3502283)"
627631139,False,2,N 3,primary,50,False,32.227,,"LINESTRING (-15.4802547 15.349528, -15.4805548 15.3495437)"
627631139,False,2,N 3,primary,50,True,27.792,,"LINESTRING (-15.4802547 15.349528, -15.4799961 15.3495112)"
206385819,False,,,unclassified,,False,77.663,,"LINESTRING (-15.4811627 15.3495868, -15.4811195 15.350284)"
627631139,False,2,N 3,primary,50,False,76.356,,"LINESTRING (-15.4811627 15.3495868, -15.4818734 15.3496296)"
627631139,False,2,N 3,primary,50,True,65.36099999999999,,"LINESTRING (-15.4811627 15.3495868, -15.480972 15.3495745, -15.4805548 15.3495437)"
206385782,False,,,residential,,True,78.315,,"LINESTRING (-15.4818734 15.3496296, -15.4818242 15.3503323)"
627631139,False,2,N 3,primary,50,False,36.426,,"LINESTRING (-15.4818734 15.3496296, -15.4822121 15.3496548)"
627631139,False,2,N 3,primary,50,True,76.356,,"LINESTRING (-15.4818734 15.3496296, -15.4811627 15.3495868)"
206385778,False,,,residential,,False,78.517,,"LINESTRING (-15.48289 15.349697, -15.4828452 15.3504018)"
206385778,False,,,residential,,True,58.769,,"LINESTRING (-15.48289 15.349697, -15.482924 15.3491695)"
627631139,False,2,N 3,primary,50,False,86.473,,"LINESTRING (-15.48289 15.349697, -15.4836945 15.3497509)"
627631139,False,2,N 3,primary,50,True,72.842,,"LINESTRING (-15.48289 15.349697, -15.4822121 15.3496548)"
206385780,False,,,unclassified,,True,76.416,,"LINESTRING (-15.4843105 15.3497908, -15.4842679 15.3504768)"
627631130,False,,,residential,,False,80.032,,"LINESTRING (-15.4843105 15.3497908, -15.4843396 15.3490716)"
627631139,False,2,N 3,primary,50,False,76.745,,"LINESTRING (-15.4843105 15.3497908, -15.4850246 15.3498371)"
627631139,False,2,N 3,primary,50,True,66.202,,"LINESTRING (-15.4843105 15.3497908, -15.4836945 15.3497509)"
206385817,False,,,residential,,True,128.306,,"LINESTRING (-15.4850246 15.3498371, -15.4849563 15.3509891)"
627631139,False,2,N 3,primary,50,False,42.86,,"LINESTRING (-15.4850246 15.3498371, -15.4854234 15.349863)"
