osmid,name,highway,oneway,reversed,length,geometry,width,lanes,ref,maxspeed,junction
37146547,البلده القديمة,tertiary,False,False,47.374,"LINESTRING (35.3678911 32.3215839, 35.3679074 32.3216808, 35.3679153 32.3217551, 35.3679322 32.3217964, 35.3679428 32.3218502, 35.3679453 32.3219467, 35.3679459 32.3220055)",,,,,
37146547,البلده القديمة,tertiary,False,True,107.319,"LINESTRING (35.3678911 32.3215839, 35.3678258 32.3215683, 35.3677942 32.3215428, 35.3677662 32.321518, 35.3677321 32.3214892, 35.3676247 32.3214494, 35.3675526 32.3213747, 35.3674834 32.321298, 35.3674173 32.3212194, 35.3673366 32.3211164, 35.3672597 32.3210113, 35.3671868 32.3209042, 35.3671663 32.3208717)",,,,,
37146849,,residential,False,False,44.293,"LINESTRING (35.3678911 32.3215839, 35.3679495 32.3215675, 35.3681 32.3215605, 35.3681846 32.3215595, 35.3683063 32.3215705, 35.3683508 32.3215476)",,,,,
37146533,,residential,False,False,40.64,"LINESTRING (35.3730117 32.3182401, 35.3729537 32.3182522, 35.3726801 32.3183032, 35.3725894 32.3183188)",3,,,,
37146533,,residential,False,True,48.526999999999994,"LINESTRING (35.3730117 32.3182401, 35.373225 32.3181929, 35.3732597 32.3181852, 35.3732946 32.3181785, 35.3733298 32.3181728, 35.3733652 32.3181679, 35.3734007 32.3181641, 35.3734364 32.3181611, 35.3734812 32.3181587, 35.373517 32.3181556)",3,,,,
37146790,,residential,False,True,69.593,"LINESTRING (35.3730117 32.3182401, 35.3732478 32.3186793, 35.3732504 32.3187169, 35.3732399 32.3187558, 35.3732168 32.3187889, 35.3731909 32.3188055)",,,,,
37146792,,residential,False,True,252.2520000000001,"LINESTRING (35.3644076 32.3171382, 35.364467 32.3171358, 35.3645264 32.317135, 35.3645858 32.3171359, 35.3646451 32.3171384, 35.3647043 32.3171426, 35.3647633 32.3171484, 35.364822 32.3171559, 35.3648804 32.317165, 35.3649385 32.3171757, 35.3650055 32.3171903, 35.3650427 32.3172006, 35.365079 32.317213, 35.3651185 32.3172295, 35.3651768 32.3172599, 35.3652231 32.3172905, 35.3652554 32.3173159, 35.3652821 32.3173402, 35.3653067 32.317366, 35.3653359 32.3174006, 35.365358 32.3174293, 35.3653789 32.3174586, 35.3653987 32.3174884, 35.3654173 32.3175188, 35.3654347 32.3175497, 35.3654508 32.3175811, 35.3654657 32.317613, 35.3655355 32.3177692, 35.3655505 32.3177931, 35.3655768 32.3178214, 35.365606 32.3178432, 35.3656333 32.3178572, 35.3656704 32.3178708, 35.3657074 32.3178819, 35.3657578 32.3178942, 35.365809 32.3179034, 35.3658479 32.3179085, 35.3658905 32.3179119, 35.3659476 32.3179137, 35.3660047 32.3179122, 35.3660615 32.3179074, 35.3661178 32.3178994, 35.3661596 32.3178913, 35.366199 32.3178818, 35.3662457 32.317868, 35.3662801 32.3178561, 35.3663136 32.3178426, 35.3663571 32.3178225, 35.3664064 32.3177989, 35.3664426 32.3177923, 35.3664758 32.3177965, 35.3665043 32.3178086, 35.366538 32.3178331, 35.3665627 32.3178503, 35.3665997 32.3178697)",2,,,,
"[37146547, 37146935]","[""Kashda - Al Far'a"", 'البلده القديمة']","['residential', 'tertiary']",False,"[False, True]",439.9479999999999,"LINESTRING (35.3644076 32.3171382, 35.364545 32.3172443, 35.3646781 32.3173542, 35.3648068 32.3174677, 35.3648403 32.3174973, 35.3648748 32.3175259, 35.3649104 32.3175535, 35.3649471 32.3175802, 35.3649847 32.3176058, 35.3650233 32.3176305, 35.3650628 32.317654, 35.3651032 32.3176765, 35.3651516 32.3177016, 35.3651833 32.3177196, 35.3652136 32.3177394, 35.3652417 32.3177613, 35.3652681 32.3177848, 35.3652971 32.3178158, 35.3653185 32.3178427, 35.3653354 32.3178677, 35.3653502 32.3178937, 35.3653671 32.3179306, 35.3654372 32.3181132, 35.3655084 32.3182841, 35.3655239 32.3183181, 35.3655408 32.3183516, 35.3655581 32.3183831, 35.3655785 32.3184171, 35.3655993 32.318449, 35.3656214 32.3184802, 35.3656448 32.3185108, 35.3656693 32.3185407, 35.3656997 32.3185751, 35.3657195 32.3185995, 35.3657408 32.3186307, 35.3657585 32.3186635, 35.3657706 32.3186912, 35.3657817 32.3187261, 35.3657896 32.3187649, 35.365794 32.3188104, 35.3657951 32.3188462, 35.365794 32.318882, 35.3657911 32.3189177, 35.3657859 32.3189532, 35.3657789 32.3189885, 35.3657697 32.3190235, 35.3657344 32.3191327, 35.3656993 32.3192295, 35.3656578 32.3193345, 35.3656485 32.3193665, 35.3656432 32.3194039, 35.3656435 32.3194369, 35.3656475 32.319465, 35.3656565 32.3194971, 35.3656801 32.319553, 35.3657006 32.3195948, 35.3657228 32.319636, 35.3657466 32.3196765, 35.3657721 32.3197162, 35.3657993 32.3197552, 35.365828 32.3197933, 35.3658583 32.3198306, 35.3658777 32.3198528, 35.3658981 32.3198745, 35.3659194 32.3198955, 35.3659415 32.3199159, 35.3659644 32.3199357, 35.3659881 32.3199548, 35.3660125 32.3199731, 35.3660377 32.3199908, 35.3660636 32.3200076, 35.3660902 32.3200237, 35.3661174 32.320039, 35.3661453 32.3200535, 35.3661737 32.3200672, 35.3662026 32.3200801, 35.3662321 32.320092, 35.3663236 32.3201263, 35.3664163 32.3201582, 35.36651 32.3201879, 35.3666123 32.3202176, 35.366625 32.3202198)",,,,,
37146367,شارع الاغوار,secondary,False,True,63.875,"LINESTRING (35.373442 32.319099, 35.3728454 32.3193743)",,1,5799,50,
37146665,,residential,False,False,40.272,"LINESTRING (35.373442 32.319099, 35.3731909 32.3188055)",,,,,
