osmid,highway,oneway,reversed,length,geometry,name,maxspeed,width,ref
37173837,residential,False,True,89.104,"LINESTRING (35.0675854 32.3702663, 35.0676093 32.3703473, 35.0675984 32.3705165, 35.0676695 32.3707219, 35.0677197 32.3710536)",,,,
37176651,residential,False,True,95.511,"LINESTRING (35.06916 32.3680787, 35.0693334 32.368065, 35.0701645 32.3679468)",,,,
37174783,tertiary,False,False,111.461,"LINESTRING (35.0736188 32.3702708, 35.0737525 32.3702419, 35.0739084 32.3702188, 35.0744357 32.3701575, 35.074609 32.3701524, 35.0747928 32.370169)",Attil - Illar,40,,
37174783,tertiary,False,True,57.969,"LINESTRING (35.0736188 32.3702708, 35.0733944 32.3703195, 35.0731281 32.3703382, 35.0730677 32.3703523, 35.0730192 32.3703754)",Attil - Illar,40,,
37175411,residential,False,True,104.78299999999999,"LINESTRING (35.0736188 32.3702708, 35.0737162 32.369956, 35.0737179 32.3698983, 35.0737143 32.3698134, 35.0737035 32.3697291, 35.0736856 32.369646, 35.0736607 32.3695647, 35.0736278 32.3694832, 35.0735706 32.3693572)",,,,
37175700,residential,False,False,83.318,"LINESTRING (35.0705709 32.3723937, 35.0705965 32.372357, 35.0706075 32.3723154, 35.0705194 32.3719114, 35.0705169 32.371869, 35.0705207 32.3718165, 35.0705319 32.3717651, 35.0705502 32.3717158, 35.0705774 32.3716666)",,,3,
37175700,residential,False,True,146.22799999999998,"LINESTRING (35.0705709 32.3723937, 35.070547 32.3724117, 35.0705172 32.3724236, 35.0704749 32.3724273, 35.0701434 32.3724864, 35.0700785 32.372509, 35.0699353 32.3725533, 35.0697901 32.3725906, 35.0696455 32.3726205, 35.06961 32.3726239, 35.0694649 32.3726328, 35.0693195 32.3726346, 35.0691742 32.3726292, 35.0690594 32.3726199)",,,3,
37174783,tertiary,False,True,31.723,"LINESTRING (35.075105 32.3702762, 35.0749672 32.3702186, 35.0747928 32.370169)",Attil - Illar,40,,
37175767,residential,False,False,121.88600000000001,"LINESTRING (35.075105 32.3702762, 35.0752383 32.3701922, 35.0754135 32.370137, 35.0754531 32.3701272, 35.0755098 32.3701217, 35.0755564 32.3701197, 35.0755962 32.3701106, 35.0756338 32.3700945, 35.0756679 32.370072, 35.0756975 32.3700438, 35.0757191 32.3700147, 35.0757429 32.3699808, 35.075773 32.3699507, 35.0758175 32.3699213, 35.0761139 32.3697703, 35.0761457 32.3697466, 35.0761707 32.3697108)",,,,
37174783,tertiary,False,False,39.74099999999999,"LINESTRING (35.072548 32.370833, 35.0726004 32.3706923, 35.0726392 32.3705856, 35.072664 32.3705467, 35.0727062 32.370506)",Attil - Illar,40,,
37175700,residential,False,False,118.14499999999998,"LINESTRING (35.072548 32.370833, 35.0725797 32.3708379, 35.0726352 32.3708566, 35.0726858 32.3708815, 35.0727327 32.3709129, 35.0727751 32.3709501, 35.0728123 32.3709925, 35.0728436 32.3710394, 35.0728649 32.3710813, 35.0728807 32.3711143, 35.0729123 32.3711666, 35.07295 32.3712147, 35.0729932 32.3712579, 35.0730413 32.3712956, 35.0730936 32.3713272, 35.0731494 32.3713523, 35.0732035 32.3713694, 35.0734883 32.3714694)",,,3,
37175700,residential,False,True,93.19600000000001,"LINESTRING (35.072548 32.370833, 35.0725182 32.3708297, 35.0724593 32.3708285, 35.0723954 32.370834, 35.0723326 32.3708467, 35.0722861 32.3708604, 35.0722068 32.3708679, 35.0721306 32.3708826, 35.0720562 32.3709044, 35.0719677 32.3709434, 35.0718915 32.3710014, 35.0718208 32.3710465, 35.0717465 32.3710852, 35.0716484 32.3711278)",,,3,
37174997,residential,False,True,75.68799999999999,"LINESTRING (35.0706143 32.3699014, 35.0705825 32.3701048, 35.0705502 32.3702796, 35.0705233 32.3703568, 35.0704999 32.3703796, 35.0704518 32.3704186, 35.0703994 32.3704517, 35.0703627 32.3704701, 35.0703207 32.3704893)",,,,
37177352,residential,False,False,41.811,"LINESTRING (35.0706143 32.3699014, 35.070713 32.3698725, 35.0709633 32.3697954, 35.0709892 32.3697718, 35.0709978 32.3697421)",,,,
37177352,residential,False,True,67.998,"LINESTRING (35.0706143 32.3699014, 35.0704029 32.3699641, 35.0703426 32.3699965, 35.0702639 32.3700336, 35.0701823 32.3700639, 35.0700984 32.3700873, 35.0700129 32.3701036, 35.0699403 32.3701117)",,,,
37174848,residential,False,False,144.892,"LINESTRING (35.0703207 32.3704893, 35.0703277 32.3705182, 35.0703248 32.3705521, 35.0703135 32.37058, 35.0702932 32.3706181, 35.0702682 32.3706502, 35.0702566 32.3706873, 35.0702646 32.3708984, 35.0702654 32.3710331, 35.0702546 32.3710671, 35.0702424 32.3710932, 35.0702386 32.37112, 35.0702426 32.3711474, 35.0703254 32.3713774, 35.0704197 32.3716003, 35.0704613 32.3716299, 35.0705774 32.3716666)",,,,
37174848,residential,False,True,55.334,"LINESTRING (35.0703207 32.3704893, 35.070297 32.3704557, 35.0702199 32.3703953, 35.0701361 32.3703232, 35.0700574 32.3702457, 35.069995 32.3701764, 35.0699403 32.3701117)",,,,
37174997,residential,False,False,75.688,"LINESTRING (35.0703207 32.3704893, 35.0703627 32.3704701, 35.0703994 32.3704517, 35.0704518 32.3704186, 35.0704999 32.3703796, 35.0705233 32.3703568, 35.0705502 32.3702796, 35.0705825 32.3701048, 35.0706143 32.3699014)",,,,
37176188,residential,False,True,72.985,"LINESTRING (35.071689 32.3688486, 35.071308 32.3689721, 35.071264 32.3689918, 35.0712296 32.3690159, 35.0711929 32.3690549, 35.0710875 32.3692137)",,,,
37176651,residential,False,False,39.303,"LINESTRING (35.071689 32.3688486, 35.0716661 32.3688049, 35.0716303 32.3687166, 35.0715767 32.3686005, 35.071557 32.3685749, 35.0715323 32.3685579, 35.0715058 32.3685375)",,,,
37176651,residential,False,True,271.8030000000001,"LINESTRING (35.071689 32.3688486, 35.0717167 32.3688848, 35.0718292 32.3690094, 35.0718573 32.3690341, 35.072023 32.369145, 35.0720624 32.3691867, 35.0721217 32.3692869, 35.0721808 32.3693906, 35.072193 32.3694216, 35.0721967 32.3694519, 35.072193 32.3694823, 35.0721815 32.3695121, 35.0721534 32.3695639, 35.0720528 32.3697482, 35.0720156 32.3697938, 35.071896 32.3698943, 35.0718722 32.3699215, 35.071857 32.3699528, 35.0717674 32.3702562, 35.0717478 32.3702938, 35.0716061 32.3704937, 35.0715775 32.3705281, 35.0715368 32.3705634, 35.0714821 32.3705962, 35.0714336 32.3706158, 35.0713828 32.3706285, 35.0713384 32.3706336, 35.0710571 32.3706491)",,,,
37174783,tertiary,False,False,32.962,"LINESTRING (35.0727062 32.370506, 35.0728184 32.3704585, 35.0729656 32.37041, 35.0730192 32.3703754)",Attil - Illar,40,,
37174783,tertiary,False,True,39.741,"LINESTRING (35.0727062 32.370506, 35.072664 32.3705467, 35.0726392 32.3705856, 35.0726004 32.3706923, 35.072548 32.370833)",Attil - Illar,40,,
