osmid,lanes,name,highway,maxspeed,width,junction,oneway,reversed,length,geometry
41316303,4,شارع السنية,secondary,50,12,roundabout,True,False,12.847999999999999,"LINESTRING (34.3054203 31.343182, 34.3053934 31.3432129, 34.3053558 31.3432342, 34.305312 31.3432433)"
41319635,2,شارع شراب,residential,50,8,,False,True,10.175,"LINESTRING (34.3051626 31.3429703, 34.3052403 31.3430333)"
41314896,2,,residential,50,,,False,False,138.831,"LINESTRING (34.3051626 31.3429703, 34.3053449 31.3427209, 34.3057609 31.34238, 34.3061885 31.3420968)"
1226871213,4,Al Sonya,secondary,50,12,,False,True,28.155,"LINESTRING (34.3076807 31.3433214, 34.3079759 31.3433448)"
"[1013513240, 933140443]",,,trunk,,,,True,False,148.40200000000002,"LINESTRING (34.3139055 31.3425172, 34.3137805 31.3421297, 34.3137257 31.341947, 34.3136769 31.3417477, 34.3136363 31.3414878, 34.3135987 31.3412114)"
1013513241,,,trunk,,,,False,False,13.507,"LINESTRING (34.3139055 31.3425172, 34.3139915 31.3425067, 34.3140456 31.3424967)"
41318615,2,Abo Hmeid RoundAbout,secondary,,12,roundabout,True,False,18.012999999999998,"LINESTRING (34.307843 31.3434463, 34.3078583 31.3434115, 34.3078883 31.3433787, 34.3079289 31.3433557, 34.3079759 31.3433448)"
295782193,4,شارع صلاح الدين,trunk,80,24,,True,False,95.10300000000001,"LINESTRING (34.3141404 31.3427925, 34.3142383 31.3431016, 34.3142924 31.3432784, 34.3143196 31.3434613, 34.314385 31.3436197)"
41318029,2,,residential,50,10,,False,False,54.705,"LINESTRING (34.305308 31.341108, 34.3049694 31.34071)"
41318029,2,,residential,50,10,,False,True,82.189,"LINESTRING (34.305308 31.341108, 34.3058147 31.3417072)"
41312913,2,,residential,30,6,,False,False,151.712,"LINESTRING (34.305308 31.341108, 34.3058995 31.3407239, 34.3061106 31.3409151, 34.3065592 31.3406482)"
41319223,4,Sharia Al-Quds,secondary,80,16,,True,False,32.667,"LINESTRING (34.3098865 31.3435069, 34.3102302 31.3435188)"
41316920,2,شارع البريد,tertiary,50,12,,True,False,73.63,"LINESTRING (34.3098865 31.3435069, 34.3100151 31.3434434, 34.3100984 31.3433722, 34.3103976 31.3430206)"
41315624,2,Alseka,residential,50,,,True,False,64.931,"LINESTRING (34.3116461 31.347384, 34.3110428 31.3476588)"
41317470,2,Sharia Al-Seka,secondary,50,8,,True,False,53.327,"LINESTRING (34.3116461 31.347384, 34.3118938 31.3478144)"
41318615,2,Abo Hmeid RoundAbout,secondary,,12,roundabout,True,False,4.677,"LINESTRING (34.3080851 31.3435766, 34.3080419 31.3435968)"
41316076,2,Khaled Bin Al-Walid,tertiary,40,8,,False,False,3.819,"LINESTRING (34.3136743 31.3407972, 34.3137095 31.3407806)"
295782193,4,شارع صلاح الدين,trunk,80,24,,True,False,192.99,"LINESTRING (34.3136743 31.3407972, 34.3136955 31.3408369, 34.3137076 31.3408882, 34.3137228 31.3409965, 34.3137441 31.3412441, 34.3138072 31.341689, 34.3138276 31.3418183, 34.3138603 31.3419437, 34.3139462 31.3421946, 34.3140456 31.3424967)"
41314896,2,,residential,50,,,False,False,43.934,"LINESTRING (34.3061885 31.3420968, 34.3064336 31.3424319)"
41318029,2,,residential,50,10,,False,False,56.009,"LINESTRING (34.3061885 31.3420968, 34.3058147 31.3417072)"
41318029,2,,residential,50,10,,False,True,115.429,"LINESTRING (34.3061885 31.3420968, 34.3071501 31.3414619)"
41314896,2,,residential,50,,,False,True,138.831,"LINESTRING (34.3061885 31.3420968, 34.3057609 31.34238, 34.3053449 31.3427209, 34.3051626 31.3429703)"
41316356,2,,residential,50,,,False,False,107.818,"LINESTRING (34.3075667 31.3459619, 34.3066651 31.3465512)"
41316502,2,,secondary,50,12,,True,False,81.451,"LINESTRING (34.3075667 31.3459619, 34.307248 31.3456585, 34.307007 31.3454071)"
41317470,2,Sharia Al-Seka,secondary,50,8,,True,False,8.862,"LINESTRING (34.3095293 31.3446186, 34.3095791 31.344686)"
41314311,2,Alseka,tertiary_link,50,,,True,False,35.928,"LINESTRING (34.3095293 31.3446186, 34.3095147 31.3446639, 34.3094961 31.3446972, 34.3094561 31.3447318, 34.3094255 31.3447584, 34.3093629 31.3447864, 34.3093217 31.3447943, 34.309291 31.3447943, 34.3092551 31.344793)"
41318649,2,,residential,30,,,False,True,107.213,"LINESTRING (34.3078342 31.3425994, 34.3074672 31.3428516, 34.3069565 31.3432058)"
305027332,2,شارع السكة,secondary,50,8,,True,False,142.203,"LINESTRING (34.3078342 31.3425994, 34.3077017 31.3423874, 34.3073644 31.3418118, 34.3071501 31.3414619)"
41314674,4,Al Sonya,secondary,50,12,,True,False,102.348,"LINESTRING (34.3053571 31.3430295, 34.30591 31.3430855, 34.3064255 31.3431496)"
41316303,4,شارع السنية,secondary,50,12,roundabout,True,False,20.018,"LINESTRING (34.3053571 31.3430295, 34.3053908 31.3430482, 34.3054163 31.3430748, 34.3054311 31.3431068, 34.3054334 31.3431452, 34.3054203 31.343182)"
