osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,width,ref
37173515,residential,False,False,49.074,,,,"LINESTRING (35.1847846 32.0851249, 35.184828 32.0855647)",,
621476302,secondary,True,False,54.863,4,شارع المدينة المنورة,50,"LINESTRING (35.1847846 32.0851249, 35.1842029 32.0851017)",,
37173067,residential,False,True,63.619,,,,"LINESTRING (35.1824008 32.0862556, 35.1830056 32.0860011)",,
37173453,residential,True,False,5.855,,,40,"LINESTRING (35.1769647 32.0846682, 35.1769374 32.0846209)",,
37173344,secondary,True,False,39.941,4,Al-Qassam,40,"LINESTRING (35.1769647 32.0846682, 35.1769141 32.0847642, 35.1768664 32.0848581, 35.1767872 32.0849943)",,
37173331,residential,False,True,125.57700000000001,,,,"LINESTRING (35.1818528 32.0866014, 35.1815233 32.0866579, 35.181153 32.0866725, 35.1806007 32.0866283, 35.1805301 32.0866198)",3,
37173441,residential,False,True,16.297,2,شارع طه كرز,,"LINESTRING (35.1804007 32.0858403, 35.1804462 32.0859817)",5,
624123379,residential,True,False,60.259,,,,"LINESTRING (35.1804007 32.0858403, 35.1803509 32.0857594, 35.1802919 32.0856549, 35.1802359 32.0855487, 35.1801769 32.0854441, 35.1801011 32.0853641)",3,
624197123,residential,False,False,78.126,,شارع جمال عبد الناصر,,"LINESTRING (35.1809404 32.0888406, 35.1801175 32.0887535)",3,
37173441,residential,False,False,97.219,2,شارع طه كرز,,"LINESTRING (35.1809404 32.0888406, 35.1808769 32.0883734, 35.1807884 32.0879764)",5,
624197123,residential,False,True,136.707,,شارع جمال عبد الناصر,,"LINESTRING (35.1809404 32.0888406, 35.1817965 32.0887739, 35.1823743 32.088667)",3,
37173432,residential,False,True,87.79,,,,"LINESTRING (35.1788634 32.0878498, 35.1790332 32.0886261)",3,
37173432,residential,False,False,129.765,,,,"LINESTRING (35.1788634 32.0878498, 35.1788114 32.0872137, 35.1787894 32.08708, 35.1787251 32.0866894)",3,
624197125,residential,False,False,248.14700000000002,,شارع يافا,,"LINESTRING (35.1788634 32.0878498, 35.1787843 32.0878451, 35.1786699 32.0878194, 35.1784347 32.0877472, 35.1781594 32.0875709, 35.177872 32.087361, 35.1774688 32.0871391, 35.1771977 32.0869786, 35.176986 32.0868883, 35.1768938 32.0868849, 35.1767906 32.0868866, 35.1766435 32.0868849, 35.1765737 32.0868764)",3,
624197125,residential,False,True,67.486,,شارع يافا,,"LINESTRING (35.1788634 32.0878498, 35.1788888 32.0878314, 35.1789173 32.0878234, 35.1790091 32.0878123, 35.1791805 32.087793, 35.1793671 32.0877601, 35.1795538 32.0877077)",3,
37172945,residential,False,False,134.04,,,,"LINESTRING (35.1823845 32.0870014, 35.1823909 32.0870873, 35.1824005 32.0872158, 35.1824333 32.0874167, 35.1823921 32.0875547, 35.182351 32.0876926, 35.1823113 32.0877934, 35.182293 32.0879032, 35.1822224 32.0880331, 35.1821411 32.0881585)",,
624197125,residential,False,False,136.037,,شارع يافا,,"LINESTRING (35.1823845 32.0870014, 35.1820342 32.0870704, 35.1813856 32.0872077, 35.1809834 32.0872971)",3,
624197125,residential,False,True,72.424,,شارع يافا,,"LINESTRING (35.1823845 32.0870014, 35.1826644 32.0869487, 35.1829442 32.0868959, 35.1831356 32.0868627)",3,
624760620,residential,False,False,67.46,,,,"LINESTRING (35.1810693 32.0846085, 35.1810439 32.0840022)",,
37173366,residential,False,True,64.2,,Omar Bin Al Mokhtar,,"LINESTRING (35.1810693 32.0846085, 35.1810689 32.0846837, 35.1810872 32.084901, 35.181128 32.0851832)",3,
624760633,residential,False,False,111.436,,Omar Bin Al Mokhtar,,"LINESTRING (35.1810693 32.0846085, 35.1808027 32.0846381, 35.1804177 32.0846736, 35.1801156 32.0847329, 35.1799072 32.0847828)",3,
624123384,residential,False,True,29.102999999999998,,,40,"LINESTRING (35.1799072 32.0847828, 35.1799464 32.0848718, 35.1799715 32.0849368, 35.1800041 32.0849959, 35.1800201 32.0850261)",,
624760633,residential,False,True,111.43599999999998,,Omar Bin Al Mokhtar,,"LINESTRING (35.1799072 32.0847828, 35.1801156 32.0847329, 35.1804177 32.0846736, 35.1808027 32.0846381, 35.1810693 32.0846085)",3,
715784679,residential,False,False,72.526,,,40,"LINESTRING (35.1799072 32.0847828, 35.1798234 32.0847565, 35.1796995 32.0846866, 35.179623 32.084605, 35.1795652 32.0845411, 35.1794997 32.0844338, 35.1794694 32.0843717, 35.1794425 32.0843308, 35.1794294 32.084302)",,
715784680,residential,False,False,215.142,,شارع عمر الخيام,,"LINESTRING (35.1799072 32.0847828, 35.1782145 32.0849584, 35.1781151 32.0849805, 35.1779255 32.0849926, 35.1776436 32.0850301)",3,
570548727,secondary,False,False,100.03100000000002,2,شارع شهداء الانتفاضة,40,"LINESTRING (35.182271 32.0829278, 35.1821582 32.0828986, 35.1819544 32.0828694, 35.1816074 32.0827908, 35.1813798 32.0827428, 35.1812374 32.0827286)",,
570548727,secondary,False,True,154.238,2,شارع شهداء الانتفاضة,40,"LINESTRING (35.182271 32.0829278, 35.1824531 32.0829495, 35.1828236 32.0829776, 35.1830452 32.0829973, 35.1834973 32.0830067, 35.1837379 32.0830364, 35.1839005 32.0830466)",,
624189903,residential,True,False,100.694,,,,"LINESTRING (35.182271 32.0829278, 35.1822524 32.0831021, 35.1823257 32.0834485, 35.1823979 32.0837374, 35.1824343 32.0838148)",3,
37173441,residential,False,False,14.917,2,شارع طه كرز,,"LINESTRING (35.1806292 32.0873758, 35.1806052 32.0872432)",5,
37173441,residential,False,True,24.566,2,شارع طه كرز,,"LINESTRING (35.1806292 32.0873758, 35.1806887 32.0875909)",5,
624197125,residential,False,False,107.834,,شارع يافا,,"LINESTRING (35.1806292 32.0873758, 35.1797641 32.0876482, 35.1795538 32.0877077)",3,
624197125,residential,False,True,34.497,,شارع يافا,,"LINESTRING (35.1806292 32.0873758, 35.180953 32.0873038, 35.1809834 32.0872971)",3,
37173340,residential,False,False,64.256,,,,"LINESTRING (35.1826772 32.084588, 35.1830286 32.0845197, 35.1832674 32.0844932, 35.1833472 32.0844832)",,
624760622,unclassified,False,False,111.204,,,,"LINESTRING (35.1826772 32.084588, 35.1818244 32.0845863, 35.181811 32.084309)",,
631539234,residential,False,False,47.554,,شارع الخنساء,,"LINESTRING (35.1826772 32.084588, 35.1826965 32.0846578, 35.1827129 32.0847292, 35.1827237 32.0847944, 35.1827357 32.084873, 35.1827394 32.084923, 35.1827518 32.0849603, 35.1827828 32.085002)",3,
631539234,residential,False,True,84.951,,شارع الخنساء,,"LINESTRING (35.1826772 32.084588, 35.1825718 32.0841757, 35.182539 32.0840821, 35.1824907 32.0839376, 35.1824662 32.0838883, 35.1824562 32.0838671, 35.1824478 32.0838506)",3,
37173366,residential,False,False,64.2,,Omar Bin Al Mokhtar,,"LINESTRING (35.181128 32.0851832, 35.1810872 32.084901, 35.1810689 32.0846837, 35.1810693 32.0846085)",3,
