osmid,highway,width,oneway,reversed,length,geometry,ref,name,maxspeed
37158356,residential,2,False,True,91.06700000000001,"LINESTRING (35.1036935 31.6180233, 35.1035501 31.6179878, 35.1032813 31.6180223, 35.1031736 31.6184734)",,,
37154985,primary,14,False,False,122.805,"LINESTRING (35.1012285 31.6229251, 35.1007584 31.623622, 35.1006406 31.6239055)",3527,شارع بيت أمر-صوريف,
37154985,primary,14,False,True,148.89999999999998,"LINESTRING (35.1012285 31.6229251, 35.1016328 31.6223236, 35.1020814 31.6218026)",3527,شارع بيت أمر-صوريف,
37157870,residential,2,False,False,75.5,"LINESTRING (35.1012285 31.6229251, 35.1016365 31.6230316, 35.1019412 31.6232113)",,,
37159924,residential,3,False,False,269.35200000000003,"LINESTRING (35.1012285 31.6229251, 35.1005418 31.6226342, 35.1002653 31.6226188, 35.1000737 31.6227242, 35.0993715 31.6237817, 35.0992659 31.6238674)",,,
37155142,residential,2,False,True,55.886,"LINESTRING (35.1053769 31.6210926, 35.1054079 31.6213065, 35.1053375 31.6214569, 35.105228 31.6215404)",,,
37157254,residential,2,False,True,56.2,"LINESTRING (35.107716 31.6187374, 35.1074043 31.6189177, 35.1071963 31.6189695)",,,
37155356,residential,,False,True,36.815999999999995,"LINESTRING (35.0997386 31.6179446, 35.0997646 31.6181943, 35.0997725 31.6182052, 35.0997835 31.6182162, 35.0998409 31.6182371)",,,
37156200,residential,3,False,False,61.916,"LINESTRING (35.1065785 31.6223767, 35.1072279 31.622442)",,,
37159295,residential,,False,False,43.031,"LINESTRING (35.1065785 31.6223767, 35.1066376 31.6227604)",,,
37156200,residential,3,False,True,55.263,"LINESTRING (35.1065785 31.6223767, 35.1063066 31.6223456, 35.1060057 31.6222846)",,,
37163360,residential,,False,True,91.826,"LINESTRING (35.105493 31.6185471, 35.104954 31.6178606)",,,
37161905,residential,,False,False,34.108,"LINESTRING (35.1070044 31.6198998, 35.1072438 31.620129)",,,
37158854,residential,2,False,False,33.485,"LINESTRING (35.1070044 31.6198998, 35.1069827 31.6200164, 35.106774 31.6200604)",,,
37158854,residential,2,False,True,53.285000000000004,"LINESTRING (35.1070044 31.6198998, 35.1070029 31.6198739, 35.1069698 31.6194215)",,,
37163091,residential,2,False,True,60.167,"LINESTRING (35.1019412 31.6232113, 35.101572 31.6236517)",,,
37157870,residential,2,False,True,75.5,"LINESTRING (35.1019412 31.6232113, 35.1016365 31.6230316, 35.1012285 31.6229251)",,,
37163091,residential,2,False,False,77.063,"LINESTRING (35.1019412 31.6232113, 35.1023254 31.6229358, 35.1023822 31.6226749)",,,
37153643,residential,,False,True,16.204,"LINESTRING (35.1027883 31.6249667, 35.1028113 31.6248223)",,,
37155135,residential,,False,False,14.914,"LINESTRING (35.1000971 31.6168775, 35.0999396 31.6168769)",,,
37155135,residential,,False,True,101.056,"LINESTRING (35.1000971 31.6168775, 35.1007149 31.6169009, 35.1011483 31.6170002)",,,
37160464,residential,2,False,True,40.055,"LINESTRING (35.1068304 31.6188341, 35.1070191 31.6188423, 35.1071426 31.6189134, 35.1071963 31.6189695)",,,
37160241,residential,3,False,False,101.21000000000001,"LINESTRING (35.1029849 31.6225654, 35.1030063 31.6224888, 35.1031351 31.6223808, 35.1035448 31.6222819, 35.1036024 31.6220806, 35.1037196 31.62204)",,,
