osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,width
41318129,False,2,residential,50,True,415.733,"LINESTRING (34.3508944 31.321295, 34.3499117 31.3221254, 34.3490242 31.3229702, 34.3479314 31.324044)",,
41319504,False,2,residential,50,False,138.25400000000002,"LINESTRING (34.3508944 31.321295, 34.3506616 31.3210633, 34.3503097 31.3207721, 34.3498842 31.320401)",,
41319504,False,2,residential,50,True,113.55799999999999,"LINESTRING (34.3508944 31.321295, 34.3515367 31.3217224, 34.3518317 31.3219288)",,
41317771,False,2,residential,50,False,29.044,"LINESTRING (34.3461925 31.3268139, 34.3463814 31.3266085)",,
41318383,False,2,residential,50,True,16.73,"LINESTRING (34.3461925 31.3268139, 34.3460722 31.3269238)",,
41315020,False,2,residential,50,True,247.37900000000002,"LINESTRING (34.3461925 31.3268139, 34.3478727 31.3267308, 34.3487789 31.3265884)",,
41319338,False,2,residential,50,True,163.406,"LINESTRING (34.3534181 31.3204533, 34.3522642 31.3215432)",,
41313766,False,2,residential,40,False,63.894,"LINESTRING (34.3522642 31.3215432, 34.3528007 31.3218898)",,
41319338,False,2,residential,50,False,163.406,"LINESTRING (34.3522642 31.3215432, 34.3534181 31.3204533)",,
41319338,False,2,residential,50,True,59.382,"LINESTRING (34.3522642 31.3215432, 34.3518317 31.3219288)",,
41319338,False,2,residential,50,False,59.382,"LINESTRING (34.3518317 31.3219288, 34.3522642 31.3215432)",,
41319504,False,2,residential,50,False,113.55799999999999,"LINESTRING (34.3518317 31.3219288, 34.3515367 31.3217224, 34.3508944 31.321295)",,
41319504,False,2,residential,50,True,175.08100000000002,"LINESTRING (34.3518317 31.3219288, 34.3521234 31.3221186, 34.3524386 31.3223202, 34.3531445 31.3227288, 34.3533221 31.3228537)",,
41313013,False,2,residential,40,True,65.277,"LINESTRING (34.3479314 31.324044, 34.3484206 31.3244563)",شارع الرحمة,
41313013,False,2,residential,40,False,142.0,"LINESTRING (34.3479314 31.324044, 34.3474095 31.3236473, 34.3470843 31.3234018, 34.3467945 31.323216)",شارع الرحمة,
41318129,False,2,residential,50,False,415.733,"LINESTRING (34.3479314 31.324044, 34.3490242 31.3229702, 34.3499117 31.3221254, 34.3508944 31.321295)",,
41315603,False,2,residential,40,True,94.859,"LINESTRING (34.3487789 31.3265884, 34.3493504 31.327288)",,
41315020,False,2,residential,50,False,247.37900000000002,"LINESTRING (34.3487789 31.3265884, 34.3478727 31.3267308, 34.3461925 31.3268139)",,
41315020,False,2,residential,50,True,211.224,"LINESTRING (34.3487789 31.3265884, 34.3492629 31.3265107, 34.3502403 31.3263061, 34.3509558 31.3262063)",,
41315603,False,2,residential,40,False,94.859,"LINESTRING (34.3493504 31.327288, 34.3487789 31.3265884)",,
41318858,False,2,residential,40,True,21.051,"LINESTRING (34.3471749 31.3276623, 34.3469977 31.327776)",,
41313720,False,2,residential,50,False,85.819,"LINESTRING (34.3452326 31.322001, 34.3445976 31.32255)",,8
891354135,False,2,residential,40,False,46.336,"LINESTRING (34.3452326 31.322001, 34.3449234 31.3216787)",شارع الرحمة,8
891354135,False,2,residential,40,True,201.04899999999998,"LINESTRING (34.3452326 31.322001, 34.3453154 31.322052, 34.346658 31.3229932, 34.3467833 31.3230978, 34.3468587 31.3231571)",شارع الرحمة,8
41319504,False,2,residential,50,False,58.152,"LINESTRING (34.3538205 31.3231574, 34.3533221 31.3228537)",,
41315276,False,2,tertiary,50,False,79.185,"LINESTRING (34.3515769 31.3277238, 34.3516647 31.3276603, 34.3522138 31.3272643)",شارع القديحات,
41313766,False,2,residential,40,True,63.894,"LINESTRING (34.3528007 31.3218898, 34.3522642 31.3215432)",,
41316654,False,4,secondary,80,True,332.09099999999995,"LINESTRING (34.3498842 31.320401, 34.3492008 31.3208972, 34.3477582 31.3223016, 34.3474927 31.3225707)",شارع عبسان الكبيرة,24
41319504,False,2,residential,50,True,138.25400000000002,"LINESTRING (34.3498842 31.320401, 34.3503097 31.3207721, 34.3506616 31.3210633, 34.3508944 31.321295)",,
41315276,False,2,tertiary,50,False,59.469,"LINESTRING (34.3522138 31.3272643, 34.3526208 31.3268579)",شارع القديحات,
41315276,False,2,tertiary,50,True,79.185,"LINESTRING (34.3522138 31.3272643, 34.3516647 31.3276603, 34.3515769 31.3277238)",شارع القديحات,
41315020,False,2,residential,50,False,73.795,"LINESTRING (34.3517313 31.3262463, 34.3509558 31.3262063)",,
41315020,False,2,residential,50,True,113.187,"LINESTRING (34.3517313 31.3262463, 34.3519347 31.3262504, 34.3526208 31.3268579)",,
41318105,False,2,residential,50,False,163.725,"LINESTRING (34.3517313 31.3262463, 34.3520419 31.3257864, 34.3521791 31.3255833, 34.3526736 31.3250164)",,
41315276,False,2,tertiary,50,False,25.983,"LINESTRING (34.3526208 31.3268579, 34.3528234 31.3267009)",شارع القديحات,
41315276,False,2,tertiary,50,True,59.469,"LINESTRING (34.3526208 31.3268579, 34.3522138 31.3272643)",شارع القديحات,
41315020,False,2,residential,50,False,113.187,"LINESTRING (34.3526208 31.3268579, 34.3519347 31.3262504, 34.3517313 31.3262463)",,
41313013,False,2,residential,40,False,173.808,"LINESTRING (34.3509558 31.3262063, 34.3495282 31.3252285)",شارع الرحمة,
41315020,False,2,residential,50,True,73.795,"LINESTRING (34.3509558 31.3262063, 34.3517313 31.3262463)",,
41315020,False,2,residential,50,False,211.224,"LINESTRING (34.3509558 31.3262063, 34.3502403 31.3263061, 34.3492629 31.3265107, 34.3487789 31.3265884)",,
41315555,False,2,residential,40,False,23.904,"LINESTRING (34.3467427 31.3275049, 34.3469417 31.3273733)",,
41318834,False,2,residential,50,False,90.726,"LINESTRING (34.3467427 31.3275049, 34.3460722 31.3269238)",,6
41318834,False,2,residential,50,True,38.67,"LINESTRING (34.3467427 31.3275049, 34.3469977 31.327776)",,6
"[41318834, 41319077]",False,2,residential,"['40', '50']","[False, True]",92.427,"LINESTRING (34.3477027 31.3279711, 34.3473257 31.3281465, 34.3469977 31.327776)",,6
41317771,False,2,residential,50,False,182.53900000000002,"LINESTRING (34.3526736 31.3250164, 34.3529952 31.3252526, 34.3532293 31.3254016, 34.3529863 31.3256416, 34.3529784 31.3256494, 34.3534978 31.3261938)",,
41317771,False,2,residential,50,True,77.447,"LINESTRING (34.3526736 31.3250164, 34.3525226 31.3248902, 34.3520626 31.3245557)",,
41318105,False,2,residential,50,True,163.725,"LINESTRING (34.3526736 31.3250164, 34.3521791 31.3255833, 34.3520419 31.3257864, 34.3517313 31.3262463)",,
41313013,False,2,residential,40,False,135.799,"LINESTRING (34.3495282 31.3252285, 34.3484206 31.3244563)",شارع الرحمة,
