osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry,junction
41245043,False,1,Al Enzla,residential,20,8,False,27.44,"LINESTRING (34.4876796 31.5267612, 34.4879691 31.5267619)",
41245043,False,1,Al Enzla,residential,20,8,True,35.853,"LINESTRING (34.4876796 31.5267612, 34.4874586 31.5266661, 34.4873508 31.5266031)",
41245384,False,1,Elshheed Hamoda Lemtwq,residential,20,,True,87.92699999999999,"LINESTRING (34.4876796 31.5267612, 34.4876429 31.5268807, 34.4875411 31.526957, 34.4875752 31.5270681, 34.4872215 31.5273842)",
41243752,False,4,Al Quds,secondary,50,10,True,94.333,"LINESTRING (34.4873792 31.5256446, 34.4871989 31.525751, 34.4870128 31.5259046, 34.4869065 31.5260327, 34.4868033 31.5261501, 34.4866822 31.5262402)",
297600803,False,,,residential,,,False,89.049,"LINESTRING (34.4873792 31.5256446, 34.4875853 31.5260018, 34.4877286 31.5260148, 34.4878186 31.5260382, 34.4878979 31.5261253, 34.4879353 31.5262089)",
41245011,True,,Alhalabi,secondary,,,False,11.709,"LINESTRING (34.4832215 31.5283006, 34.4832002 31.5283113, 34.4831762 31.5283161, 34.4831515 31.5283146, 34.4831286 31.5283068, 34.4831094 31.5282935)",roundabout
41245023,False,4,شارع الفالوجا,secondary,60,10,True,226.848,"LINESTRING (34.4832215 31.5283006, 34.4834358 31.528517, 34.4838325 31.5289062, 34.484152 31.5292131, 34.4844238 31.5294377, 34.4846858 31.5296548, 34.4848595 31.5297846)",
41243300,False,4,شارع القدس,secondary,50,10,True,178.168,"LINESTRING (34.4831094 31.5282935, 34.4828213 31.5285178, 34.4821626 31.528937, 34.4817733 31.5292664, 34.481701 31.529347)",
41245011,True,,Alhalabi,secondary,,,False,12.616000000000001,"LINESTRING (34.4831094 31.5282935, 34.4830951 31.5282744, 34.4830887 31.5282523, 34.4830911 31.5282297, 34.4831018 31.528209, 34.4831199 31.5281923)",roundabout
41243752,False,4,Al Quds,secondary,50,10,False,200.33700000000002,"LINESTRING (34.4832281 31.5281986, 34.4835417 31.5279509, 34.4844062 31.5273801, 34.4844801 31.5273313, 34.4847016 31.5271939, 34.4848663 31.527063)",
41245011,True,,Alhalabi,secondary,,,False,12.707,"LINESTRING (34.4832281 31.5281986, 34.4832434 31.5282174, 34.4832507 31.5282394, 34.4832492 31.5282622, 34.4832391 31.5282834, 34.4832215 31.5283006)",roundabout
41243752,False,4,Al Quds,secondary,50,10,False,94.333,"LINESTRING (34.4866822 31.5262402, 34.4868033 31.5261501, 34.4869065 31.5260327, 34.4870128 31.5259046, 34.4871989 31.525751, 34.4873792 31.5256446)",
41243752,False,4,Al Quds,secondary,50,10,True,64.914,"LINESTRING (34.4866822 31.5262402, 34.4864063 31.5263632, 34.4860751 31.5265104)",
41245043,False,1,Al Enzla,residential,20,8,False,75.398,"LINESTRING (34.4866822 31.5262402, 34.4867998 31.5263239, 34.4869553 31.5264062, 34.4871611 31.5264921, 34.4873508 31.5266031)",
41243260,False,2,Ahmed Assaf,residential,60,,True,86.05799999999999,"LINESTRING (34.4863676 31.5291107, 34.4857713 31.5293858, 34.4857692 31.5293868, 34.4856216 31.5292392)",
41243019,False,4,شارع الفالوجا,secondary,60,14,False,43.475,"LINESTRING (34.4863571 31.5322273, 34.4863215 31.5318375)",
41244939,False,2,,residential,40,,False,127.39899999999999,"LINESTRING (34.4863571 31.5322273, 34.4862528 31.5321715, 34.4856604 31.5318757, 34.4855018 31.5317582, 34.4853071 31.5316085, 34.4852555 31.531579)",
"[41243587, 41245287]",False,2,"['Al Soq', 'foud abu el fateh']",residential,50,12,False,72.35900000000001,"LINESTRING (34.4843614 31.5267277, 34.4842852 31.526573, 34.484209 31.5262879, 34.4841856 31.5260984)",
41243587,False,2,Al Soq,residential,50,12,True,72.91,"LINESTRING (34.4843614 31.5267277, 34.4841019 31.5267579, 34.4839178 31.5268943, 34.483719 31.5270416)",
41245313,False,2,foud abu el fateh,residential,50,,False,60.919999999999995,"LINESTRING (34.4843614 31.5267277, 34.4845514 31.526849, 34.4845668 31.5268588, 34.4847591 31.5269659, 34.4848663 31.527063)",
41256534,False,2,Haifa,residential,50,8,False,13.061,"LINESTRING (34.4818455 31.5268416, 34.4817671 31.526745)",
41256534,False,2,Haifa,residential,50,8,True,42.162,"LINESTRING (34.4818455 31.5268416, 34.4820447 31.527093, 34.4821021 31.5271509)",
1229804642,False,2,Saleh Dardona,residential,50,8,True,149.821,"LINESTRING (34.4818455 31.5268416, 34.4820665 31.5266901, 34.4821825 31.5266105, 34.4825498 31.5264581, 34.4829025 31.5263148, 34.4831415 31.5261837, 34.4831861 31.5261437)",
"[41243083, 41244142]",False,2,,residential,40,6,True,270.12600000000003,"LINESTRING (34.4875986 31.5301958, 34.4871308 31.5297025, 34.4870027 31.5297505, 34.4869468 31.5297558, 34.486891 31.5297399, 34.486801 31.5296318, 34.4866085 31.5297333, 34.4863939 31.5298266, 34.486467 31.5299021, 34.4862593 31.5300305, 34.4859816 31.5301218, 34.4857313 31.5303062, 34.4855288 31.5303959)",
1010190981,False,,,residential,,,True,210.052,"LINESTRING (34.4875986 31.5301958, 34.4875717 31.5302799, 34.4875207 31.5303119, 34.4870916 31.5304628, 34.486486 31.5308568, 34.4864668 31.5308735, 34.4864608 31.5308911, 34.4864638 31.5309435, 34.4864712 31.5311086, 34.486451 31.5312066, 34.4864077 31.5312906, 34.4863574 31.5313619, 34.4861844 31.5314445)",
41243752,False,4,Al Quds,secondary,50,10,False,130.017,"LINESTRING (34.4848663 31.527063, 34.4855081 31.5267624, 34.4860751 31.5265104)",
41243752,False,4,Al Quds,secondary,50,10,True,200.337,"LINESTRING (34.4848663 31.527063, 34.4847016 31.5271939, 34.4844801 31.5273313, 34.4844062 31.5273801, 34.4835417 31.5279509, 34.4832281 31.5281986)",
41245313,False,2,foud abu el fateh,residential,50,,True,60.92,"LINESTRING (34.4848663 31.527063, 34.4847591 31.5269659, 34.4845668 31.5268588, 34.4845514 31.526849, 34.4843614 31.5267277)",
41243300,False,4,شارع القدس,secondary,50,10,False,193.98000000000002,"LINESTRING (34.479347 31.5303461, 34.4798306 31.5302584, 34.4799469 31.5302345, 34.4806355 31.5301147, 34.4811317 31.5299473, 34.4813141 31.5298858)",
41257022,False,2,,residential,40,,False,118.788,"LINESTRING (34.479347 31.5303461, 34.4789143 31.5297087, 34.478767 31.5294015)",
41243926,False,2,,residential,40,,False,30.523000000000003,"LINESTRING (34.4865637 31.5320184, 34.4864216 31.5319106, 34.4863215 31.5318375)",
41243926,False,2,,residential,40,,True,36.897,"LINESTRING (34.4865637 31.5320184, 34.4867386 31.5321753, 34.4868318 31.532259)",
1229804642,False,2,Saleh Dardona,residential,50,8,True,7.88,"LINESTRING (34.4840925 31.525021, 34.4841248 31.5249557)",
41245287,False,2,foud abu el fateh,residential,50,,True,120.14800000000001,"LINESTRING (34.4840925 31.525021, 34.4841391 31.5256625, 34.4841495 31.5258061, 34.4841856 31.5260984)",
41257307,False,2,foud abu el fateh,residential,50,,False,89.41,"LINESTRING (34.4840925 31.525021, 34.4840603 31.5245687, 34.4839339 31.5242347)",
1229804642,False,2,Saleh Dardona,residential,50,8,False,135.625,"LINESTRING (34.4840925 31.525021, 34.4840274 31.5251887, 34.4838845 31.5253741, 34.4836531 31.525641, 34.4834303 31.5258771, 34.4833027 31.5260284)",
41245023,False,4,شارع الفالوجا,secondary,60,10,True,15.745,"LINESTRING (34.4861314 31.5313103, 34.4861844 31.5314445)",
41244309,False,2,,residential,40,,True,94.97,"LINESTRING (34.4861314 31.5313103, 34.4857563 31.5313465, 34.4854943 31.5313465, 34.4852555 31.531579)",
41245023,False,4,شارع الفالوجا,secondary,60,10,False,117.47999999999999,"LINESTRING (34.4861314 31.5313103, 34.4860482 31.5310995, 34.4859359 31.5308899, 34.4855288 31.5303959)",
41256534,False,2,Haifa,residential,50,8,False,6.939,"LINESTRING (34.4821493 31.5271986, 34.4821021 31.5271509)",
41256534,False,2,Haifa,residential,50,8,True,39.375,"LINESTRING (34.4821493 31.5271986, 34.4824289 31.5274605)",
41245192,False,2,,residential,50,,False,137.453,"LINESTRING (34.4821493 31.5271986, 34.4824588 31.5270532, 34.4828222 31.5269444, 34.4829805 31.526918, 34.4831013 31.5269025, 34.4832758 31.5268707, 34.4833964 31.5268167, 34.4834739 31.526746)",
41243926,False,2,,residential,40,,False,36.897,"LINESTRING (34.4868318 31.532259, 34.4867386 31.5321753, 34.4865637 31.5320184)",
300315716,False,2,,residential,40,10,True,72.996,"LINESTRING (34.4868318 31.532259, 34.487033 31.5323019, 34.4873297 31.5324783, 34.4873604 31.5324965, 34.487498 31.532572)",
41256534,False,2,Haifa,residential,50,8,False,39.375,"LINESTRING (34.4824289 31.5274605, 34.4821493 31.5271986)",
41256534,False,2,Haifa,residential,50,8,True,59.809000000000005,"LINESTRING (34.4824289 31.5274605, 34.4827652 31.5277982, 34.4828339 31.5278729)",
1094118116,False,,,residential,,,True,278.832,"LINESTRING (34.4824289 31.5274605, 34.4822507 31.5276128, 34.482223 31.5276615, 34.4822333 31.5277042, 34.481972 31.5278636, 34.4819581 31.5279005, 34.4820118 31.5280052, 34.4819772 31.5280362, 34.4814268 31.5284345, 34.4807951 31.5289081, 34.4807985 31.5289273, 34.4809335 31.5289833, 34.4810668 31.5290541, 34.481065 31.5291654)",
41243587,False,2,Al Soq,residential,50,12,False,72.91,"LINESTRING (34.483719 31.5270416, 34.4839178 31.5268943, 34.4841019 31.5267579, 34.4843614 31.5267277)",
41243587,False,2,Al Soq,residential,50,12,True,127.93299999999999,"LINESTRING (34.483719 31.5270416, 34.4836956 31.5271191, 34.4836433 31.5272049, 34.4834118 31.5274837, 34.4831382 31.5277157, 34.4828339 31.5278729)",
41245192,False,2,,residential,50,,True,41.07299999999999,"LINESTRING (34.483719 31.5270416, 34.4836383 31.5269749, 34.4836166 31.5268991, 34.4834739 31.526746)",
41243300,False,4,شارع القدس,secondary,50,10,False,8.09,"LINESTRING (34.4815 31.5298226, 34.4815501 31.5297637)",
41243300,False,4,شارع القدس,secondary,50,10,True,18.97,"LINESTRING (34.4815 31.5298226, 34.4813741 31.5298652, 34.4813141 31.5298858)",
41243728,False,2,Al Shahed Ahmed Abu Warda,residential,40,12,False,250.298,"LINESTRING (34.4815 31.5298226, 34.4816093 31.5300365, 34.4818488 31.5305979, 34.4820892 31.5309368, 34.4821805 31.5311437, 34.482268 31.5315785, 34.4822791 31.5316547, 34.4823204 31.5319378)",
41245384,False,1,Elshheed Hamoda Lemtwq,residential,20,,False,91.41200000000002,"LINESTRING (34.4863519 31.5277169, 34.4864389 31.5276896, 34.4864591 31.5276832, 34.4867929 31.5275784, 34.4871306 31.5274654, 34.4872215 31.5273842)",
41243587,False,2,Al Soq,residential,50,12,False,127.93299999999999,"LINESTRING (34.4828339 31.5278729, 34.4831382 31.5277157, 34.4834118 31.5274837, 34.4836433 31.5272049, 34.4836956 31.5271191, 34.483719 31.5270416)",
41256534,False,2,Haifa,residential,50,8,False,59.809000000000005,"LINESTRING (34.4828339 31.5278729, 34.4827652 31.5277982, 34.4824289 31.5274605)",
41256534,False,2,Haifa,residential,50,8,True,44.691,"LINESTRING (34.4828339 31.5278729, 34.4829055 31.5279462, 34.4831199 31.5281923)",
41257326,False,2,Al Soq,residential,50,12,True,109.795,"LINESTRING (34.4828339 31.5278729, 34.4823896 31.5281457, 34.4823826 31.52815, 34.4823698 31.528159, 34.4819186 31.5284772)",
41243260,False,2,Ahmed Assaf,residential,60,,False,94.553,"LINESTRING (34.4848595 31.5297846, 34.4850732 31.5296609, 34.4852181 31.529549, 34.485351 31.5294318, 34.4856216 31.5292392)",
41245023,False,4,شارع الفالوجا,secondary,60,10,False,226.848,"LINESTRING (34.4848595 31.5297846, 34.4846858 31.5296548, 34.4844238 31.5294377, 34.484152 31.5292131, 34.4838325 31.5289062, 34.4834358 31.528517, 34.4832215 31.5283006)",
41245023,False,4,شارع الفالوجا,secondary,60,10,True,93.062,"LINESTRING (34.4848595 31.5297846, 34.4853221 31.5302311, 34.4855288 31.5303959)",
41243300,False,4,شارع القدس,secondary,50,10,True,8.09,"LINESTRING (34.4815501 31.5297637, 34.4815 31.5298226)",
41243300,False,4,شارع القدس,secondary,50,10,False,52.593,"LINESTRING (34.4815501 31.5297637, 34.4815138 31.5295558, 34.481701 31.529347)",
41244939,False,2,,residential,40,,True,407.558,"LINESTRING (34.4815501 31.5297637, 34.4816591 31.5298015, 34.481815 31.5298745, 34.4818763 31.5299162, 34.4821366 31.5301136, 34.4825001 31.5302611, 34.4829193 31.5304557, 34.4832786 31.5305755, 34.4836749 31.5306958, 34.4836977 31.5307027, 34.4839523 31.5308524, 34.4841726 31.5309757, 34.4845867 31.5312074, 34.4847757 31.531324, 34.4850975 31.5314887, 34.4852555 31.531579)",
41245043,False,1,Al Enzla,residential,20,8,True,27.44,"LINESTRING (34.4879691 31.5267619, 34.4876796 31.5267612)",
297600804,False,,,residential,,,False,26.985,"LINESTRING (34.4879691 31.5267619, 34.487995 31.5266944, 34.488091 31.5266373, 34.4881661 31.5266046)",
41245192,False,2,,residential,50,,False,41.07299999999999,"LINESTRING (34.4834739 31.526746, 34.4836166 31.5268991, 34.4836383 31.5269749, 34.483719 31.5270416)",
41245192,False,2,,residential,50,,True,137.453,"LINESTRING (34.4834739 31.526746, 34.4833964 31.5268167, 34.4832758 31.5268707, 34.4831013 31.5269025, 34.4829805 31.526918, 34.4828222 31.5269444, 34.4824588 31.5270532, 34.4821493 31.5271986)",
309727611,False,,,residential,,,False,72.73400000000001,"LINESTRING (34.4834739 31.526746, 34.4833867 31.526499, 34.4832963 31.5263354, 34.4831948 31.5261472, 34.4831861 31.5261437)",
41243260,False,2,Ahmed Assaf,residential,60,,False,86.05799999999999,"LINESTRING (34.4856216 31.5292392, 34.4857692 31.5293868, 34.4857713 31.5293858, 34.4863676 31.5291107)",
41243260,False,2,Ahmed Assaf,residential,60,,True,94.553,"LINESTRING (34.4856216 31.5292392, 34.485351 31.5294318, 34.4852181 31.529549, 34.4850732 31.5296609, 34.4848595 31.5297846)",
309600081,False,,,residential,,,True,84.244,"LINESTRING (34.4856216 31.5292392, 34.4854665 31.5290957, 34.4853116 31.528899, 34.4856024 31.5287708, 34.4855751 31.5287305)",
41244309,False,2,,residential,40,,False,94.97,"LINESTRING (34.4852555 31.531579, 34.4854943 31.5313465, 34.4857563 31.5313465, 34.4861314 31.5313103)",
