osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,access
8113185,1,5,primary,50,roundabout,True,False,16.079,"LINESTRING (15.2666589 46.2256326, 15.2666171 46.2256313, 15.2665773 46.2256224, 15.2665425 46.2256064, 15.266515 46.2255847, 15.2664969 46.2255586)",,
"[45965773, 1124688989]","['2', '3']",5,primary,50,,False,True,168.035,"LINESTRING (15.2666589 46.2256326, 15.2666812 46.2257478, 15.2667201 46.2259389, 15.2668369 46.2264061, 15.2670038 46.2271247)",Ulica XIV. divizije,
8113185,1,5,primary,50,roundabout,True,False,39.21,"LINESTRING (15.2666077 46.225421, 15.2666547 46.2254182, 15.2667007 46.2254251, 15.2667416 46.2254413, 15.2667735 46.2254653, 15.2667937 46.2254947, 15.2668002 46.225526, 15.2667933 46.2255573, 15.2667735 46.2255857, 15.2667426 46.225609, 15.2667033 46.2256251, 15.2666589 46.2256326)",,
8113185,1,5,primary,50,roundabout,True,False,19.564,"LINESTRING (15.2664969 46.2255586, 15.2664893 46.2255238, 15.2664984 46.2254892, 15.2665232 46.2254585, 15.266561 46.2254349, 15.2666077 46.225421)",,
8113189,,,residential,,,False,False,35.485,"LINESTRING (15.2664969 46.2255586, 15.2663745 46.22559, 15.2660848 46.2257004)",Savinjsko nabrežje,
283532624,,,residential,,,False,False,63.767,"LINESTRING (15.2660848 46.2257004, 15.2661552 46.2262718)",,
"[8113189, 9807919]",,,residential,,,False,False,124.52799999999999,"LINESTRING (15.2660848 46.2257004, 15.2655169 46.2259116, 15.265091 46.2260665, 15.2649454 46.2261226, 15.2649183 46.2262147, 15.2649252 46.2263463)","['Savinjska ulica', 'Savinjsko nabrežje']",
8113189,,,residential,,,False,True,35.485,"LINESTRING (15.2660848 46.2257004, 15.2663745 46.22559, 15.2664969 46.2255586)",Savinjsko nabrežje,
9807919,,,residential,,,False,False,47.834,"LINESTRING (15.2649252 46.2263463, 15.2649315 46.2264628, 15.2649898 46.2267738)",Savinjska ulica,
"[8113189, 9807919]",,,residential,,,False,True,124.52799999999999,"LINESTRING (15.2649252 46.2263463, 15.2649183 46.2262147, 15.2649454 46.2261226, 15.265091 46.2260665, 15.2655169 46.2259116, 15.2660848 46.2257004)","['Savinjska ulica', 'Savinjsko nabrežje']",
9807919,,,residential,,,False,True,47.834,"LINESTRING (15.2649898 46.2267738, 15.2649315 46.2264628, 15.2649252 46.2263463)",Savinjska ulica,
"[9808146, 9807911]",,,residential,30,,True,False,220.68900000000005,"LINESTRING (15.2632593 46.2279975, 15.2636389 46.2278432, 15.263938 46.2276925, 15.2640814 46.2276203, 15.2643916 46.2275106, 15.2644705 46.2274716, 15.2645622 46.2273513, 15.2647355 46.2273206, 15.2650338 46.2272565, 15.2651061 46.2271951, 15.2651327 46.2270837, 15.2650952 46.2269886, 15.2650465 46.2268883, 15.2649898 46.2267738)","['Gosposka ulica', 'Slomškov trg']",
9229597,,,residential,,,True,False,57.343,"LINESTRING (15.2622049 46.2283684, 15.2621561 46.2282935, 15.2620416 46.2281035, 15.261909 46.2278951)",Ulica Ivanke Uranjekove,
9808146,,,residential,30,,True,False,91.136,"LINESTRING (15.2622049 46.2283684, 15.2624534 46.2283016, 15.2628885 46.2281443, 15.2632593 46.2279975)",Gosposka ulica,
