osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge,junction,width
26169914,2,Goriška cesta,secondary,50,False,False,16.379,,"LINESTRING (13.9098625 45.8868726, 13.9096633 45.8869223)",,,
"[1015685722, 39466570]",2,Vipavska cesta,secondary,50,False,False,261.162,207,"LINESTRING (13.9098625 45.8868726, 13.9100534 45.8867605, 13.9101112 45.8867265, 13.910305 45.8865674, 13.9104047 45.8864551, 13.9104822 45.8863179, 13.9105717 45.8861596, 13.9106403 45.8860382, 13.9108162 45.8856739, 13.910907 45.8854858, 13.9109209 45.8854571, 13.9110866 45.8848759, 13.9111212 45.8847502)",,,
1096475726,2,Idrijska cesta,secondary,50,False,True,78.24499999999999,207,"LINESTRING (13.9098625 45.8868726, 13.9099212 45.8869135, 13.9099437 45.8869322, 13.9103303 45.8872531, 13.9104268 45.8873123, 13.9105801 45.8873499)",,,
107361925,,Slomškova ulica,residential,,False,False,73.84,,"LINESTRING (13.9105801 45.8873499, 13.9105101 45.8873929, 13.9103313 45.8875026, 13.9100339 45.8876362, 13.9099727 45.8876955, 13.9098852 45.8877916)",,,
1096475726,2,Idrijska cesta,secondary,50,False,False,78.245,207,"LINESTRING (13.9105801 45.8873499, 13.9104268 45.8873123, 13.9103303 45.8872531, 13.9099437 45.8869322, 13.9099212 45.8869135, 13.9098625 45.8868726)",,,
1096475726,2,Idrijska cesta,secondary,50,False,True,26.223,207,"LINESTRING (13.9105801 45.8873499, 13.9107218 45.8873515, 13.9108657 45.8873398, 13.910917 45.8873331)",,,
39466572,,Lavričeva cesta,residential,,False,False,82.092,,"LINESTRING (13.9089833 45.8906688, 13.9089281 45.8906872, 13.9088865 45.8907129, 13.9088443 45.8907596, 13.9087989 45.890825, 13.908705 45.8910135, 13.9086056 45.8912562, 13.9085534 45.8913244)",,,
1015359688,,Cesta IV. Prekomorske,residential,,False,True,44.595,,"LINESTRING (13.9089833 45.8906688, 13.9089219 45.8905342, 13.9088457 45.890346, 13.9088148 45.8902854)",,,
39851376,,Cesta IX. korpusa,residential,,False,False,26.514000000000003,,"LINESTRING (13.9083566 45.8889085, 13.9084862 45.8889234, 13.9086946 45.8889473)",,,
107361931,2,Cesta IV. Prekomorske,residential,50,False,False,72.844,,"LINESTRING (13.9083566 45.8889085, 13.9082909 45.8890163, 13.908236 45.8890975, 13.908198 45.8891539, 13.9080571 45.8893501, 13.9079172 45.8894853)",,,
