osmid,ref,highway,junction,oneway,reversed,length,geometry,name,maxspeed,bridge,tunnel
37958860,221,secondary,roundabout,True,False,32.704,"LINESTRING (14.994591 46.1339323, 14.9946 46.1339908, 14.9945817 46.1340483, 14.9945381 46.1340987, 14.9944736 46.134137, 14.994395 46.1341591)",,,,
37958860,221,secondary,roundabout,True,False,33.894,"LINESTRING (14.9941203 46.1338754, 14.9941704 46.1338383, 14.9942333 46.1338122, 14.9943041 46.1337991, 14.9943774 46.1337999, 14.9944475 46.1338147, 14.9945091 46.1338423)",,,,
39364374,,residential,,False,True,20.86,"LINESTRING (14.9941203 46.1338754, 14.99403 46.1338442, 14.9938781 46.1337916)",,,,
277462265,222,secondary,,True,False,12.079,"LINESTRING (14.9945091 46.1338423, 14.9946658 46.1338452)",Cesta zmage,,,
37958860,221,secondary,roundabout,True,False,11.984,"LINESTRING (14.9945091 46.1338423, 14.9945448 46.1338684, 14.9945724 46.1338988, 14.994591 46.1339323)",,,,
37958860,221,secondary,roundabout,True,False,11.224,"LINESTRING (14.9941891 46.1341325, 14.9941348 46.1340989, 14.9940959 46.1340562)",,,,
225837796,221,secondary,,True,False,17.003,"LINESTRING (14.9941891 46.1341325, 14.9940988 46.1341588, 14.9939853 46.1341911)",,,,
37958860,221,secondary,roundabout,True,False,21.025,"LINESTRING (14.9940959 46.1340562, 14.9940731 46.1339952, 14.9940816 46.1339325, 14.9941203 46.1338754)",,,,
"[143771260, 169460829, 169460830]",221,secondary,,False,True,129.741,"LINESTRING (14.9939853 46.1341911, 14.9937159 46.134352, 14.9934529 46.1345067, 14.9932785 46.1346132, 14.9929687 46.134796, 14.9927991 46.1349192, 14.9927343 46.1349702)",,50,yes,
285092489,221,secondary,,True,False,17.283,"LINESTRING (14.9939853 46.1341911, 14.9940346 46.1341216, 14.9940959 46.1340562)",,,,
225837783,222,secondary,,False,False,83.136,"LINESTRING (14.9951443 46.1332739, 14.9955124 46.1325711)",Cesta zmage,,,
37975949,,residential,,False,False,24.859,"LINESTRING (14.9951443 46.1332739, 14.9953994 46.1333483, 14.9954416 46.1333607)",Cesta zmage,,,
225837783,222,secondary,,False,True,60.046,"LINESTRING (14.9951443 46.1332739, 14.994997 46.1335426, 14.9948831 46.133685, 14.9948301 46.1337669)",Cesta zmage,,,
37975949,,residential,,False,False,12.728,"LINESTRING (14.9963988 46.1336161, 14.9964649 46.1335112)",Cesta zmage,,,
37975949,,residential,,False,True,79.036,"LINESTRING (14.9963988 46.1336161, 14.9954416 46.1333607)",Cesta zmage,,,
37975951,,residential,,True,False,159.236,"LINESTRING (14.9963988 46.1336161, 14.9963249 46.1337436, 14.996255 46.1338665, 14.9962037 46.1339382, 14.9961769 46.1339689, 14.9961442 46.1340159, 14.9961022 46.1340442, 14.9960181 46.1340587, 14.9959259 46.1340798, 14.9958278 46.1340693, 14.9956828 46.1340372, 14.9951787 46.1338961, 14.9949767 46.1338363, 14.994895 46.1338023, 14.9948301 46.1337669)",,,,
37975949,,residential,,False,True,24.018,"LINESTRING (14.9955124 46.1325711, 14.9958048 46.1326459)",Cesta zmage,,,
225837783,222,secondary,,False,True,83.136,"LINESTRING (14.9955124 46.1325711, 14.9951443 46.1332739)",Cesta zmage,,,
98572917,222,secondary,,False,False,150.303,"LINESTRING (14.9955124 46.1325711, 14.9956652 46.1322743, 14.9959182 46.1317957, 14.9961618 46.1312966)",Cesta zmage,,,
37975949,,residential,,False,False,48.403,"LINESTRING (14.9963812 46.1328189, 14.9958048 46.1326459)",Cesta zmage,,,
37975949,,residential,,False,True,93.388,"LINESTRING (14.9963812 46.1328189, 14.9964748 46.1328457, 14.996634 46.1329218, 14.9966936 46.1329816, 14.9967099 46.1330168, 14.9967099 46.1330499, 14.9966936 46.133114, 14.9966529 46.1331929, 14.9965767 46.1333112, 14.9964649 46.1335112)",Cesta zmage,,,
37975950,,residential,,True,False,42.094,"LINESTRING (14.9963812 46.1328189, 14.9962406 46.1330532, 14.9962119 46.1331304, 14.9962039 46.1331488, 14.9961938 46.1331737)",,,,
