osmid,lanes,name,highway,oneway,reversed,length,bridge,geometry,junction,ref,maxspeed
26778474,2,Rimska cesta,tertiary,False,True,22.55,,"LINESTRING (15.005809 45.9076827, 15.0055183 45.9076681)",,,
1225401815,2,Goliev trg,tertiary,False,False,11.413,,"LINESTRING (15.005809 45.9076827, 15.0059562 45.9076894)",,,
"[84653224, 84653225, 84653226, 1026414695]",2,Baragov trg,tertiary,False,False,152.307,yes,"LINESTRING (15.005809 45.9076827, 15.0058343 45.9074471, 15.0058592 45.9072982, 15.0058709 45.9072286, 15.0059099 45.906954, 15.0059443 45.9068067, 15.005955 45.9067607, 15.0059959 45.9065615, 15.0060254 45.9063702, 15.0060329 45.9063224)",,,
26778474,2,Rimska cesta,tertiary,False,False,79.928,,"LINESTRING (15.0007028 45.9083808, 15.0008212 45.9083429, 15.0009621 45.9082845, 15.0013546 45.9081325, 15.0016164 45.9080465)",,,
87788504,,Jurčičeva ulica,residential,False,False,45.513,,"LINESTRING (15.0132437 45.9080749, 15.0135155 45.9084379)",,,
384028468,2,,tertiary,True,False,7.349,,"LINESTRING (15.0132437 45.9080749, 15.0131979 45.9080837, 15.0131508 45.9080796)",roundabout,,
92716070,2,Pod Gradom,unclassified,False,True,113.249,,"LINESTRING (15.0061151 45.905007, 15.0060574 45.9049217, 15.0060312 45.9048861, 15.0059652 45.9048319, 15.0058041 45.9047551, 15.0056309 45.9047301, 15.0055086 45.9047188, 15.0052739 45.9047038, 15.0050658 45.9047073, 15.0048393 45.9047317)",,,
1080734606,,,secondary,True,False,16.257,,"LINESTRING (15.0061151 45.905007, 15.0061701 45.9049917, 15.006235 45.9049916, 15.006272 45.9049963, 15.006318 45.9050067)",roundabout,448,
26933241,,Ulica herojev,residential,False,False,11.905,,"LINESTRING (15.0122852 45.9093877, 15.0122437 45.9094908)",,,
26933241,,Ulica herojev,residential,False,True,44.385,,"LINESTRING (15.0122852 45.9093877, 15.0124211 45.9089999)",,,
456365712,,Cankarjeva ulica,residential,False,False,149.165,,"LINESTRING (15.0122852 45.9093877, 15.0119577 45.9093134, 15.0116905 45.9092235, 15.0116097 45.9091989, 15.011498 45.9091713, 15.0113697 45.9091696, 15.0112683 45.9091506, 15.0111214 45.9091018, 15.0107537 45.9089878, 15.01068 45.9089405, 15.0106493 45.9089058, 15.0106605 45.9088663, 15.0106768 45.9088228)",,,
26933241,,Ulica herojev,residential,False,True,52.364000000000004,,"LINESTRING (15.0119163 45.9098912, 15.0119671 45.9098714, 15.0120136 45.9098405, 15.0120918 45.9097417, 15.0121644 45.9096451, 15.0122437 45.9094908)",,,
28056259,,Cankarjeva ulica,residential,False,False,13.224,,"LINESTRING (15.0119163 45.9098912, 15.011829 45.9099004, 15.0117464 45.9098989)",,,
87787152,,Ulica herojev,residential,False,False,182.592,,"LINESTRING (15.0119163 45.9098912, 15.0118652 45.909975, 15.0117499 45.9101262, 15.0116895 45.9102306, 15.011652 45.9103259, 15.0116117 45.9104825, 15.0115914 45.9108606, 15.0115587 45.9109795, 15.0115133 45.9110667, 15.0114096 45.9111287, 15.0110406 45.9113233)",,,
407912457,,,residential,False,False,60.143,,"LINESTRING (15.0119163 45.9098912, 15.0122327 45.9101168, 15.0124647 45.9102745)",,,
28056259,,Cankarjeva ulica,residential,False,False,27.755000000000003,,"LINESTRING (15.0112565 45.9099193, 15.0111587 45.9099772, 15.0110317 45.9101109)",,,
28056259,,Cankarjeva ulica,residential,False,True,13.699,,"LINESTRING (15.0112565 45.9099193, 15.0113393 45.9099032, 15.0114303 45.9099004)",,,
87792721,,,living_street,False,True,91.268,,"LINESTRING (15.0112565 45.9099193, 15.0111986 45.909876, 15.0109224 45.9098279, 15.0107351 45.9098039, 15.0103932 45.9098046, 15.0103605 45.9096128)",,,
28056259,,Cankarjeva ulica,residential,False,False,30.240000000000002,,"LINESTRING (15.0110317 45.9101109, 15.0109608 45.9102554, 15.0109228 45.9103717)",,,
28056259,,Cankarjeva ulica,residential,False,True,27.755000000000003,,"LINESTRING (15.0110317 45.9101109, 15.0111587 45.9099772, 15.0112565 45.9099193)",,,
87792694,,,residential,False,True,62.092,,"LINESTRING (15.0110317 45.9101109, 15.010733 45.9101035, 15.0102303 45.9101253)",,,
28056262,,Slakova ulica,residential,False,False,54.691,,"LINESTRING (15.0099011 45.9110434, 15.0099345 45.9115347)",,,
28056259,,Cankarjeva ulica,residential,False,True,130.678,,"LINESTRING (15.0099011 45.9110434, 15.0105009 45.9109881, 15.0106627 45.9109463, 15.0108046 45.9108724, 15.0108754 45.9107363, 15.0108875 45.9106431, 15.0109228 45.9103717)",,,
28056262,,Slakova ulica,residential,False,True,157.31099999999998,,"LINESTRING (15.0099011 45.9110434, 15.0098106 45.9106469, 15.0097731 45.9104425, 15.0097382 45.9102373, 15.0096497 45.9098593, 15.0096336 45.909642)",,,
1225401815,2,Goliev trg,tertiary,False,True,11.413,,"LINESTRING (15.0059562 45.9076894, 15.005809 45.9076827)",,,
937811903,,Kidričeva ulica,residential,False,False,398.7799999999999,,"LINESTRING (15.0059562 45.9076894, 15.0059643 45.9078745, 15.0060098 45.908066, 15.0060542 45.9082254, 15.0061202 45.9083996, 15.0063385 45.9088578, 15.006501 45.9090964, 15.0067006 45.909325, 15.0069801 45.9095872, 15.0071945 45.9098073, 15.0073566 45.910022, 15.0074841 45.9102256, 15.0075811 45.9104891, 15.0076476 45.9107538, 15.0076895 45.9110047)",,,
"[26778418, 1225401815]",2,Goliev trg,tertiary,False,False,123.78199999999998,,"LINESTRING (15.0059562 45.9076894, 15.0061878 45.907681, 15.0063466 45.9076701, 15.0064119 45.9076701, 15.0065759 45.9076701, 15.0068012 45.9076729, 15.0069888 45.9076816, 15.0075496 45.9077333)",,,30
937811903,,Kidričeva ulica,residential,False,True,23.581,,"LINESTRING (15.0084828 45.9122279, 15.0083117 45.9120524)",,,
26778418,2,Goliev trg,tertiary,False,True,65.654,,"LINESTRING (15.0083877 45.9078257, 15.0075496 45.9077333)",,,30
378894296,2,Gubčeva cesta,tertiary,False,False,46.513,,"LINESTRING (15.0083877 45.9078257, 15.0089614 45.9079507)",,,
27001648,,Kolodvorska ulica,residential,False,True,193.132,,"LINESTRING (15.0083877 45.9078257, 15.0083931 45.9077243, 15.0084285 45.907592, 15.0084594 45.9074922, 15.0085703 45.9073459, 15.0087064 45.9072561, 15.0088492 45.9072007, 15.0091 45.9071506, 15.0091795 45.9071374, 15.009192 45.9071037, 15.0091889 45.9070661, 15.0091507 45.9070485, 15.0088759 45.9070487, 15.0084428 45.9070209, 15.0082268 45.9069955)",,,
"[117049336, 61271579, 84653224]",2,Baragov trg,tertiary,False,"[False, True]",115.65,yes,"LINESTRING (15.0061828 45.9052876, 15.00617 45.9053851, 15.0061422 45.9055849, 15.0061162 45.9057719, 15.0060886 45.9059662, 15.0060329 45.9063224)",,,
