osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,tunnel
98485909,Turnherjeva ulica,residential,False,False,182.251,"LINESTRING (14.7439009 45.9539309, 14.7440323 45.9539338, 14.7443051 45.9539576, 14.7445095 45.9539912, 14.7446196 45.9540546, 14.7446979 45.9541063, 14.7448951 45.9541766, 14.745085 45.9542486, 14.7452916 45.9543848, 14.745373 45.9544644, 14.7454559 45.9545172, 14.7455164 45.9545402, 14.7456874 45.9545617, 14.745959 45.9545698)",,,,,
114921261,Mestni trg,secondary,False,True,27.847,"LINESTRING (14.7439009 45.9539309, 14.7439281 45.9540601, 14.7439371 45.9541798)",646,30,,,
1229256078,Cesta Dolenjskega odreda,secondary,False,False,113.909,"LINESTRING (14.7439009 45.9539309, 14.7438663 45.9537956, 14.7437983 45.9536641, 14.7437021 45.9535701, 14.7435865 45.953528, 14.7434608 45.9535031, 14.7433103 45.9535111, 14.7432057 45.9535497, 14.7431409 45.9535877, 14.7430318 45.9536773, 14.7429219 45.9537182)",646,30,,,
489273147,,residential,False,False,60.619,"LINESTRING (14.7381234 45.9538321, 14.7382634 45.9532957)",,,,,
1055624951,Cesta Dolenjskega odreda,secondary,False,True,274.87,"LINESTRING (14.7381234 45.9538321, 14.7383663 45.9538781, 14.7387072 45.9539166, 14.7389366 45.9539207, 14.7392246 45.9538968, 14.7398205 45.9538278, 14.7404642 45.9537995, 14.7408244 45.9537758, 14.7416377 45.9536677)",646,,,,
337779037,,residential,False,False,51.53,"LINESTRING (14.7497771 45.9540482, 14.7501207 45.9536511)",,50,,,
150802908,Jurčičeva cesta,secondary,False,False,91.31200000000001,"LINESTRING (14.7497771 45.9540482, 14.7495749 45.9540534, 14.7493808 45.9540967, 14.7491518 45.9541952, 14.748929 45.9543262, 14.7488189 45.9544537)",646,40,1,,
"[150802908, 1205904277, 1205904278]",Jurčičeva cesta,secondary,False,True,84.291,"LINESTRING (14.7497771 45.9540482, 14.7498265 45.9540621, 14.7499344 45.9540925, 14.7499815 45.9541057, 14.7502962 45.9543467, 14.7505573 45.9545589)",646,40,"['1', '2']",yes,
98485907,Ciglerjeva ulica,residential,False,True,223.32500000000002,"LINESTRING (14.7483416 45.9548977, 14.7482509 45.954985, 14.7481752 45.955031, 14.7477121 45.9551703, 14.7473839 45.9552597, 14.7468387 45.9554048, 14.7464336 45.9554767, 14.7458279 45.9555813, 14.745683 45.9556093)",,,,,
150802908,Jurčičeva cesta,secondary,False,False,202.814,"LINESTRING (14.7483416 45.9548977, 14.7481481 45.9549757, 14.7478863 45.9550613, 14.7477231 45.9550977, 14.7474619 45.955115, 14.7471596 45.9551297, 14.7470223 45.9551234, 14.746857 45.9550911, 14.7466695 45.9550071, 14.7464642 45.9549038, 14.7462585 45.9548406, 14.7461263 45.9548306, 14.7460181 45.9548289, 14.7458972 45.9548395)",646,40,1,,
150802908,Jurčičeva cesta,secondary,False,True,61.64,"LINESTRING (14.7483416 45.9548977, 14.7486368 45.9546172, 14.7488189 45.9544537)",646,40,1,,
"[919069338, 150802910]",Cesta na Polževo,unclassified,False,False,233.99999999999997,"LINESTRING (14.7425063 45.9577268, 14.7424779 45.9576611, 14.7423739 45.9575718, 14.7422792 45.9575147, 14.7421446 45.9574339, 14.7420288 45.9573633, 14.7419327 45.9572831, 14.7418271 45.957185, 14.7416722 45.9570188, 14.7415768 45.9569306, 14.7415013 45.9569047, 14.7413627 45.9569182, 14.7407766 45.9571, 14.7406157 45.9571071, 14.7404119 45.9570852, 14.7401287 45.9570112)",,50,,,
919069339,Ciglerjeva ulica,unclassified,False,True,260.01099999999997,"LINESTRING (14.7425063 45.9577268, 14.7428285 45.9577163, 14.7431511 45.957695, 14.7433301 45.9576719, 14.7435712 45.9576256, 14.7439259 45.9575408, 14.7442595 45.9574422, 14.7444493 45.9573664, 14.745015 45.9570786, 14.7453339 45.9568947, 14.7454085 45.9568685, 14.7455377 45.9568637)",,,,,
73847870,Žabjek,unclassified,False,False,77.095,"LINESTRING (14.7441429 45.9588188, 14.7444054 45.9587, 14.7447133 45.9585638, 14.7448906 45.9584818, 14.7449421 45.9584691, 14.7449936 45.9584671)",,,2,,
408278379,Žabjek,residential,False,False,108.315,"LINESTRING (14.7441429 45.9588188, 14.7442642 45.9589804, 14.7442589 45.9590493, 14.7442267 45.9591482, 14.7439504 45.9597392)",,,,,
73847870,Žabjek,unclassified,False,True,77.095,"LINESTRING (14.7449936 45.9584671, 14.7449421 45.9584691, 14.7448906 45.9584818, 14.7447133 45.9585638, 14.7444054 45.9587, 14.7441429 45.9588188)",,,2,,
84483982,,unclassified,False,True,160.76399999999998,"LINESTRING (14.7449936 45.9584671, 14.745008 45.9584012, 14.7450351 45.9583407, 14.7451526 45.9582266, 14.7452462 45.9581353, 14.7453981 45.9580746, 14.7457365 45.9580039, 14.7458883 45.9579953, 14.7460037 45.9580253, 14.7461033 45.9580891, 14.7461945 45.9581996, 14.7462959 45.9582925, 14.7463942 45.9583521, 14.7464286 45.9583589, 14.7465012 45.958363)",,,2,,
919069339,Ciglerjeva ulica,unclassified,False,False,76.275,"LINESTRING (14.7461266 45.95728, 14.745939 45.9572878, 14.7458428 45.9572749, 14.745772 45.9572372, 14.7457472 45.957204, 14.7457088 45.9571098, 14.7456781 45.9570014, 14.7456265 45.9568995, 14.7455377 45.9568637)",,,,,
"[1205880192, 1231398584, 1205880191]",,unclassified,False,False,136.06400000000002,"LINESTRING (14.7461266 45.95728, 14.746294 45.9574853, 14.7464518 45.9577587, 14.7466022 45.9579955, 14.7466627 45.9581351, 14.7466729 45.9582228, 14.7466517 45.9582806, 14.7466144 45.9583293, 14.7465012 45.958363)",,,2,,yes
84483982,,unclassified,False,False,160.76399999999998,"LINESTRING (14.7465012 45.958363, 14.7464286 45.9583589, 14.7463942 45.9583521, 14.7462959 45.9582925, 14.7461945 45.9581996, 14.7461033 45.9580891, 14.7460037 45.9580253, 14.7458883 45.9579953, 14.7457365 45.9580039, 14.7453981 45.9580746, 14.7452462 45.9581353, 14.7451526 45.9582266, 14.7450351 45.9583407, 14.745008 45.9584012, 14.7449936 45.9584671)",,,2,,
177060254,,unclassified,False,True,317.911,"LINESTRING (14.7465012 45.958363, 14.7466562 45.9584506, 14.7467108 45.958455, 14.7467956 45.9584459, 14.7468656 45.9584166, 14.746938 45.9583653, 14.7469957 45.95829, 14.747034 45.958057, 14.7470484 45.9579686, 14.7471402 45.9578467, 14.7473604 45.9576995, 14.7475845 45.9575971, 14.7478798 45.9574916, 14.7484469 45.95728, 14.7491335 45.9570108, 14.749482 45.9567984)",,,2,,
"[1231398584, 1205880192, 1205880191]",,unclassified,False,True,136.06400000000002,"LINESTRING (14.7465012 45.958363, 14.7466144 45.9583293, 14.7466517 45.9582806, 14.7466729 45.9582228, 14.7466627 45.9581351, 14.7466022 45.9579955, 14.7464518 45.9577587, 14.746294 45.9574853, 14.7461266 45.95728)",,,2,,yes
150802908,Jurčičeva cesta,secondary,False,True,11.26,"LINESTRING (14.7457545 45.9548598, 14.7458972 45.9548395)",646,40,1,,
