osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction
33915754,,Raičeva ulica,residential,30,False,True,179.80100000000002,"LINESTRING (16.1551102 46.4101126, 16.1545493 46.4101244, 16.1543347 46.4101194, 16.1542442 46.4101134, 16.1541539 46.4101049, 16.154051 46.410087, 16.1539512 46.4100649, 16.153826 46.4100306, 16.1537413 46.4100033, 16.1536641 46.4099751, 16.1535911 46.4099428, 16.1535257 46.4099124, 16.1534167 46.4098508, 16.1533161 46.4097851, 16.1531941 46.409688, 16.1531277 46.4096191, 16.1530723 46.4095541)",,
515011106,,Dobravska ulica,residential,,False,False,50.016000000000005,"LINESTRING (16.1502213 46.4097912, 16.1499991 46.4099726, 16.1498036 46.4101367)",,
"[515011106, 1112360549]",,Dobravska ulica,residential,,False,True,128.643,"LINESTRING (16.1502213 46.4097912, 16.1503194 46.4097156, 16.1504441 46.409608, 16.1506027 46.4094881, 16.1508614 46.4093116, 16.1509169 46.4092742, 16.1509444 46.4092492, 16.1509667 46.4092258, 16.1509746 46.409209, 16.1509786 46.4091915, 16.1509768 46.4091524, 16.1509717 46.4090981, 16.1509299 46.4088824, 16.1509202 46.4088378)",,
33822785,,Skolibrova ulica,residential,,False,False,89.68900000000001,"LINESTRING (16.1472842 46.4079676, 16.1472348 46.4078496, 16.147137 46.4076222, 16.14704 46.407374, 16.1469961 46.4072421, 16.146979 46.4071892)",,
"[33822785, 1112360547]",,Skolibrova ulica,residential,,False,True,217.981,"LINESTRING (16.1472842 46.4079676, 16.1473657 46.4081176, 16.1474278 46.4082113, 16.1474819 46.4082724, 16.147599 46.4083555, 16.1479287 46.4084998, 16.1481743 46.4085576, 16.1483426 46.4085728, 16.1485025 46.4085709, 16.1487167 46.4085492, 16.1488735 46.4085334, 16.1492037 46.4084886, 16.1495148 46.4084346, 16.1495942 46.4084171, 16.1496828 46.4083951)",,
"[34098633, 1112360545]",,Poštna ulica,residential,,True,False,171.732,"LINESTRING (16.1472842 46.4079676, 16.1474258 46.4079053, 16.147731 46.407873, 16.1481699 46.4078221, 16.148403 46.4078294, 16.1486821 46.407864, 16.1488444 46.4078966, 16.1489207 46.4079117, 16.1491044 46.4079518, 16.1493766 46.4079727, 16.1494627 46.407974)",,
1112360544,,Vrazova ulica,residential,,True,False,79.432,"LINESTRING (16.1494627 46.407974, 16.1494094 46.4076261, 16.1493896 46.4073855, 16.1493864 46.407262)",,
95505351,,Cvetlična ulica,residential,,False,False,85.481,"LINESTRING (16.1427728 46.4092728, 16.1429978 46.4090577, 16.1431921 46.40886, 16.1434097 46.4086419)",,
"[127515942, 127515943]",,"['Ulica heroja Megle', 'Ulica dr. Kelemine']",residential,,False,True,115.054,"LINESTRING (16.1436212 46.4101526, 16.1436286 46.409382, 16.14363 46.4093293, 16.1436394 46.4093089, 16.1436635 46.4092932, 16.1436944 46.4092849, 16.1437292 46.4092848, 16.1439034 46.4092906)",,
"[33915620, 127515940]",,Ulica heroja Megle,residential,,False,"[False, True]",177.316,"LINESTRING (16.1439034 46.4092906, 16.1439036 46.4092437, 16.1439076 46.4092164, 16.1439161 46.4091954, 16.1440677 46.4089969, 16.1442024 46.4088291, 16.1443192 46.4086728, 16.1443701 46.4085978, 16.1443884 46.4085659, 16.1444025 46.4085349, 16.1444058 46.4085173, 16.1444052 46.4084989, 16.1443931 46.4084623, 16.1443413 46.4083075, 16.144322 46.4082131, 16.1443178 46.4081318, 16.1443312 46.4080103, 16.1443535 46.4079084, 16.1443722 46.4078452, 16.1443819 46.4077873)",,
"[127515942, 127515943]",,"['Ulica heroja Megle', 'Ulica dr. Kelemine']",residential,,False,False,115.054,"LINESTRING (16.1439034 46.4092906, 16.1437292 46.4092848, 16.1436944 46.4092849, 16.1436635 46.4092932, 16.1436394 46.4093089, 16.14363 46.4093293, 16.1436286 46.409382, 16.1436212 46.4101526)",,
"[127515937, 127515943]",,"['Ulica heroja Megle', 'Ulica Ksaverja Meška']",residential,,False,True,218.86899999999994,"LINESTRING (16.1439034 46.4092906, 16.1441845 46.4093065, 16.1443569 46.4093172, 16.1444132 46.4093205, 16.1444521 46.4093292, 16.1444729 46.4093431, 16.1444843 46.4093695, 16.1444863 46.4093972, 16.1444855 46.4094644, 16.1444702 46.4099474, 16.1444635 46.4099784, 16.1444206 46.410094, 16.1444172 46.4101198, 16.1444145 46.410142, 16.1444065 46.4103547, 16.1444192 46.4105183, 16.1444209 46.4105348, 16.1444273 46.41055, 16.144442 46.4105646, 16.1444655 46.4105743, 16.144495 46.4105785, 16.1449247 46.4105912)",,
95505351,,Cvetlična ulica,residential,,False,False,93.613,"LINESTRING (16.1434097 46.4086419, 16.1435975 46.4084521, 16.1439791 46.4080612, 16.1440984 46.4079468)",,
95505351,,Cvetlična ulica,residential,,False,True,85.481,"LINESTRING (16.1434097 46.4086419, 16.1431921 46.40886, 16.1429978 46.4090577, 16.1427728 46.4092728)",,
1112360542,2,Ptujska cesta,tertiary,,False,False,30.372,"LINESTRING (16.1450441 46.4074057, 16.1446603 46.4074733)",,
166443235,,ulica dr. Hrovata,residential,,True,False,114.40100000000001,"LINESTRING (16.1450441 46.4074057, 16.1448912 46.4070012, 16.1447595 46.4066874, 16.144726 46.4064042)",,
1112360542,2,Ptujska cesta,tertiary,,False,True,42.464,"LINESTRING (16.1450441 46.4074057, 16.1450584 46.4074034, 16.1455829 46.4073173)",,
166442685,,ulica dr. Hrovata,residential,,False,False,16.718,"LINESTRING (16.1449432 46.406391, 16.144726 46.4064042)",,
37554762,,Ilirska ulica,living_street,,False,True,189.738,"LINESTRING (16.1485798 46.4063926, 16.1494808 46.4063854, 16.1495166 46.4063948, 16.1495335 46.4064254, 16.14955 46.4064907, 16.1495865 46.4065864, 16.149629 46.4067352, 16.14967 46.4068735, 16.1496837 46.4069236, 16.1497273 46.4069538, 16.1497709 46.4069832, 16.1498455 46.4070012, 16.1499721 46.4070212, 16.1501181 46.4070315, 16.1502041 46.4070396, 16.1502897 46.4070305, 16.1503835 46.4070117)",,
228360962,,Dravska ulica,residential,,False,False,173.17800000000003,"LINESTRING (16.1455829 46.4073173, 16.145559 46.407246, 16.1455414 46.4072103, 16.145524 46.4071781, 16.1454905 46.4071398, 16.1454227 46.4070831, 16.1453673 46.4070328, 16.1453456 46.407002, 16.1453303 46.406974, 16.1452778 46.4068333, 16.1452712 46.406811, 16.1452672 46.4067881, 16.1452651 46.4067553, 16.1452664 46.4067174, 16.1452766 46.406639, 16.1452903 46.4065983, 16.1453206 46.4065531, 16.1453547 46.4065174, 16.1453946 46.4064899, 16.1454409 46.4064609, 16.1455063 46.4064245, 16.1455491 46.4063974, 16.1455826 46.4063727, 16.1456128 46.4063426, 16.1457172 46.4062252, 16.1458497 46.4060527, 16.1458656 46.4060271, 16.1458831 46.4059868, 16.1458941 46.4059491)",,
1112360542,2,Ptujska cesta,tertiary,,False,False,42.464,"LINESTRING (16.1455829 46.4073173, 16.1450584 46.4074034, 16.1450441 46.4074057)",,
1112360542,2,Ptujska cesta,tertiary,,False,True,108.147,"LINESTRING (16.1455829 46.4073173, 16.1459343 46.4072672, 16.1460722 46.4072476, 16.1461871 46.4072382, 16.1463431 46.4072255, 16.1466301 46.4072071, 16.146979 46.4071892)",,
95505351,,Cvetlična ulica,residential,,False,False,28.062,"LINESTRING (16.1440984 46.4079468, 16.1443335 46.4078117, 16.1443819 46.4077873)",,
95505351,,Cvetlična ulica,residential,,False,True,93.613,"LINESTRING (16.1440984 46.4079468, 16.1439791 46.4080612, 16.1435975 46.4084521, 16.1434097 46.4086419)",,
228360983,,Gubčeva ulica,unclassified,,False,True,110.017,"LINESTRING (16.1440984 46.4079468, 16.1440115 46.4079459, 16.1434514 46.4080035, 16.1426784 46.4080838)",,
228360983,,Gubčeva ulica,unclassified,,False,False,110.017,"LINESTRING (16.1426784 46.4080838, 16.1434514 46.4080035, 16.1440115 46.4079459, 16.1440984 46.4079468)",,
"[457209524, 457209525, 1112360543]",2,"['Kerenčičev trg', 'Ptujska cesta']",tertiary,,False,False,76.04499999999999,"LINESTRING (16.1503632 46.4073209, 16.1501777 46.4073228, 16.1499701 46.4073194, 16.1497192 46.407316, 16.1496005 46.4073163, 16.1495476 46.4073074, 16.1494645 46.4072884, 16.1493864 46.407262)",building_passage,
488047499,,,tertiary,,True,False,12.549,"LINESTRING (16.1503632 46.4073209, 16.1503592 46.407305, 16.1503613 46.407289, 16.1503693 46.4072738, 16.1503827 46.4072606, 16.1504006 46.4072502, 16.1504218 46.4072434, 16.1504448 46.4072406)",,roundabout
488047499,,,tertiary,,True,False,13.873999999999999,"LINESTRING (16.1504448 46.4072406, 16.150471 46.4072424, 16.1504953 46.4072494, 16.1505156 46.407261, 16.1505302 46.4072761, 16.1505378 46.4072935, 16.150536 46.4073129, 16.150531 46.407327)",,roundabout
680425894,2,Kolodvorska cesta,unclassified,50,False,True,26.023,"LINESTRING (16.1504448 46.4072406, 16.1504359 46.4071414, 16.1503835 46.4070117)",,
34098668,,,residential,,False,False,103.55,"LINESTRING (16.150531 46.407327, 16.150583 46.4073402, 16.1506363 46.4073455, 16.1507119 46.4073497, 16.150961 46.4073326, 16.151053 46.4072902, 16.1511094 46.4072515, 16.1511429 46.4071927, 16.1511952 46.4071312, 16.1511852 46.4070297, 16.151185 46.4070008, 16.1511896 46.4068279, 16.1511885 46.4067897, 16.1511882 46.4067661)",,
488047499,,,tertiary,,True,False,4.7170000000000005,"LINESTRING (16.150531 46.407327, 16.1505197 46.4073408, 16.1505127 46.407346, 16.1504899 46.4073575)",,roundabout
488047499,,,tertiary,,True,False,11.949000000000002,"LINESTRING (16.1504899 46.4073575, 16.1504653 46.4073633, 16.1504394 46.407364, 16.1504142 46.4073595, 16.1503919 46.4073503, 16.1503745 46.407337, 16.1503632 46.4073209)",,roundabout
515011102,2,Kolodvorska cesta,tertiary,,False,True,120.53299999999999,"LINESTRING (16.1504899 46.4073575, 16.1505312 46.4074172, 16.1505461 46.4074933, 16.1506482 46.4079022, 16.1506603 46.4079415, 16.1507464 46.4082836, 16.1507808 46.4084203)",,
37554762,,Ilirska ulica,living_street,,False,False,189.738,"LINESTRING (16.1503835 46.4070117, 16.1502897 46.4070305, 16.1502041 46.4070396, 16.1501181 46.4070315, 16.1499721 46.4070212, 16.1498455 46.4070012, 16.1497709 46.4069832, 16.1497273 46.4069538, 16.1496837 46.4069236, 16.14967 46.4068735, 16.149629 46.4067352, 16.1495865 46.4065864, 16.14955 46.4064907, 16.1495335 46.4064254, 16.1495166 46.4063948, 16.1494808 46.4063854, 16.1485798 46.4063926)",,
680425894,2,Kolodvorska cesta,unclassified,50,False,False,26.023,"LINESTRING (16.1503835 46.4070117, 16.1504359 46.4071414, 16.1504448 46.4072406)",,
"[680425894, 234399959]",2,"['Varaždinska cesta', 'Kolodvorska cesta']",unclassified,50,False,"[False, True]",399.654,"LINESTRING (16.1503835 46.4070117, 16.1502993 46.4068242, 16.1502743 46.4067451, 16.1502645 46.4066753, 16.1502685 46.4066115, 16.1502922 46.4065448, 16.1503721 46.406395, 16.1504426 46.4062968, 16.1505628 46.4061554, 16.1507758 46.4059832, 16.1511324 46.4056965, 16.1513011 46.4055745, 16.1514582 46.405491, 16.1516645 46.4054138, 16.152334 46.40518, 16.1526366 46.4050751, 16.153047 46.404917, 16.1533958 46.4047636, 16.1535054 46.4047077, 16.153685 46.4046137)",,
514856829,,,living_street,,False,False,86.31000000000002,"LINESTRING (16.1431508 46.4063568, 16.1436225 46.4064067, 16.1436738 46.4064325, 16.1436925 46.406476, 16.1436972 46.4066788, 16.1436987 46.4066915, 16.1437065 46.4067046, 16.1437202 46.4067167, 16.1437439 46.4067239, 16.1438097 46.4067349, 16.1438782 46.4067453)",,
24791628,,Ulica dr. Hrovata,residential,,False,False,94.61000000000001,"LINESTRING (16.1438782 46.4067453, 16.1438889 46.4066689, 16.1439087 46.4065087, 16.1439123 46.4064904, 16.143917 46.4064742, 16.1439257 46.4064603, 16.1439399 46.4064489, 16.1439592 46.4064388, 16.143984 46.4064316, 16.1440239 46.4064254, 16.1440629 46.4064219, 16.144726 46.4064042)",,
24791628,,Ulica dr. Hrovata,residential,,False,True,95.174,"LINESTRING (16.1438782 46.4067453, 16.1438278 46.4070182, 16.1438286 46.4071293, 16.1438487 46.4073201, 16.143922 46.4075393, 16.1439412 46.4075911)",,
514856829,,,living_street,,False,True,86.31,"LINESTRING (16.1438782 46.4067453, 16.1438097 46.4067349, 16.1437439 46.4067239, 16.1437202 46.4067167, 16.1437065 46.4067046, 16.1436987 46.4066915, 16.1436972 46.4066788, 16.1436925 46.406476, 16.1436738 46.4064325, 16.1436225 46.4064067, 16.1431508 46.4063568)",,
515011111,1,,tertiary,,True,False,6.184,"LINESTRING (16.1508672 46.4085465, 16.1508855 46.4085524, 16.1509016 46.4085608, 16.1509149 46.4085712, 16.1509248 46.4085833)",,roundabout
1016787326,,,residential,30,True,False,20.93,"LINESTRING (16.1509154 46.4086496, 16.1509168 46.4087126, 16.1509202 46.4088378)",,
1252894536,1,,tertiary,,True,False,9.026,"LINESTRING (16.1509154 46.4086496, 16.1509026 46.4086599, 16.1508871 46.4086682, 16.1508696 46.4086742, 16.1508506 46.4086777, 16.150831 46.4086786, 16.1508116 46.4086768)",,roundabout
515011111,1,,tertiary,,True,False,8.586,"LINESTRING (16.1507532 46.408649, 16.1507442 46.4086378, 16.1507384 46.4086255, 16.150736 46.4086128, 16.1507372 46.4085999, 16.1507419 46.4085875, 16.1507499 46.4085758)",,roundabout
1101879324,,,residential,,True,False,22.035,"LINESTRING (16.1507532 46.408649, 16.1506498 46.4086289, 16.1504782 46.4085915)",,
515011111,1,,tertiary,,True,False,1.476,"LINESTRING (16.1507499 46.4085758, 16.1507613 46.4085651)",,roundabout
515011111,1,,tertiary,,True,False,8.862,"LINESTRING (16.1507613 46.4085651, 16.1507756 46.4085562, 16.1507921 46.4085493, 16.1508102 46.4085448, 16.1508293 46.4085428, 16.1508485 46.4085434, 16.1508672 46.4085465)",,roundabout
1016787324,1,Kolodvorska cesta,tertiary,,True,False,16.215,"LINESTRING (16.1507613 46.4085651, 16.1507639 46.4084872, 16.1507808 46.4084203)",,
"[680425894, 234399959]",2,"['Varaždinska cesta', 'Kolodvorska cesta']",unclassified,50,False,"[False, True]",399.6540000000001,"LINESTRING (16.153685 46.4046137, 16.1535054 46.4047077, 16.1533958 46.4047636, 16.153047 46.404917, 16.1526366 46.4050751, 16.152334 46.40518, 16.1516645 46.4054138, 16.1514582 46.405491, 16.1513011 46.4055745, 16.1511324 46.4056965, 16.1507758 46.4059832, 16.1505628 46.4061554, 16.1504426 46.4062968, 16.1503721 46.406395, 16.1502922 46.4065448, 16.1502685 46.4066115, 16.1502645 46.4066753, 16.1502743 46.4067451, 16.1502993 46.4068242, 16.1503835 46.4070117)",,
515011098,,Vrazova ulica,residential,,True,False,65.70400000000001,"LINESTRING (16.1504782 46.4085915, 16.1503146 46.4085759, 16.1500515 46.4085285, 16.1498122 46.4084624, 16.1496828 46.4083951)",,
1101879323,,,residential,,True,False,20.905,"LINESTRING (16.1504782 46.4085915, 16.1506457 46.4085821, 16.1507499 46.4085758)",,
515011111,1,,tertiary,,True,False,7.729,"LINESTRING (16.1509248 46.4085833, 16.150931 46.4085965, 16.1509332 46.4086104, 16.1509312 46.4086242, 16.1509252 46.4086374, 16.1509154 46.4086496)",,roundabout
1101880237,1,Ljutomerska cesta,tertiary,30,True,False,25.555999999999997,"LINESTRING (16.1509248 46.4085833, 16.1510346 46.4085963, 16.1512542 46.4086183)",,
1112360548,1,,tertiary,,True,False,5.56,"LINESTRING (16.1508116 46.4086768, 16.1507944 46.4086728, 16.1507787 46.4086667, 16.1507648 46.4086587, 16.1507532 46.408649)",,roundabout
"[1016792973, 1112360550]",,Hardek,residential,,False,True,173.087,"LINESTRING (16.1521268 46.4106398, 16.1521074 46.4104597, 16.1520522 46.4101958, 16.1520427 46.4101309, 16.1520461 46.4100875, 16.1520555 46.4100533, 16.1520766 46.4100063, 16.1521797 46.4098573, 16.1522607 46.4097449, 16.1523009 46.4096922, 16.1523482 46.4096575, 16.1524008 46.4096307, 16.1524632 46.4096071, 16.1525262 46.4095932, 16.1525947 46.4095818, 16.1527079 46.4095725, 16.152788 46.4095702, 16.1530723 46.4095541)",,
515011102,2,Kolodvorska cesta,tertiary,,False,False,120.533,"LINESTRING (16.1507808 46.4084203, 16.1507464 46.4082836, 16.1506603 46.4079415, 16.1506482 46.4079022, 16.1505461 46.4074933, 16.1505312 46.4074172, 16.1504899 46.4073575)",,
1016787325,1,Kolodvorska cesta,tertiary,,True,False,15.526,"LINESTRING (16.1507808 46.4084203, 16.1508085 46.4084576, 16.1508273 46.4084829, 16.1508672 46.4085465)",,
1016787327,,,residential,30,True,False,19.749,"LINESTRING (16.1509202 46.4088378, 16.150843 46.4087192, 16.1508116 46.4086768)",,
