osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,ref,tunnel
35217231,3,Kidričeva cesta,tertiary,50,False,True,30.427000000000003,"LINESTRING (14.3117235 46.1673084, 14.3117993 46.1673923, 14.3118254 46.167452, 14.3118713 46.1675597)",,,,
166819480,,,tertiary,50,True,False,54.744,"LINESTRING (14.3117235 46.1673084, 14.3118931 46.1673118, 14.3120423 46.1673916, 14.3121469 46.1674364, 14.3123683 46.1674788)",4,,,
"[1191427657, 794844985, 795296684, 1185041182]",2,Kidričeva cesta,tertiary,"['50', '30']",False,False,163.103,"LINESTRING (14.3117235 46.1673084, 14.3116061 46.1672904, 14.3114801 46.1673229, 14.3113902 46.1673675, 14.3112471 46.1674392, 14.3111862 46.1674573, 14.3111195 46.1674692, 14.311027 46.1674757, 14.3109685 46.167471, 14.3108482 46.1674627, 14.3105135 46.1674154, 14.3100663 46.1673522, 14.309702 46.1673068)",,,,
172565509,,Studenec,residential,30,False,False,63.229,"LINESTRING (14.3082695 46.1648798, 14.3083175 46.1649275, 14.3090281 46.1650631)",,,,
795296681,,Spodnji trg,tertiary,30,False,False,107.632,"LINESTRING (14.3082695 46.1648798, 14.3082996 46.1647334, 14.3083157 46.1645056, 14.3083396 46.1642497, 14.3083597 46.1640246, 14.3083359 46.1639158)",6,,,
"[54668772, 795296680, 795296681, 795296682, 251832783, 35218585]",2,"['Kidričeva cesta', 'Spodnji trg']",tertiary,30,False,True,358.44500000000005,"LINESTRING (14.3082695 46.1648798, 14.3081898 46.1651588, 14.3080863 46.1653702, 14.308057 46.1654641, 14.3080316 46.1655982, 14.3080332 46.1658265, 14.3080389 46.1660476, 14.3080298 46.1662039, 14.3080401 46.1663715, 14.3080548 46.1665268, 14.3080833 46.1667572, 14.3081168 46.1668556, 14.3081691 46.1669206, 14.3081942 46.1669415, 14.3083447 46.1670269, 14.3084205 46.1670585, 14.3087266 46.167147, 14.3090109 46.1672119, 14.3090946 46.1672278, 14.309381 46.1672723, 14.309529 46.1672868, 14.309702 46.1673068)","['5.1', '6']",yes,,
10661681,,,unclassified,30,False,False,15.883,"LINESTRING (14.3083359 46.1639158, 14.30854 46.1638953)",,,,
35218606,,Fužinska ulica,tertiary,30,False,False,113.009,"LINESTRING (14.3083359 46.1639158, 14.3082829 46.1639106, 14.3082132 46.1638929, 14.3081201 46.1638933, 14.3079555 46.163897, 14.3077331 46.1639111, 14.3074748 46.1639246, 14.3071905 46.1639357, 14.306971 46.1639432, 14.3069246 46.1639342, 14.3068846 46.1639174)",,,,
55314202,,Fužinska ulica,residential,30,False,True,101.54,"LINESTRING (14.3083359 46.1639158, 14.3083094 46.1637109, 14.308219 46.1632922, 14.3082034 46.1631431, 14.3082018 46.1630085)",,,,
795296681,,Spodnji trg,tertiary,30,False,True,107.632,"LINESTRING (14.3083359 46.1639158, 14.3083597 46.1640246, 14.3083396 46.1642497, 14.3083157 46.1645056, 14.3082996 46.1647334, 14.3082695 46.1648798)",6,,,
35218606,,Fužinska ulica,tertiary,30,False,True,113.009,"LINESTRING (14.3068846 46.1639174, 14.3069246 46.1639342, 14.306971 46.1639432, 14.3071905 46.1639357, 14.3074748 46.1639246, 14.3077331 46.1639111, 14.3079555 46.163897, 14.3081201 46.1638933, 14.3082132 46.1638929, 14.3082829 46.1639106, 14.3083359 46.1639158)",,,,
"[795296678, 795296679]",,Poljanska cesta,tertiary,30,False,False,304.329,"LINESTRING (14.3068846 46.1639174, 14.3068592 46.1639029, 14.3068354 46.1638816, 14.3068219 46.163856, 14.3068096 46.1638163, 14.3067915 46.163691, 14.3067594 46.1634854, 14.3067467 46.1633876, 14.3067165 46.1631768, 14.3066771 46.1629806, 14.3066519 46.1628633, 14.3066607 46.1627227, 14.3066768 46.1626045, 14.3066844 46.1625488, 14.3066935 46.1624888, 14.3067431 46.1623444, 14.3068168 46.1621332, 14.3069078 46.1619017, 14.3070345 46.1616637, 14.3071081 46.1614915, 14.3071481 46.1613951, 14.3071661 46.1612507)",,,,
819169661,,Kopališka ulica,residential,30,False,True,166.411,"LINESTRING (14.3068846 46.1639174, 14.3069456 46.163839, 14.3070323 46.1636937, 14.3072469 46.1634028, 14.3074517 46.1632083, 14.3076643 46.1630067, 14.3077916 46.1628666, 14.3078487 46.1627635, 14.3079042 46.162611)",,,,
"[794875969, 266910810, 266910813]",,Šolska ulica,residential,30,False,"[False, True]",278.91,"LINESTRING (14.3058285 46.1671129, 14.3058639 46.1671693, 14.3059453 46.1673417, 14.3059996 46.1674567, 14.3060565 46.1675417, 14.3061294 46.1676593, 14.3061436 46.1676823, 14.3062272 46.1678157, 14.3064677 46.168199, 14.3067688 46.1686858, 14.3067893 46.1687189, 14.3069943 46.1690505, 14.3070492 46.1691437, 14.3072674 46.169158, 14.307355 46.1691777, 14.307459 46.1692347)",5.1,,,
516804382,2,Kapucinski trg,secondary,50,False,False,41.522000000000006,"LINESTRING (14.3058285 46.1671129, 14.3057154 46.1671049, 14.3055611 46.1670963, 14.3054511 46.1670926, 14.3053794 46.1671019, 14.3053405 46.1671167, 14.305309 46.1671372)",,,403,
"[794844968, 251832781, 711576526, 795296693, 518399960, 1244898619, 794756988]","['2', '3']",Kapucinski trg,secondary,50,False,True,477.362,"LINESTRING (14.3058285 46.1671129, 14.306168 46.1671455, 14.3064248 46.1671622, 14.3064952 46.1671581, 14.3065771 46.1671492, 14.3066762 46.1671307, 14.306756 46.1671109, 14.3069686 46.1670624, 14.3070856 46.1670444, 14.3071598 46.1670432, 14.3072905 46.1670559, 14.3074098 46.1670791, 14.3077336 46.1671529, 14.3087859 46.1674147, 14.3092835 46.1675119, 14.3095948 46.1675601, 14.3098109 46.1675816, 14.3101193 46.1676054, 14.3105058 46.1676264, 14.3107566 46.167626, 14.3109479 46.1676257, 14.3111233 46.1676199, 14.3113195 46.1676134, 14.3114143 46.1676075, 14.3116088 46.1675867, 14.3117071 46.1675823, 14.3118713 46.1675597)",,,403,
794844967,2,Kapucinski trg,secondary,50,False,False,19.084,"LINESTRING (14.3045268 46.1682954, 14.3043598 46.1684222)",,,403,
