osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,lanes,bridge,tunnel
23248861,primary,50,roundabout,True,False,19.153999999999996,"LINESTRING (14.0624425 46.4323198, 14.0624765 46.432356, 14.0624895 46.4323981, 14.0624798 46.4324406, 14.0624488 46.432478)",,,,,
"[491943298, 500441610, 492123148, 455498309]",primary,50,,False,False,214.43599999999998,"LINESTRING (14.0624425 46.4323198, 14.0625693 46.4322308, 14.0627184 46.4321495, 14.0627991 46.4321136, 14.0630006 46.432016, 14.0632623 46.4319216, 14.0634897 46.4318474, 14.0639609 46.4317216, 14.0640121 46.4317104, 14.0649662 46.4315604)",452,Cesta železarjev,2,,
"[283224440, 283224442, 892824499, 23248879]",primary,50,,False,False,86.80299999999998,"LINESTRING (14.0599871 46.4356379, 14.0600737 46.4355746, 14.0601946 46.4354622, 14.0602183 46.4354412, 14.0603352 46.4352834, 14.0603755 46.4352262, 14.0604384 46.4351222, 14.0605075 46.4350078, 14.0605151 46.4349935, 14.0605321 46.434961)",452,Cesta železarjev,,yes,
"[500441616, 500441619, 521256108, 492123142]",primary,50,,False,True,112.876,"LINESTRING (14.0599871 46.4356379, 14.0596456 46.4358124, 14.0594785 46.4358735, 14.0592752 46.4359339, 14.0589652 46.4360032, 14.0586638 46.4360571)",452,Cesta maršala Tita,,,
"[282464800, 892824500]",residential,,,False,False,312.5660000000001,"LINESTRING (14.0599871 46.4356379, 14.0602501 46.435621, 14.0604621 46.4356046, 14.0607708 46.4356081, 14.060884 46.435636, 14.0610483 46.4357029, 14.0612407 46.4357879, 14.06132 46.4358217, 14.0614281 46.4358485, 14.0615376 46.4358641, 14.061691 46.4358641, 14.0617803 46.4358581, 14.0619844 46.4358196, 14.0620658 46.4358043, 14.0621476 46.4357884, 14.0627696 46.4356979, 14.0634387 46.4356017, 14.0636774 46.4355665, 14.0639086 46.4355094)",,Cesta Toneta Tomšiča,,,
23084628,residential,,,False,False,83.95400000000001,"LINESTRING (14.0596178 46.4328869, 14.0597284 46.4329487, 14.0597749 46.4329747, 14.0599124 46.4330195, 14.0600576 46.4330156, 14.0601424 46.4330052, 14.0602884 46.4329498, 14.0603705 46.4328909, 14.0604602 46.4328194, 14.060508 46.432769)",,Fužinska cesta,,,
23248869,residential,,,False,True,293.48,"LINESTRING (14.0596178 46.4328869, 14.0591872 46.4332396, 14.058924 46.4334805, 14.0586602 46.4337281, 14.0584592 46.4339229, 14.0583366 46.4340474, 14.0582636 46.4341325, 14.0581474 46.4342657, 14.0581008 46.4343196, 14.0579605 46.4344948, 14.0578327 46.4346728, 14.0577078 46.4348396, 14.0575681 46.4350075, 14.0575043 46.4350781)",,Skladiščna ulica,,,
"[508994856, 508994857]",residential,,,False,False,177.213,"LINESTRING (14.0596178 46.4328869, 14.0599137 46.4326578, 14.0604709 46.4322527, 14.0608926 46.4319698, 14.0610596 46.4318538, 14.0612204 46.4317387)",,Fužinska cesta,,,
23248863,residential,,,False,True,98.608,"LINESTRING (14.0612204 46.4317387, 14.0613469 46.4318186, 14.0615627 46.4319548, 14.0616309 46.4319973, 14.062066 46.4322589, 14.0621814 46.4323283)",,Cesta železarjev,,,
"[508994856, 508994857]",residential,,,False,True,177.21300000000002,"LINESTRING (14.0612204 46.4317387, 14.0610596 46.4318538, 14.0608926 46.4319698, 14.0604709 46.4322527, 14.0599137 46.4326578, 14.0596178 46.4328869)",,Fužinska cesta,,,
"[167180346, 167180347, 23084628]",residential,,,False,False,222.40700000000004,"LINESTRING (14.060508 46.432769, 14.0605866 46.432651, 14.0606233 46.4325548, 14.0606436 46.4324556, 14.0606428 46.4323027, 14.0606285 46.4322392, 14.0606133 46.4321828, 14.0605695 46.4320839, 14.0604389 46.4319199, 14.0603896 46.431878, 14.0603236 46.431823, 14.0602308 46.4317639, 14.0601206 46.4317126, 14.0599831 46.4316662, 14.0598574 46.4316381, 14.0597262 46.4316231, 14.0595802 46.4316168, 14.0594202 46.4316159, 14.0592214 46.4316258, 14.0589837 46.4316444)",,Fužinska cesta,,yes,
23084628,residential,,,False,True,83.95400000000001,"LINESTRING (14.060508 46.432769, 14.0604602 46.4328194, 14.0603705 46.4328909, 14.0602884 46.4329498, 14.0601424 46.4330052, 14.0600576 46.4330156, 14.0599124 46.4330195, 14.0597749 46.4329747, 14.0597284 46.4329487, 14.0596178 46.4328869)",,Fužinska cesta,,,
344727639,residential,,,False,True,472.9630000000001,"LINESTRING (14.060508 46.432769, 14.060598 46.4328031, 14.0606498 46.4328227, 14.0607382 46.432872, 14.0608056 46.4329383, 14.0608379 46.4330224, 14.0608898 46.4331617, 14.0609165 46.4332894, 14.0609249 46.4334694, 14.0609024 46.4336164, 14.0608575 46.4337547, 14.0607677 46.4339153, 14.0606119 46.4341223, 14.0604224 46.4343424, 14.0602498 46.4345335, 14.060031 46.434721, 14.0599272 46.4347957, 14.0598722 46.4348353, 14.0596785 46.4349465, 14.0593823 46.4350965, 14.0592111 46.4351644, 14.0591339 46.4351951, 14.0588881 46.4352764, 14.0587212 46.4353267, 14.05855 46.4353615, 14.0583619 46.435377, 14.0581935 46.4353654, 14.0580475 46.4353344, 14.0578959 46.4352764, 14.0577597 46.4352096, 14.0576449 46.4351509, 14.0576243 46.4351403, 14.0575043 46.4350781)",,Skladiščna ulica,,,
23084629,residential,,,False,False,64.415,"LINESTRING (14.0568013 46.4309279, 14.0567151 46.4309814, 14.0565538 46.4310814, 14.0564561 46.4311678, 14.0563821 46.4312765, 14.0563536 46.4313951)",,Cesta 1. maja,,,
23084629,residential,,,False,True,118.785,"LINESTRING (14.0568013 46.4309279, 14.0569296 46.4308445, 14.0571867 46.4306773, 14.0577175 46.4303585, 14.05782 46.4302925, 14.0579516 46.4302122)",,Cesta 1. maja,,,
"[512764811, 175428669, 175428670]",residential,,,False,True,72.992,"LINESTRING (14.0568013 46.4309279, 14.0568721 46.4309796, 14.0569 46.431, 14.0573739 46.431371, 14.0574348 46.431418)",,Fužinska cesta,,yes,
23248856,residential,30,,False,False,44.328,"LINESTRING (14.0674944 46.4311863, 14.0676156 46.4315761)",,Industrijska ulica,,,
455498309,primary,50,,False,True,168.817,"LINESTRING (14.0674944 46.4311863, 14.0653407 46.431505)",452,Cesta železarjev,,,
23248856,residential,30,,False,True,44.328,"LINESTRING (14.0676156 46.4315761, 14.0674944 46.4311863)",,Industrijska ulica,,,
23248856,residential,30,,False,False,61.632999999999996,"LINESTRING (14.0676156 46.4315761, 14.0677096 46.4320066, 14.0676928 46.4320692, 14.0676504 46.4321161)",,Industrijska ulica,,,
23248857,residential,,,False,False,13.643,"LINESTRING (14.0649654 46.4324947, 14.064929 46.4326148)",,Ulica bratov Rupar,,,
23248856,residential,30,,False,True,210.146,"LINESTRING (14.0649654 46.4324947, 14.0659266 46.4323722, 14.0667523 46.4322403, 14.0670462 46.4321871, 14.0675029 46.4321385, 14.0676504 46.4321161)",,Industrijska ulica,,,
23248857,residential,,,False,True,68.863,"LINESTRING (14.0649654 46.4324947, 14.064876 46.4321549, 14.0648773 46.4320674, 14.064933 46.4320063, 14.0650915 46.4319727)",,Ulica bratov Rupar,,,
23248858,residential,,,False,False,44.285,"LINESTRING (14.065349 46.4332475, 14.0648359 46.4334307)",,Ulica Viktorja Kejžarja,,,
"[23248857, 283399580, 283397981]",residential,,,False,False,71.338,"LINESTRING (14.065349 46.4332475, 14.0656394 46.4336197, 14.0657062 46.4337331, 14.065757 46.4338231)",,Ulica bratov Rupar,,,yes
