osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,ref,maxspeed,junction
340564577,False,2,Verje,tertiary,True,34.279,"LINESTRING (14.4160558 46.1435057, 14.4164999 46.1434868)",,,,
"[184689906, 184689901]",False,,Verje,residential,True,207.42000000000002,"LINESTRING (14.4160558 46.1435057, 14.4160495 46.1434579, 14.4160392 46.1433789, 14.4160345 46.1429885, 14.4160609 46.1426806, 14.4164014 46.1426893, 14.41641 46.1430664, 14.4164594 46.1432044, 14.4164999 46.1434868)",,,,
"[53594568, 340564577, 53594562]",False,2,Verje,tertiary,False,499.0940000000001,"LINESTRING (14.4160558 46.1435057, 14.4157893 46.1435315, 14.4156694 46.143554, 14.4155541 46.143597, 14.4154916 46.1436301, 14.4153802 46.1437138, 14.4152927 46.1438087, 14.4151947 46.1439275, 14.4150886 46.1440244, 14.4149832 46.1440982, 14.4148815 46.1441509, 14.4146649 46.1442266, 14.4139492 46.1443744, 14.4136985 46.1444187, 14.4135082 46.1444129, 14.4133257 46.1443694, 14.4131484 46.144277, 14.4130631 46.1442057, 14.4129872 46.1441126, 14.4129359 46.1439801, 14.4128937 46.1437772, 14.41285 46.1434708, 14.4128153 46.1432907, 14.4127146 46.1431151, 14.4126029 46.1429626, 14.4125279 46.1428475, 14.4124752 46.1427271, 14.4124296 46.1424024, 14.4123974 46.142264)",yes,,,
115011361,False,,Gorenjska cesta,primary,False,12.525,"LINESTRING (14.4112274 46.1403378, 14.4112167 46.1404502)",,211,,
"[115011365, 39727342, 115011367]",False,2,Gorenjska cesta,primary,False,253.61100000000002,"LINESTRING (14.4112274 46.1403378, 14.4112542 46.1401324, 14.4112918 46.1399261, 14.4113749 46.1395423, 14.4113976 46.1394563, 14.4114219 46.1394011, 14.4114715 46.13931, 14.4115399 46.1392134, 14.4116391 46.1391214, 14.4117853 46.1390192, 14.4119194 46.1389513, 14.4121031 46.1388686, 14.4124143 46.1387618, 14.412889 46.1386103)",yes,211,50,
185168318,False,,Cesta komandanta Staneta,unclassified,False,27.243000000000002,"LINESTRING (14.4124581 46.1382125, 14.4125661 46.138274, 14.4126617 46.1384065)",,,,
522235646,False,,Cesta komandanta Staneta,unclassified,True,28.64,"LINESTRING (14.412889 46.1386103, 14.4126617 46.1384065)",,,,
"[115011365, 39727342, 115011367]",False,2,Gorenjska cesta,primary,True,253.611,"LINESTRING (14.412889 46.1386103, 14.4124143 46.1387618, 14.4121031 46.1388686, 14.4119194 46.1389513, 14.4117853 46.1390192, 14.4116391 46.1391214, 14.4115399 46.1392134, 14.4114715 46.13931, 14.4114219 46.1394011, 14.4113976 46.1394563, 14.4113749 46.1395423, 14.4112918 46.1399261, 14.4112542 46.1401324, 14.4112274 46.1403378)",yes,211,50,
522245481,False,2,Gorenjska cesta,primary,False,178.24800000000002,"LINESTRING (14.412889 46.1386103, 14.413396 46.1384681, 14.4135194 46.1384263, 14.4144513 46.138107, 14.4148542 46.1379707, 14.4149796 46.1379258)",,211,50,
522245482,False,,Cesta komandanta Staneta,residential,False,66.251,"LINESTRING (14.412889 46.1386103, 14.4130278 46.1387105, 14.4134379 46.1390683)",,,,
343297972,False,2,,primary_link,False,75.364,"LINESTRING (14.4119164 46.1423329, 14.4118805 46.1423891, 14.4118616 46.1424579, 14.4118609 46.1425401, 14.411879 46.142668, 14.4119386 46.143001)",,,,
343297974,True,,,primary_link,False,32.503,"LINESTRING (14.4119164 46.1423329, 14.4119295 46.1422906, 14.4120153 46.1422432, 14.4121313 46.1421962, 14.4122254 46.14215)",,,,
150145553,False,,Medvoška cesta,residential,True,140.55599999999998,"LINESTRING (14.4110437 46.1414845, 14.4108494 46.1415327, 14.4102897 46.1416714, 14.4093185 46.1418953)",,,,
150145554,False,,Medvoška cesta,residential,False,76.531,"LINESTRING (14.4110437 46.1414845, 14.4111837 46.1414486, 14.4116325 46.1413554, 14.4117576 46.1413131, 14.4119412 46.14121)",,,,
150145556,False,,Donova cesta,residential,True,208.77599999999998,"LINESTRING (14.4110437 46.1414845, 14.4110866 46.1416041, 14.4114343 46.1424677, 14.411676 46.1430491, 14.4117431 46.1432104, 14.411774 46.1432925)",,,40,
"[188193842, 115011363]",False,,,unclassified,"[False, True]",79.006,"LINESTRING (14.4110437 46.1414845, 14.4109997 46.1413871, 14.4108935 46.1411518, 14.4107169 46.1408112)",,,,
150145553,False,,Medvoška cesta,residential,False,58.516,"LINESTRING (14.4075527 46.1421769, 14.4082992 46.1420799)",,,,
150145553,False,,Medvoška cesta,residential,False,140.55599999999998,"LINESTRING (14.4093185 46.1418953, 14.4102897 46.1416714, 14.4108494 46.1415327, 14.4110437 46.1414845)",,,,
150145553,False,,Medvoška cesta,residential,True,81.215,"LINESTRING (14.4093185 46.1418953, 14.4088277 46.1419967, 14.4082992 46.1420799)",,,,
185168316,False,,Kržišnikova ulica,residential,False,148.304,"LINESTRING (14.4093185 46.1418953, 14.4093641 46.1419906, 14.4094216 46.1420323, 14.4096016 46.1420937, 14.4098347 46.1421808, 14.409902 46.1422456, 14.4101678 46.1426224, 14.4102102 46.1426824, 14.4103535 46.1429518)",,,,
35219556,False,,Cesta komandanta Staneta,residential,False,297.52699999999993,"LINESTRING (14.413716 46.1399025, 14.4138643 46.1399845, 14.4139387 46.1400627, 14.4139721 46.1400963, 14.414031 46.1401673, 14.4140642 46.1402379, 14.41403 46.1403708, 14.4139715 46.1404636, 14.4138645 46.1405718, 14.4137582 46.140638, 14.4136382 46.1407128, 14.4135233 46.1407913, 14.4134548 46.1408572, 14.4133607 46.1409798, 14.4132541 46.1412217, 14.4131735 46.1414083, 14.4131103 46.1415253, 14.4130268 46.141606, 14.4128381 46.1418079, 14.4126644 46.141992, 14.4125936 46.1420606, 14.4124445 46.142134)",,,,
44351058,False,,Cesta komandanta Staneta,residential,True,18.497,"LINESTRING (14.413716 46.1399025, 14.4137388 46.1398334, 14.4137132 46.1397396)",,,,
150145558,False,,Medvoška cesta,residential,True,205.45499999999998,"LINESTRING (14.413716 46.1399025, 14.4136719 46.1399376, 14.4135779 46.1399832, 14.4131466 46.1401243, 14.4129985 46.1401806, 14.4128485 46.1402532, 14.4126426 46.1404182, 14.4125787 46.1404932, 14.4124497 46.1406308, 14.4122114 46.140913, 14.4119412 46.14121)",,,30,
44351058,False,,Cesta komandanta Staneta,residential,False,18.497,"LINESTRING (14.4137132 46.1397396, 14.4137388 46.1398334, 14.413716 46.1399025)",,,,
522245482,False,,Cesta komandanta Staneta,residential,True,14.42,"LINESTRING (14.413523 46.1391838, 14.4134379 46.1390683)",,,,
150145554,False,,Medvoška cesta,residential,True,76.531,"LINESTRING (14.4119412 46.14121, 14.4117576 46.1413131, 14.4116325 46.1413554, 14.4111837 46.1414486, 14.4110437 46.1414845)",,,,
150145558,False,,Medvoška cesta,residential,False,205.45500000000004,"LINESTRING (14.4119412 46.14121, 14.4122114 46.140913, 14.4124497 46.1406308, 14.4125787 46.1404932, 14.4126426 46.1404182, 14.4128485 46.1402532, 14.4129985 46.1401806, 14.4131466 46.1401243, 14.4135779 46.1399832, 14.4136719 46.1399376, 14.413716 46.1399025)",,,30,
