osmid,highway,oneway,reversed,length,ref,name,geometry,bridge
218648099,residential,False,True,10.637,,,"LINESTRING (23.0609854 32.3319555, 23.0609273 32.3318734)",
661739937,trunk,False,False,65.083,طس A1,درنه-طبرق Darnah-Tobruk,"LINESTRING (23.0609854 32.3319555, 23.0609317 32.3321425, 23.0609036 32.3323272, 23.0608874 32.3325334)",
661739937,trunk,False,True,53.076,طس A1,درنه-طبرق Darnah-Tobruk,"LINESTRING (23.0609854 32.3319555, 23.0610873 32.3317357, 23.0612133 32.3315192)",
218648056,residential,False,False,62.036,,,"LINESTRING (23.0550952 32.3281229, 23.0556403 32.3284377)",
218648091,residential,False,True,78.074,,,"LINESTRING (23.0558466 32.3288288, 23.0553694 32.3294036)",
"[218648057, 661714164]",residential,False,"[False, True]",126.476,,,"LINESTRING (23.0558466 32.3288288, 23.0562285 32.32905, 23.0557398 32.3296715)",
"[218648056, 218648091]",residential,False,"[False, True]",47.232,,,"LINESTRING (23.0558466 32.3288288, 23.0559977 32.3286527, 23.0557979 32.3285325)",
218648104,residential,False,True,60.437,,,"LINESTRING (23.0570494 32.3290364, 23.0566816 32.3294823)",
218648114,residential,False,False,75.524,,,"LINESTRING (23.0570494 32.3290364, 23.0577098 32.3294236)",
218648104,residential,False,False,155.607,,,"LINESTRING (23.0570494 32.3290364, 23.0572047 32.3288549, 23.0560274 32.3282288)",
218648091,residential,False,False,78.074,,,"LINESTRING (23.0553694 32.3294036, 23.0558466 32.3288288)",
218648107,residential,False,False,45.81,,,"LINESTRING (23.0553694 32.3294036, 23.0557398 32.3296715)",
218648104,residential,False,False,60.437,,,"LINESTRING (23.0566816 32.3294823, 23.0570494 32.3290364)",
218648104,residential,False,True,72.912,,,"LINESTRING (23.0566816 32.3294823, 23.0562162 32.330007)",
218648108,residential,False,False,72.459,,,"LINESTRING (23.0566816 32.3294823, 23.0572879 32.329885)",
218648102,unclassified,False,True,64.836,,,"LINESTRING (23.0577098 32.3294236, 23.0572879 32.329885)",
218648114,residential,False,True,75.524,,,"LINESTRING (23.0577098 32.3294236, 23.0570494 32.3290364)",
218648109,unclassified,False,False,181.301,,,"LINESTRING (23.0577098 32.3294236, 23.0584936 32.3300028, 23.059204 32.3304535)",
218648102,unclassified,False,False,64.836,,,"LINESTRING (23.0572879 32.329885, 23.0577098 32.3294236)",
218648102,unclassified,False,True,56.178,,,"LINESTRING (23.0572879 32.329885, 23.0569335 32.3302919)",
218648108,residential,False,False,52.822,,,"LINESTRING (23.0572879 32.329885, 23.0577382 32.3301694)",
218648108,residential,False,True,72.459,,,"LINESTRING (23.0572879 32.329885, 23.0566816 32.3294823)",
218648104,residential,False,False,72.912,,,"LINESTRING (23.0562162 32.330007, 23.0566816 32.3294823)",
218648107,residential,False,True,58.269,,,"LINESTRING (23.0562162 32.330007, 23.0557398 32.3296715)",
218648119,residential,False,False,79.465,,,"LINESTRING (23.0562162 32.330007, 23.0562604 32.3302132, 23.0567552 32.3304966)",
218648061,residential,False,True,57.384,,,"LINESTRING (23.0577382 32.3301694, 23.0573723 32.3305826)",
218648108,residential,False,False,93.658,,,"LINESTRING (23.0577382 32.3301694, 23.0585388 32.3306712)",
218648108,residential,False,True,52.822,,,"LINESTRING (23.0577382 32.3301694, 23.0572879 32.329885)",
218648080,residential,False,False,57.71,,,"LINESTRING (23.059204 32.3304535, 23.0588794 32.3308941)",
218648109,unclassified,False,False,91.734,,,"LINESTRING (23.059204 32.3304535, 23.0600174 32.3309098)",
218648109,unclassified,False,True,181.301,,,"LINESTRING (23.059204 32.3304535, 23.0584936 32.3300028, 23.0577098 32.3294236)",
218648073,residential,False,False,52.389,,,"LINESTRING (23.0569335 32.3302919, 23.0573723 32.3305826)",
218648102,unclassified,False,False,56.178,,,"LINESTRING (23.0569335 32.3302919, 23.0572879 32.329885)",
218648102,unclassified,False,True,28.262,,,"LINESTRING (23.0569335 32.3302919, 23.0567552 32.3304966)",
218648065,residential,False,False,141.559,,,"LINESTRING (23.0567552 32.3304966, 23.0579484 32.3312739)",
218648102,unclassified,False,False,28.262,,,"LINESTRING (23.0567552 32.3304966, 23.0569335 32.3302919)",
661733011,residential,False,True,82.229,,,"LINESTRING (23.0567552 32.3304966, 23.0562771 32.331116)",
218648119,residential,False,True,79.465,,,"LINESTRING (23.0567552 32.3304966, 23.0562604 32.3302132, 23.0562162 32.330007)",
218648061,residential,False,False,57.384,,,"LINESTRING (23.0573723 32.3305826, 23.0577382 32.3301694)",
218648073,residential,False,False,91.203,,,"LINESTRING (23.0573723 32.3305826, 23.0580577 32.3311634)",
218648073,residential,False,True,52.389,,,"LINESTRING (23.0573723 32.3305826, 23.0569335 32.3302919)",
218648108,residential,False,False,40.478,,,"LINESTRING (23.0585388 32.3306712, 23.0588794 32.3308941)",
218648108,residential,False,True,93.658,,,"LINESTRING (23.0585388 32.3306712, 23.0577382 32.3301694)",
661733008,residential,False,False,39.645,,,"LINESTRING (23.0585388 32.3306712, 23.0582653 32.3309427)",
218648067,residential,False,True,75.04,,,"LINESTRING (23.0600174 32.3309098, 23.0596115 32.331491)",
218648109,unclassified,False,False,52.683,,,"LINESTRING (23.0600174 32.3309098, 23.0604984 32.3311533)",
218648109,unclassified,False,True,91.734,,,"LINESTRING (23.0600174 32.3309098, 23.059204 32.3304535)",
218648080,residential,False,True,57.71,,,"LINESTRING (23.0588794 32.3308941, 23.059204 32.3304535)",
218648108,residential,False,False,24.697,,,"LINESTRING (23.0588794 32.3308941, 23.0590099 32.3310869)",
218648108,residential,False,True,40.478,,,"LINESTRING (23.0588794 32.3308941, 23.0585388 32.3306712)",
218648084,residential,False,True,20.728,,,"LINESTRING (23.0590099 32.3310869, 23.0588919 32.3312444)",
218648108,residential,False,True,24.697,,,"LINESTRING (23.0590099 32.3310869, 23.0588794 32.3308941)",
