osmid,oneway,highway,reversed,length,geometry,name,lanes,maxspeed
581640235,True,residential,False,49.075,"LINESTRING (18.4162395 30.5908466, 18.4162508 30.5907541, 18.4162599 30.5906846, 18.4162622 30.5906139, 18.4162645 30.590545, 18.41626 30.5904929, 18.4162555 30.5904065)",,,
319715853,True,tertiary,False,8.108,"LINESTRING (18.4203689 30.5890147, 18.4204368 30.5889711)",شارع ليبيا,,
1079127427,True,tertiary,False,46.785,"LINESTRING (18.4203689 30.5890147, 18.4200437 30.5887006)",شارع عمر المختار,,
319715853,True,tertiary,False,42.188,"LINESTRING (18.4204368 30.5889711, 18.4207806 30.5887337)",شارع ليبيا,,
319714756,True,tertiary,False,10.850999999999999,"LINESTRING (18.4204368 30.5889711, 18.4204606 30.5890144, 18.4204736 30.5890628)",شارع عمر المختار,,
319715855,True,unclassified,False,11.321,"LINESTRING (18.4192774 30.5866824, 18.4193949 30.586694)",,,
1079127427,True,tertiary,False,265.379,"LINESTRING (18.4192774 30.5866824, 18.4194202 30.5856282, 18.4194308 30.5854506, 18.4194238 30.5852565, 18.4193955 30.5850888, 18.4193471 30.5849491, 18.4192783 30.5848024, 18.4191647 30.584633, 18.4190314 30.5844744, 18.4189697 30.5844037)",شارع عمر المختار,,
319714756,True,tertiary,False,11.656,"LINESTRING (18.4193949 30.586694, 18.4193816 30.5867982)",شارع عمر المختار,,
319715855,True,unclassified,False,88.434,"LINESTRING (18.4193949 30.586694, 18.4198371 30.5867568, 18.4203091 30.5868076)",,,
1079127427,True,tertiary,False,11.743,"LINESTRING (18.4192632 30.5867873, 18.4192774 30.5866824)",شارع عمر المختار,,
319715856,True,unclassified,False,11.398,"LINESTRING (18.4193816 30.5867982, 18.4192632 30.5867873)",شارع طرابلس,,
319714756,True,tertiary,False,141.00199999999998,"LINESTRING (18.4193816 30.5867982, 18.4193615 30.5870287, 18.4193467 30.5872403, 18.4193483 30.5873852, 18.4193601 30.5875256, 18.4193944 30.5876584, 18.4194478 30.5877801, 18.4195034 30.587902, 18.4195198 30.5879289, 18.4195803 30.5880278)",شارع عمر المختار,,
319715850,False,unclassified,False,20.944,"LINESTRING (18.421477 30.5869413, 18.4216896 30.5868968)",شارع طرابلس,,
319715856,True,unclassified,False,38.66,"LINESTRING (18.421477 30.5869413, 18.421394 30.5869698, 18.4213094 30.586979, 18.4211993 30.5869756, 18.4210805 30.5869688)",شارع طرابلس,,
319714756,True,tertiary,False,10.741,"LINESTRING (18.4179604 30.5831485, 18.4180298 30.5832244)",شارع عمر المختار,,
385031891,True,residential,False,42.532,"LINESTRING (18.4179604 30.5831485, 18.4183084 30.5829107)",شارع بنغازي,,
385031891,True,residential,False,12.298,"LINESTRING (18.41786 30.5832175, 18.4179604 30.5831485)",شارع بنغازي,,
319714756,True,tertiary,False,158.552,"LINESTRING (18.4180298 30.5832244, 18.419059 30.5843416)",شارع عمر المختار,,
385031893,True,residential,False,12.355,"LINESTRING (18.4180298 30.5832244, 18.417932 30.5832969)",شارع بنغازي,,
319715851,True,tertiary,False,11.201,"LINESTRING (18.417932 30.5832969, 18.41786 30.5832175)",شارع عمر المختار,,
1079127428,True,residential,False,101.867,"LINESTRING (18.417932 30.5832969, 18.4170874 30.5838542)",,,
385031888,False,residential,False,19.536,"LINESTRING (18.4170207 30.5837812, 18.4168915 30.5836452)",شارع سبها,,
385031888,False,residential,True,10.327,"LINESTRING (18.4170207 30.5837812, 18.4170874 30.5838542)",شارع سبها,,
385031891,True,residential,False,101.902,"LINESTRING (18.4170207 30.5837812, 18.4174311 30.583508, 18.41786 30.5832175)",شارع بنغازي,,
385031888,False,residential,False,10.327,"LINESTRING (18.4170874 30.5838542, 18.4170207 30.5837812)",شارع سبها,,
385031888,False,residential,True,38.316,"LINESTRING (18.4170874 30.5838542, 18.4172634 30.5840508, 18.4173155 30.5841361)",شارع سبها,,
385031888,False,residential,True,18.828,"LINESTRING (18.4127522 30.5839367, 18.4129098 30.5838354)",شارع سبها,,
664415708,False,residential,False,58.542,"LINESTRING (18.4173155 30.5841361, 18.4178013 30.5838163)",,,
385031888,False,residential,False,38.316,"LINESTRING (18.4173155 30.5841361, 18.4172634 30.5840508, 18.4170874 30.5838542)",شارع سبها,,
