osmid,lanes,name,highway,oneway,reversed,length,geometry,junction
181007299,2,شارع طريق طرابلس,trunk,False,True,30.977,"LINESTRING (13.6319061 32.4336175, 13.631579 32.4335802)",
672127561,,,residential,False,True,29.452,"LINESTRING (13.6319061 32.4336175, 13.6316608 32.4337827)",
181007299,2,شارع طريق طرابلس,trunk,False,False,29.555,"LINESTRING (13.6319061 32.4336175, 13.6320537 32.4336311, 13.63222 32.4336367)",
181000307,,,residential,False,True,53.42,"LINESTRING (13.6350589 32.4319088, 13.6344901 32.431891)",
386375709,,,residential,False,True,20.283,"LINESTRING (13.6350589 32.4319088, 13.6350412 32.4320906)",
386375709,,,residential,False,False,80.84700000000001,"LINESTRING (13.6350589 32.4319088, 13.6350984 32.4316195, 13.6351651 32.4311873)",
181000307,,,residential,False,False,46.35,"LINESTRING (13.6333054 32.4319182, 13.6337992 32.4319118)",
661058427,,,tertiary,False,True,38.296,"LINESTRING (13.6333054 32.4319182, 13.6329004 32.4319602)",
386374082,,,residential,False,True,14.665,"LINESTRING (13.6326023 32.4319599, 13.6326241 32.4318293)",
661058427,,,tertiary,False,False,27.977,"LINESTRING (13.6326023 32.4319599, 13.6329004 32.4319602)",
181005650,,شارع السلام,tertiary,False,True,99.15899999999999,"LINESTRING (13.6326023 32.4319599, 13.6325615 32.4321242, 13.6324126 32.4328371)",
1111691691,,,residential,False,True,139.053,"LINESTRING (13.6326023 32.4319599, 13.6323032 32.4319434, 13.6322361 32.4319615, 13.6321047 32.4320724, 13.6319572 32.432086, 13.6311847 32.4320136)",
181001732,,,trunk,True,False,13.24,"LINESTRING (13.6342547 32.4336016, 13.6343237 32.4335892, 13.6343942 32.4335876)",roundabout
574862746,,,trunk,True,False,5.111,"LINESTRING (13.6325563 32.4336175, 13.6326002 32.4335903)",
181007299,2,شارع طريق طرابلس,trunk,False,True,31.645000000000003,"LINESTRING (13.6325563 32.4336175, 13.6324011 32.43363, 13.63222 32.4336367)",
181001732,,,trunk,True,False,17.406,"LINESTRING (13.6346652 32.4337049, 13.6346859 32.4337277, 13.6347224 32.4337837, 13.6347453 32.4338446)",roundabout
181001732,,,trunk,True,False,44.732,"LINESTRING (13.6339842 32.4339033, 13.6340057 32.4338043, 13.634062 32.4337157, 13.6341478 32.4336459, 13.6342547 32.4336016)",roundabout
574862747,,,trunk,True,False,67.76299999999999,"LINESTRING (13.6339842 32.4339033, 13.633903 32.4337549, 13.6338401 32.4336956, 13.6337812 32.4336607, 13.633714 32.4336413, 13.6336092 32.433632, 13.6334235 32.433633)",
181001732,,,trunk,True,False,39.205000000000005,"LINESTRING (13.6347453 32.4338446, 13.6347528 32.4339325, 13.634732 32.4340189, 13.6346845 32.4340974, 13.6346137 32.4341622)",roundabout
181005653,,,trunk,True,False,142.368,"LINESTRING (13.6347453 32.4338446, 13.6348964 32.434063, 13.6349793 32.4341489, 13.6350403 32.4341981, 13.6351223 32.4342218, 13.6353048 32.4342413, 13.6356117 32.4342582, 13.6360347 32.4342757)",
181001732,,,trunk,True,False,13.487,"LINESTRING (13.6340074 32.434023, 13.6339842 32.4339033)",roundabout
181002306,,,trunk,True,False,32.666,"LINESTRING (13.6349126 32.4342936, 13.6347589 32.4342837, 13.6346622 32.4342799, 13.6345656 32.4342715)",
574862744,,,trunk_link,True,False,53.545,"LINESTRING (13.6349126 32.4342936, 13.6348044 32.434324, 13.6347027 32.4343677, 13.63461 32.4344238, 13.6345282 32.434491, 13.6344594 32.4345679)",
