osmid,highway,oneway,reversed,length,geometry,lanes
194945061,unclassified,False,True,32.348,"LINESTRING (13.0533645 27.4471058, 13.0530523 27.4470171)",
194041437,residential,False,False,100.2,"LINESTRING (13.0533645 27.4471058, 13.0531916 27.4478422, 13.0531243 27.4479786)",
194041446,residential,False,False,90.233,"LINESTRING (13.0481197 27.447558, 13.0490298 27.4476368)",
194947491,residential,False,True,37.095,"LINESTRING (13.0481197 27.447558, 13.048122 27.4478916)",
194945076,residential,False,False,99.837,"LINESTRING (13.0481197 27.447558, 13.0479441 27.4474088, 13.0478852 27.4471858, 13.04773 27.446982, 13.0476868 27.4468764, 13.0476734 27.4467824)",
194041446,residential,False,False,32.451,"LINESTRING (13.0493026 27.4476682, 13.0496295 27.4477)",
194041446,residential,False,True,27.145,"LINESTRING (13.0493026 27.4476682, 13.0490298 27.4476368)",
194041448,residential,False,True,74.175,"LINESTRING (13.0493026 27.4476682, 13.0498875 27.4480872)",
194041444,residential,False,True,42.25,"LINESTRING (13.0509458 27.4478281, 13.0508898 27.4482048)",
194041446,residential,False,False,34.191,"LINESTRING (13.0509458 27.4478281, 13.05129 27.4478634)",
194041446,residential,False,True,2.234,"LINESTRING (13.0509458 27.4478281, 13.0509233 27.4478259)",
194041440,residential,False,False,99.765,"LINESTRING (13.0498875 27.4480872, 13.0508898 27.4482048)",
194041448,residential,False,False,74.175,"LINESTRING (13.0498875 27.4480872, 13.0493026 27.4476682)",
194041448,residential,False,True,30.268,"LINESTRING (13.0498875 27.4480872, 13.0498612 27.4483584)",
194041437,residential,False,False,44.195,"LINESTRING (13.0530797 27.4480689, 13.0529083 27.4484361)",
194041437,residential,False,True,10.963,"LINESTRING (13.0530797 27.4480689, 13.0531243 27.4479786)",
194041446,residential,False,True,128.007,"LINESTRING (13.0530797 27.4480689, 13.0520238 27.4479353, 13.0517946 27.4479125)",
194041440,residential,False,True,99.765,"LINESTRING (13.0508898 27.4482048, 13.0498875 27.4480872)",
194041444,residential,False,False,42.25,"LINESTRING (13.0508898 27.4482048, 13.0509458 27.4478281)",
194041444,residential,False,True,20.186,"LINESTRING (13.0508898 27.4482048, 13.050865 27.448385)",
194041437,residential,False,False,45.865,"LINESTRING (13.0529083 27.4484361, 13.0526331 27.4487685)",
194041437,residential,False,True,44.195,"LINESTRING (13.0529083 27.4484361, 13.0530797 27.4480689)",
194041438,residential,False,False,102.033,"LINESTRING (13.0529083 27.4484361, 13.0537737 27.4489383)",
194041447,residential,False,False,36.002,"LINESTRING (13.0539449 27.448703, 13.0541428 27.448431)",
194041447,residential,False,True,31.144,"LINESTRING (13.0539449 27.448703, 13.0537737 27.4489383)",
194041437,residential,False,False,104.815,"LINESTRING (13.0526331 27.4487685, 13.053515 27.4492939)",
194041437,residential,False,True,45.865,"LINESTRING (13.0526331 27.4487685, 13.0529083 27.4484361)",
194945080,residential,False,True,88.829,"LINESTRING (13.0526331 27.4487685, 13.0517752 27.4485265)",
194041438,residential,False,True,102.033,"LINESTRING (13.0537737 27.4489383, 13.0529083 27.4484361)",
194041447,residential,False,False,31.144,"LINESTRING (13.0537737 27.4489383, 13.0539449 27.448703)",
194041447,residential,False,True,5.903,"LINESTRING (13.0537737 27.4489383, 13.0537425 27.4489836)",
194041445,residential,False,False,96.18,"LINESTRING (13.0497998 27.4489904, 13.0507688 27.4490838)",
194041448,residential,False,False,9.793,"LINESTRING (13.0497998 27.4489904, 13.049783 27.4489036)",
194041448,residential,False,True,24.921,"LINESTRING (13.0497998 27.4489904, 13.0497456 27.4492093)",
194041447,residential,False,False,5.903,"LINESTRING (13.0537425 27.4489836, 13.0537737 27.4489383)",
194041447,residential,False,True,41.164,"LINESTRING (13.0537425 27.4489836, 13.053515 27.4492939)",
194041444,residential,False,False,18.248,"LINESTRING (13.0507688 27.4490838, 13.0507912 27.4489209)",
194041445,residential,False,False,15.54,"LINESTRING (13.0507688 27.4490838, 13.0509253 27.4490994)",
