osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed
384110324,True,tertiary,False,74.552,"LINESTRING (11.8640073 32.9466839, 11.8645708 32.9471592)",,,,
660536399,False,tertiary,False,8.938,"LINESTRING (11.8640073 32.9466839, 11.8639657 32.9467563)",,,,
117100555,False,residential,True,53.876000000000005,"LINESTRING (11.8640073 32.9466839, 11.8641699 32.9463699, 11.8642368 32.9462393)",,,,
117100576,False,residential,True,8.328,"LINESTRING (11.868974 32.9431836, 11.8688936 32.9432161)",,,,
117100576,False,residential,False,109.954,"LINESTRING (11.868974 32.9431836, 11.8699727 32.942837, 11.8700629 32.9428058)",,,,
667197646,False,residential,True,56.363,"LINESTRING (11.868974 32.9431836, 11.8689358 32.9429874, 11.8688694 32.9426844)",,,,
672082056,True,residential,False,57.969,"LINESTRING (11.868974 32.9431836, 11.8690304 32.9433476, 11.8691068 32.9435462, 11.8691629 32.9436801)",,,,
117100556,False,tertiary,True,85.62,"LINESTRING (11.8636666 32.9454679, 11.8636133 32.9462366)",,,,
660156374,False,residential,False,44.471,"LINESTRING (11.8636666 32.9454679, 11.8631969 32.9455356)",,,,
117100556,False,tertiary,False,35.974000000000004,"LINESTRING (11.8636666 32.9454679, 11.8636539 32.9452769, 11.8636509 32.9451447)",,,,
660166553,False,residential,True,31.769,"LINESTRING (11.8636666 32.9454679, 11.8638525 32.945459, 11.8639355 32.9454489, 11.8639957 32.9454183)",,,,
117100570,False,residential,False,139.771,"LINESTRING (11.8635258 32.9483035, 11.8634574 32.9482747, 11.8634118 32.9482455, 11.8633246 32.9481486, 11.8632102 32.9479367, 11.8631456 32.9477723, 11.8631208 32.9476715, 11.8631074 32.9475364, 11.8631181 32.9473327, 11.8631298 32.9471579)",,,,
637556617,False,unclassified,False,61.543,"LINESTRING (11.8635258 32.9483035, 11.8633148 32.9485021, 11.8630766 32.9487086)",,,,
637556617,False,unclassified,True,80.896,"LINESTRING (11.8635258 32.9483035, 11.8637687 32.9481162, 11.8639694 32.9479537, 11.8641541 32.9478023)",,,,
672037560,False,residential,True,78.22200000000001,"LINESTRING (11.8635258 32.9483035, 11.8636546 32.9484041, 11.8638369 32.9485741, 11.8640837 32.9488273)",,,,
237986576,True,trunk,False,108.4,"LINESTRING (11.8683332 32.9490806, 11.8679689 32.9494367, 11.8675847 32.9498261)",2,A 1 طس,الطريق الساحلي,
428033651,False,unclassified,False,113.91499999999999,"LINESTRING (11.8683332 32.9490806, 11.8685246 32.9491776, 11.8688031 32.9493563, 11.8689997 32.9494946, 11.8693023 32.9497012)",,,,
660156381,False,tertiary,False,16.722,"LINESTRING (11.8636509 32.9451447, 11.863519 32.9450429)",,,,
117100556,False,tertiary,False,14.559000000000001,"LINESTRING (11.8636509 32.9451447, 11.8636662 32.9450592, 11.8636783 32.9450159)",,,,
117100556,False,tertiary,True,35.974000000000004,"LINESTRING (11.8636509 32.9451447, 11.8636539 32.9452769, 11.8636666 32.9454679)",,,,
117100555,False,residential,False,98.09500000000001,"LINESTRING (11.8639957 32.9454183, 11.8640683 32.9455149, 11.8641204 32.9456035, 11.8642122 32.9458288, 11.8642807 32.9459679, 11.8642971 32.9460691, 11.8642738 32.9461657, 11.8642368 32.9462393)",,,,
660156376,False,residential,True,199.99399999999997,"LINESTRING (11.8639957 32.9454183, 11.8640957 32.9453149, 11.8643876 32.944886, 11.8648123 32.9443525, 11.8651329 32.943896)",,,,
660166553,False,residential,False,31.769,"LINESTRING (11.8639957 32.9454183, 11.8639355 32.9454489, 11.8638525 32.945459, 11.8636666 32.9454679)",,,,
117100553,False,residential,True,42.943,"LINESTRING (11.8675952 32.9446891, 11.8680135 32.9445281)",,,,
427959025,False,residential,False,46.505,"LINESTRING (11.8675952 32.9446891, 11.8673521 32.944324)",,,,
117100553,False,residential,False,67.182,"LINESTRING (11.8675952 32.9446891, 11.8671693 32.9449329, 11.8669841 32.9450055)",,,,
427959025,False,residential,True,105.692,"LINESTRING (11.8675952 32.9446891, 11.8677465 32.9448914, 11.8679381 32.9451898, 11.8681293 32.9455262)",,,,
237986576,True,trunk,False,10.082,"LINESTRING (11.8712027 32.9466883, 11.8711098 32.9467346)",2,A 1 طس,الطريق الساحلي,
117100560,True,residential,False,4.179,"LINESTRING (11.8674225 32.9499982, 11.867397 32.9499673)",,,,
574602870,True,primary,False,5.802,"LINESTRING (11.8646925 32.9472636, 11.8647367 32.9473003)",,,,
660521656,True,primary,False,16.501,"LINESTRING (11.8646925 32.9472636, 11.8648303 32.9471706)",,,رقدالين-زلطن,
117100536,False,tertiary,True,92.868,"LINESTRING (11.8659486 32.9444633, 11.8663956 32.9452095)",,,,
117100576,False,residential,False,56.434,"LINESTRING (11.8659486 32.9444633, 11.8664818 32.9442238)",,,,
117100536,False,tertiary,False,108.86,"LINESTRING (11.8659486 32.9444633, 11.8658659 32.9443204, 11.865731 32.9441023, 11.8656434 32.9439849, 11.8655382 32.9438775, 11.8654664 32.9438293, 11.865389 32.9437885, 11.8652429 32.9437149)",,,,
117100556,False,tertiary,False,18.67,"LINESTRING (11.8645933 32.9433989, 11.8646103 32.9432316)",,,,
117100556,False,tertiary,True,26.817999999999998,"LINESTRING (11.8645933 32.9433989, 11.8645779 32.9435063, 11.864543 32.9436195, 11.8645345 32.9436339)",,,,
101521632,False,primary,True,57.316,"LINESTRING (11.8669174 32.9460948, 11.8674338 32.9458157)",,,رقدالين-زلطن,100
117100536,False,tertiary,False,109.825,"LINESTRING (11.8669174 32.9460948, 11.8663956 32.9452095)",,,,
117100536,False,tertiary,True,67.756,"LINESTRING (11.8669174 32.9460948, 11.8672412 32.9466402)",,,,
101521632,False,primary,False,133.303,"LINESTRING (11.8669174 32.9460948, 11.8665754 32.9462388, 11.8660672 32.9464369, 11.8656658 32.9466662)",,,رقدالين-زلطن,100
117100536,False,tertiary,False,3.977,"LINESTRING (11.8690171 32.9483813, 11.8689865 32.9483564)",,,,
237986576,True,trunk,False,100.607,"LINESTRING (11.8690171 32.9483813, 11.868683 32.9487108, 11.8683332 32.9490806)",2,A 1 طس,الطريق الساحلي,
101521632,False,primary,False,9.835,"LINESTRING (11.8697593 32.9447251, 11.8696751 32.9447783)",,,رقدالين-زلطن,100
101521632,False,primary,True,144.039,"LINESTRING (11.8697593 32.9447251, 11.8699551 32.9446002, 11.8701549 32.9444696, 11.8707409 32.9441208, 11.8709984 32.9439531)",,,رقدالين-زلطن,100
672082061,False,residential,False,54.846000000000004,"LINESTRING (11.8697593 32.9447251, 11.8695707 32.9444595, 11.8694686 32.9442966)",,,,
117100549,False,residential,False,20.885,"LINESTRING (11.8670423 32.9492686, 11.8671899 32.9491274)",,,,
117100549,False,residential,True,8.71,"LINESTRING (11.8670423 32.9492686, 11.8669756 32.9493234)",,,,
574602870,True,primary,False,60.285,"LINESTRING (11.8670423 32.9492686, 11.8675004 32.9496509)",,,,
