osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,access,ref,bridge
615335375,True,2,Norzin Lam SE,secondary,35,False,152.13500000000002,"LINESTRING (89.6386573 27.4716157, 89.6385622 27.4718274, 89.638455 27.4720659, 89.6384027 27.4721823, 89.6383647 27.4722666, 89.638262 27.4724949, 89.6382426 27.4725381, 89.6382332 27.4725589, 89.6381954 27.4726429, 89.6381864 27.4726629, 89.6381391 27.4727679, 89.638084 27.4728858)",,,,
91614954,False,2,Chorten Lam SE,secondary,35,False,311.6360000000001,"LINESTRING (89.6384288 27.4670005, 89.6384548 27.4671383, 89.6384808 27.467276, 89.6385173 27.4674699, 89.6385386 27.4675829, 89.6385768 27.4677652, 89.6385576 27.4679022, 89.6385152 27.4680749, 89.6384158 27.4684605, 89.6383187 27.4688629, 89.6383072 27.4689147, 89.6382981 27.468956, 89.6382902 27.4689918, 89.6382792 27.4690416, 89.638274 27.4692848, 89.6382895 27.4694514, 89.6383651 27.4697564)",,,,
438081121,True,2,Genyen Circle,secondary,,False,2.0,"LINESTRING (89.6339468 27.4712745, 89.633962 27.4712626)",roundabout,,,
91609835,True,2,Chhuba Chhu Lam SE,secondary,35,False,8.861,"LINESTRING (89.6371058 27.475356, 89.6371394 27.4752821)",,yes,,
672183788,True,2,Norzin Zur Lam 17 SE,secondary,35,False,11.443,"LINESTRING (89.6371058 27.475356, 89.6372194 27.4753768)",,yes,,
437704158,False,,Dashing Zur Lam 6 SE,residential,,False,40.904,"LINESTRING (89.6355394 27.4746741, 89.6351271 27.474713)",,,,
1078702739,False,,Dashing  Lam SE,residential,,True,53.077,"LINESTRING (89.6355394 27.4746741, 89.635569 27.4746468, 89.635602 27.4746328, 89.635768 27.4746425, 89.6360565 27.4746004)",,,,
"[1124938714, 188007426]",False,2,Dashing  Lam SE,residential,,False,117.16299999999998,"LINESTRING (89.6355394 27.4746741, 89.6355259 27.4750311, 89.6354824 27.4753213, 89.6354601 27.4753628, 89.6354354 27.4753885, 89.6353904 27.4754089, 89.6352129 27.4754353, 89.6350841 27.4754701)",,,,
91559920,True,,Norzin Zur Lam 17 SE,secondary,,False,15.596,"LINESTRING (89.6369584 27.4753053, 89.6370646 27.4753418, 89.6371058 27.475356)",,,,
91549081,True,2,Norzin Lam SE,secondary,35,False,8.6,"LINESTRING (89.636994 27.4752347, 89.6369584 27.4753053)",,,,
437704159,False,,Jangchub Lam SE,secondary,,False,8.545,"LINESTRING (89.6360565 27.4746004, 89.6360511 27.4745237)",,,,
673188947,False,,Jangchub Lam SE,secondary,,True,46.886,"LINESTRING (89.6360565 27.4746004, 89.6360729 27.4750218)",,,,
1078702739,False,,Dashing  Lam SE,residential,,False,53.077,"LINESTRING (89.6360565 27.4746004, 89.635768 27.4746425, 89.635602 27.4746328, 89.635569 27.4746468, 89.6355394 27.4746741)",,,,
120147171,False,2,Rabten Lam SW,secondary,35,False,61.746,"LINESTRING (89.6288297 27.4719517, 89.6289241 27.4716996, 89.6289407 27.4716368, 89.6289477 27.4716102, 89.6289903 27.4714813, 89.6289958 27.471418)",,,,
120147171,False,2,Rabten Lam SW,secondary,35,True,300.60600000000005,"LINESTRING (89.6288297 27.4719517, 89.6288076 27.4720622, 89.6288149 27.4722285, 89.6288549 27.4724465, 89.6289061 27.4725834, 89.6290114 27.4727791, 89.6291115 27.473018, 89.6291941 27.4733212, 89.6292134 27.4733845, 89.6292443 27.4734361, 89.6293062 27.4734991, 89.6294052 27.4735558, 89.6295351 27.4736193, 89.6296098 27.473698, 89.6296284 27.4737597, 89.6296321 27.4738319, 89.6296329 27.4738487, 89.62965 27.4740153, 89.6295708 27.4742415, 89.6295132 27.474406)",,,,
438081136,False,,Rabten Zur Lam 22 SW,residential,,False,78.968,"LINESTRING (89.6288297 27.4719517, 89.6287688 27.4719696, 89.6286964 27.4721047, 89.628655 27.4722864, 89.6286298 27.4726039)",,,,
120147171,False,2,Rabten Lam SW,secondary,35,False,93.023,"LINESTRING (89.6340804 27.4682351, 89.6341156 27.4682261, 89.6346232 27.4680954, 89.6349917 27.4680219)",,,,
120147171,False,2,Rabten Lam SW,secondary,35,True,250.076,"LINESTRING (89.6340804 27.4682351, 89.6338268 27.4683239, 89.6335041 27.4684296, 89.6332351 27.4684987, 89.6328923 27.4685617, 89.6325852 27.4686185, 89.6323141 27.4687009, 89.6321248 27.4687784, 89.6320029 27.4688543, 89.6317491 27.4690419)",,,,
1093394168,False,1,Zeri Lam SW,tertiary,,False,70.40700000000001,"LINESTRING (89.6340804 27.4682351, 89.6340277 27.4686642, 89.6339597 27.4688565)",,,,
1093394168,False,1,Zeri Lam SW,tertiary,,True,146.808,"LINESTRING (89.6340804 27.4682351, 89.6340927 27.468132, 89.6341319 27.4680672, 89.634203 27.4679522, 89.6342355 27.4679163, 89.6342742 27.4678703, 89.6343031 27.4678183, 89.6343219 27.4677643, 89.6343302 27.4676964, 89.6342652 27.4672713, 89.6342329 27.4670901, 89.6342084 27.466979)",,,,
120147171,False,2,Rabten Lam SW,secondary,35,False,300.60600000000005,"LINESTRING (89.6295132 27.474406, 89.6295708 27.4742415, 89.62965 27.4740153, 89.6296329 27.4738487, 89.6296321 27.4738319, 89.6296284 27.4737597, 89.6296098 27.473698, 89.6295351 27.4736193, 89.6294052 27.4735558, 89.6293062 27.4734991, 89.6292443 27.4734361, 89.6292134 27.4733845, 89.6291941 27.4733212, 89.6291115 27.473018, 89.6290114 27.4727791, 89.6289061 27.4725834, 89.6288549 27.4724465, 89.6288149 27.4722285, 89.6288076 27.4720622, 89.6288297 27.4719517)",,,,
120415767,False,2,Genyen Lam SW,secondary,,False,245.77200000000005,"LINESTRING (89.6295132 27.474406, 89.6296587 27.4743797, 89.6296944 27.4743816, 89.6298514 27.47439, 89.629889 27.4743684, 89.6299094 27.4743566, 89.6299572 27.4743145, 89.6300189 27.474222, 89.6300858 27.4740485, 89.6301309 27.4739754, 89.630233 27.4738771, 89.6302961 27.4737913, 89.6303625 27.473702, 89.6303963 27.4735782, 89.6304202 27.4732813, 89.6304347 27.4732367, 89.6304765 27.473195, 89.630549 27.4731665, 89.6307132 27.473164, 89.63108 27.4731725)",,,,
120147171,False,2,Rabten Lam SW,secondary,35,False,92.973,"LINESTRING (89.6361901 27.4675346, 89.6362448 27.46753, 89.6363155 27.4675384, 89.6363974 27.4675627, 89.636529 27.4676234, 89.6366257 27.4676679, 89.6369848 27.4678652, 89.6370274 27.4678886)",,,,
120147171,False,2,Rabten Lam SW,secondary,35,True,134.35599999999997,"LINESTRING (89.6361901 27.4675346, 89.6359746 27.4676525, 89.6357571 27.4677859, 89.635533 27.4679582, 89.6354475 27.4679808, 89.6352963 27.467987, 89.6349917 27.4680219)",,,,
438081185,False,,Rabten Zur Lam 54 SW,residential,,False,108.207,"LINESTRING (89.6361901 27.4675346, 89.635992 27.4674269, 89.6357524 27.467319, 89.6354085 27.4671877, 89.6352027 27.4671154)",,,,
120147171,False,2,Rabten Lam SW,secondary,35,True,92.973,"LINESTRING (89.6370274 27.4678886, 89.6369848 27.4678652, 89.6366257 27.4676679, 89.636529 27.4676234, 89.6363974 27.4675627, 89.6363155 27.4675384, 89.6362448 27.46753, 89.6361901 27.4675346)",,,,
182435997,True,2,S Doebum Lam,secondary,,False,310.41999999999996,"LINESTRING (89.6370274 27.4678886, 89.6364799 27.4684325, 89.6356478 27.4692511, 89.6353269 27.4696195, 89.6349862 27.4700108)",,,,
91614954,False,2,Chorten Lam SE,secondary,35,False,58.563,"LINESTRING (89.6383651 27.4697564, 89.6384426 27.4702245, 89.6384512 27.4702775)",,,,
91614954,False,2,Chorten Lam SE,secondary,35,True,311.63599999999997,"LINESTRING (89.6383651 27.4697564, 89.6382895 27.4694514, 89.638274 27.4692848, 89.6382792 27.4690416, 89.6382902 27.4689918, 89.6382981 27.468956, 89.6383072 27.4689147, 89.6383187 27.4688629, 89.6384158 27.4684605, 89.6385152 27.4680749, 89.6385576 27.4679022, 89.6385768 27.4677652, 89.6385386 27.4675829, 89.6385173 27.4674699, 89.6384808 27.467276, 89.6384548 27.4671383, 89.6384288 27.4670005)",,,,
