osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,junction,width
8026753,True,Pennant Street,primary_link,60,False,115.15100000000001,"LINESTRING (151.0181646 -33.8084294, 151.0184555 -33.808417, 151.0185929 -33.8084038, 151.0187563 -33.808372, 151.0189253 -33.8083259, 151.01898 -33.808311, 151.0190319 -33.8082968, 151.0191273 -33.8082708, 151.0191681 -33.8082615, 151.0193766 -33.8082142)",,,,,
257202780,True,Victoria Road,primary,60,False,65.65400000000001,"LINESTRING (151.0181646 -33.8084294, 151.0183358 -33.8084299, 151.0184465 -33.8084362, 151.0185931 -33.8084526, 151.0187131 -33.80847, 151.0188687 -33.8084959)",,,,,
"[164770658, 164971683, 261318631, 716028875, 903043952, 903043953, 224438967]",True,Victoria Road,"['primary', 'trunk']",60,False,376.54300000000006,"LINESTRING (151.0225398 -33.8091083, 151.0228437 -33.8091391, 151.0230989 -33.8091571, 151.0232097 -33.8091624, 151.0236046 -33.8091774, 151.024037 -33.8091773, 151.024355 -33.8091666, 151.0249904 -33.8091402, 151.0258822 -33.8090894, 151.0259683 -33.8090843, 151.0261138 -33.8090767, 151.0266069 -33.8090508)","['2', '3']",A40,yes,,
"[716028872, 1247626362]",True,James Ruse Drive,trunk,70,False,97.38900000000001,"LINESTRING (151.0237596 -33.8080359, 151.0237906 -33.8078651, 151.0239102 -33.8072125, 151.023918 -33.80717)","['4', '3']",A40,,,
173781314,True,,primary,,False,10.23,"LINESTRING (151.0242532 -33.8041234, 151.0242481 -33.8040315)",,,,,
80104693,True,Kissing Point Road,primary,60,False,46.438,"LINESTRING (151.0242532 -33.8041234, 151.0240854 -33.8041767, 151.0238231 -33.8042674, 151.0237864 -33.804278)",,,,,
1116229773,True,,trunk_link,,False,30.154,"LINESTRING (151.0242481 -33.8040315, 151.0242204 -33.8037613)",1,,,,
"[173781297, 224449084, 173781310]",True,Kissing Point Road,primary,60,False,114.919,"LINESTRING (151.0242481 -33.8040315, 151.024349 -33.8040155, 151.0245336 -33.8039999, 151.0247272 -33.8039865, 151.024895 -33.8039951, 151.0250997 -33.804013, 151.025483 -33.8040589)",2,,yes,,
5234199,True,,trunk_link,,False,111.035,"LINESTRING (151.0233379 -33.804377, 151.0233587 -33.8043292, 151.0239029 -33.8040668, 151.0240874 -33.8039827, 151.0241565 -33.8039067, 151.0242204 -33.8037613)",,,,,
911505027,True,Kissing Point Road,primary,60,False,92.874,"LINESTRING (151.0233379 -33.804377, 151.0236872 -33.8042083, 151.0238229 -33.8041522, 151.0240363 -33.804085, 151.0242481 -33.8040315)",,,,,
5234210,True,,trunk_link,70,False,257.02200000000005,"LINESTRING (151.0265615 -33.8043513, 151.0262845 -33.8043563, 151.0251268 -33.8041969, 151.0249869 -33.8041935, 151.0249068 -33.8042111, 151.0248586 -33.8042323, 151.024804 -33.8042541, 151.0247737 -33.80427, 151.0247348 -33.8042972, 151.0247135 -33.8043237, 151.0246965 -33.8043376, 151.0246814 -33.8043646, 151.0246749 -33.804393, 151.0246637 -33.8044338, 151.0245966 -33.8047397, 151.0245741 -33.8048671, 151.0244684 -33.8050025)",1,,,,
"[626908533, 224449082, 782094532, 164770365]",True,Kissing Point Road,primary,60,False,208.015,"LINESTRING (151.0265615 -33.8043513, 151.0257834 -33.8042163, 151.025275 -33.8041141, 151.0251055 -33.8040858, 151.02495 -33.804072, 151.0248313 -33.804073, 151.024735 -33.8040735, 151.0247064 -33.8040736, 151.0243477 -33.8041035)","['2', '3']",,yes,,
13869867,True,James Ruse Drive,trunk,70,False,400.418,"LINESTRING (151.0244684 -33.8050025, 151.0243584 -33.8055923, 151.0242905 -33.8060003, 151.0237912 -33.8085592)",4,A40,,,
"[903043961, 716028874, 903043964]",True,James Ruse Drive,primary,70,False,290.1859999999999,"LINESTRING (151.0229839 -33.8114775, 151.0230561 -33.8113176, 151.0232479 -33.8105857, 151.0235193 -33.8093352, 151.0235622 -33.8091296, 151.023576 -33.8090657, 151.0236084 -33.8089226)",2,,,,
"[5721443, 716028876, 787582877]",True,,primary_link,60,False,230.915,"LINESTRING (151.0229839 -33.8114775, 151.0229724 -33.8112986, 151.0229838 -33.8110664, 151.0229906 -33.810908, 151.0229848 -33.8108236, 151.022954 -33.8106697, 151.0228736 -33.8104909, 151.0227227 -33.8103281, 151.0225693 -33.8101787, 151.0224291 -33.8100413, 151.0223706 -33.8099582, 151.0223242 -33.8098742, 151.0222951 -33.8097831, 151.0222847 -33.8096905, 151.0222915 -33.8095734)","['2', '3']",,,,
5720814,True,,trunk_link,,False,128.46800000000002,"LINESTRING (151.023918 -33.80717, 151.0239162 -33.8071343, 151.0239074 -33.8069556, 151.0239012 -33.806829, 151.023969 -33.80644, 151.0240378 -33.8060229)",1,,,,
782094833,True,,trunk_link,,False,16.708,"LINESTRING (151.0240378 -33.8060229, 151.0240621 -33.805874)",2,,,,
911505019,True,,tertiary_link,,False,15.728,"LINESTRING (151.0240378 -33.8060229, 151.0240131 -33.8059739, 151.023985 -33.8059496, 151.023921 -33.8059371)",,,,,
1247626361,False,Pennant Street,primary,60,False,9.084,"LINESTRING (151.0217055 -33.8055984, 151.0217494 -33.8055253)",,,,,
5720827,False,Collett Parade,tertiary,,True,208.13799999999998,"LINESTRING (151.0217055 -33.8055984, 151.0221282 -33.805663, 151.023921 -33.8059371)",,,,,
30132332,False,Pennant Street,primary,60,True,188.148,"LINESTRING (151.0217055 -33.8055984, 151.0213277 -33.8062621, 151.0210771 -33.8066717, 151.0209235 -33.8069227, 151.0208626 -33.8070314, 151.0208133 -33.8071192)",,,,,
30132345,False,Brabyn Street,residential,,False,284.094,"LINESTRING (151.0164961 -33.8075867, 151.0170961 -33.8050809)",,,,,
310462378,False,Mason Street,residential,,False,117.84,"LINESTRING (151.0164961 -33.8075867, 151.0177651 -33.8074805)",,,,,
30132345,False,Brabyn Street,residential,,True,114.188,"LINESTRING (151.0164961 -33.8075867, 151.016235 -33.8085195, 151.0162201 -33.8085876)",,,,,
310462378,False,Mason Street,residential,,True,117.84,"LINESTRING (151.0177651 -33.8074805, 151.0164961 -33.8075867)",,,,,
14457225,False,Gaggin Street,residential,,False,185.73800000000003,"LINESTRING (151.0177651 -33.8074805, 151.0181171 -33.8062505, 151.0181589 -33.8061759, 151.0182019 -33.8061491, 151.0183239 -33.8061369, 151.0185344 -33.8061642)",,,,,
14457225,False,Gaggin Street,residential,,True,114.50699999999999,"LINESTRING (151.0177651 -33.8074805, 151.0176565 -33.8078684, 151.0175317 -33.8083215, 151.0175113 -33.8083954, 151.0175074 -33.8084095, 151.0174869 -33.808484)",,,,,
310462378,False,Mason Street,residential,,False,180.519,"LINESTRING (151.0177651 -33.8074805, 151.0182461 -33.8074362, 151.0185861 -33.8074445, 151.0186055 -33.8074401, 151.018622 -33.8074298, 151.018633 -33.8074133, 151.0186364 -33.8073911, 151.0186324 -33.8072791, 151.0186498 -33.8072456, 151.0186686 -33.80721, 151.0187021 -33.8071799, 151.0187437 -33.8071543, 151.0187852 -33.8071387, 151.0188284 -33.8071288, 151.0188721 -33.8071276, 151.0189217 -33.8071315, 151.0189599 -33.8071413, 151.0190202 -33.8071623, 151.0193817 -33.8073455)",,,,,
14457324,False,Webb Street,residential,50,False,21.213,"LINESTRING (151.018703 -33.8052963, 151.018742 -33.8051083)",2,,,,
14457324,False,Webb Street,residential,50,True,97.755,"LINESTRING (151.018703 -33.8052963, 151.0185344 -33.8061642)",2,,,,
172805746,False,Albert Street East,residential,,False,150.39,"LINESTRING (151.018703 -33.8052963, 151.0170961 -33.8050809)",,,,,
176728449,False,Morton Street,residential,,False,202.327,"LINESTRING (151.0177173 -33.8104178, 151.0182214 -33.8086471)",,,,,
7695471,False,Pemberton Lane,residential,,False,126.89,"LINESTRING (151.0177173 -33.8104178, 151.0178314 -33.8104366, 151.0190646 -33.8106393)",,,,,
7695471,False,Pemberton Lane,residential,,True,122.49300000000001,"LINESTRING (151.0203652 -33.8108532, 151.0202302 -33.810831, 151.019371 -33.8106897, 151.0191704 -33.8106567, 151.0190646 -33.8106393)",,,,,
42918049,False,Pemberton Street,residential,50,False,219.274,"LINESTRING (151.0203652 -33.8108532, 151.0209182 -33.8090018, 151.0209224 -33.8089879, 151.0209369 -33.8089393)",,,,,
8026764,False,Pemberton Street,tertiary,,False,114.427,"LINESTRING (151.0202685 -33.8078575, 151.020329 -33.8078939, 151.0205269 -33.8079957, 151.020668 -33.8080624, 151.0207586 -33.8081197, 151.0208338 -33.8081998, 151.020837 -33.8082045, 151.0208881 -33.80828, 151.02093 -33.8083645, 151.0209606 -33.8084537, 151.0209777 -33.8085335, 151.0209767 -33.8086188)",,,,,
30132332,False,Pennant Street,primary,60,False,96.492,"LINESTRING (151.0202685 -33.8078575, 151.0203008 -33.8078197, 151.0204938 -33.8075937, 151.0205526 -33.8075249, 151.0207898 -33.8071557, 151.0208133 -33.8071192)",,,,,
706325697,False,Pennant Street,primary,60,True,92.43,"LINESTRING (151.0202685 -33.8078575, 151.0201626 -33.8079395, 151.0201154 -33.8079664, 151.0200744 -33.8079898, 151.0199797 -33.808027, 151.0199698 -33.8080309, 151.0198502 -33.8080698, 151.0196094 -33.8081407, 151.0195069 -33.8081718, 151.0193899 -33.8082099, 151.0193766 -33.8082142)",,,,,
22673072,True,Kissing Point Road,primary,60,False,40.524,"LINESTRING (151.0224842 -33.8048864, 151.0228344 -33.804667)",,,,,
1247626361,False,Pennant Street,primary,60,True,100.504,"LINESTRING (151.0224842 -33.8048864, 151.022359 -33.8049429, 151.0222184 -33.8050144, 151.0220953 -33.8051006, 151.021972 -33.805217, 151.0218808 -33.8053342, 151.0217494 -33.8055253)",,,,,
8026761,True,Pennant Street,primary_link,60,False,30.658,"LINESTRING (151.0193766 -33.8082142, 151.0192598 -33.8082688, 151.0190864 -33.8083479)",,,,,
706325697,False,Pennant Street,primary,60,False,92.42999999999999,"LINESTRING (151.0193766 -33.8082142, 151.0193899 -33.8082099, 151.0195069 -33.8081718, 151.0196094 -33.8081407, 151.0198502 -33.8080698, 151.0199698 -33.8080309, 151.0199797 -33.808027, 151.0200744 -33.8079898, 151.0201154 -33.8079664, 151.0201626 -33.8079395, 151.0202685 -33.8078575)",,,,,
706307156,True,Victoria Road,primary,60,False,28.425,"LINESTRING (151.0188687 -33.8084959, 151.0191698 -33.8085484)",,,,,
"[338807369, 370532393]",True,,primary_link,60,False,24.019000000000002,"LINESTRING (151.0188687 -33.8084959, 151.0188365 -33.8085146, 151.0188008 -33.8085288, 151.0187574 -33.8085391, 151.0187118 -33.8085433, 151.0186223 -33.8085348)",,,,,
173043477,False,Webb Street,tertiary,50,False,96.06,"LINESTRING (151.0189819 -33.8038774, 151.0191516 -33.8030251)",2,,,,
173043476,True,,tertiary,50,False,10.436,"LINESTRING (151.0189819 -33.8038774, 151.019017 -33.8038888, 151.0190444 -33.8039101, 151.0190604 -33.8039385)",,,,roundabout,
7695471,False,Pemberton Lane,residential,,False,122.49300000000001,"LINESTRING (151.0190646 -33.8106393, 151.0191704 -33.8106567, 151.019371 -33.8106897, 151.0202302 -33.810831, 151.0203652 -33.8108532)",,,,,
7695471,False,Pemberton Lane,residential,,True,126.89,"LINESTRING (151.0190646 -33.8106393, 151.0178314 -33.8104366, 151.0177173 -33.8104178)",,,,,
14456232,False,Grandview Street,residential,,False,221.852,"LINESTRING (151.0190646 -33.8106393, 151.0195825 -33.8087682, 151.0196028 -33.8086949)",,,,,
30132345,False,Brabyn Street,residential,,False,114.188,"LINESTRING (151.0162201 -33.8085876, 151.016235 -33.8085195, 151.0164961 -33.8075867)",,,,,
610341959,True,Victoria Road,primary,60,False,117.61099999999999,"LINESTRING (151.0162201 -33.8085876, 151.0166323 -33.8085541, 151.0169501 -33.8085313, 151.0174869 -33.808484)",,,,,
14457225,False,Gaggin Street,residential,,False,114.507,"LINESTRING (151.0174869 -33.808484, 151.0175074 -33.8084095, 151.0175113 -33.8083954, 151.0175317 -33.8083215, 151.0176565 -33.8078684, 151.0177651 -33.8074805)",,,,,
610341959,True,Victoria Road,primary,60,False,62.908,"LINESTRING (151.0174869 -33.808484, 151.0180875 -33.8084353, 151.0181646 -33.8084294)",,,,,
14457324,False,Webb Street,residential,50,False,97.755,"LINESTRING (151.0185344 -33.8061642, 151.018703 -33.8052963)",2,,,,
14457225,False,Gaggin Street,residential,,True,185.738,"LINESTRING (151.0185344 -33.8061642, 151.0183239 -33.8061369, 151.0182019 -33.8061491, 151.0181589 -33.8061759, 151.0181171 -33.8062505, 151.0177651 -33.8074805)",,,,,
618510402,False,Symonds Avenue,residential,,False,60.819,"LINESTRING (151.0185344 -33.8061642, 151.0186605 -33.8061792, 151.0188839 -33.8062461, 151.0191501 -33.8063486)",2,,,,6.5
14457458,False,Murray Street,residential,50,False,236.344,"LINESTRING (151.0216678 -33.8034073, 151.0191516 -33.8030251)",,,,,
36336029,False,Barton Street,residential,,True,100.113,"LINESTRING (151.0216678 -33.8034073, 151.0214719 -33.8042928)",,,,,
14457458,False,Murray Street,residential,50,True,236.344,"LINESTRING (151.0191516 -33.8030251, 151.0216678 -33.8034073)",,,,,
173043477,False,Webb Street,tertiary,50,True,96.06,"LINESTRING (151.0191516 -33.8030251, 151.0189819 -33.8038774)",2,,,,
"[903043960, 903043959, 787582874, 164770367]",True,,trunk_link,70,False,312.98199999999997,"LINESTRING (151.0232072 -33.8092374, 151.0230618 -33.8092435, 151.0230095 -33.8092484, 151.0229299 -33.8092558, 151.0227924 -33.809276, 151.0226842 -33.8093121, 151.0225769 -33.809368, 151.0224902 -33.8094679, 151.0224358 -33.8095869, 151.0224382 -33.809717, 151.0224849 -33.8098361, 151.022583 -33.8099323, 151.0226965 -33.8100037, 151.0228283 -33.8100335, 151.0229889 -33.8100255, 151.0231126 -33.8099794, 151.023213 -33.8099079, 151.0232201 -33.8099028, 151.0232737 -33.8098335, 151.0233375 -33.809711, 151.0233829 -33.8095803, 151.0234298 -33.8094071, 151.0234528 -33.8093332, 151.0235081 -33.8091295, 151.023527 -33.8090891, 151.0236084 -33.8089226)",1,A40,,,
224480215,True,Victoria Road,primary,60,False,74.188,"LINESTRING (151.0232072 -33.8092374, 151.023018 -33.8092249, 151.022824 -33.8092083, 151.022616 -33.8091863, 151.0224098 -33.8091608)",,,,,
1247626361,False,Pennant Street,primary,60,True,9.084,"LINESTRING (151.0217494 -33.8055253, 151.0217055 -33.8055984)",,,,,
22673273,False,Bowden Street,residential,,False,137.56099999999998,"LINESTRING (151.0217494 -33.8055253, 151.0215613 -33.8054838, 151.0202842 -33.8053095)",,,,,
1247626361,False,Pennant Street,primary,60,False,100.50399999999999,"LINESTRING (151.0217494 -33.8055253, 151.0218808 -33.8053342, 151.021972 -33.805217, 151.0220953 -33.8051006, 151.0222184 -33.8050144, 151.022359 -33.8049429, 151.0224842 -33.8048864)",,,,,
14457324,False,Webb Street,residential,50,False,120.297,"LINESTRING (151.018742 -33.8051083, 151.0189556 -33.8040411)",2,,,,
14457324,False,Webb Street,residential,50,True,21.213,"LINESTRING (151.018742 -33.8051083, 151.018703 -33.8052963)",2,,,,
22673273,False,Bowden Street,residential,,True,144.238,"LINESTRING (151.018742 -33.8051083, 151.0202842 -33.8053095)",,,,,
30132332,False,Pennant Street,primary,60,False,188.148,"LINESTRING (151.0208133 -33.8071192, 151.0208626 -33.8070314, 151.0209235 -33.8069227, 151.0210771 -33.8066717, 151.0213277 -33.8062621, 151.0217055 -33.8055984)",,,,,
30132332,False,Pennant Street,primary,60,True,96.49199999999999,"LINESTRING (151.0208133 -33.8071192, 151.0207898 -33.8071557, 151.0205526 -33.8075249, 151.0204938 -33.8075937, 151.0203008 -33.8078197, 151.0202685 -33.8078575)",,,,,
618510402,False,Symonds Avenue,residential,,True,99.35,"LINESTRING (151.0208133 -33.8071192, 151.0201692 -33.8068627, 151.0198684 -33.8066968)",2,,,,6.5
22673276,False,Cameron Place,residential,,False,48.252,"LINESTRING (151.0191501 -33.8063486, 151.0193813 -33.8059595)",2,,,,6.5
618510402,False,Symonds Avenue,residential,,False,76.835,"LINESTRING (151.0191501 -33.8063486, 151.0198684 -33.8066968)",2,,,,6.5
618510402,False,Symonds Avenue,residential,,True,60.819,"LINESTRING (151.0191501 -33.8063486, 151.0188839 -33.8062461, 151.0186605 -33.8061792, 151.0185344 -33.8061642)",2,,,,6.5
22673276,False,Cameron Place,residential,,True,48.252,"LINESTRING (151.0193813 -33.8059595, 151.0191501 -33.8063486)",2,,,,6.5
618510402,False,Symonds Avenue,residential,,True,76.835,"LINESTRING (151.0198684 -33.8066968, 151.0191501 -33.8063486)",2,,,,6.5
22673277,False,Barham Street,residential,,False,160.857,"LINESTRING (151.0198684 -33.8066968, 151.0200213 -33.8065107, 151.0200593 -33.8063887, 151.0202842 -33.8053095)",,,,,
618510402,False,Symonds Avenue,residential,,False,99.35,"LINESTRING (151.0198684 -33.8066968, 151.0201692 -33.8068627, 151.0208133 -33.8071192)",2,,,,6.5
22673273,False,Bowden Street,residential,,False,144.238,"LINESTRING (151.0202842 -33.8053095, 151.018742 -33.8051083)",,,,,
22673273,False,Bowden Street,residential,,True,137.56099999999998,"LINESTRING (151.0202842 -33.8053095, 151.0215613 -33.8054838, 151.0217494 -33.8055253)",,,,,
