osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,ref,bridge
198025512,False,Onkaparinga Valley Scenic Drive,primary,True,44.723,,50,"LINESTRING (138.8757453 -34.9515737, 138.8756569 -34.9517648, 138.8755646 -34.9519476)",B34,
181690680,False,Langbein Avenue,residential,False,115.462,,,"LINESTRING (138.8766151 -34.9496934, 138.875421 -34.9493466)",,
198025512,False,Onkaparinga Valley Scenic Drive,primary,False,54.873,,50,"LINESTRING (138.8766151 -34.9496934, 138.8768362 -34.9492344)",B34,
198025512,False,Onkaparinga Valley Scenic Drive,primary,True,22.532,,50,"LINESTRING (138.8766151 -34.9496934, 138.8765357 -34.9498853)",B34,
198025512,False,Onkaparinga Valley Scenic Drive,primary,True,54.873,,50,"LINESTRING (138.8768362 -34.9492344, 138.8766151 -34.9496934)",B34,
24295039,False,St Marks Drive,residential,False,251.241,,,"LINESTRING (138.8768362 -34.9492344, 138.8772622 -34.9493718, 138.8776803 -34.9495603, 138.8788007 -34.949903, 138.8790724 -34.9498893, 138.8792801 -34.9496548)",,
"[198025512, 475101539]",False,Onkaparinga Valley Scenic Drive,primary,False,148.40300000000002,,"['60', '50']","LINESTRING (138.8768362 -34.9492344, 138.8768532 -34.949198, 138.8771222 -34.9486213, 138.8774106 -34.9479856)",B34,
108907304,False,Post Office Road,residential,True,100.127,,,"LINESTRING (138.8757751 -34.9484942, 138.875421 -34.9493466)",,
108907304,False,Post Office Road,residential,False,114.918,,,"LINESTRING (138.8750489 -34.9503232, 138.8750447 -34.9501827, 138.875074 -34.9500799, 138.8752287 -34.949703, 138.875421 -34.9493466)",,
108907304,False,Post Office Road,residential,True,107.568,,,"LINESTRING (138.8750489 -34.9503232, 138.8750489 -34.9505288, 138.8750238 -34.9506487, 138.8747566 -34.9512502)",,
181690679,False,Station Road,residential,True,109.124,,,"LINESTRING (138.8750489 -34.9503232, 138.8755751 -34.9504566, 138.8761741 -34.950656)",,
108907304,False,Post Office Road,residential,False,100.127,,,"LINESTRING (138.875421 -34.9493466, 138.8757751 -34.9484942)",,
181690680,False,Langbein Avenue,residential,True,115.462,,,"LINESTRING (138.875421 -34.9493466, 138.8766151 -34.9496934)",,
108907304,False,Post Office Road,residential,True,114.918,,,"LINESTRING (138.875421 -34.9493466, 138.8752287 -34.949703, 138.875074 -34.9500799, 138.8750447 -34.9501827, 138.8750489 -34.9503232)",,
108907304,False,Post Office Road,residential,False,107.568,,,"LINESTRING (138.8747566 -34.9512502, 138.8750238 -34.9506487, 138.8750489 -34.9505288, 138.8750489 -34.9503232)",,
108907304,False,Post Office Road,residential,True,121.767,,,"LINESTRING (138.8747566 -34.9512502, 138.8744678 -34.9519714, 138.8743412 -34.952291)",,
24295039,False,St Marks Drive,residential,False,97.955,,,"LINESTRING (138.8792801 -34.9496548, 138.87985 -34.9489777, 138.8799044 -34.9489401)",,
24295039,False,St Marks Drive,residential,True,251.24099999999999,,,"LINESTRING (138.8792801 -34.9496548, 138.8790724 -34.9498893, 138.8788007 -34.949903, 138.8776803 -34.9495603, 138.8772622 -34.9493718, 138.8768362 -34.9492344)",,
108907338,False,Turnbull Court,residential,False,114.55199999999999,,,"LINESTRING (138.8792801 -34.9496548, 138.8794129 -34.9497268, 138.8799963 -34.9499594, 138.8801565 -34.9500003, 138.8802662 -34.9500187, 138.8803452 -34.9500316, 138.8804332 -34.9500397)",,
15242267,False,Moffett Street,residential,False,114.046,,,"LINESTRING (138.879155 -34.9530743, 138.87799 -34.9526999)",,
24295039,False,St Marks Drive,residential,True,97.955,,,"LINESTRING (138.8799044 -34.9489401, 138.87985 -34.9489777, 138.8792801 -34.9496548)",,
108907337,False,Clayfield Court,residential,False,148.427,,,"LINESTRING (138.8799044 -34.9489401, 138.8798375 -34.9488749, 138.879779 -34.9488441, 138.8789972 -34.948546, 138.8784704 -34.9483232)",,
108907338,False,Turnbull Court,residential,True,114.55199999999999,,,"LINESTRING (138.8804332 -34.9500397, 138.8803452 -34.9500316, 138.8802662 -34.9500187, 138.8801565 -34.9500003, 138.8799963 -34.9499594, 138.8794129 -34.9497268, 138.8792801 -34.9496548)",,
108907337,False,Clayfield Court,residential,True,148.427,,,"LINESTRING (138.8784704 -34.9483232, 138.8789972 -34.948546, 138.879779 -34.9488441, 138.8798375 -34.9488749, 138.8799044 -34.9489401)",,
108907304,False,Post Office Road,residential,False,121.767,,,"LINESTRING (138.8743412 -34.952291, 138.8744678 -34.9519714, 138.8747566 -34.9512502)",,
"[181992160, 179439673, 179439539]",False,Tiers Road,tertiary,True,251.43200000000002,,,"LINESTRING (138.8743412 -34.952291, 138.8742861 -34.9522737, 138.8741559 -34.9522329, 138.8731357 -34.9519277, 138.8727388 -34.9517991, 138.8717684 -34.9514757)",,yes
393290875,False,Tiers Road,tertiary,False,91.25399999999999,,,"LINESTRING (138.8743412 -34.952291, 138.8744078 -34.9523122, 138.874719 -34.9524114, 138.8752696 -34.9525982)",,
111167746,False,,unclassified,False,65.179,,,"LINESTRING (138.8749346 -34.954947, 138.8742674 -34.9547359)",,
111167746,False,,unclassified,True,65.179,,,"LINESTRING (138.8742674 -34.9547359, 138.8749346 -34.954947)",,
"[740807110, 1181348529, 1181348530, 1181348531, 740805910]",False,Onkaparinga Valley Scenic Drive,primary,False,210.446,,50,"LINESTRING (138.8742674 -34.9547359, 138.8743534 -34.9545608, 138.8743783 -34.9545102, 138.8744032 -34.9544595, 138.874539 -34.9541831, 138.8747514 -34.9537233, 138.8749496 -34.9532945, 138.8750754 -34.9530222, 138.8750993 -34.9529705)",B34,yes
475101539,False,Onkaparinga Valley Scenic Drive,primary,False,125.726,,60,"LINESTRING (138.8774106 -34.9479856, 138.8778827 -34.9469232)",B34,
"[198025512, 475101539]",False,Onkaparinga Valley Scenic Drive,primary,True,148.40300000000002,,"['60', '50']","LINESTRING (138.8774106 -34.9479856, 138.8771222 -34.9486213, 138.8768532 -34.949198, 138.8768362 -34.9492344)",B34,
393290875,False,Tiers Road,tertiary,True,91.254,,,"LINESTRING (138.8752696 -34.9525982, 138.874719 -34.9524114, 138.8744078 -34.9523122, 138.8743412 -34.952291)",,
740805908,False,Onkaparinga Valley Scenic Drive,primary,True,44.212,,50,"LINESTRING (138.8752696 -34.9525982, 138.8751778 -34.9528007, 138.8750993 -34.9529705)",B34,
740805909,False,Onkaparinga Valley Scenic Drive,primary,False,77.178,,50,"LINESTRING (138.8752696 -34.9525982, 138.8755291 -34.9520259, 138.8755646 -34.9519476)",B34,
198025512,False,Onkaparinga Valley Scenic Drive,primary,True,31.105,,50,"LINESTRING (138.8761741 -34.950656, 138.876051 -34.9509169)",B34,
181690679,False,Station Road,residential,False,109.124,,,"LINESTRING (138.8761741 -34.950656, 138.8755751 -34.9504566, 138.8750489 -34.9503232)",,
198025512,False,Onkaparinga Valley Scenic Drive,primary,False,91.81700000000001,,50,"LINESTRING (138.8761741 -34.950656, 138.8762122 -34.9505751, 138.8765357 -34.9498853)",B34,
"[790385227, 181690925]",False,Nairne Road,secondary,True,233.286,2,50,"LINESTRING (138.8750993 -34.9529705, 138.8754743 -34.9530877, 138.87585 -34.9532052, 138.8762943 -34.9533487, 138.8771063 -34.9536109, 138.8774832 -34.9537345)",,
740805908,False,Onkaparinga Valley Scenic Drive,primary,False,44.212,,50,"LINESTRING (138.8750993 -34.9529705, 138.8751778 -34.9528007, 138.8752696 -34.9525982)",B34,
"[740807110, 1181348529, 1181348530, 1181348531, 740805910]",False,Onkaparinga Valley Scenic Drive,primary,True,210.44600000000003,,50,"LINESTRING (138.8750993 -34.9529705, 138.8750754 -34.9530222, 138.8749496 -34.9532945, 138.8747514 -34.9537233, 138.874539 -34.9541831, 138.8744032 -34.9544595, 138.8743783 -34.9545102, 138.8743534 -34.9545608, 138.8742674 -34.9547359)",B34,yes
"[181992160, 179439673, 179439539]",False,Tiers Road,tertiary,False,251.43200000000002,,,"LINESTRING (138.8717684 -34.9514757, 138.8727388 -34.9517991, 138.8731357 -34.9519277, 138.8741559 -34.9522329, 138.8742861 -34.9522737, 138.8743412 -34.952291)",,yes
