osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,junction
228061652,William Street,residential,50,False,True,10.695,,,"LINESTRING (149.5834535 -33.4160677, 149.5835392 -33.4160034)",
"[228061609, 228061613]",Durham Street,trunk,60,True,False,231.506,2,A32,"LINESTRING (149.5834535 -33.4160677, 149.5833506 -33.4159645, 149.583275 -33.4158841, 149.5831336 -33.4157416, 149.5830159 -33.415619, 149.5828392 -33.415444, 149.582434 -33.4150361, 149.5818697 -33.4144594)",
228061649,William Street,residential,50,False,False,225.96,,,"LINESTRING (149.5834535 -33.4160677, 149.5833818 -33.4161179, 149.5832971 -33.4161772, 149.5832429 -33.4162151, 149.5831195 -33.4163015, 149.5830997 -33.4163153, 149.5828768 -33.4164714, 149.581724 -33.4172784, 149.5816875 -33.4173039, 149.5815875 -33.4173729)",
30618563,Durham Street,unclassified,50,False,True,9.446,,,"LINESTRING (149.5858068 -33.4180666, 149.585832 -33.4179843)",
16731077,Durham Street,trunk,60,True,False,78.99,2,A32,"LINESTRING (149.5858068 -33.4180666, 149.5855712 -33.4179861, 149.5853856 -33.4178982, 149.5851704 -33.4177734, 149.5850822 -33.4177042)",
228061604,Durham Street,trunk,60,True,False,14.615,2,A32,"LINESTRING (149.5803052 -33.4128666, 149.580204 -33.4127659)",
228061634,Rankin Street,residential,50,False,False,12.491,,,"LINESTRING (149.5803052 -33.4128666, 149.5803458 -33.4127595)",
973050135,Rankin Street,residential,50,True,False,21.804000000000002,,,"LINESTRING (149.5803052 -33.4128666, 149.5801797 -33.412955, 149.5801092 -33.4129594)",
228061615,George Street,secondary,50,False,True,10.346,2,,"LINESTRING (149.5818697 -33.4144594, 149.5819551 -33.4143996)",
228061607,Durham Street,trunk,60,True,False,229.03300000000002,2,A32,"LINESTRING (149.5818697 -33.4144594, 149.5815562 -33.4141464, 149.5803052 -33.4128666)",
668390462,George Street,residential,50,False,False,79.799,,,"LINESTRING (149.5818697 -33.4144594, 149.5816712 -33.4145984, 149.5813865 -33.4147979, 149.5812111 -33.4149207)",
10258438,Church Street,residential,50,False,False,232.22500000000002,2,,"LINESTRING (149.5786872 -33.4166788, 149.5787823 -33.4167768, 149.5790182 -33.4170199, 149.5799877 -33.4180175, 149.580268 -33.4182976)",
30545254,George Street,residential,50,False,False,64.221,,,"LINESTRING (149.5786872 -33.4166788, 149.5782862 -33.4169584, 149.5781561 -33.417049)",
30545254,George Street,residential,50,False,True,145.95,,,"LINESTRING (149.5786872 -33.4166788, 149.5790876 -33.4163998, 149.5798089 -33.4158971, 149.5798943 -33.4158376)",
10258438,Church Street,residential,50,False,True,232.225,2,,"LINESTRING (149.580268 -33.4182976, 149.5799877 -33.4180175, 149.5790182 -33.4170199, 149.5787823 -33.4167768, 149.5786872 -33.4166788)",
273993023,William Street,residential,50,False,False,75.679,,,"LINESTRING (149.580268 -33.4182976, 149.5797795 -33.4186396, 149.5797511 -33.4186595, 149.5796432 -33.4187349)",
273993023,William Street,residential,50,False,True,159.907,,,"LINESTRING (149.580268 -33.4182976, 149.5806219 -33.4180498, 149.5809136 -33.4178456, 149.581032 -33.4177628, 149.5811989 -33.417646, 149.5814535 -33.4174664, 149.5814759 -33.4174506, 149.5815875 -33.4173729)",
228061622,Howick Street,residential,50,False,True,10.927,,,"LINESTRING (149.5831674 -33.4189377, 149.5832429 -33.4190131)",
"[228061592, 228061589]",Bentinck Street,primary,50,True,False,224.38299999999998,3,,"LINESTRING (149.5831674 -33.4189377, 149.5832647 -33.4188686, 149.5840462 -33.4183146, 149.5843954 -33.418067, 149.5844402 -33.4180352, 149.5849276 -33.4176897, 149.58501 -33.4176313)",
1250749679,Howick Street,residential,50,False,False,65.956,,,"LINESTRING (149.5831674 -33.4189377, 149.5830928 -33.4188815, 149.5827679 -33.4185523, 149.5827043 -33.4184888)",
228061588,Bentinck Street,primary,50,True,False,11.543,2,,"LINESTRING (149.58501 -33.4176313, 149.5851048 -33.4175641)",
228061606,Durham Street,trunk,60,True,False,108.08200000000001,2,A32,"LINESTRING (149.58501 -33.4176313, 149.5849543 -33.4175657, 149.5842717 -33.4168799)",
30545037,Russell Street,residential,50,False,False,222.434,,,"LINESTRING (149.5796432 -33.4187349, 149.5797377 -33.4188316, 149.5797596 -33.4188539, 149.5801219 -33.4192246, 149.580252 -33.4193577, 149.5803598 -33.4194679, 149.5807637 -33.4198811, 149.5811584 -33.4202848)",
30545037,Russell Street,residential,50,False,True,221.82,,,"LINESTRING (149.5796432 -33.4187349, 149.5795435 -33.4186329, 149.5795237 -33.4186126, 149.5791803 -33.4182614, 149.5785547 -33.4176214, 149.5782494 -33.4173092, 149.5781322 -33.4171893)",
273993023,William Street,residential,50,False,False,221.417,,,"LINESTRING (149.5796432 -33.4187349, 149.5795243 -33.4188182, 149.5795001 -33.4188352, 149.5779279 -33.4199357, 149.5778153 -33.4200145)",
273993023,William Street,residential,50,False,True,75.679,,,"LINESTRING (149.5796432 -33.4187349, 149.5797511 -33.4186595, 149.5797795 -33.4186396, 149.580268 -33.4182976)",
228061649,William Street,residential,50,False,True,225.96000000000004,,,"LINESTRING (149.5815875 -33.4173729, 149.5816875 -33.4173039, 149.581724 -33.4172784, 149.5828768 -33.4164714, 149.5830997 -33.4163153, 149.5831195 -33.4163015, 149.5832429 -33.4162151, 149.5832971 -33.4161772, 149.5833818 -33.4161179, 149.5834535 -33.4160677)",
273993016,Howick Street,residential,50,False,False,220.10599999999997,,,"LINESTRING (149.5815875 -33.4173729, 149.5815049 -33.4172795, 149.5814844 -33.4172591, 149.5812737 -33.4170489, 149.5812013 -33.4169767, 149.5809497 -33.4167258, 149.5809023 -33.4166785, 149.5806845 -33.4164612, 149.5806386 -33.4164153, 149.5805258 -33.4163026, 149.5803149 -33.4160924, 149.580148 -33.4159261, 149.5800722 -33.4158505)",
273993023,William Street,residential,50,False,False,159.907,,,"LINESTRING (149.5815875 -33.4173729, 149.5814759 -33.4174506, 149.5814535 -33.4174664, 149.5811989 -33.417646, 149.581032 -33.4177628, 149.5809136 -33.4178456, 149.5806219 -33.4180498, 149.580268 -33.4182976)",
1250749677,Howick Street,residential,50,False,True,74.723,,,"LINESTRING (149.5815875 -33.4173729, 149.581672 -33.4174732, 149.5816947 -33.4174913, 149.5821021 -33.4178889)",
228061623,Howick Street,residential,50,False,False,11.066,,,"LINESTRING (149.5767919 -33.4124885, 149.5768667 -33.412566)",
9928738,Howick Street,residential,50,False,False,229.079,,,"LINESTRING (149.584827 -33.420593, 149.5832987 -33.4190686, 149.5832429 -33.4190131)",
17504245,Charlotte Street,residential,50,False,False,10.611,,,"LINESTRING (149.5842717 -33.4168799, 149.5843584 -33.4168177)",
228061608,Durham Street,trunk,60,True,False,117.997,2,A32,"LINESTRING (149.5842717 -33.4168799, 149.5835519 -33.4161666, 149.5834535 -33.4160677)",
17504151,William Street,residential,50,False,False,71.41,,,"LINESTRING (149.5853835 -33.4147205, 149.5847994 -33.4151385)",
"[30643344, 17504151]","['William Street', 'Stanley Street']",residential,50,False,True,340.85099999999994,,,"LINESTRING (149.5853835 -33.4147205, 149.5856113 -33.4145555, 149.5859753 -33.414293, 149.5861438 -33.4141762, 149.5862039 -33.4141283, 149.5862507 -33.4140813, 149.5862813 -33.4140434, 149.5862972 -33.4140142, 149.5863109 -33.4139856, 149.5863202 -33.4139584, 149.5863236 -33.413934, 149.5863223 -33.4139061, 149.5863157 -33.4138833, 149.5863063 -33.4138611, 149.5862941 -33.4138402, 149.5862564 -33.4137961, 149.5860196 -33.4135455, 149.5859416 -33.4134692, 149.5858079 -33.4133331, 149.5853646 -33.4128771, 149.5849929 -33.4124874, 149.5849166 -33.412405)",
