osmid,oneway,name,highway,reversed,length,geometry,maxspeed,ref,lanes
34826376,True,Henry Street,residential,False,77.339,"LINESTRING (150.6497514 -31.3435728, 150.6497775 -31.3436467, 150.649689 -31.3442604)",,,
34826420,False,Henry Street,residential,False,36.199,"LINESTRING (150.6497514 -31.3435728, 150.6496914 -31.3434188, 150.6496914 -31.3433382, 150.649706 -31.3432565)",,,
34826420,False,Henry Street,residential,True,36.199,"LINESTRING (150.649706 -31.3432565, 150.6496914 -31.3433382, 150.6496914 -31.3434188, 150.6497514 -31.3435728)",,,
34826424,False,Russell Street,residential,False,15.43,"LINESTRING (150.6495282 -31.3442405, 150.649689 -31.3442604)",,,
34826424,False,Russell Street,residential,True,94.388,"LINESTRING (150.6495282 -31.3442405, 150.6485467 -31.3441068)",,,
34826389,True,Henry Street,residential,False,82.17699999999999,"LINESTRING (150.6495282 -31.3442405, 150.649636 -31.3436157, 150.6497514 -31.3435728)",,,
34826376,True,Henry Street,residential,False,330.721,"LINESTRING (150.649689 -31.3442604, 150.6491961 -31.3472047)",,,
34826424,False,Russell Street,residential,True,15.43,"LINESTRING (150.649689 -31.3442604, 150.6495282 -31.3442405)",,,
34826424,False,Russell Street,residential,False,115.606,"LINESTRING (150.649689 -31.3442604, 150.6500298 -31.3443105, 150.6508891 -31.3444347)",,,
34826424,False,Russell Street,residential,False,66.546,"LINESTRING (150.6508891 -31.3444347, 150.6515833 -31.3445162)",,,
120349690,False,Dewhurst Street,residential,False,167.644,"LINESTRING (150.6508891 -31.3444347, 150.6510875 -31.3429366)",50,,
120349690,False,Dewhurst Street,residential,True,327.312,"LINESTRING (150.6508891 -31.3444347, 150.650415 -31.3473503)",50,,
34826424,False,Russell Street,residential,True,115.606,"LINESTRING (150.6508891 -31.3444347, 150.6500298 -31.3443105, 150.649689 -31.3442604)",,,
120349690,False,Dewhurst Street,residential,True,167.644,"LINESTRING (150.6510875 -31.3429366, 150.6508891 -31.3444347)",50,,
206608512,False,North Street,residential,True,48.230000000000004,"LINESTRING (150.6523988 -31.347651, 150.6524683 -31.3476645, 150.6525078 -31.3476722, 150.6528937 -31.3477484)",50,,
721102032,True,North Street,residential,False,196.846,"LINESTRING (150.6523988 -31.347651, 150.6523445 -31.3477244, 150.6514012 -31.3476127, 150.6503945 -31.3474786)",50,,
34826376,True,Henry Street,residential,False,14.311,"LINESTRING (150.6491961 -31.3472047, 150.6491739 -31.347332)",,,
120349689,True,North Street,residential,False,116.878,"LINESTRING (150.6491961 -31.3472047, 150.650415 -31.3473503)",50,,
34826376,True,Henry Street,residential,False,14.151,"LINESTRING (150.6488427 -31.3492668, 150.6488352 -31.3493939)",,,
442622732,True,Anzac Parade,residential,False,117.424,"LINESTRING (150.6488427 -31.3492668, 150.6500656 -31.3494232)",50,,
442622732,True,Anzac Parade,residential,False,13.073,"LINESTRING (150.6487052 -31.3492611, 150.6488427 -31.3492668)",50,,
34826389,True,Henry Street,residential,False,220.003,"LINESTRING (150.6487052 -31.3492611, 150.6489083 -31.3479573, 150.6490204 -31.347301)",,,
120349692,False,Anzac Parade,residential,False,178.397,"LINESTRING (150.6525815 -31.3497249, 150.6507225 -31.3494936)",50,,
120349695,False,Punyarra Street,residential,False,221.768,"LINESTRING (150.6525815 -31.3497249, 150.6528937 -31.3477484)",50,,
120349690,False,Dewhurst Street,residential,False,218.474,"LINESTRING (150.6500656 -31.3494232, 150.6503945 -31.3474786)",50,,
120350135,True,Dewhurst Street,residential,False,19.119,"LINESTRING (150.6500656 -31.3494232, 150.650171 -31.3495697)",50,,
442622732,True,Anzac Parade,residential,False,62.87,"LINESTRING (150.6500656 -31.3494232, 150.6507225 -31.3494936)",50,,
34826389,True,Henry Street,residential,False,330.192,"LINESTRING (150.6490403 -31.3471806, 150.6495282 -31.3442405)",,,
120349689,True,North Street,residential,False,15.036,"LINESTRING (150.6490403 -31.3471806, 150.6491961 -31.3472047)",50,,
120349690,False,Dewhurst Street,residential,False,327.312,"LINESTRING (150.650415 -31.3473503, 150.6508891 -31.3444347)",50,,
120349690,False,Dewhurst Street,residential,True,14.399,"LINESTRING (150.650415 -31.3473503, 150.6503945 -31.3474786)",50,,
120349689,True,North Street,residential,False,192.4,"LINESTRING (150.650415 -31.3473503, 150.651749 -31.3475255, 150.652278 -31.347595, 150.6523212 -31.3476007, 150.6523988 -31.347651)",50,,
120350139,True,Dewhurst Street,residential,False,16.338,"LINESTRING (150.6500689 -31.3495701, 150.6500656 -31.3494232)",50,,
206608509,True,Anzac Parade,residential,False,118.781,"LINESTRING (150.6500689 -31.3495701, 150.6488352 -31.3493939)",50,,
120350139,True,Dewhurst Street,residential,False,216.067,"LINESTRING (150.6497512 -31.3514942, 150.6499412 -31.3503348, 150.6500689 -31.3495701)",50,,
34826376,True,Henry Street,residential,False,14.302,"LINESTRING (150.6485018 -31.3513311, 150.6484848 -31.3514589)",,,
206608510,True,Coronation Avenue,residential,False,120.023,"LINESTRING (150.6485018 -31.3513311, 150.6490416 -31.3513983, 150.6497512 -31.3514942)",50,,
206608510,True,Coronation Avenue,residential,False,13.633,"LINESTRING (150.6483592 -31.3513169, 150.6485018 -31.3513311)",50,,
34826389,True,Henry Street,residential,False,218.04199999999997,"LINESTRING (150.6483592 -31.3513169, 150.6485398 -31.3502028, 150.6486852 -31.3493759)",,,
120349689,True,North Street,residential,False,93.367,"LINESTRING (150.6480655 -31.3470712, 150.6490403 -31.3471806)",50,,
120350143,False,Mayors Avenue,residential,False,332.779,"LINESTRING (150.6480655 -31.3470712, 150.6485467 -31.3441068)",50,,
34826424,False,Russell Street,residential,False,94.388,"LINESTRING (150.6485467 -31.3441068, 150.6495282 -31.3442405)",,,
120350143,False,Mayors Avenue,residential,True,332.779,"LINESTRING (150.6485467 -31.3441068, 150.6480655 -31.3470712)",50,,
34826424,False,Russell Street,residential,True,101.606,"LINESTRING (150.6485467 -31.3441068, 150.6475961 -31.3439826, 150.6474891 -31.3439686)",,,
206608509,True,Anzac Parade,residential,False,9.696,"LINESTRING (150.650171 -31.3495697, 150.6500689 -31.3495701)",50,,
34826389,True,Henry Street,residential,False,13.521,"LINESTRING (150.6490204 -31.347301, 150.6490403 -31.3471806)",,,
721102032,True,North Street,residential,False,175.107,"LINESTRING (150.6490204 -31.347301, 150.6471934 -31.3470881)",50,,
721102032,True,North Street,residential,False,14.979,"LINESTRING (150.6491739 -31.347332, 150.6490204 -31.347301)",50,,
34826376,True,Henry Street,residential,False,217.427,"LINESTRING (150.6491739 -31.347332, 150.6490803 -31.3478876, 150.6488427 -31.3492668)",,,
120349690,False,Dewhurst Street,residential,False,14.399,"LINESTRING (150.6503945 -31.3474786, 150.650415 -31.3473503)",50,,
120349690,False,Dewhurst Street,residential,True,218.474,"LINESTRING (150.6503945 -31.3474786, 150.6500656 -31.3494232)",50,,
