osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,ref
41844291,True,Warringah Freeway Onramp,motorway_link,,False,398.86400000000003,"LINESTRING (151.2098215 -33.837187, 151.2099241 -33.837165, 151.2099792 -33.8371481, 151.2100304 -33.837127, 151.2100792 -33.8370992, 151.2101163 -33.8370694, 151.2101464 -33.8370381, 151.2101764 -33.8369912, 151.2101966 -33.8369439, 151.2102167 -33.8368871, 151.2103595 -33.83648, 151.210605 -33.8357713, 151.2107556 -33.8353195, 151.2108132 -33.8351401, 151.2108937 -33.8349042, 151.2109501 -33.8347463, 151.2110496 -33.8344577, 151.2110973 -33.8343456, 151.211184 -33.8341688, 151.2113309 -33.8339253)",1,,
48276757,False,West Street,tertiary,50,True,148.45899999999997,"LINESTRING (151.2057981 -33.8311768, 151.2055282 -33.8323678, 151.2055009 -33.8324889)",2,,
172746017,False,Myrtle Street,residential,,True,89.908,"LINESTRING (151.2057981 -33.8311768, 151.2057053 -33.8311648, 151.2055886 -33.8311498, 151.2048355 -33.8310569)",,,
"[32000514, 32000495]",False,"['Eden Lane', 'Eden Street']",residential,,True,156.43500000000003,"LINESTRING (151.2048355 -33.8310569, 151.2046942 -33.831764, 151.2045775 -33.8317502, 151.2043109 -33.8317221, 151.2040118 -33.8318381, 151.2039085 -33.8318782)",,,
172746017,False,Myrtle Street,residential,,False,89.908,"LINESTRING (151.2048355 -33.8310569, 151.2055886 -33.8311498, 151.2057053 -33.8311648, 151.2057981 -33.8311768)",,,
"[172746017, 379067501]",False,Myrtle Street,residential,,True,146.10399999999998,"LINESTRING (151.2048355 -33.8310569, 151.2039465 -33.8309423, 151.2037354 -33.8310161, 151.203432 -33.8311194, 151.2033196 -33.8311652)",,,
133669148,True,Berry Street,primary,40,False,81.225,"LINESTRING (151.2064032 -33.8367045, 151.2071305 -33.836797, 151.2071706 -33.8368021, 151.2072726 -33.8368144)",3,,
2035327,False,Ridge Street,residential,50,False,131.642,"LINESTRING (151.2055009 -33.8324889, 151.2055858 -33.8325005, 151.2056018 -33.8325027, 151.2060439 -33.8325631, 151.2063582 -33.8326138, 151.2069045 -33.8326939)",,,
48276757,False,West Street,tertiary,50,False,148.45899999999997,"LINESTRING (151.2055009 -33.8324889, 151.2055282 -33.8323678, 151.2057981 -33.8311768)",2,,
"[941428923, 1193276094]",False,West Street,tertiary,50,False,107.721,"LINESTRING (151.2055009 -33.8324889, 151.2053407 -33.8332173, 151.2053041 -33.8334066, 151.2052957 -33.8334425)",,,
693726689,False,McLaren Street,tertiary,40,False,48.689,"LINESTRING (151.209614 -33.8351371, 151.2090955 -33.8350581)",2,,
4354225,False,Walker Street,tertiary,40,False,222.35000000000002,"LINESTRING (151.209614 -33.8351371, 151.2098444 -33.8339772, 151.2099167 -33.8336198, 151.2099923 -33.8332456, 151.2099988 -33.8332181, 151.2100092 -33.8331646)",,,
4354225,False,Walker Street,tertiary,40,True,157.22,"LINESTRING (151.209614 -33.8351371, 151.2094653 -33.8357412, 151.2093298 -33.8364561, 151.2093309 -33.8365297)",,,
34322773,False,Hampden Street,residential,,True,68.374,"LINESTRING (151.2102501 -33.835811, 151.209621 -33.8357438, 151.209531 -33.8357903)",,,
133144172,True,Warringah Freeway,motorway,80,False,126.463,"LINESTRING (151.2124584 -33.8329197, 151.2118817 -33.8339512)",2,,
"[99664144, 9923716, 526960173]",True,Alfred Street Offramp,motorway_link,"['60', '80']",False,612.5899999999999,"LINESTRING (151.2124584 -33.8329197, 151.2122835 -33.8334198, 151.2121804 -33.8336842, 151.2118566 -33.8344121, 151.2117596 -33.8346853, 151.2115997 -33.835262, 151.2115031 -33.8357695, 151.2114366 -33.8362341, 151.211412 -33.8366018, 151.2113323 -33.8376826, 151.2113173 -33.8378395, 151.2113105 -33.8379545, 151.2113392 -33.8383062)","['2', '3']",,
"[1082471852, 526960172]",True,Alfred Street Offramp,motorway_link,60,False,65.397,"LINESTRING (151.2113392 -33.8383062, 151.2113602 -33.8384817, 151.211372 -33.8385887, 151.2113771 -33.8386899, 151.211381 -33.8388929)",2,,
1248776651,True,Alfred Street North,residential,50,False,379.942,"LINESTRING (151.2113392 -33.8383062, 151.2113949 -33.8382479, 151.2114229 -33.8382175, 151.211435 -33.8382019, 151.2114465 -33.8381839, 151.2114481 -33.8381804, 151.2114669 -33.8381388, 151.2114772 -33.8381109, 151.2114863 -33.8380861, 151.2115001 -33.8380423, 151.2115153 -33.8379763, 151.211531 -33.8379102, 151.2115448 -33.8378344, 151.2115566 -33.8377224, 151.2115677 -33.8373588, 151.211709 -33.8365336, 151.2118687 -33.8355816, 151.2120111 -33.8349581)",,,
133144167,True,Alfred Street,residential,50,False,82.60300000000001,"LINESTRING (151.211381 -33.8388929, 151.2112983 -33.8393959, 151.2112935 -33.8394238, 151.2112655 -33.8396295)",3,,
"[27280641, 205723111]",True,"['Alfred Street North', 'Alfred Street']",residential,50,False,135.99299999999997,"LINESTRING (151.2109455 -33.8393562, 151.2109921 -33.8393568, 151.2110261 -33.8393543, 151.2110478 -33.8393513, 151.2110667 -33.8393475, 151.2110912 -33.8393385, 151.2111122 -33.8393273, 151.2111352 -33.8393097, 151.2111598 -33.8392841, 151.2111807 -33.8392578, 151.2111943 -33.839233, 151.2112103 -33.8391885, 151.211226 -33.8391382, 151.2112482 -33.8390517, 151.2112592 -33.838986, 151.2112679 -33.8389222, 151.2112692 -33.8388683, 151.2112688 -33.8388152, 151.2112664 -33.8387585, 151.2112621 -33.8387041, 151.2112549 -33.8386497, 151.2112455 -33.8385942, 151.2112393 -33.8385427, 151.2112354 -33.8385031, 151.2112336 -33.8384631, 151.2112384 -33.8384383, 151.2112485 -33.8384129, 151.2112657 -33.8383837, 151.211286 -33.8383593, 151.2113036 -33.8383409, 151.2113392 -33.8383062)",,yes,
"[311692473, 324094796]",True,Mount Street,primary,,False,46.59499999999999,"LINESTRING (151.2109455 -33.8393562, 151.2110282 -33.8393701, 151.2110671 -33.8393835, 151.2111105 -33.8394037, 151.2111547 -33.8394293, 151.2111876 -33.8394575, 151.2112106 -33.83948, 151.2112329 -33.8395094, 151.2112458 -33.8395327, 151.211257 -33.839562, 151.2112622 -33.8395871, 151.2112643 -33.8396049, 151.2112655 -33.8396295)",2,yes,
134079378,True,Alfred Street,residential,50,False,72.251,"LINESTRING (151.2115235 -33.838254, 151.211381 -33.8388929)",,,
"[379328072, 379328069, 379328070, 9923719]",True,Kurraba Road,residential,,False,175.12999999999997,"LINESTRING (151.2115235 -33.838254, 151.2124563 -33.8383785, 151.2124882 -33.8383824, 151.2127898 -33.8384195, 151.2132134 -33.8384687, 151.2133291 -33.8384849, 151.213353 -33.8384879, 151.2133959 -33.8384993)",,,
9927478,False,Eaton Street,residential,,True,55.912000000000006,"LINESTRING (151.2128397 -33.8355942, 151.2123116 -33.8355316, 151.2122624 -33.8355258, 151.2122402 -33.8355253)",,,
729765616,True,Warringah Freeway,motorway,80,False,180.488,"LINESTRING (151.2123372 -33.8327116, 151.212058 -33.8331508, 151.2117033 -33.8338777, 151.2115981 -33.8342085)",3,,M1
252002353,True,Warringah Freeway,motorway,80,False,167.156,"LINESTRING (151.2118817 -33.8339512, 151.2116012 -33.8346321, 151.2114737 -33.8350013, 151.2113286 -33.8353822)",3,,
"[252002352, 913682112]",True,Warringah Freeway,motorway,"['70', '80']",False,256.39300000000003,"LINESTRING (151.2111116 -33.8368268, 151.2110435 -33.8373826, 151.2110087 -33.8377579, 151.2109784 -33.8381123, 151.2109346 -33.8383844, 151.2107794 -33.839114)",2,,
478243200,True,Warringah Freeway,motorway,80,False,41.077,"LINESTRING (151.2126716 -33.8325955, 151.2124584 -33.8329197)",3,,
311692473,True,Mount Street,primary,,False,22.128,"LINESTRING (151.2107079 -33.8393306, 151.2109455 -33.8393562)",,yes,
47187031,False,Alfred Street North,residential,50,False,88.408,"LINESTRING (151.2131063 -33.8322957, 151.2132194 -33.832139, 151.2133435 -33.8319984, 151.2135942 -33.8317351, 151.2136745 -33.8316575)",,,
172746018,False,Oak Street,residential,,True,39.125,"LINESTRING (151.2049656 -33.8375958, 151.204553 -33.8376755)",,,
133144173,True,Pacific Highway,primary,60,False,66.061,"LINESTRING (151.2060744 -33.837591, 151.2058624 -33.8370236)",4,,
48276750,False,Edward Street,residential,,True,77.172,"LINESTRING (151.2038987 -33.8397762, 151.2039179 -33.8396857, 151.2039719 -33.8394311, 151.2040437 -33.8390927)",,,
31942207,False,Oak Lane,residential,,False,42.732,"LINESTRING (151.2046324 -33.8380541, 151.204553 -33.8376755)",,,
31942207,False,Oak Lane,residential,,True,42.732,"LINESTRING (151.204553 -33.8376755, 151.2046324 -33.8380541)",,,
172746018,False,Oak Street,residential,,False,39.125,"LINESTRING (151.204553 -33.8376755, 151.2049656 -33.8375958)",,,
172746018,False,Oak Street,residential,,True,48.133,"LINESTRING (151.204553 -33.8376755, 151.2040455 -33.8377739)",,,
32000501,False,Elliot Street,residential,,True,111.42999999999999,"LINESTRING (151.2089013 -33.8329882, 151.2088882 -33.8330506, 151.2087917 -33.8335094, 151.2087057 -33.833918, 151.2086366 -33.8339082)",,,
46978588,False,Ridge Street,residential,50,False,104.196,"LINESTRING (151.2089013 -33.8329882, 151.209916 -33.8331512, 151.2100092 -33.8331646)",,,
"[46978588, 504205021]",False,Ridge Street,residential,50,True,76.374,"LINESTRING (151.2089013 -33.8329882, 151.2083919 -33.8329118, 151.2082414 -33.8328887, 151.2082085 -33.8328837, 151.2080876 -33.8328661)",,,
32615542,False,Lord Street,residential,,True,85.197,"LINESTRING (151.2031414 -33.8389334, 151.2040437 -33.8390927)",,,
32026322,False,Short Street,residential,,True,59.638000000000005,"LINESTRING (151.2031414 -33.8389334, 151.2032403 -33.8385663, 151.2032824 -33.83841)",,,
32026322,False,Short Street,residential,,False,59.638000000000005,"LINESTRING (151.2032824 -33.83841, 151.2032403 -33.8385663, 151.2031414 -33.8389334)",,,
172743730,False,Bay Road,tertiary,40,False,118.50500000000001,"LINESTRING (151.203389 -33.8354123, 151.2035634 -33.8353766, 151.2046246 -33.8351255)",2,,
"[172743731, 379324757]",False,Edward Street,residential,40,True,190.128,"LINESTRING (151.203389 -33.8354123, 151.2034086 -33.8354781, 151.203523 -33.8358674, 151.2036498 -33.8363719, 151.2038244 -33.8369594, 151.2038529 -33.8370779)",,,
32615542,False,Lord Street,residential,,False,85.197,"LINESTRING (151.2040437 -33.8390927, 151.2031414 -33.8389334)",,,
48276750,False,Edward Street,residential,,False,77.172,"LINESTRING (151.2040437 -33.8390927, 151.2039719 -33.8394311, 151.2039179 -33.8396857, 151.2038987 -33.8397762)",,,
"[1107021926, 48276750]",False,Edward Street,residential,,True,77.172,"LINESTRING (151.2040437 -33.8390927, 151.2040788 -33.8389275, 151.2041199 -33.8387335, 151.2041691 -33.8385018, 151.2042665 -33.8384539)",,,
33770577,False,Ridge Lane,residential,,False,99.33300000000001,"LINESTRING (151.2070949 -33.8318147, 151.2069294 -33.8325825, 151.2069222 -33.8326183, 151.2069176 -33.8326396, 151.2069045 -33.8326939)",,,
34127370,False,Harnett Street,residential,,False,107.515,"LINESTRING (151.2088788 -33.8360081, 151.2090955 -33.8350581)",,,
34127370,False,Harnett Street,residential,,True,107.515,"LINESTRING (151.2090955 -33.8350581, 151.2088788 -33.8360081)",,,
693726689,False,McLaren Street,tertiary,40,True,48.689,"LINESTRING (151.2090955 -33.8350581, 151.209614 -33.8351371)",2,,
693726689,False,McLaren Street,tertiary,40,False,133.362,"LINESTRING (151.2090955 -33.8350581, 151.2086679 -33.83499, 151.2078126 -33.8348539, 151.2077758 -33.834848, 151.2076772 -33.8348334)",2,,
34127371,False,Hampden Street,residential,,True,85.53399999999999,"LINESTRING (151.209531 -33.8357903, 151.2094143 -33.8363568, 151.2093847 -33.8364876, 151.2093309 -33.8365297)",,,
34322773,False,Hampden Street,residential,,False,68.374,"LINESTRING (151.209531 -33.8357903, 151.209621 -33.8357438, 151.2102501 -33.835811)",,,
34322773,False,Hampden Street,residential,,True,61.111999999999995,"LINESTRING (151.209531 -33.8357903, 151.2096406 -33.8356554, 151.2101025 -33.8357049)",,,
4354225,False,Walker Street,tertiary,40,False,157.22,"LINESTRING (151.2093309 -33.8365297, 151.2093298 -33.8364561, 151.2094653 -33.8357412, 151.209614 -33.8351371)",,,
"[4354225, 485113020]",False,Walker Street,tertiary,40,True,64.34899999999999,"LINESTRING (151.2093309 -33.8365297, 151.2093356 -33.8365827, 151.2092574 -33.8370066, 151.2092529 -33.837031, 151.2092398 -33.8371022)",4,,
34127371,False,Hampden Street,residential,,False,85.53399999999999,"LINESTRING (151.2093309 -33.8365297, 151.2093847 -33.8364876, 151.2094143 -33.8363568, 151.209531 -33.8357903)",,,
34322773,False,Hampden Street,residential,,False,61.111999999999995,"LINESTRING (151.2101025 -33.8357049, 151.2096406 -33.8356554, 151.209531 -33.8357903)",,,
62202768,False,Mount Street,unclassified,40,True,49.269999999999996,"LINESTRING (151.206525 -33.8387977, 151.206061 -33.8387211, 151.2060024 -33.838709)",,,
34551270,False,Alfred Street North,residential,,False,126.19999999999999,"LINESTRING (151.2124335 -33.833945, 151.2121682 -33.8348843, 151.2121319 -33.8349465, 151.2120111 -33.8349581)",,,
2035327,False,Ridge Street,residential,50,False,110.948,"LINESTRING (151.2069045 -33.8326939, 151.2071114 -33.8327233, 151.2072188 -33.8327414, 151.2073783 -33.8327635, 151.2077728 -33.8328219, 151.2079371 -33.8328459, 151.2079701 -33.8328507, 151.2080876 -33.8328661)",,,
2035327,False,Ridge Street,residential,50,True,131.642,"LINESTRING (151.2069045 -33.8326939, 151.2063582 -33.8326138, 151.2060439 -33.8325631, 151.2056018 -33.8325027, 151.2055858 -33.8325005, 151.2055009 -33.8324889)",,,
33770577,False,Ridge Lane,residential,,True,99.333,"LINESTRING (151.2069045 -33.8326939, 151.2069176 -33.8326396, 151.2069222 -33.8326183, 151.2069294 -33.8325825, 151.2070949 -33.8318147)",,,
36905456,False,Browns Lane,residential,40,False,13.628,"LINESTRING (151.2047977 -33.8357383, 151.2047587 -33.8356201)",,,
36905456,False,Browns Lane,residential,40,True,56.376000000000005,"LINESTRING (151.2046246 -33.8351255, 151.2046475 -33.8352032, 151.2047587 -33.8356201)",,,
172743730,False,Bay Road,tertiary,40,False,44.229,"LINESTRING (151.2046246 -33.8351255, 151.2049907 -33.8350429, 151.2050222 -33.8350363, 151.2050875 -33.8350238)",2,,
172743730,False,Bay Road,tertiary,40,True,118.50500000000001,"LINESTRING (151.2046246 -33.8351255, 151.2035634 -33.8353766, 151.203389 -33.8354123)",2,,
36905457,False,Browns Lane,residential,40,False,26.678,"LINESTRING (151.2044784 -33.835678, 151.2047587 -33.8356201)",,,
