osmid,oneway,name,highway,reversed,length,geometry,junction,maxspeed,lanes
31032678,False,Glenelg Street,tertiary,False,12.921,"LINESTRING (151.7429895 -32.7650201, 151.7430736 -32.7651123)",,,
51204488,True,Adelaide Street,secondary,False,233.72699999999998,"LINESTRING (151.7429895 -32.7650201, 151.7438257 -32.7644189, 151.744767 -32.7637667, 151.7447962 -32.7637487, 151.7449062 -32.7636711)",,,
191843273,False,Glenelg Street,residential,False,92.466,"LINESTRING (151.7429895 -32.7650201, 151.7429232 -32.7649524, 151.742363 -32.7643767)",,,
8656008,True,Port Stephens Street,residential,False,208.416,"LINESTRING (151.7425013 -32.7611001, 151.7426612 -32.7610036, 151.7440853 -32.7599985, 151.7441907 -32.7598833)",,,
12409362,True,,residential,False,10.849,"LINESTRING (151.7425013 -32.7611001, 151.7425345 -32.7611167, 151.74256 -32.7611412, 151.7425755 -32.761171)",roundabout,,
12408958,True,Newline Road,tertiary,False,65.676,"LINESTRING (151.7487994 -32.7566955, 151.7484023 -32.757019, 151.7483189 -32.7571233)",,,
12291776,True,,residential,False,17.789,"LINESTRING (151.744497 -32.7598823, 151.7444748 -32.7599176, 151.7444413 -32.7599461, 151.7443995 -32.7599651, 151.7443529 -32.7599732)",roundabout,,
"[28402398, 443181582]",True,Bourke Street,residential,False,270.49399999999997,"LINESTRING (151.744497 -32.7598823, 151.7445421 -32.7599785, 151.7452133 -32.7606537, 151.7452746 -32.7608924, 151.7451686 -32.7607847, 151.7446067 -32.7602208, 151.7444229 -32.7600156, 151.7443529 -32.7599732)",,,
12291776,True,,residential,False,10.494,"LINESTRING (151.7442615 -32.7599547, 151.7442187 -32.7599242, 151.7441907 -32.7598833)",roundabout,,
12292178,True,Port Stephens Street,residential,False,207.95100000000002,"LINESTRING (151.7442615 -32.7599547, 151.7429489 -32.7608831, 151.7426968 -32.7610519, 151.7425755 -32.761171)",,,
12291776,True,,residential,False,12.725999999999999,"LINESTRING (151.7441907 -32.7598833, 151.7441813 -32.759846, 151.7441845 -32.759808, 151.7442001 -32.7597721)",roundabout,,
12291970,True,Bourke Street,residential,False,19.355,"LINESTRING (151.7442001 -32.7597721, 151.7441095 -32.7596156)",,,
12291776,True,,residential,False,11.241,"LINESTRING (151.7442001 -32.7597721, 151.7442231 -32.7597446, 151.7442535 -32.7597226, 151.7442894 -32.7597075)",roundabout,,
12409362,True,,residential,False,7.975,"LINESTRING (151.7425755 -32.761171, 151.7425791 -32.7612067, 151.7425682 -32.7612414)",roundabout,,
12292280,True,Newline Road,tertiary,False,68.743,"LINESTRING (151.7481724 -32.7570154, 151.7485081 -32.7568691, 151.7487994 -32.7566955)",,,
12408876,True,,secondary,False,19.088,"LINESTRING (151.7481724 -32.7570154, 151.748221 -32.7570285, 151.7482636 -32.7570521, 151.7482971 -32.7570845, 151.7483189 -32.7571233)",roundabout,60,
443182635,True,Seaham Road,secondary,False,43.297,"LINESTRING (151.7477415 -32.7567639, 151.7479071 -32.7568865, 151.7480917 -32.7570186)",,60,
12292589,True,Seaham Road,secondary,False,47.208,"LINESTRING (151.7479553 -32.7571485, 151.7477415 -32.7567639)",,60,
12408876,True,,secondary,False,20.338,"LINESTRING (151.7479553 -32.7571485, 151.7479706 -32.7571046, 151.7480003 -32.7570663, 151.7480418 -32.7570368, 151.7480917 -32.7570186)",roundabout,60,
12408876,True,,secondary,False,4.759,"LINESTRING (151.7483189 -32.7571233, 151.7483274 -32.7571655)",roundabout,60,
12409362,True,,residential,False,13.698,"LINESTRING (151.7423986 -32.7612916, 151.7423686 -32.7612739, 151.742346 -32.7612497, 151.7423327 -32.761221, 151.7423298 -32.7611903)",roundabout,,
12409362,True,,residential,False,10.161000000000001,"LINESTRING (151.7425042 -32.7612941, 151.7424692 -32.761302, 151.742433 -32.7613011, 151.7423986 -32.7612916)",roundabout,,
12409362,True,,residential,False,3.89,"LINESTRING (151.7423298 -32.7611903, 151.7423396 -32.7611563)",roundabout,,
51205059,True,Adelaide Street,secondary,False,29.169,"LINESTRING (151.7505719 -32.7596738, 151.7508533 -32.7595606)",,,
579631950,False,William Bailey Street,secondary,True,12.647,"LINESTRING (151.7505719 -32.7596738, 151.7506496 -32.7597669)",,60,
787892748,False,William Bailey Street,secondary,False,32.96,"LINESTRING (151.7505719 -32.7596738, 151.7505311 -32.7596223, 151.7505221 -32.7596125, 151.7503606 -32.7594367)",,60,
