osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge
21034535,Tyagarah Street,residential,False,False,123.332,"LINESTRING (153.4990655 -28.5495327, 153.4996783 -28.5496318, 153.5003073 -28.5497336)",,,
"[21034531, 21034535]","['Tyagarah Street', 'Brunswick Terrace']",residential,False,True,285.70899999999995,"LINESTRING (153.4990655 -28.5495327, 153.498453 -28.5494377, 153.4981622 -28.5493926, 153.4979937 -28.5494507, 153.497869 -28.5495732, 153.4977424 -28.5497131, 153.4976606 -28.5498263, 153.4976338 -28.5498969, 153.4975587 -28.5502739, 153.497492 -28.5506399, 153.4974541 -28.5508483, 153.4974504 -28.5508685, 153.4974381 -28.5509359)",,,
"[21034536, 340776135]","['Gordon Street', 'Brunswick Terrace']",residential,False,False,326.176,"LINESTRING (153.4990655 -28.5495327, 153.4992696 -28.5484935, 153.4993813 -28.5479247, 153.4994172 -28.5478452, 153.4994692 -28.5477752, 153.499528 -28.5476957, 153.4996859 -28.547588, 153.500018 -28.5476356, 153.5000836 -28.5476449, 153.5006547 -28.5477258)",,,
21034536,Gordon Street,residential,False,True,196.26199999999997,"LINESTRING (153.4990655 -28.5495327, 153.4987949 -28.5511556, 153.4987919 -28.5511737, 153.4987744 -28.5512791)",,,
21034539,Station Street,residential,False,False,297.358,"LINESTRING (153.5032208 -28.5492683, 153.5031263 -28.5493628, 153.5030297 -28.5495327, 153.5028758 -28.550287, 153.5028663 -28.5503334, 153.5027013 -28.5514112, 153.5026242 -28.5517546, 153.5025978 -28.5518596)",,,
"[340775761, 21034539]","['Station Street', 'Mill Street']",residential,False,"[False, True]",302.425,"LINESTRING (153.5032208 -28.5492683, 153.5033465 -28.5490955, 153.503403 -28.5489256, 153.5035561 -28.5481163, 153.5027661 -28.5480139, 153.5023508 -28.54796, 153.5019432 -28.5479071, 153.5018473 -28.5478947)",,,
178635181,Train Street,residential,False,False,159.317,"LINESTRING (153.5032208 -28.5492683, 153.5023978 -28.5491517, 153.5016105 -28.5490402)",,,
25776966,Tincogan Street,residential,False,False,115.788,"LINESTRING (153.5011187 -28.5516324, 153.5009895 -28.5515838, 153.5005456 -28.5515224, 153.5000684 -28.5514535, 153.4999583 -28.5514357)",,,
"[885152038, 1187342892, 25776966]",Tincogan Street,residential,False,True,146.78199999999998,"LINESTRING (153.5011187 -28.5516324, 153.5012609 -28.5516706, 153.5019027 -28.5517614, 153.5025978 -28.5518596)",,,
137049601,Stuart Street,residential,False,True,193.366,"LINESTRING (153.5011187 -28.5516324, 153.5011412 -28.5514768, 153.5014297 -28.5499151)",50,,
"[21034539, 1187342895]",Station Street,residential,False,True,70.209,"LINESTRING (153.502492 -28.5524841, 153.502571 -28.552003, 153.5025978 -28.5518596)",,3,
178635165,Casuarina Street,residential,False,True,347.985,"LINESTRING (153.5001908 -28.5452042, 153.5002336 -28.5454955, 153.5002824 -28.5456398, 153.500389 -28.5460102, 153.5004086 -28.5463109, 153.5001575 -28.5463991, 153.499988 -28.5464708, 153.4997622 -28.5464823, 153.4995548 -28.5464929, 153.4992472 -28.5465205, 153.4989333 -28.5467355, 153.4984625 -28.5471657)",,,
137049601,Stuart Street,residential,False,False,129.457,"LINESTRING (153.5018473 -28.5478947, 153.5016105 -28.5490402)",50,,
"[340775761, 21034539]","['Station Street', 'Mill Street']",residential,False,"[False, True]",302.425,"LINESTRING (153.5018473 -28.5478947, 153.5019432 -28.5479071, 153.5023508 -28.54796, 153.5027661 -28.5480139, 153.5035561 -28.5481163, 153.503403 -28.5489256, 153.5033465 -28.5490955, 153.5032208 -28.5492683)",,,
340776135,Brunswick Terrace,residential,False,True,117.992,"LINESTRING (153.5018473 -28.5478947, 153.5012053 -28.5478038, 153.5006547 -28.5477258)",,,
178635182,Dinjerra Place,residential,False,False,40.015,"LINESTRING (153.4982361 -28.5464762, 153.4979475 -28.5467316)",,,
178635182,Dinjerra Place,residential,False,False,57.046,"LINESTRING (153.4979475 -28.5467316, 153.4975236 -28.5470845)",,,
178635182,Dinjerra Place,residential,False,True,40.015,"LINESTRING (153.4979475 -28.5467316, 153.4982361 -28.5464762)",,,
178635193,Nurubuan Street,residential,False,True,69.815,"LINESTRING (153.4979475 -28.5467316, 153.4979719 -28.5467433, 153.4984625 -28.5471657)",,,
178635182,Dinjerra Place,residential,False,True,57.046,"LINESTRING (153.4975236 -28.5470845, 153.4979475 -28.5467316)",,,
178635165,Casuarina Street,residential,False,False,347.985,"LINESTRING (153.4984625 -28.5471657, 153.4989333 -28.5467355, 153.4992472 -28.5465205, 153.4995548 -28.5464929, 153.4997622 -28.5464823, 153.499988 -28.5464708, 153.5001575 -28.5463991, 153.5004086 -28.5463109, 153.500389 -28.5460102, 153.5002824 -28.5456398, 153.5002336 -28.5454955, 153.5001908 -28.5452042)",,,
178635165,Casuarina Street,residential,False,True,335.146,"LINESTRING (153.4984625 -28.5471657, 153.4971567 -28.5483072, 153.4965741 -28.5488295, 153.4962263 -28.5491413, 153.4961147 -28.54923, 153.4960338 -28.5492943)",,,
