osmid,highway,maxspeed,junction,oneway,reversed,length,name,geometry,lanes
288738368,secondary,40,roundabout,True,False,0.502,,"LINESTRING (146.8880959 -36.1244704, 146.8880991 -36.1244667)",
250279969,tertiary_link,,,False,False,7.864,,"LINESTRING (146.8889328 -36.1232304, 146.8890093 -36.1232648)",
791764694,tertiary,40,,True,False,89.81800000000001,Hovell Street,"LINESTRING (146.8889328 -36.1232304, 146.8893802 -36.1225693, 146.8894137 -36.1225222)",
579412178,tertiary,50,,True,False,12.245,Hovell Street,"LINESTRING (146.8914246 -36.1196985, 146.8914976 -36.1196055)",
282453408,tertiary,50,,True,False,121.613,South Street,"LINESTRING (146.8914246 -36.1196985, 146.8913465 -36.1196601, 146.891169 -36.1195728, 146.8902938 -36.1191733, 146.8902529 -36.1191509)",
1046380129,residential,40,,True,False,15.826,Church Street,"LINESTRING (146.8893697 -36.1162121, 146.8893372 -36.1162678, 146.8893206 -36.1162793, 146.8892987 -36.1162865, 146.8892465 -36.116299)",
52674729,tertiary,40,,True,False,25.044,Hume Street,"LINESTRING (146.8857052 -36.1241911, 146.8856699 -36.1241147, 146.8856573 -36.1240936, 146.8856702 -36.1239738)",
"[223257161, 615752511]",secondary,"['40', '50']",,False,True,133.547,Lawrence Street,"LINESTRING (146.8857052 -36.1241911, 146.8855689 -36.124169, 146.8855157 -36.1241611, 146.88514 -36.1241133, 146.8850042 -36.124096, 146.8847234 -36.1240573, 146.8842393 -36.1239905)",2
"[791772241, 370138090]",secondary,40,,False,False,183.324,Lawrence Street,"LINESTRING (146.8857052 -36.1241911, 146.8858224 -36.124212, 146.8858843 -36.1242218, 146.8868583 -36.1243523, 146.8875347 -36.1244456, 146.8876638 -36.1244589, 146.8877175 -36.1244657)",2
38861626,residential,40,,False,False,99.351,Boronia Place,"LINESTRING (146.8848856 -36.1220546, 146.8848708 -36.1221382, 146.8847658 -36.1227767, 146.8847363 -36.1228347, 146.8846736 -36.1229235)",
443725036,residential,50,,False,False,124.25,Stanley Street,"LINESTRING (146.8848856 -36.1220546, 146.883601 -36.1218729, 146.883523 -36.1218619)",
443725036,residential,50,,False,True,85.94800000000001,Stanley Street,"LINESTRING (146.8848856 -36.1220546, 146.8852603 -36.1221084, 146.8858277 -36.12219)",
52674728,tertiary,40,,True,False,50.297,Hume Street,"LINESTRING (146.8860713 -36.1221244, 146.8860898 -36.1220802, 146.8861072 -36.1219772, 146.8861702 -36.1216798)",
189639780,tertiary,40,roundabout,True,False,13.652999999999999,,"LINESTRING (146.8860713 -36.1221244, 146.8861177 -36.1221195, 146.8861521 -36.122125, 146.8861832 -36.122138, 146.8862086 -36.1221576)",
223273054,tertiary_link,50,,False,False,12.229,Stanley Street,"LINESTRING (146.883523 -36.1218619, 146.8833886 -36.1218443)",
223273053,tertiary,50,,True,False,41.209,Smythe Street,"LINESTRING (146.883523 -36.1218619, 146.8835042 -36.1219557, 146.8834403 -36.1222264)",
443725036,residential,50,,False,True,124.25,Stanley Street,"LINESTRING (146.883523 -36.1218619, 146.883601 -36.1218729, 146.8848856 -36.1220546)",
223257160,secondary,50,,False,True,12.285,Lawrence Street,"LINESTRING (146.8830951 -36.1238334, 146.8829603 -36.1238147)",
615752511,secondary,50,,False,False,104.243,Lawrence Street,"LINESTRING (146.8830951 -36.1238334, 146.8842393 -36.1239905)",2
615752511,secondary,50,,False,True,104.243,Lawrence Street,"LINESTRING (146.8842393 -36.1239905, 146.8830951 -36.1238334)",2
"[223257161, 615752511]",secondary,"['40', '50']",,False,False,133.547,Lawrence Street,"LINESTRING (146.8842393 -36.1239905, 146.8847234 -36.1240573, 146.8850042 -36.124096, 146.88514 -36.1241133, 146.8855157 -36.1241611, 146.8855689 -36.124169, 146.8857052 -36.1241911)",2
1167663475,secondary,,roundabout,True,False,5.246,,"LINESTRING (146.8838015 -36.1197492, 146.8838265 -36.119737, 146.883854 -36.1197291)",2
1057556458,tertiary,40,roundabout,True,False,15.742999999999999,,"LINESTRING (146.8862086 -36.1221576, 146.886226 -36.1221822, 146.8862342 -36.1222097, 146.8862324 -36.122238, 146.8862208 -36.1222647, 146.8862003 -36.1222877)",
189639780,tertiary,40,roundabout,True,False,3.036,,"LINESTRING (146.886019 -36.1222843, 146.8860004 -36.1222615)",
52674730,tertiary,40,,True,False,52.764,Hume Street,"LINESTRING (146.8861645 -36.1223086, 146.8861526 -36.1223765, 146.8861062 -36.1226139, 146.8860707 -36.122777)",
189639780,tertiary,40,roundabout,True,False,14.264,,"LINESTRING (146.8861645 -36.1223086, 146.8861264 -36.1223175, 146.8860867 -36.1223162, 146.8860496 -36.1223047, 146.886019 -36.1222843)",
38861691,residential,50,,True,False,17.472,Stanley Street,"LINESTRING (146.8860004 -36.1222615, 146.8859418 -36.1222326, 146.8859246 -36.1222241, 146.8858277 -36.12219)",
189639780,tertiary,40,roundabout,True,False,9.442,,"LINESTRING (146.8860004 -36.1222615, 146.88599 -36.1222345, 146.8859895 -36.1222062, 146.8859989 -36.1221789)",
52675547,residential,50,,False,False,305.166,Batt Avenue,"LINESTRING (146.8837602 -36.116561, 146.8859574 -36.1168618, 146.886072 -36.116889, 146.8862054 -36.1169426, 146.8868546 -36.1172549, 146.8869804 -36.1173128)",
52675548,residential,,,False,False,99.572,Octavious Street,"LINESTRING (146.8837602 -36.116561, 146.8837474 -36.1166281, 146.8836836 -36.1169613, 146.8835889 -36.11737, 146.8835716 -36.1174433)",
52675547,residential,50,,False,True,305.166,Batt Avenue,"LINESTRING (146.8869804 -36.1173128, 146.8868546 -36.1172549, 146.8862054 -36.1169426, 146.886072 -36.116889, 146.8859574 -36.1168618, 146.8837602 -36.116561)",
"[294491280, 1133063549, 463633367]",residential,"['40', '50']",,False,False,309.549,"['Osburn Street', 'Bank Street']","LINESTRING (146.8869804 -36.1173128, 146.8874606 -36.1166311, 146.8875371 -36.1165586, 146.8876484 -36.1164733, 146.8880177 -36.1159156, 146.8880664 -36.1158474, 146.888087 -36.1158291, 146.8881096 -36.115812, 146.8881412 -36.1157982, 146.8881683 -36.1157922, 146.8882042 -36.1157894, 146.8882519 -36.1157972, 146.8883851 -36.1158539, 146.8890733 -36.1161769, 146.8891755 -36.1162305, 146.8891852 -36.1162355, 146.8892124 -36.1162509)",
463633367,residential,50,,False,True,71.677,Bank Street,"LINESTRING (146.8869804 -36.1173128, 146.8866353 -36.1178018, 146.8865891 -36.1178745)",
293830009,tertiary_link,,,False,False,9.775,,"LINESTRING (146.8835716 -36.1174433, 146.8835522 -36.1175298)",
27164794,tertiary,50,,True,False,73.35499999999999,South Street,"LINESTRING (146.8835716 -36.1174433, 146.8836929 -36.1174598, 146.8843757 -36.1175585)",1
52675548,residential,,,False,True,99.572,Octavious Street,"LINESTRING (146.8835716 -36.1174433, 146.8835889 -36.11737, 146.8836836 -36.1169613, 146.8837474 -36.1166281, 146.8837602 -36.116561)",
129151469,residential,,,False,False,155.506,Ethel Lane,"LINESTRING (146.8919462 -36.1236114, 146.8911675 -36.1247114, 146.8911417 -36.124766, 146.8911094 -36.1248341)",
183285356,residential,,,False,False,113.65,Ethel Street,"LINESTRING (146.8919462 -36.1236114, 146.8909686 -36.1231528, 146.8908555 -36.1230935)",
183285356,residential,,,False,True,66.227,Ethel Street,"LINESTRING (146.8919462 -36.1236114, 146.8924593 -36.1238463, 146.8925513 -36.1239395)",
183287243,tertiary_link,,,False,False,11.957,,"LINESTRING (146.8911094 -36.1248341, 146.8910901 -36.1249405)",
256529802,tertiary,50,,True,False,112.791,Lawrence Street,"LINESTRING (146.8911094 -36.1248341, 146.8923468 -36.1250071)",1
129151469,residential,,,False,True,155.506,Ethel Lane,"LINESTRING (146.8911094 -36.1248341, 146.8911417 -36.124766, 146.8911675 -36.1247114, 146.8919462 -36.1236114)",
183273560,residential,50,,False,False,82.772,Anne Street,"LINESTRING (146.8923468 -36.1250071, 146.8923704 -36.1249314, 146.8923837 -36.1249078, 146.8924655 -36.1247892, 146.892594 -36.1246046, 146.8927136 -36.1244439, 146.8928047 -36.1243685)",
183273560,residential,50,,False,True,82.77199999999999,Anne Street,"LINESTRING (146.8928047 -36.1243685, 146.8927136 -36.1244439, 146.892594 -36.1246046, 146.8924655 -36.1247892, 146.8923837 -36.1249078, 146.8923704 -36.1249314, 146.8923468 -36.1250071)",
183285356,residential,,,False,False,66.227,Ethel Street,"LINESTRING (146.8925513 -36.1239395, 146.8924593 -36.1238463, 146.8919462 -36.1236114)",
24056994,tertiary,40,roundabout,True,False,18.783,,"LINESTRING (146.8915105 -36.1222383, 146.8914583 -36.1222383, 146.8914079 -36.122227, 146.8913632 -36.1222051, 146.8913275 -36.1221742)",2
183285361,tertiary,40,,True,False,112.192,Havelock Street,"LINESTRING (146.8915105 -36.1222383, 146.8913519 -36.1223843, 146.8913125 -36.1224403, 146.8912031 -36.1226023, 146.8909885 -36.1229078, 146.8908555 -36.1230935)",2
258217698,secondary,40,,True,False,39.009,Lawrence Street,"LINESTRING (146.8880267 -36.1246716, 146.8880213 -36.1246404, 146.8880159 -36.1246202, 146.8880101 -36.1246038, 146.8879968 -36.1245831, 146.8879826 -36.1245689, 146.8879649 -36.1245547, 146.8879388 -36.1245397, 146.8879118 -36.1245265, 146.8878788 -36.1245134, 146.8878386 -36.1244999, 146.8877175 -36.1244657)",
1167663457,secondary,40,roundabout,True,False,23.222,,"LINESTRING (146.8880267 -36.1246716, 146.8880677 -36.1245571, 146.8880959 -36.1244704)",
183285363,tertiary_link,,,False,True,12.762,,"LINESTRING (146.8907723 -36.1232116, 146.8906444 -36.1231616)",
183285361,tertiary,40,,True,False,175.638,Havelock Street,"LINESTRING (146.8907723 -36.1232116, 146.8898863 -36.1244453, 146.8897928 -36.1245787)",2
24056994,tertiary,40,roundabout,True,False,7.667,,"LINESTRING (146.8913275 -36.1221742, 146.8913069 -36.122144, 146.891295 -36.1221109)",2
183285361,tertiary,40,,True,False,15.109,Havelock Street,"LINESTRING (146.8908555 -36.1230935, 146.8907723 -36.1232116)",2
183285356,residential,,,False,True,113.65,Ethel Street,"LINESTRING (146.8908555 -36.1230935, 146.8909686 -36.1231528, 146.8919462 -36.1236114)",
183287243,tertiary_link,,,False,True,11.957,,"LINESTRING (146.8910901 -36.1249405, 146.8911094 -36.1248341)",
256529803,tertiary,50,,True,False,128.12300000000002,Lawrence Street,"LINESTRING (146.8910901 -36.1249405, 146.8904769 -36.1248615, 146.8900816 -36.124801, 146.8900264 -36.1247915, 146.8900107 -36.1247869, 146.8899941 -36.1247802, 146.8899762 -36.1247713, 146.8899529 -36.1247601, 146.8898464 -36.1247001, 146.8898175 -36.1246834, 146.8897719 -36.1246526, 146.8897451 -36.1246302)",1
"[791772242, 754390515]",secondary,40,roundabout,True,False,32.888,,"LINESTRING (146.8880219 -36.12496, 146.8880063 -36.1249352, 146.8880004 -36.1249238, 146.8879954 -36.1249105, 146.8879915 -36.1248965, 146.8879896 -36.1248694, 146.8879924 -36.1248415, 146.8879965 -36.1248134, 146.8880104 -36.1247407, 146.8880267 -36.1246716)",
223273054,tertiary_link,50,,False,True,12.229,Stanley Street,"LINESTRING (146.8833886 -36.1218443, 146.883523 -36.1218619)",
223273057,tertiary,50,,True,False,26.808,Smythe Street,"LINESTRING (146.8833886 -36.1218443, 146.8833998 -36.121763, 146.8834316 -36.1216058)",
223257160,secondary,50,,False,False,12.285,Lawrence Street,"LINESTRING (146.8829603 -36.1238147, 146.8830951 -36.1238334)",
189638606,tertiary,50,,True,False,46.553000000000004,Smythe Street,"LINESTRING (146.8829603 -36.1238147, 146.882979 -36.1237285, 146.8830496 -36.1234023)",
189638604,tertiary_link,,,False,False,11.424,,"LINESTRING (146.8831751 -36.123419, 146.8830496 -36.1234023)",
223273053,tertiary,50,,True,False,46.647,Smythe Street,"LINESTRING (146.8831751 -36.123419, 146.8831164 -36.1237468, 146.8830951 -36.1238334)",
1167663475,secondary,,roundabout,True,False,17.034,,"LINESTRING (146.8837558 -36.119887, 146.8837458 -36.1198575, 146.8837456 -36.1198268, 146.8837555 -36.1197972, 146.8837745 -36.1197707, 146.8838015 -36.1197492)",2
189638604,tertiary_link,,,False,True,11.424,,"LINESTRING (146.8830496 -36.1234023, 146.8831751 -36.123419)",
189638606,tertiary,50,,True,False,134.327,Smythe Street,"LINESTRING (146.8830496 -36.1234023, 146.8833133 -36.1222132)",
189638608,tertiary_link,,,False,True,11.501,,"LINESTRING (146.8833133 -36.1222132, 146.8834403 -36.1222264)",
189638606,tertiary,50,,True,False,41.577,Smythe Street,"LINESTRING (146.8833133 -36.1222132, 146.8833688 -36.1219306, 146.8833886 -36.1218443)",
189638608,tertiary_link,,,False,False,11.501,,"LINESTRING (146.8834403 -36.1222264, 146.8833133 -36.1222132)",
223273053,tertiary,50,,True,False,134.734,Smythe Street,"LINESTRING (146.8834403 -36.1222264, 146.8831751 -36.123419)",
189639780,tertiary,40,roundabout,True,False,9.097999999999999,,"LINESTRING (146.8859989 -36.1221789, 146.8860191 -36.1221533, 146.8860479 -36.1221338, 146.8860713 -36.1221244)",
1057556458,tertiary,40,roundabout,True,False,3.9850000000000003,,"LINESTRING (146.8862003 -36.1222877, 146.8861836 -36.1222995, 146.8861645 -36.1223086)",
183285363,tertiary_link,,,False,False,12.762,,"LINESTRING (146.8906444 -36.1231616, 146.8907723 -36.1232116)",
256529801,tertiary,40,,True,False,125.852,Havelock Street,"LINESTRING (146.8906444 -36.1231616, 146.8911437 -36.1224727, 146.8912024 -36.1223874, 146.8912362 -36.1223313, 146.8913275 -36.1221742)",2
570989533,secondary,40,,True,False,134.768,High Street,"LINESTRING (146.8884544 -36.1197315, 146.8886466 -36.1194542, 146.8889676 -36.1189986, 146.889124 -36.1187635, 146.8891368 -36.1187412, 146.8891769 -36.1186697)",1
293830013,tertiary_link,50,,False,True,10.198,Smythe Street,"LINESTRING (146.8843757 -36.1175585, 146.8843049 -36.1176302)",
1046704802,tertiary_link,50,,False,False,10.636,Smythe Street,"LINESTRING (146.8843757 -36.1175585, 146.8844224 -36.1176464)",
27164794,tertiary,50,,True,False,201.899,South Street,"LINESTRING (146.8843757 -36.1175585, 146.8856713 -36.1177453, 146.88642 -36.1178507, 146.8865891 -36.1178745)",1
293830009,tertiary_link,,,False,True,9.775,,"LINESTRING (146.8835522 -36.1175298, 146.8835716 -36.1174433)",
293830013,tertiary_link,50,,False,False,10.198,Smythe Street,"LINESTRING (146.8843049 -36.1176302, 146.8843757 -36.1175585)",
