osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,width
29363142,False,Walker Street,residential,50,True,233.53200000000004,"LINESTRING (114.1661536 -27.7153349, 114.1661537 -27.715191, 114.1661544 -27.7139633, 114.1661546 -27.7135784, 114.1661547 -27.7132347)",,
103130334,False,Magee Crescent,residential,50,False,496.80899999999997,"LINESTRING (114.1661536 -27.7153349, 114.1647958 -27.7153307, 114.1647633 -27.7153244, 114.1647368 -27.7152972, 114.1647318 -27.7152645, 114.164749 -27.7134284, 114.1647862 -27.7133376, 114.1648682 -27.7132799, 114.1649708 -27.7132568, 114.1661547 -27.7132347)",,
1221981141,False,Red Bluff Road,primary,50,False,80.28800000000001,"LINESTRING (114.1590375 -27.7114221, 114.1589948 -27.7115833, 114.1588635 -27.7121275)",2,
"[32846402, 1221981141]",False,"['Grey Street', 'Red Bluff Road']",primary,50,True,232.603,"LINESTRING (114.1590375 -27.7114221, 114.1590675 -27.7113041, 114.1590966 -27.7112352, 114.1591973 -27.7111215, 114.1593186 -27.7110486, 114.1594598 -27.7110104, 114.1597572 -27.7110015, 114.1601219 -27.7110039, 114.1611452 -27.7109899)",2,
29363142,False,Walker Street,residential,50,False,101.41,"LINESTRING (114.1661568 -27.711227, 114.1661586 -27.7117925, 114.1661601 -27.712139)",,
32846387,False,Porter Street,residential,50,False,182.29599999999996,"LINESTRING (114.1661568 -27.711227, 114.1657375 -27.7111391, 114.1655207 -27.7110601, 114.1654759 -27.7110392, 114.1649088 -27.710708, 114.1646197 -27.7104778, 114.1645703 -27.7104369)",,
32846387,False,Porter Street,residential,50,True,182.29600000000002,"LINESTRING (114.1645703 -27.7104369, 114.1646197 -27.7104778, 114.1649088 -27.710708, 114.1654759 -27.7110392, 114.1655207 -27.7110601, 114.1657375 -27.7111391, 114.1661568 -27.711227)",,
32846402,False,Grey Street,primary,50,False,172.27700000000002,"LINESTRING (114.1645703 -27.7104369, 114.1644917 -27.7104984, 114.1643367 -27.7106196, 114.1641336 -27.710754, 114.1639524 -27.7108393, 114.1637786 -27.7108987, 114.16362 -27.7109423, 114.1634377 -27.7109763, 114.1632847 -27.7109855, 114.1629972 -27.7109882)",2,
32846402,False,Grey Street,primary,50,True,469.60799999999995,"LINESTRING (114.1645703 -27.7104369, 114.1650652 -27.7099471, 114.1651602 -27.7098536, 114.165495 -27.7095349, 114.166071 -27.7089655, 114.1663124 -27.7087269, 114.1663665 -27.7086734, 114.1668911 -27.7081468, 114.1671322 -27.7079048, 114.1672595 -27.7077723, 114.1674952 -27.7075083, 114.1676112 -27.707371, 114.167693 -27.707249)",2,
32846402,False,Grey Street,primary,50,False,469.60799999999995,"LINESTRING (114.167693 -27.707249, 114.1676112 -27.707371, 114.1674952 -27.7075083, 114.1672595 -27.7077723, 114.1671322 -27.7079048, 114.1668911 -27.7081468, 114.1663665 -27.7086734, 114.1663124 -27.7087269, 114.166071 -27.7089655, 114.165495 -27.7095349, 114.1651602 -27.7098536, 114.1650652 -27.7099471, 114.1645703 -27.7104369)",2,
