osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref
10952368,Templeton Street,residential,False,False,54.727,"LINESTRING (144.0701193 -36.99624, 144.069749 -36.9958466)",,,
20789748,Phoenix Street,residential,False,False,45.327,"LINESTRING (144.0701193 -36.99624, 144.0702271 -36.9963309, 144.070291 -36.9963895, 144.0704732 -36.9965335)",,,
"[201254682, 866968164]","['Main Street', 'Reef Street']",tertiary,False,"[False, True]",161.98800000000003,"LINESTRING (144.0701193 -36.99624, 144.0702803 -36.9960571, 144.0703377 -36.9959832, 144.0703795 -36.995919, 144.0704073 -36.9958708, 144.0704188 -36.9958508, 144.0704584 -36.9957639, 144.0704915 -36.9956847, 144.0705131 -36.9956197, 144.0705643 -36.9954609, 144.0707274 -36.9949552, 144.0707491 -36.994888)",2,"['40', '50']",
201254682,Main Street,tertiary,False,True,83.553,"LINESTRING (144.0701193 -36.99624, 144.0699184 -36.9964383, 144.0695279 -36.9968244)",2,40,
10951092,Church Street,residential,False,False,11.386,"LINESTRING (144.0707491 -36.994888, 144.0706366 -36.9948389)",,,
"[86573937, 565764393]","['Hornsby Street', 'Reef Street']",tertiary,False,True,116.801,"LINESTRING (144.0707491 -36.994888, 144.0709212 -36.994313, 144.0709504 -36.994223, 144.0709876 -36.9941477, 144.0710363 -36.9940737, 144.0710799 -36.9940201, 144.0711338 -36.9939674, 144.0711949 -36.9939176)",,50,
"[201254682, 866968164]","['Main Street', 'Reef Street']",tertiary,False,"[False, True]",161.98799999999997,"LINESTRING (144.0707491 -36.994888, 144.0707274 -36.9949552, 144.0705643 -36.9954609, 144.0705131 -36.9956197, 144.0704915 -36.9956847, 144.0704584 -36.9957639, 144.0704188 -36.9958508, 144.0704073 -36.9958708, 144.0703795 -36.995919, 144.0703377 -36.9959832, 144.0702803 -36.9960571, 144.0701193 -36.99624)",2,"['40', '50']",
866968174,High Street,secondary,False,True,5.37,"LINESTRING (144.0682689 -36.9961774, 144.0682969 -36.9962202)",2,60,C282;C283
201245681,Francis Street,residential,False,False,79.368,"LINESTRING (144.0682689 -36.9961774, 144.0684658 -36.9961334, 144.0689606 -36.99602, 144.069131 -36.9959901)",,,
866968174,High Street,secondary,False,False,188.664,"LINESTRING (144.0682689 -36.9961774, 144.0682335 -36.9961286, 144.0681857 -36.9960638, 144.0677556 -36.9955886, 144.0674766 -36.9952803, 144.0670377 -36.9947954)",2,60,C282;C283
13087524,Tobin Street,residential,False,True,487.4189999999999,"LINESTRING (144.0704732 -36.9965335, 144.0701394 -36.9969124, 144.069984 -36.9970954, 144.0698907 -36.9972727, 144.0697368 -36.9975649, 144.0695936 -36.9978461, 144.0693503 -36.998324, 144.0692457 -36.9990245, 144.069213 -36.9991256, 144.0689484 -36.9993454, 144.0687809 -37.0001827, 144.0684674 -37.0001303, 144.0682814 -37.0000992)",,,
20789748,Phoenix Street,residential,False,False,40.708,"LINESTRING (144.0704732 -36.9965335, 144.0706586 -36.996747, 144.0707124 -36.9968442)",,,
20789748,Phoenix Street,residential,False,True,45.327,"LINESTRING (144.0704732 -36.9965335, 144.070291 -36.9963895, 144.0702271 -36.9963309, 144.0701193 -36.99624)",,,
20789748,Phoenix Street,residential,False,False,318.202,"LINESTRING (144.0707124 -36.9968442, 144.0708788 -36.9972964, 144.0709046 -36.9974556, 144.07081 -36.9977827, 144.070718 -36.9980402, 144.0707024 -36.9980839, 144.0706508 -36.9983034, 144.0706769 -36.9986975, 144.0707024 -36.9990823, 144.0707159 -36.9991238, 144.0707626 -36.9992673, 144.0708889 -36.9995276, 144.0709046 -36.9995599, 144.0709386 -36.9996272)",,,
20789748,Phoenix Street,residential,False,True,40.708,"LINESTRING (144.0707124 -36.9968442, 144.0706586 -36.996747, 144.0704732 -36.9965335)",,,
20789748,Phoenix Street,residential,False,True,318.202,"LINESTRING (144.0709386 -36.9996272, 144.0709046 -36.9995599, 144.0708889 -36.9995276, 144.0707626 -36.9992673, 144.0707159 -36.9991238, 144.0707024 -36.9990823, 144.0706769 -36.9986975, 144.0706508 -36.9983034, 144.0707024 -36.9980839, 144.070718 -36.9980402, 144.07081 -36.9977827, 144.0709046 -36.9974556, 144.0708788 -36.9972964, 144.0707124 -36.9968442)",,,
10951092,Church Street,residential,False,True,233.80700000000004,"LINESTRING (144.0691037 -36.9931405, 144.069171 -36.9932657, 144.0692163 -36.9933348, 144.0692631 -36.9934106, 144.0693294 -36.9934855, 144.0695662 -36.993769, 144.0697024 -36.9939071, 144.0701464 -36.9943659, 144.0705206 -36.9947525, 144.070562 -36.9947877, 144.0705949 -36.994814, 144.0706366 -36.9948389)",,,
10951096,Camp Street,residential,False,True,128.841,"LINESTRING (144.0691037 -36.9931405, 144.0692263 -36.9931118, 144.0693301 -36.9930875, 144.0694243 -36.9930654, 144.0695425 -36.9930377, 144.0703058 -36.992859, 144.0704958 -36.9928145)",,,
615402380,Camp Street,residential,False,False,130.086,"LINESTRING (144.0691037 -36.9931405, 144.0689509 -36.9931799, 144.0685667 -36.9932789, 144.0681276 -36.993392, 144.0678143 -36.9934728, 144.0677097 -36.9934997)",,,
10952368,Templeton Street,residential,False,True,54.727,"LINESTRING (144.069749 -36.9958466, 144.0701193 -36.99624)",,,
201245681,Francis Street,residential,False,True,57.157,"LINESTRING (144.069749 -36.9958466, 144.069131 -36.9959901)",,,
10952368,Templeton Street,residential,False,False,86.274,"LINESTRING (144.069749 -36.9958466, 144.0696717 -36.9957526, 144.0692151 -36.9951984)",,,
10952368,Templeton Street,residential,False,False,231.828,"LINESTRING (144.0692151 -36.9951984, 144.0689084 -36.9948536, 144.0683302 -36.9942337, 144.0681169 -36.9940195, 144.0678042 -36.9936327, 144.0677302 -36.9935517, 144.0677097 -36.9934997)",,,
10952368,Templeton Street,residential,False,True,86.274,"LINESTRING (144.0692151 -36.9951984, 144.0696717 -36.9957526, 144.069749 -36.9958466)",,,
25178470,Edwards Street,residential,False,False,132.437,"LINESTRING (144.0692151 -36.9951984, 144.0695771 -36.9951111, 144.0696866 -36.9950847, 144.0698647 -36.9950418, 144.070014 -36.9950058, 144.0706366 -36.9948389)",,,
13087296,Fountain Street,residential,False,False,229.67600000000002,"LINESTRING (144.0636413 -36.9961618, 144.064566 -36.9964679, 144.065743 -36.9968584, 144.0658447 -36.9968852, 144.0659377 -36.9969038, 144.066043 -36.996922)",,,
219072804,High Street,secondary,False,True,84.602,"LINESTRING (144.0685121 -36.9971349, 144.068541 -36.9977321, 144.0685759 -36.9978929)",2,60,C282;C283
