osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,junction,ref
"[371289350, 1082626855]",False,2,Clarence Street,unclassified,50,True,197.131,"LINESTRING (152.9146233 -31.4295024, 152.914607 -31.4293587, 152.914587 -31.4291833, 152.9145684 -31.4291369, 152.9145186 -31.4290126, 152.9143053 -31.428889, 152.9139777 -31.428869, 152.913074 -31.4288955)",,,
"[1083150818, 1083152635, 1083151378]",True,1,Grant Street,unclassified,50,False,150.623,"LINESTRING (152.9146233 -31.4295024, 152.9146983 -31.4296364, 152.9147252 -31.4299962, 152.914738 -31.4301771, 152.9147796 -31.4307659, 152.9147868 -31.4308401)",,,
371660758,False,,Sunset Parade,unclassified,,True,118.226,"LINESTRING (152.9107027 -31.4279199, 152.9106526 -31.4279223, 152.910201 -31.4279448, 152.9099936 -31.4279575, 152.9095172 -31.4279903, 152.9094599 -31.4279953)",10.4,,
371660763,True,,Murray Street,unclassified,,False,128.488,"LINESTRING (152.9107027 -31.4279199, 152.9108377 -31.4279134, 152.9108476 -31.4280239, 152.9108721 -31.4282966, 152.9109256 -31.4288924, 152.9109308 -31.4289505)",8.1,,
3454867,False,,Church Street,residential,50,True,114.171,"LINESTRING (152.9123651 -31.4318913, 152.9111649 -31.4319654)",,,
3454867,False,,Church Street,residential,50,False,231.46,"LINESTRING (152.9123651 -31.4318913, 152.9125086 -31.4318836, 152.9127975 -31.4318682, 152.9134937 -31.431831, 152.9138022 -31.4318145, 152.9146621 -31.4317612, 152.9147992 -31.4317527)",,,
1001698243,False,2,Munster Street,unclassified,,False,127.15700000000001,"LINESTRING (152.9123651 -31.4318913, 152.9124195 -31.4326666, 152.9124379 -31.4329288, 152.9124452 -31.4330328)",,,
1001698243,False,2,Munster Street,unclassified,,True,43.031000000000006,"LINESTRING (152.9123651 -31.4318913, 152.9123407 -31.4315657, 152.9123399 -31.4315543, 152.9123362 -31.4315051)",,,
371660762,False,2,Murray Street,unclassified,,True,45.669,"LINESTRING (152.9109286 -31.4296171, 152.9108932 -31.4292075)",,,
3455186,False,,Market Place,unclassified,,False,120.859,"LINESTRING (152.9109286 -31.4296171, 152.9110484 -31.4296115, 152.9120952 -31.4295627, 152.9122005 -31.4295578)",,,
371660762,False,2,Murray Street,unclassified,,False,155.828,"LINESTRING (152.9109286 -31.4296171, 152.9109882 -31.430576, 152.9110096 -31.4308858, 152.9110106 -31.4310166)",,,
371660760,True,,Clarence Street,unclassified,,False,10.882,"LINESTRING (152.9094352 -31.4290481, 152.9095496 -31.4290411)",,,
"[3454730, 3455076]",True,,"['Hay Street', 'Sunset Parade']",unclassified,50,False,129.374,"LINESTRING (152.9094352 -31.4290481, 152.9094298 -31.4289977, 152.9093868 -31.4285938, 152.9093375 -31.4281084, 152.9093267 -31.4280026, 152.9094599 -31.4279953)","['10.4', '8.4']",,
3454696,False,,Hayward Street,unclassified,,False,117.148,"LINESTRING (152.9097832 -31.4332521, 152.9096783 -31.4332562, 152.9088417 -31.4332891, 152.9087882 -31.4332944, 152.9086665 -31.4333153, 152.9085545 -31.4333345)",,,
71865627,False,,Hay Street,unclassified,,True,224.81099999999998,"LINESTRING (152.9097832 -31.4332521, 152.9097663 -31.4330269, 152.9096899 -31.4320204, 152.9096551 -31.431507, 152.9096435 -31.431312, 152.9096389 -31.4312341)",,,
1083897960,False,2,Hay Street,unclassified,,False,65.6,"LINESTRING (152.9097832 -31.4332521, 152.9098669 -31.4337187, 152.9098771 -31.4338363)",,,
3455000,False,,Hay Street,unclassified,,False,8.615,"LINESTRING (152.9096349 -31.4311567, 152.9096389 -31.4312341)",,,
3455000,False,,Hay Street,unclassified,,True,111.439,"LINESTRING (152.9096349 -31.4311567, 152.9096286 -31.4310791, 152.9096113 -31.4308664, 152.9095986 -31.4307106, 152.9095654 -31.4303029, 152.909566 -31.4302799, 152.9095692 -31.4301566)",,,
