osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,geometry,width
184537432,False,2,Mayall Street,residential,True,129.49,,,"LINESTRING (143.5629821 -34.6394608, 143.5620304 -34.6403228)",
116486159,False,,Market Street,trunk,True,235.132,A20,50,"LINESTRING (143.5629821 -34.6394608, 143.5614203 -34.6382756, 143.5610929 -34.6380271)",
174122695,False,2,Mayall Street,secondary,False,227.91000000000003,,50,"LINESTRING (143.5629821 -34.6394608, 143.563539 -34.6389459, 143.5637779 -34.6387179, 143.5646453 -34.637935)",
763259055,False,,Market Street,trunk,False,229.648,A20,50,"LINESTRING (143.5629821 -34.6394608, 143.5642944 -34.6404265, 143.5646158 -34.6406712, 143.5646609 -34.6407055, 143.5648484 -34.6408419)",
184538557,False,,Court Street,residential,True,231.724,,50,"LINESTRING (143.5639031 -34.641726, 143.5620304 -34.6403228)",
480946902,False,2,River Street,residential,False,130.931,,50,"LINESTRING (143.5639031 -34.641726, 143.5648484 -34.6408419)",
184538557,False,,Court Street,residential,False,131.788,,50,"LINESTRING (143.5639031 -34.641726, 143.5641009 -34.6418415, 143.5644442 -34.6420206, 143.5648911 -34.6422539, 143.5650991 -34.6423853)",
184538557,False,,Court Street,residential,False,15.794,,50,"LINESTRING (143.5668743 -34.643918, 143.5670011 -34.6440144)",
404026225,False,,McCabe Street,trunk,False,61.303,A20,50,"LINESTRING (143.5668743 -34.643918, 143.567316 -34.6435034)",
184538557,False,,Court Street,residential,True,236.55399999999997,,50,"LINESTRING (143.5668743 -34.643918, 143.5666516 -34.6437853, 143.5659318 -34.6432323, 143.5657742 -34.6430724, 143.5655415 -34.6428196, 143.5652471 -34.6425033, 143.5650991 -34.6423853)",
22636374,True,,We Street,residential,False,113.055,,50,"LINESTRING (143.5610929 -34.6380271, 143.5611734 -34.637874, 143.5614943 -34.6375856, 143.5618709 -34.6372471)",
116486159,False,,Market Street,trunk,False,235.132,A20,50,"LINESTRING (143.5610929 -34.6380271, 143.5614203 -34.6382756, 143.5629821 -34.6394608)",
184537781,False,,We Street,residential,True,103.279,,50,"LINESTRING (143.5610929 -34.6380271, 143.5606925 -34.6384033, 143.5603491 -34.6387258)",
118043890,True,,We Street,residential,False,9.492,,50,"LINESTRING (143.5627218 -34.6364754, 143.5627935 -34.6364137)",
171518875,False,,McCabe Street,residential,False,194.93300000000002,,50,"LINESTRING (143.5695674 -34.6415628, 143.5690319 -34.6420231, 143.568312 -34.6425716, 143.5680517 -34.6427939)",
480946906,False,,Church Street,residential,True,244.486,,50,"LINESTRING (143.5695674 -34.6415628, 143.5685836 -34.6408215, 143.5675817 -34.6400914)",
174122695,False,2,Mayall Street,secondary,True,10.039,,50,"LINESTRING (143.5647172 -34.6378668, 143.5646453 -34.637935)",
118043886,True,,Church Street,residential,False,226.837,,50,"LINESTRING (143.5647172 -34.6378668, 143.5656825 -34.6385938, 143.5665543 -34.6392368)",
480946902,False,2,River Street,residential,False,8.434,,50,"LINESTRING (143.5648484 -34.6408419, 143.5649115 -34.6407866)",
480946902,False,2,River Street,residential,True,130.931,,50,"LINESTRING (143.5648484 -34.6408419, 143.5639031 -34.641726)",
763259055,False,,Market Street,trunk,False,126.12,A20,50,"LINESTRING (143.5648484 -34.6408419, 143.5658659 -34.6416072)",
763259055,False,,Market Street,trunk,True,229.648,A20,50,"LINESTRING (143.5648484 -34.6408419, 143.5646609 -34.6407055, 143.5646158 -34.6406712, 143.5642944 -34.6404265, 143.5629821 -34.6394608)",
118043885,True,,Church Street,residential,False,10.292,,50,"LINESTRING (143.5627935 -34.6364137, 143.5628706 -34.6364811)",
480946917,True,,McCabe Street,trunk,False,26.539,A20,50,"LINESTRING (143.5675439 -34.6432369, 143.5677373 -34.643059)",
171518881,True,,Sturt Highway,trunk_link,False,43.585,A20,50,"LINESTRING (143.5675439 -34.6432369, 143.5675617 -34.643078, 143.5675543 -34.6430069, 143.5675299 -34.6429526, 143.5674737 -34.6428604)",
171518861,False,,Dowling Street,residential,True,10.389,,50,"LINESTRING (143.5682073 -34.6377184, 143.5682906 -34.6377819)",
480946904,True,1,River Street,residential,False,113.181,,50,"LINESTRING (143.5682073 -34.6377184, 143.5690343 -34.6369614)",6
118043907,True,,Dowling Street,residential,False,107.80199999999999,,50,"LINESTRING (143.5682073 -34.6377184, 143.5680433 -34.6376759, 143.5673083 -34.6371103)",
171518861,False,,Dowling Street,residential,False,125.603,,50,"LINESTRING (143.5692977 -34.6385496, 143.5682906 -34.6377819)",
480946923,False,2,Bank Street,residential,True,232.629,,50,"LINESTRING (143.5692977 -34.6385496, 143.5676462 -34.6400539, 143.5675817 -34.6400914)",
480946918,True,1,Bank Street,residential,False,118.941,,50,"LINESTRING (143.5658659 -34.6416072, 143.5667352 -34.6408118)",6
580757485,False,,Market Street,trunk,False,10.279,A20,50,"LINESTRING (143.5658659 -34.6416072, 143.5659465 -34.6416716)",
763259055,False,,Market Street,trunk,True,126.12,A20,50,"LINESTRING (143.5658659 -34.6416072, 143.5648484 -34.6408419)",
43104371,False,2,Bank Street,residential,False,12.166,,50,"LINESTRING (143.5650991 -34.6423853, 143.565187 -34.6423032)",
184538557,False,,Court Street,residential,False,236.554,,50,"LINESTRING (143.5650991 -34.6423853, 143.5652471 -34.6425033, 143.5655415 -34.6428196, 143.5657742 -34.6430724, 143.5659318 -34.6432323, 143.5666516 -34.6437853, 143.5668743 -34.643918)",
184538557,False,,Court Street,residential,True,131.788,,50,"LINESTRING (143.5650991 -34.6423853, 143.5648911 -34.6422539, 143.5644442 -34.6420206, 143.5641009 -34.6418415, 143.5639031 -34.641726)",
555951408,True,,Market Street,trunk,False,25.314999999999998,A20,50,"LINESTRING (143.5674737 -34.6428604, 143.5673504 -34.6427594, 143.567297 -34.6426872)",
22636373,True,,Market Street,trunk,False,32.698,A20,50,"LINESTRING (143.5677373 -34.643059, 143.5674737 -34.6428604)",
580757486,True,,McCabe Street,trunk,False,8.905,A20,50,"LINESTRING (143.5677373 -34.643059, 143.5678015 -34.6429988)",
184537432,False,2,Mayall Street,residential,False,86.857,,,"LINESTRING (143.5606352 -34.6415762, 143.5612679 -34.6409938)",
184537432,False,2,Mayall Street,residential,False,102.142,,,"LINESTRING (143.5612679 -34.6409938, 143.5620304 -34.6403228)",
184537432,False,2,Mayall Street,residential,True,86.857,,,"LINESTRING (143.5612679 -34.6409938, 143.5606352 -34.6415762)",
184863923,False,,Ballandella Street,residential,False,145.455,,,"LINESTRING (143.5612679 -34.6409938, 143.5624547 -34.6418643)",
640227935,False,2,Ballandella Street,residential,True,18.514,,,"LINESTRING (143.5612679 -34.6409938, 143.5611238 -34.6408769)",17
184863923,False,,Ballandella Street,residential,True,145.455,,,"LINESTRING (143.5624547 -34.6418643, 143.5612679 -34.6409938)",
184537432,False,2,Mayall Street,residential,False,129.49,,,"LINESTRING (143.5620304 -34.6403228, 143.5629821 -34.6394608)",
184537432,False,2,Mayall Street,residential,True,102.142,,,"LINESTRING (143.5620304 -34.6403228, 143.5612679 -34.6409938)",
184538557,False,,Court Street,residential,False,231.724,,50,"LINESTRING (143.5620304 -34.6403228, 143.5639031 -34.641726)",
184537781,False,,We Street,residential,False,103.279,,50,"LINESTRING (143.5603491 -34.6387258, 143.5606925 -34.6384033, 143.5610929 -34.6380271)",
118043884,True,,Church Street,residential,False,10.428,,50,"LINESTRING (143.562809 -34.6365358, 143.5627218 -34.6364754)",
184539833,True,,We Street,residential,False,116.422,,,"LINESTRING (143.562809 -34.6365358, 143.5619539 -34.6373112)",
184539833,True,,We Street,residential,False,8.292,,,"LINESTRING (143.5628706 -34.6364811, 143.562809 -34.6365358)",
"[118043885, 118043886]",True,,Church Street,residential,False,228.686,,50,"LINESTRING (143.5628706 -34.6364811, 143.5638527 -34.6371949, 143.5647172 -34.6378668)",
184864408,False,2,Harben Street,residential,True,10.415,,,"LINESTRING (143.5619539 -34.6373112, 143.5618709 -34.6372471)",
184539833,True,,We Street,residential,False,112.41100000000002,,,"LINESTRING (143.5619539 -34.6373112, 143.5615981 -34.6376333, 143.5615776 -34.6376519, 143.5612894 -34.6379129, 143.5610929 -34.6380271)",
22636374,True,,We Street,residential,False,115.859,,50,"LINESTRING (143.5618709 -34.6372471, 143.5627218 -34.6364754)",
184864408,False,2,Harben Street,residential,False,10.415,,,"LINESTRING (143.5618709 -34.6372471, 143.5619539 -34.6373112)",
189440299,False,,Cook Street,residential,False,12.734,,50,"LINESTRING (143.5673083 -34.6371103, 143.5674411 -34.637076)",
189440299,False,,Cook Street,residential,True,12.734,,50,"LINESTRING (143.5674411 -34.637076, 143.5673083 -34.6371103)",
118043898,True,,Dowling Street,residential,False,100.773,,50,"LINESTRING (143.5674411 -34.637076, 143.5675167 -34.6371311, 143.568136 -34.6376067, 143.5682073 -34.6377184)",
174122695,False,2,Mayall Street,secondary,False,10.039,,50,"LINESTRING (143.5646453 -34.637935, 143.5647172 -34.6378668)",
174122695,False,2,Mayall Street,secondary,True,227.91000000000003,,50,"LINESTRING (143.5646453 -34.637935, 143.5637779 -34.6387179, 143.563539 -34.6389459, 143.5629821 -34.6394608)",
"[430015226, 118043884]",True,,Church Street,residential,False,228.98000000000002,,50,"LINESTRING (143.5646453 -34.637935, 143.5637697 -34.6372707, 143.563685 -34.6372028, 143.562809 -34.6365358)",
480946905,True,1,River Street,residential,False,9.9,,50,"LINESTRING (143.5664814 -34.6393026, 143.5665543 -34.6392368)",6
430015226,True,,Church Street,residential,False,226.589,,50,"LINESTRING (143.5664814 -34.6393026, 143.5656139 -34.6386525, 143.5646453 -34.637935)",
430015226,True,,Church Street,residential,False,124.354,,50,"LINESTRING (143.5675817 -34.6400914, 143.5675006 -34.6400714, 143.566562 -34.6393619)",
480946906,False,,Church Street,residential,False,244.486,,50,"LINESTRING (143.5675817 -34.6400914, 143.5685836 -34.6408215, 143.5695674 -34.6415628)",
480946919,True,1,Bank Street,residential,False,71.952,,,"LINESTRING (143.5675817 -34.6400914, 143.5675299 -34.6402292, 143.5671203 -34.6406024)",6
480946923,False,2,Bank Street,residential,False,232.629,,50,"LINESTRING (143.5675817 -34.6400914, 143.5676462 -34.6400539, 143.5692977 -34.6385496)",
171518861,False,,Dowling Street,residential,False,10.389,,50,"LINESTRING (143.5682906 -34.6377819, 143.5682073 -34.6377184)",
171518861,False,,Dowling Street,residential,True,125.603,,50,"LINESTRING (143.5682906 -34.6377819, 143.5692977 -34.6385496)",
480946903,True,1,River Street,residential,False,113.006,,,"LINESTRING (143.5682906 -34.6377819, 143.5674628 -34.6385362)",6
480946903,True,1,River Street,residential,False,10.038,,,"LINESTRING (143.5666326 -34.6392928, 143.566562 -34.6393619)",6
118043886,True,,Church Street,residential,False,126.951,,50,"LINESTRING (143.5666326 -34.6392928, 143.5675771 -34.6400015, 143.5675817 -34.6400914)",
118043886,True,,Church Street,residential,False,9.491,,50,"LINESTRING (143.5665543 -34.6392368, 143.5666326 -34.6392928)",
