osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction,lanes,ref
61726043,Forrest Street,tertiary,False,False,8.174,"LINESTRING (116.1512612 -33.3580313, 116.1511787 -33.3580057)",,,,
219648983,Prinsep Street North,tertiary,True,False,28.273,"LINESTRING (116.1512612 -33.3580313, 116.1511494 -33.3582678)",,,,
548167075,Forrest Street,residential,False,True,40.161,"LINESTRING (116.1512612 -33.3580313, 116.1513448 -33.3580573, 116.1516665 -33.3581572)",,,,
10113284,Johnston Street,residential,False,False,230.286,"LINESTRING (116.1517573 -33.3568707, 116.1495383 -33.3562087, 116.1494223 -33.3561741)",,,,
10113284,Johnston Street,residential,False,True,192.058,"LINESTRING (116.1517573 -33.3568707, 116.1518826 -33.3569127, 116.1526926 -33.3571842, 116.1536764 -33.357514)",,,,
209143071,Prinsep Street North,residential,False,False,123.594,"LINESTRING (116.1517573 -33.3568707, 116.1519998 -33.3563231, 116.1522189 -33.3558282)",50,,,
219648981,Prinsep Street North,residential,False,True,78.466,"LINESTRING (116.1517573 -33.3568707, 116.1514865 -33.3574626, 116.1514558 -33.3575299)",,,,
"[10113284, 10113229]","['Johnston Street', 'Lefroy Street']",residential,False,False,292.04,"LINESTRING (116.1573362 -33.3598026, 116.1573501 -33.3597073, 116.157356 -33.3596278, 116.1573446 -33.3593026, 116.1573263 -33.3587801, 116.1572761 -33.3586402, 116.1557979 -33.3581724, 116.1556453 -33.3581241)",,,,
10113229,Lefroy Street,residential,False,True,154.082,"LINESTRING (116.1573362 -33.3598026, 116.1571893 -33.3605481, 116.157092 -33.361173)",,,,
10113279,Forrest Street,residential,False,False,207.75300000000001,"LINESTRING (116.1573362 -33.3598026, 116.1565922 -33.3596404, 116.1556615 -33.3593938, 116.1553389 -33.3593036, 116.1551953 -33.3592635)",,,,
10113279,Forrest Street,residential,False,True,207.753,"LINESTRING (116.1551953 -33.3592635, 116.1553389 -33.3593036, 116.1556615 -33.3593938, 116.1565922 -33.3596404, 116.1573362 -33.3598026)",,,,
548167077,,residential,True,False,17.756,"LINESTRING (116.1551953 -33.3592635, 116.1551914 -33.3592752, 116.1551749 -33.3592955, 116.1551514 -33.3593104, 116.1551235 -33.3593181, 116.155094 -33.3593178, 116.1550662 -33.3593096, 116.1550431 -33.3592944)",,roundabout,,
61726043,Forrest Street,tertiary,False,True,178.368,"LINESTRING (116.1489457 -33.3573123, 116.1507458 -33.3578713)",,,,
16532749,Atkinson Street North,tertiary,False,False,134.113,"LINESTRING (116.1489457 -33.3573123, 116.1492019 -33.3567414, 116.1494223 -33.3561741)",,,,
10113284,Johnston Street,residential,False,False,195.042,"LINESTRING (116.1556453 -33.3581241, 116.1536764 -33.357514)",,,,
"[10113284, 10113229]","['Johnston Street', 'Lefroy Street']",residential,False,True,292.04,"LINESTRING (116.1556453 -33.3581241, 116.1557979 -33.3581724, 116.1572761 -33.3586402, 116.1573263 -33.3587801, 116.1573446 -33.3593026, 116.157356 -33.3596278, 116.1573501 -33.3597073, 116.1573362 -33.3598026)",,,,
10113323,Steere Street,residential,False,False,138.22899999999998,"LINESTRING (116.1556453 -33.3581241, 116.1558698 -33.3575412, 116.1560401 -33.3570989, 116.1560723 -33.3569349)",,,,
10113323,Steere Street,residential,False,True,125.72399999999999,"LINESTRING (116.1556453 -33.3581241, 116.1553642 -33.3587082, 116.1551405 -33.3591732)",,,,
10113323,Steere Street,residential,False,True,278.016,"LINESTRING (116.1572854 -33.3547081, 116.1567222 -33.3552611, 116.1564733 -33.3556052, 116.156229 -33.3563103, 116.1560723 -33.3569349)",,,,
16532749,Atkinson Street North,tertiary,False,True,52.712,"LINESTRING (116.1495848 -33.3557199, 116.1494223 -33.3561741)",,,,
61726027,Atkinson Street North,residential,False,False,86.542,"LINESTRING (116.1495848 -33.3557199, 116.1496406 -33.3555658, 116.1498262 -33.3550536, 116.1498514 -33.3549742)",,,,
61726027,Atkinson Street North,residential,False,True,86.542,"LINESTRING (116.1498514 -33.3549742, 116.1498262 -33.3550536, 116.1496406 -33.3555658, 116.1495848 -33.3557199)",,,,
209143159,Medic Street,residential,False,False,229.671,"LINESTRING (116.1498514 -33.3549742, 116.1499835 -33.355014, 116.1511372 -33.3553615, 116.1521661 -33.3557003)",,,,
16532822,Harvey Street,residential,False,False,124.739,"LINESTRING (116.1531909 -33.3585598, 116.153428 -33.3580737, 116.1536764 -33.357514)",,,,
548167076,,residential,True,False,11.246,"LINESTRING (116.1531909 -33.3585598, 116.1531982 -33.3585621, 116.1532201 -33.3585771, 116.1532353 -33.3585971, 116.1532422 -33.35862, 116.1532402 -33.3586436)",,roundabout,,
10113284,Johnston Street,residential,False,True,195.042,"LINESTRING (116.1536764 -33.357514, 116.1556453 -33.3581241)",,,,
10113284,Johnston Street,residential,False,False,192.058,"LINESTRING (116.1536764 -33.357514, 116.1526926 -33.3571842, 116.1518826 -33.3569127, 116.1517573 -33.3568707)",,,,
16532822,Harvey Street,residential,False,False,135.95999999999998,"LINESTRING (116.1536764 -33.357514, 116.1539281 -33.3569324, 116.154174 -33.3563641)",,,,
16532822,Harvey Street,residential,False,True,124.739,"LINESTRING (116.1536764 -33.357514, 116.153428 -33.3580737, 116.1531909 -33.3585598)",,,,
16532822,Harvey Street,residential,False,True,135.95999999999998,"LINESTRING (116.154174 -33.3563641, 116.1539281 -33.3569324, 116.1536764 -33.357514)",,,,
219648975,Medic Street,residential,False,False,187.69500000000002,"LINESTRING (116.154174 -33.3563641, 116.1558721 -33.3569056, 116.1560723 -33.3569349)",,,,
219648975,Medic Street,residential,False,True,181.60399999999998,"LINESTRING (116.154174 -33.3563641, 116.1524489 -33.3557936, 116.152356 -33.3557629)",,,,
10113323,Steere Street,residential,False,False,278.016,"LINESTRING (116.1560723 -33.3569349, 116.156229 -33.3563103, 116.1564733 -33.3556052, 116.1567222 -33.3552611, 116.1572854 -33.3547081)",,,,
10113323,Steere Street,residential,False,True,138.22899999999998,"LINESTRING (116.1560723 -33.3569349, 116.1560401 -33.3570989, 116.1558698 -33.3575412, 116.1556453 -33.3581241)",,,,
219648975,Medic Street,residential,False,True,187.69500000000002,"LINESTRING (116.1560723 -33.3569349, 116.1558721 -33.3569056, 116.154174 -33.3563641)",,,,
7725274,Patterson Street,primary,False,True,86.154,"LINESTRING (116.1556961 -33.3622083, 116.1559563 -33.3614646)",,,,
22928545,Wittenoom Street,residential,False,False,193.062,"LINESTRING (116.1556961 -33.3622083, 116.1577584 -33.3624267)",,,,
23898162,Wittenoom Street,residential,False,False,167.922,"LINESTRING (116.1556961 -33.3622083, 116.1540091 -33.3616649)",,,,
7725274,Patterson Street,primary,False,False,135.124,"LINESTRING (116.1556961 -33.3622083, 116.155447 -33.3627862, 116.1552187 -33.3632899, 116.1551958 -33.3633493)",,,,
209144193,Mungalup Road,residential,False,True,10.686,"LINESTRING (116.1520648 -33.3610934, 116.1521025 -33.3610026)",,,,
