osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,junction
1097448946,ACW,Guy Street,tertiary,False,True,11.091,,,"LINESTRING (152.0295217 -28.2200355, 152.0295402 -28.2199371)",
1116199210,A15;ACW,Wood Street,trunk,True,False,119.605,2,60,"LINESTRING (152.0295217 -28.2200355, 152.0293847 -28.2200151, 152.0283181 -28.2198559)",
301772451,A15,Albion Street,trunk,True,False,10.736,2,60,"LINESTRING (152.0341423 -28.2206973, 152.0341653 -28.2206029)",
"[4020714, 795278750]",A15,Wood Street,trunk,True,False,115.357,"['2', '3']",60,"LINESTRING (152.0341423 -28.2206973, 152.0340527 -28.2206841, 152.0332894 -28.2205712, 152.0329812 -28.2205254)",
762952141,,Fitzroy Street,tertiary,False,False,14.839,,,"LINESTRING (152.0352229 -28.2144518, 152.0353727 -28.2144714)",
762952142,,Fitzroy Street,tertiary,False,True,210.777,,,"LINESTRING (152.0352229 -28.2144518, 152.0351895 -28.2144471, 152.034307 -28.2143221, 152.0342359 -28.214312, 152.0337763 -28.214247, 152.0336231 -28.2142253, 152.03328 -28.2141767, 152.033099 -28.2141511)",
"[1219675122, 1116199235]",A15;ACW,Albion Street,trunk,True,False,227.47699999999998,"['2', '3']",60,"LINESTRING (152.0352229 -28.2144518, 152.0352507 -28.2143153, 152.0353363 -28.2138947, 152.0353586 -28.2137849, 152.0353697 -28.2137307, 152.0355276 -28.2129549, 152.0356328 -28.2124382)",
1116199215,ACW,Grafton Street,tertiary,True,False,9.985,,25,"LINESTRING (152.0325546 -28.2161493, 152.032655 -28.2161647)",
1116199216,,Palmerin Street,tertiary,True,False,218.32,,25,"LINESTRING (152.0325546 -28.2161493, 152.0325697 -28.2160732, 152.032746 -28.2151821, 152.0327531 -28.2151464, 152.0329103 -28.2143523, 152.0329084 -28.2143272, 152.0329035 -28.2142632, 152.0329083 -28.2142134)",
1229052387,,Percy Street,primary,False,False,11.546,,60,"LINESTRING (152.0345019 -28.2185881, 152.0346187 -28.2186019)",
"[1219675128, 1219675130]",A15,Albion Street,trunk,True,False,108.352,"['2', '3']",60,"LINESTRING (152.0345019 -28.2185881, 152.0345264 -28.2184539, 152.0346017 -28.2180467, 152.0346794 -28.2176263)",
"[191185416, 1229052388]",,Percy Street,tertiary,False,True,112.965,"['2', '3']",50,"LINESTRING (152.0345019 -28.2185881, 152.0344424 -28.2185793, 152.0344153 -28.2185754, 152.0342957 -28.2185578, 152.0341213 -28.2185321, 152.0339721 -28.2185101, 152.033847 -28.2184917, 152.0333647 -28.2184208)",
574825696,,Grafton Street,tertiary,True,False,12.995,,25,"LINESTRING (152.0348761 -28.2164812, 152.035007 -28.2165)",
"[1219675124, 1116199221]",A15;ACW,Albion Street,trunk,True,False,228.20299999999997,"['2', '3']",60,"LINESTRING (152.0348761 -28.2164812, 152.0348919 -28.2163888, 152.0350524 -28.2154496, 152.0351272 -28.2150119, 152.0352044 -28.2145603, 152.0352229 -28.2144518)",
1116199234,,Grafton Street,tertiary,False,True,137.869,,,"LINESTRING (152.0375656 -28.2169102, 152.0361771 -28.2167093)",
191187440,,Canning Street,residential,False,False,125.625,,,"LINESTRING (152.0375656 -28.2169102, 152.0375483 -28.2170074, 152.037409 -28.2177779, 152.0373653 -28.2180261)",
1116199233,,Canning Street,residential,False,True,77.62700000000001,,,"LINESTRING (152.0375656 -28.2169102, 152.0375811 -28.2168229, 152.0377006 -28.2162223)",
1097448946,ACW,Guy Street,tertiary,False,False,11.091,,,"LINESTRING (152.0295402 -28.2199371, 152.0295217 -28.2200355)",
865812337,A15,Wood Street,trunk,True,False,111.18,2,60,"LINESTRING (152.0295402 -28.2199371, 152.0296638 -28.219956, 152.0300645 -28.2200133, 152.0306582 -28.220108)",
"[1223932144, 191185405, 1223932143]",ACW,Guy Street,tertiary,False,True,215.926,,,"LINESTRING (152.0295402 -28.2199371, 152.0295599 -28.2198239, 152.0295962 -28.219621, 152.0296109 -28.2195332, 152.0296361 -28.2194064, 152.0298571 -28.2181283, 152.0298764 -28.218018)",
113696779,A15,Wood Street,trunk,True,False,35.296,1,60,"LINESTRING (152.0338092 -28.2205549, 152.0340712 -28.2205902, 152.0341653 -28.2206029)",
113696780,A15,Cunningham Highway,trunk,True,False,46.592999999999996,1,60,"LINESTRING (152.0338092 -28.2205549, 152.033957 -28.2205397, 152.0340421 -28.2205205, 152.0340573 -28.2205074, 152.0341291 -28.2204466, 152.0341926 -28.2203589)",
1116199180,A15,Wood Street,trunk,True,False,98.769,2,60,"LINESTRING (152.032001 -28.2202968, 152.032466 -28.2203635, 152.0325327 -28.2203736, 152.0329953 -28.2204431)",
1216732208,A15,Wood Street,trunk,True,False,109.305,2,60,"LINESTRING (152.0317493 -28.2203525, 152.0306474 -28.2201989)",
198547981,,King Street,residential,False,False,10.885,,,"LINESTRING (152.0346794 -28.2176263, 152.0347847 -28.2176575)",
198547981,,King Street,residential,False,True,113.14200000000001,,,"LINESTRING (152.0346794 -28.2176263, 152.034609 -28.2176159, 152.0342208 -28.2175586, 152.0340584 -28.2175347, 152.0338959 -28.2175107, 152.0337246 -28.2174854, 152.0335405 -28.2174583)",
"[1219675126, 574825695]",A15,Albion Street,trunk,True,False,119.419,"['2', '3']",60,"LINESTRING (152.0346794 -28.2176263, 152.0347716 -28.2171116, 152.0348531 -28.2166251, 152.0348636 -28.2165647)",
865812337,A15,Wood Street,trunk,True,False,108.731,2,60,"LINESTRING (152.0306582 -28.220108, 152.0317539 -28.2202631)",
1216679123,,Acacia Avenue,residential,False,True,227.286,,,"LINESTRING (152.0306582 -28.220108, 152.0306728 -28.2200283, 152.0310077 -28.2182043, 152.0310286 -28.2180902)",
574825700,A15,Wood Street,trunk,True,False,8.292,1,60,"LINESTRING (152.0341653 -28.2206029, 152.0342487 -28.2206156)",
574825702,A15,Albion Street,trunk,True,False,27.262999999999998,1,60,"LINESTRING (152.0341653 -28.2206029, 152.0341714 -28.2205485, 152.0341926 -28.2203589)",
574825698,A15,Wood Street,trunk,True,False,8.746,2,60,"LINESTRING (152.0342302 -28.220711, 152.0341423 -28.2206973)",
762952141,,Fitzroy Street,tertiary,False,True,14.839,,,"LINESTRING (152.0353727 -28.2144714, 152.0352229 -28.2144518)",
762952140,A15;ACW,Albion Street,trunk,True,False,156.40900000000002,2,60,"LINESTRING (152.0353727 -28.2144714, 152.0353539 -28.214576, 152.0351223 -28.2158606)",
1097448945,A15;ACW,Albion Street,trunk,True,False,9.324,3,60,"LINESTRING (152.035007 -28.2165, 152.0349913 -28.2165827)",
198433064,,Grafton Street,tertiary,True,False,89.18,,50,"LINESTRING (152.035007 -28.2165, 152.0350821 -28.2165137, 152.0353876 -28.2165696, 152.0358982 -28.2166629)",
574825697,A15,Albion Street,trunk,True,False,10.762,2,60,"LINESTRING (152.0342487 -28.2206156, 152.0342302 -28.220711)",
113696778,,Wood Street,tertiary,True,False,65.012,1,50,"LINESTRING (152.0342487 -28.2206156, 152.0343291 -28.2206272, 152.0344991 -28.2206517, 152.0348982 -28.2207337)",
1229052387,,Percy Street,primary,False,True,11.546,,60,"LINESTRING (152.0346187 -28.2186019, 152.0345019 -28.2185881)",
"[761873274, 1219675131]",A15,Albion Street,trunk,True,False,226.832,2,60,"LINESTRING (152.0346187 -28.2186019, 152.0345973 -28.2187195, 152.0344947 -28.2192948, 152.0344325 -28.2196436, 152.0344211 -28.2197038, 152.0342594 -28.2205591, 152.0342487 -28.2206156)",
"[28521225, 1229052386]",,Percy Street,primary,False,False,117.467,"['2', '3']",60,"LINESTRING (152.0346187 -28.2186019, 152.0346769 -28.2186102, 152.034701 -28.2186135, 152.035021 -28.218659, 152.0352534 -28.2186934, 152.0358025 -28.2187689)",
198547981,,King Street,residential,False,True,10.885,,,"LINESTRING (152.0347847 -28.2176575, 152.0346794 -28.2176263)",
198547981,,King Street,residential,False,False,117.387,,,"LINESTRING (152.0347847 -28.2176575, 152.0348725 -28.2176698, 152.035968 -28.2178227)",
"[1219675132, 1219675127]",A15,Albion Street,trunk,True,False,106.265,"['2', '3']",60,"LINESTRING (152.0347847 -28.2176575, 152.0347006 -28.2181362, 152.0346417 -28.2184787, 152.0346187 -28.2186019)",
"[795278746, 1116199220, 1219675133]",A15,Albion Street,trunk,True,False,199.226,"['2', '3']",60,"LINESTRING (152.0341926 -28.2203589, 152.0343879 -28.2192097, 152.0344107 -28.2190854, 152.0344823 -28.2186997, 152.0345019 -28.2185881)",
41242328,,Wood Street,tertiary,True,False,16.844,2,50,"LINESTRING (152.03506 -28.2207831, 152.0348882 -28.2207888)",
28521225,,Percy Street,primary,False,True,137.315,2,60,"LINESTRING (152.0371855 -28.2189687, 152.0358025 -28.2187689)",
191187440,,Canning Street,residential,False,True,106.283,,,"LINESTRING (152.0371855 -28.2189687, 152.0372012 -28.2188863, 152.0373653 -28.2180261)",
182610942,,Albert Street,residential,False,False,186.999,,,"LINESTRING (152.0333577 -28.2120697, 152.0335337 -28.2120926, 152.034145 -28.2121722, 152.0349066 -28.212272, 152.0352442 -28.2123235)",
191185418,,Palmerin Street,tertiary,False,True,220.869,,40,"LINESTRING (152.0333577 -28.2120697, 152.0333324 -28.2122097, 152.033021 -28.2139319, 152.0330047 -28.2140315)",
191187440,,Canning Street,residential,False,False,106.283,,,"LINESTRING (152.0373653 -28.2180261, 152.0372012 -28.2188863, 152.0371855 -28.2189687)",
191187440,,Canning Street,residential,False,True,125.625,,,"LINESTRING (152.0373653 -28.2180261, 152.037409 -28.2177779, 152.0375483 -28.2170074, 152.0375656 -28.2169102)",
198547981,,King Street,residential,False,True,138.764,,,"LINESTRING (152.0373653 -28.2180261, 152.0372939 -28.2180157, 152.035968 -28.2178227)",
191185414,,Dragon Street,tertiary,False,False,65.696,,60,"LINESTRING (152.0283373 -28.213466, 152.0284439 -28.2128827)",
191185414,,Dragon Street,tertiary,False,True,60.043,,60,"LINESTRING (152.0283373 -28.213466, 152.0282398 -28.2139991)",
198993325,,Fitzroy Street,tertiary,False,False,219.786,,,"LINESTRING (152.0283373 -28.213466, 152.0283933 -28.2134741, 152.0304398 -28.2137694, 152.0305509 -28.2137854)",
182612341,,Barth Street,residential,False,True,191.497,,,"LINESTRING (152.0307947 -28.2130143, 152.0296367 -28.2128447, 152.0297622 -28.2121659)",
191185878,,Guy Street,tertiary,False,False,77.408,,,"LINESTRING (152.0307947 -28.2130143, 152.0307441 -28.2133085, 152.030696 -28.2135906, 152.0306764 -28.2137026)",
182612341,,Barth Street,residential,False,False,191.497,,,"LINESTRING (152.0297622 -28.2121659, 152.0296367 -28.2128447, 152.0307947 -28.2130143)",
191185414,,Dragon Street,tertiary,False,False,101.502,,60,"LINESTRING (152.0284439 -28.2128827, 152.0286087 -28.2119815)",
182612338,,Market Square,residential,False,False,301.00600000000003,,,"LINESTRING (152.0284439 -28.2128827, 152.0283777 -28.2128728, 152.0276251 -28.21276, 152.0275427 -28.2127329, 152.0274427 -28.2126702, 152.0274033 -28.2125532, 152.0275607 -28.2118342, 152.0285457 -28.2119726, 152.0286087 -28.2119815)",
191185414,,Dragon Street,tertiary,False,True,65.696,,60,"LINESTRING (152.0284439 -28.2128827, 152.0283373 -28.213466)",
191185414,,Dragon Street,tertiary,False,False,84.754,,60,"LINESTRING (152.0281022 -28.2147516, 152.0282398 -28.2139991)",
191185414,,Dragon Street,tertiary,False,True,76.688,,60,"LINESTRING (152.0281022 -28.2147516, 152.0279854 -28.215327, 152.0279644 -28.2154305)",
191185414,,Dragon Street,tertiary,False,True,101.502,,60,"LINESTRING (152.0286087 -28.2119815, 152.0284439 -28.2128827)",
182612338,,Market Square,residential,False,True,301.00600000000003,,,"LINESTRING (152.0286087 -28.2119815, 152.0285457 -28.2119726, 152.0275607 -28.2118342, 152.0274033 -28.2125532, 152.0274427 -28.2126702, 152.0275427 -28.2127329, 152.0276251 -28.21276, 152.0283777 -28.2128728, 152.0284439 -28.2128827)",
