osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes
112458516,Channel Road,residential,False,False,346.603,"LINESTRING (142.0585705 -34.171445, 142.0587412 -34.171447, 142.0593422 -34.1714541, 142.059746 -34.1714589, 142.0610495 -34.1716598, 142.0612091 -34.1716753, 142.0612883 -34.1716695, 142.0613217 -34.171667, 142.0613768 -34.171663, 142.0620675 -34.1716019, 142.0623065 -34.1715692)",,,,
"[435004849, 435004850, 770327515]",Main Avenue South,trunk,False,False,235.13600000000002,"LINESTRING (142.0585705 -34.171445, 142.0585692 -34.171224, 142.058568 -34.1711393, 142.0585674 -34.1709405, 142.0585639 -34.1703655, 142.0585632 -34.1702473, 142.0585722 -34.1701073, 142.0585668 -34.1693306)",A79,60,yes,
222579731,Main Avenue South,trunk,False,True,12.443,"LINESTRING (142.0585662 -34.1678697, 142.0585662 -34.1679816)",A79,60,,2
76525764,Commercial Street,secondary,True,False,49.926,"LINESTRING (142.0585662 -34.1678697, 142.0588606 -34.1678966, 142.0591054 -34.1679203)",C256,50,,2
"[579485281, 154970013]",Main Avenue North,trunk,False,False,152.436,"LINESTRING (142.0585662 -34.1678697, 142.0585664 -34.1676838, 142.0585667 -34.1673096, 142.0585668 -34.1672314, 142.058567 -34.1670371, 142.0585675 -34.1664988)",A79,60,,2
770327514,Third Street,trunk,False,False,50.678,"LINESTRING (142.0585789 -34.1657108, 142.0585656 -34.1656133, 142.0585214 -34.1655012, 142.0584645 -34.1654122, 142.0583511 -34.1653096)",A79,60,,2
"[154970016, 770327514]","['Main Avenue North', 'Third Street']",trunk,False,True,87.628,"LINESTRING (142.0585789 -34.1657108, 142.0585779 -34.1657957, 142.0585779 -34.1657985, 142.0585675 -34.1664988)",A79,60,,2
770327514,Third Street,trunk,False,False,15.356,"LINESTRING (142.0583511 -34.1653096, 142.0582142 -34.1652306)",A79,60,,2
770327514,Third Street,trunk,False,True,50.678,"LINESTRING (142.0583511 -34.1653096, 142.0584645 -34.1654122, 142.0585214 -34.1655012, 142.0585656 -34.1656133, 142.0585789 -34.1657108)",A79,60,,2
770327514,Third Street,trunk,False,True,15.356,"LINESTRING (142.0582142 -34.1652306, 142.0583511 -34.1653096)",A79,60,,2
575686762,Chaffey Street,residential,True,False,40.361999999999995,"LINESTRING (142.0582142 -34.1652306, 142.0582893 -34.1651483, 142.0584717 -34.1650873, 142.0585887 -34.1650945)",,,,
770327514,Third Street,trunk,False,False,196.67200000000003,"LINESTRING (142.0582142 -34.1652306, 142.0574215 -34.1649461, 142.0562587 -34.1645163)",A79,60,,2
222579729,Game Street,residential,False,True,210.715,"LINESTRING (142.0562765 -34.1693168, 142.0585668 -34.1693306)",,,,
76525761,Smith Street,residential,False,True,151.959,"LINESTRING (142.0562765 -34.1693168, 142.0562771 -34.1686188, 142.0562777 -34.1679502)",,,,
76525747,O'Bryan Street,residential,False,True,157.13199999999998,"LINESTRING (142.0631517 -34.1679158, 142.0631516 -34.1678115, 142.0631512 -34.1673142, 142.0631511 -34.1672424, 142.0631506 -34.1666328, 142.0631485 -34.1665027)",,,,
76525771,O'Bryan Street,residential,False,False,160.21,"LINESTRING (142.0631517 -34.1679158, 142.0631512 -34.1680511, 142.0631489 -34.1686277, 142.0631487 -34.1686722, 142.063146 -34.1693566)",,,,
222578048,Commercial Street,secondary,False,False,209.774,"LINESTRING (142.0631517 -34.1679158, 142.0610651 -34.1679164, 142.0608716 -34.1679165)",C256,50,,2
971634441,Commercial Street,residential,False,False,116.129,"LINESTRING (142.0562777 -34.1679502, 142.0575398 -34.1679343)",,,,
76525761,Smith Street,residential,False,False,151.959,"LINESTRING (142.0562777 -34.1679502, 142.0562771 -34.1686188, 142.0562765 -34.1693168)",,,,
76525761,Smith Street,residential,False,True,161.891,"LINESTRING (142.0562777 -34.1679502, 142.0562728 -34.167223, 142.0562678 -34.1664943)",,,,
112458494,Commercial Street,residential,True,False,91.47800000000001,"LINESTRING (142.0562777 -34.1679502, 142.0560363 -34.1680501, 142.0553152 -34.1681072)",,,,
222578046,Game Street,residential,False,False,209.213,"LINESTRING (142.063146 -34.1693566, 142.060872 -34.1693458)",,,,
76525771,O'Bryan Street,residential,False,True,160.21,"LINESTRING (142.063146 -34.1693566, 142.0631487 -34.1686722, 142.0631489 -34.1686277, 142.0631512 -34.1680511, 142.0631517 -34.1679158)",,,,
"[76525768, 76525754, 76525765]",Box Street,residential,False,False,211.099,"LINESTRING (142.0585675 -34.1664988, 142.0587242 -34.1665003, 142.0588767 -34.1665018, 142.0605572 -34.1664995, 142.0608619 -34.1665029)",,,,
"[76525754, 76525757]",Box Street,residential,False,True,50.466,"LINESTRING (142.0585675 -34.1664988, 142.0583412 -34.1665006, 142.058019 -34.1664982)",,50,,
"[154970016, 770327514]","['Main Avenue North', 'Third Street']",trunk,False,False,87.62800000000001,"LINESTRING (142.0585675 -34.1664988, 142.0585779 -34.1657985, 142.0585779 -34.1657957, 142.0585789 -34.1657108)",A79,60,,2
"[579485281, 154970013]",Main Avenue North,trunk,False,True,152.436,"LINESTRING (142.0585675 -34.1664988, 142.058567 -34.1670371, 142.0585668 -34.1672314, 142.0585667 -34.1673096, 142.0585664 -34.1676838, 142.0585662 -34.1678697)",A79,60,,2
222578043,Commercial Street,secondary,False,True,162.49599999999998,"LINESTRING (142.0591054 -34.1679203, 142.0596142 -34.1679169, 142.06071 -34.1679166, 142.0608716 -34.1679165)",C256,50,,2
1030788141,Commercial Street,secondary,True,False,50.608999999999995,"LINESTRING (142.0591054 -34.1679203, 142.0589754 -34.1679418, 142.0588546 -34.1679795, 142.0585662 -34.1679816)",C256,50,,2
"[76525768, 76525759]",Box Street,residential,False,False,210.376,"LINESTRING (142.0608619 -34.1665029, 142.0610983 -34.1665018, 142.0631485 -34.1665027)",,,,
"[76525768, 76525754, 76525765]",Box Street,residential,False,True,211.09900000000002,"LINESTRING (142.0608619 -34.1665029, 142.0605572 -34.1664995, 142.0588767 -34.1665018, 142.0587242 -34.1665003, 142.0585675 -34.1664988)",,,,
175559273,Railway Avenue,residential,False,True,205.15699999999998,"LINESTRING (142.0608619 -34.1665029, 142.0608607 -34.1658054, 142.0608586 -34.1653382, 142.0608623 -34.1646579)",,,,
197119815,Railway Avenue,residential,True,False,159.20000000000002,"LINESTRING (142.0608619 -34.1665029, 142.0609245 -34.1665997, 142.0609352 -34.1672307, 142.0609269 -34.1677107, 142.0609009 -34.1678074, 142.0608716 -34.1679165)",,,,
76525761,Smith Street,residential,False,False,219.95100000000002,"LINESTRING (142.0562587 -34.1645163, 142.0562561 -34.1647429, 142.0562589 -34.1658132, 142.0562595 -34.1660618, 142.0562678 -34.1664943)",,,,
770327514,Third Street,trunk,False,True,196.67200000000003,"LINESTRING (142.0562587 -34.1645163, 142.0574215 -34.1649461, 142.0582142 -34.1652306)",A79,60,,2
76525747,O'Bryan Street,residential,False,False,157.132,"LINESTRING (142.0631485 -34.1665027, 142.0631506 -34.1666328, 142.0631511 -34.1672424, 142.0631512 -34.1673142, 142.0631516 -34.1678115, 142.0631517 -34.1679158)",,,,
"[76525768, 76525759]",Box Street,residential,False,True,210.376,"LINESTRING (142.0631485 -34.1665027, 142.0610983 -34.1665018, 142.0608619 -34.1665029)",,,,
1037224396,Box Street,residential,True,False,21.604999999999997,"LINESTRING (142.0631485 -34.1665027, 142.0632442 -34.1664542, 142.0633469 -34.1663988)",,,,
76525761,Smith Street,residential,False,False,161.891,"LINESTRING (142.0562678 -34.1664943, 142.0562728 -34.167223, 142.0562777 -34.1679502)",,,,
76525761,Smith Street,residential,False,True,219.951,"LINESTRING (142.0562678 -34.1664943, 142.0562595 -34.1660618, 142.0562589 -34.1658132, 142.0562561 -34.1647429, 142.0562587 -34.1645163)",,,,
"[155105699, 76525757]",Box Street,residential,False,False,52.695,"LINESTRING (142.0562678 -34.1664943, 142.0565403 -34.1664938, 142.0568405 -34.1664895)",,50,,
175560576,Chaffey Street,residential,False,True,13.665,"LINESTRING (142.0633469 -34.1663988, 142.0634362 -34.166497)",,,,
