osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,lanes
28895323,False,Galena Street,tertiary,50,False,43.897999999999996,"LINESTRING (141.4526387 -31.9641289, 141.4524091 -31.9638427, 141.45237 -31.9638072)",,
"[1113512427, 1113512428]",True,,tertiary,,False,25.802,"LINESTRING (141.4526387 -31.9641289, 141.4526538 -31.9641216, 141.4526848 -31.9641116, 141.4527246 -31.9641138, 141.4527691 -31.9641182, 141.4528171 -31.9641353, 141.4528374 -31.9641531, 141.4528659 -31.964195)",roundabout,
28895332,False,Wills Street,tertiary,50,False,304.618,"LINESTRING (141.4526174 -31.9642225, 141.4523206 -31.9642953, 141.4520853 -31.9643326, 141.4518982 -31.9643621, 141.4516794 -31.9644087, 141.4516117 -31.9644231, 141.4515039 -31.9644537, 141.4513544 -31.9644992, 141.4511955 -31.9645693, 141.451056 -31.9646375, 141.4508428 -31.9647615, 141.4504632 -31.9649919, 141.4497701 -31.9654199)",,
1114748906,True,,tertiary,,False,10.943,"LINESTRING (141.4526174 -31.9642225, 141.4526125 -31.9641978, 141.4526153 -31.9641719, 141.4526387 -31.9641289)",roundabout,
28895322,True,,tertiary,,False,19.371,"LINESTRING (141.4527907 -31.9642901, 141.4527509 -31.964295, 141.4527112 -31.964289, 141.4526759 -31.9642726, 141.4526405 -31.9642516, 141.4526174 -31.9642225)",roundabout,
28895334,False,Galena Street,residential,50,False,244.268,"LINESTRING (141.4527907 -31.9642901, 141.453032 -31.964588, 141.454257 -31.9661007)",,
28895323,False,Galena Street,tertiary,50,False,252.73100000000002,"LINESTRING (141.4512802 -31.9629503, 141.4510978 -31.9627789, 141.4509082 -31.962651, 141.450291 -31.9623188, 141.4497928 -31.9620493, 141.4495845 -31.9619385, 141.4491791 -31.9617094, 141.4490873 -31.9616582)",,
28895323,False,Galena Street,tertiary,50,True,140.94400000000002,"LINESTRING (141.4512802 -31.9629503, 141.4516343 -31.963299, 141.4517038 -31.9633473, 141.4518063 -31.9634094, 141.452101 -31.9635871, 141.4522415 -31.9636909, 141.45237 -31.9638072)",,
174456335,False,Cobalt Street,residential,50,False,98.656,"LINESTRING (141.4512802 -31.9629503, 141.451837 -31.9626304, 141.4521461 -31.9624528)",,
1183904693,True,,tertiary,,False,0.969,"LINESTRING (141.4486169 -31.9615128, 141.4486175 -31.9615041)",roundabout,
28895329,False,Pell Street,residential,,False,123.194,"LINESTRING (141.4473604 -31.9608432, 141.446304 -31.9614945)",,
1183904692,False,Galena Street,tertiary,50,True,111.173,"LINESTRING (141.4473604 -31.9608432, 141.4481774 -31.9612249, 141.4483973 -31.961318)",,
174032338,False,Mercury Street,residential,50,False,46.864,"LINESTRING (141.4476545 -31.962187, 141.4472525 -31.9624346)",,
28895330,False,Harvy Street,residential,,False,148.86700000000002,"LINESTRING (141.4476545 -31.962187, 141.4469973 -31.961848, 141.446304 -31.9614945)",,
174032338,False,Mercury Street,residential,50,True,88.33500000000001,"LINESTRING (141.4476545 -31.962187, 141.4482863 -31.9618078, 141.448416 -31.9617248)",,
28895333,False,Graphite Street,residential,50,False,127.459,"LINESTRING (141.4472525 -31.9624346, 141.4480331 -31.9633702)",,
174032338,False,Mercury Street,residential,50,True,46.864,"LINESTRING (141.4472525 -31.9624346, 141.4476545 -31.962187)",,
28895329,False,Pell Street,residential,,True,123.194,"LINESTRING (141.446304 -31.9614945, 141.4473604 -31.9608432)",,
28895330,False,Harvy Street,residential,,True,148.86700000000002,"LINESTRING (141.446304 -31.9614945, 141.4469973 -31.961848, 141.4476545 -31.962187)",,
172261744,False,Wills Street,tertiary,,False,234.526,"LINESTRING (141.4497701 -31.9654199, 141.4477494 -31.9666486)",,
28895332,False,Wills Street,tertiary,50,True,304.61800000000005,"LINESTRING (141.4497701 -31.9654199, 141.4504632 -31.9649919, 141.4508428 -31.9647615, 141.451056 -31.9646375, 141.4511955 -31.9645693, 141.4513544 -31.9644992, 141.4515039 -31.9644537, 141.4516117 -31.9644231, 141.4516794 -31.9644087, 141.4518982 -31.9643621, 141.4520853 -31.9643326, 141.4523206 -31.9642953, 141.4526174 -31.9642225)",,
1113512454,False,Graphite Street,residential,50,True,141.538,"LINESTRING (141.4497701 -31.9654199, 141.4493823 -31.9649821, 141.4493216 -31.9649136, 141.4492734 -31.9648559, 141.4488859 -31.9643917)",,
28895334,False,Galena Street,residential,50,False,70.263,"LINESTRING (141.454257 -31.9661007, 141.4539275 -31.9666674)",,
705100479,False,Galena Street,residential,,False,25.804,"LINESTRING (141.454257 -31.9661007, 141.4543987 -31.9662992)",,
28895334,False,Galena Street,residential,50,True,244.268,"LINESTRING (141.454257 -31.9661007, 141.453032 -31.964588, 141.4527907 -31.9642901)",,
28895334,False,Galena Street,residential,50,True,70.263,"LINESTRING (141.4539275 -31.9666674, 141.454257 -31.9661007)",,
28895327,False,Gossan Street,residential,50,False,12.765,"LINESTRING (141.455817 -31.9643243, 141.4557419 -31.9642288)",,
28895322,True,,tertiary,,False,13.853,"LINESTRING (141.4528659 -31.964195, 141.4528599 -31.9642321, 141.4528545 -31.9642512, 141.4528263 -31.9642749, 141.4527907 -31.9642901)",roundabout,
660676773,False,Blende Street,tertiary,50,True,175.49599999999998,"LINESTRING (141.4528659 -31.964195, 141.4532865 -31.9641468, 141.4535885 -31.9640656, 141.4545088 -31.9635254)",,
28895333,False,Graphite Street,residential,50,True,127.459,"LINESTRING (141.4480331 -31.9633702, 141.4472525 -31.9624346)",,
28895333,False,Graphite Street,residential,50,False,139.19,"LINESTRING (141.4480331 -31.9633702, 141.4484983 -31.9639275, 141.4488859 -31.9643917)",,
52674256,False,Cornish Street,residential,50,False,233.175,"LINESTRING (141.4480331 -31.9633702, 141.4469242 -31.9640637, 141.446038 -31.9646081)",,
52674255,False,Beryl Street,residential,50,True,229.762,"LINESTRING (141.4544186 -31.9625766, 141.4548941 -31.9622826, 141.4557821 -31.9617452, 141.4559261 -31.9616534, 141.4562715 -31.9614331, 141.4563867 -31.9613596)",,
553710395,False,Beryl Street,residential,50,True,187.17000000000002,"LINESTRING (141.4544186 -31.9625766, 141.4538562 -31.9629047, 141.4531776 -31.9633234, 141.4528 -31.9635499)",,
660676772,False,Gossan Street,residential,50,False,137.409,"LINESTRING (141.4544186 -31.9625766, 141.4539879 -31.9620929, 141.4536471 -31.9616892, 141.4535558 -31.9615811)",,
660676772,False,Gossan Street,residential,50,True,81.52799999999999,"LINESTRING (141.4544186 -31.9625766, 141.4545063 -31.9626877, 141.4548995 -31.9631858)",,
660676772,False,Gossan Street,residential,50,True,136.99099999999999,"LINESTRING (141.4527252 -31.9605707, 141.4528132 -31.9606811, 141.4530956 -31.9610355, 141.4531374 -31.9610832, 141.4535558 -31.9615811)",,
560208909,False,Rowe Street,residential,50,True,234.66,"LINESTRING (141.4488859 -31.9643917, 141.4468823 -31.9656424)",,
28895333,False,Graphite Street,residential,50,True,139.19,"LINESTRING (141.4488859 -31.9643917, 141.4484983 -31.9639275, 141.4480331 -31.9633702)",,
1113512454,False,Graphite Street,residential,50,False,141.538,"LINESTRING (141.4488859 -31.9643917, 141.4492734 -31.9648559, 141.4493216 -31.9649136, 141.4493823 -31.9649821, 141.4497701 -31.9654199)",,
52674256,False,Cornish Street,residential,50,True,233.175,"LINESTRING (141.446038 -31.9646081, 141.4469242 -31.9640637, 141.4480331 -31.9633702)",,
172261733,False,Bismuth Street,residential,50,True,139.89499999999998,"LINESTRING (141.446038 -31.9646081, 141.4464812 -31.965151, 141.4468823 -31.9656424)",,
560208909,False,Rowe Street,residential,50,False,234.66,"LINESTRING (141.4468823 -31.9656424, 141.4488859 -31.9643917)",,
172261733,False,Bismuth Street,residential,50,False,139.89499999999998,"LINESTRING (141.4468823 -31.9656424, 141.4464812 -31.965151, 141.446038 -31.9646081)",,
1113512452,False,Bismuth Street,residential,50,True,138.602,"LINESTRING (141.4468823 -31.9656424, 141.4473001 -31.9661372, 141.4477494 -31.9666486)",,
172261744,False,Wills Street,tertiary,,True,234.526,"LINESTRING (141.4477494 -31.9666486, 141.4497701 -31.9654199)",,
1113512452,False,Bismuth Street,residential,50,False,138.602,"LINESTRING (141.4477494 -31.9666486, 141.4473001 -31.9661372, 141.4468823 -31.9656424)",,
1114748909,False,Wills Street,tertiary,,False,222.68099999999998,"LINESTRING (141.4477494 -31.9666486, 141.4468468 -31.9672002, 141.4462532 -31.967563, 141.445834 -31.9678191)",,
560208907,False,Gypsum Street,primary,50,False,80.583,"LINESTRING (141.446319 -31.9685322, 141.4458431 -31.9679712, 141.44582 -31.967944)",,
28895328,False,Talc Street,residential,50,False,170.872,"LINESTRING (141.4507321 -31.9607306, 141.4502019 -31.9608697, 141.4494787 -31.9610981, 141.4490718 -31.9613214)",,
175734546,False,Smith Street,residential,50,True,233.76600000000002,"LINESTRING (141.4507321 -31.9607306, 141.4507882 -31.9608364, 141.4508494 -31.9609384, 141.4514199 -31.9616058, 141.4516654 -31.9618872, 141.4516816 -31.9619058, 141.4521461 -31.9624528)",,2
174456335,False,Cobalt Street,residential,50,False,164.563,"LINESTRING (141.4521461 -31.9624528, 141.4535558 -31.9615811)",,
174456335,False,Cobalt Street,residential,50,True,98.656,"LINESTRING (141.4521461 -31.9624528, 141.451837 -31.9626304, 141.4512802 -31.9629503)",,
175734546,False,Smith Street,residential,50,False,233.76600000000002,"LINESTRING (141.4521461 -31.9624528, 141.4516816 -31.9619058, 141.4516654 -31.9618872, 141.4514199 -31.9616058, 141.4508494 -31.9609384, 141.4507882 -31.9608364, 141.4507321 -31.9607306)",,2
52674255,False,Beryl Street,residential,50,False,229.762,"LINESTRING (141.4563867 -31.9613596, 141.4562715 -31.9614331, 141.4559261 -31.9616534, 141.4557821 -31.9617452, 141.4548941 -31.9622826, 141.4544186 -31.9625766)",,
174456335,False,Cobalt Street,residential,50,True,164.563,"LINESTRING (141.4535558 -31.9615811, 141.4521461 -31.9624528)",,
660676772,False,Gossan Street,residential,50,False,136.99099999999999,"LINESTRING (141.4535558 -31.9615811, 141.4531374 -31.9610832, 141.4530956 -31.9610355, 141.4528132 -31.9606811, 141.4527252 -31.9605707)",,
660676772,False,Gossan Street,residential,50,True,137.409,"LINESTRING (141.4535558 -31.9615811, 141.4536471 -31.9616892, 141.4539879 -31.9620929, 141.4544186 -31.9625766)",,
28895327,False,Gossan Street,residential,50,True,118.40299999999999,"LINESTRING (141.4550333 -31.96335, 141.455042 -31.9633605, 141.4553676 -31.9637531, 141.4557419 -31.9642288)",,
660676774,True,,tertiary,,False,18.293,"LINESTRING (141.4550333 -31.96335, 141.4549901 -31.9633678, 141.4549538 -31.9633706, 141.4549182 -31.9633638, 141.4548868 -31.9633481, 141.4548625 -31.963325)",roundabout,
28895323,False,Galena Street,tertiary,50,False,140.944,"LINESTRING (141.45237 -31.9638072, 141.4522415 -31.9636909, 141.452101 -31.9635871, 141.4518063 -31.9634094, 141.4517038 -31.9633473, 141.4516343 -31.963299, 141.4512802 -31.9629503)",,
28895323,False,Galena Street,tertiary,50,True,43.897999999999996,"LINESTRING (141.45237 -31.9638072, 141.4524091 -31.9638427, 141.4526387 -31.9641289)",,
553710395,False,Beryl Street,residential,50,False,49.639,"LINESTRING (141.45237 -31.9638072, 141.4526466 -31.9636419, 141.4528 -31.9635499)",,
553710395,False,Beryl Street,residential,50,False,187.17000000000002,"LINESTRING (141.4528 -31.9635499, 141.4531776 -31.9633234, 141.4538562 -31.9629047, 141.4544186 -31.9625766)",,
553710395,False,Beryl Street,residential,50,True,49.639,"LINESTRING (141.4528 -31.9635499, 141.4526466 -31.9636419, 141.45237 -31.9638072)",,
560049243,False,,residential,,True,207.80199999999996,"LINESTRING (141.4528 -31.9635499, 141.4528605 -31.9636055, 141.4528973 -31.9636408, 141.4529382 -31.9636687, 141.4531072 -31.9637455, 141.4532118 -31.9637898, 141.4532534 -31.9638024, 141.4532842 -31.9638041, 141.4533097 -31.9637961, 141.4533412 -31.9637756, 141.453409 -31.9637102, 141.453466 -31.9636516, 141.4535008 -31.963618, 141.4535344 -31.9635976, 141.4536282 -31.9635549, 141.4538073 -31.9634809, 141.4538911 -31.9634314, 141.4539427 -31.9633865, 141.4540567 -31.9633467, 141.4541513 -31.9632841, 141.4542029 -31.9632522, 141.4542358 -31.9632443, 141.4542639 -31.9632466, 141.4542861 -31.9632511, 141.4543102 -31.9632653, 141.4543404 -31.9633012, 141.4543819 -31.9633541, 141.4545088 -31.9635254)",,
660676773,False,Blende Street,tertiary,50,True,40.124,"LINESTRING (141.4545088 -31.9635254, 141.4548625 -31.963325)",,
