osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,junction,access
578153136,True,2,Moorabool Street,tertiary,40,False,12.296,,"LINESTRING (144.357994 -38.1533907, 144.3579495 -38.1534956)",,
353979492,False,,Moorabool Street,secondary,40,True,10.108,,"LINESTRING (144.3597875 -38.149362, 144.3598264 -38.1492764)",,
"[977725021, 196835542]",True,"['2', '3']",Ryrie Street,secondary,40,False,228.17000000000002,C123,"LINESTRING (144.3597875 -38.149362, 144.3596373 -38.1493179, 144.3584872 -38.1489914, 144.3584739 -38.148988, 144.3583895 -38.148967, 144.3577799 -38.1487852, 144.3574746 -38.1486964, 144.3574344 -38.148685, 144.3574053 -38.1486766, 144.3573372 -38.148657)",,
"[1004332964, 186060589]",False,"['4', '5']",Moorabool Street,tertiary,40,True,116.05,,"LINESTRING (144.3597875 -38.149362, 144.3597487 -38.1494469, 144.3597349 -38.1494771, 144.3596201 -38.1497264, 144.3593339 -38.1503428)",,
"[355040216, 47574006]",False,2,Malop Street,tertiary,40,True,232.29700000000003,,"LINESTRING (144.3607621 -38.1472422, 144.3609194 -38.1472872, 144.361907 -38.1475697, 144.3619606 -38.147585, 144.362105 -38.1476263, 144.3630406 -38.1479096, 144.363104 -38.1479288, 144.3632505 -38.1479732)",,
"[953701137, 953701138, 175833667]",False,"['4', '3']",Moorabool Street,residential,40,False,118.62100000000001,,"LINESTRING (144.3607621 -38.1472422, 144.3607033 -38.1473727, 144.3606198 -38.1475517, 144.3605185 -38.1477719, 144.3603008 -38.1482454)",,
"[953701139, 953701140, 47574004]",False,"['4', '3']",Moorabool Street,residential,40,True,120.117,,"LINESTRING (144.3607621 -38.1472422, 144.3608077 -38.1471431, 144.3608925 -38.1469587, 144.3609968 -38.1467317, 144.3611995 -38.1462912, 144.3612294 -38.1462264)",,
"[953701145, 30409533, 953701141]",False,"['4', '3']",Malop Street,tertiary,40,False,118.528,,"LINESTRING (144.3607621 -38.1472422, 144.3606229 -38.1472041, 144.3603983 -38.1471426, 144.3601019 -38.1470614, 144.3597506 -38.1469652, 144.3596459 -38.1469365, 144.3595707 -38.1469149, 144.3594829 -38.1468898)",,
825169838,True,2,Malop Street,tertiary,40,False,9.518,,"LINESTRING (144.3582607 -38.1465961, 144.3581568 -38.1465706)",,
56185915,True,2,Gheringhap Street,tertiary,40,False,57.583,,"LINESTRING (144.3582607 -38.1465961, 144.3582245 -38.1466891, 144.3580881 -38.1469779, 144.3580431 -38.1470847)",,
884656970,False,,Yarra Street,tertiary,40,False,87.52499999999999,,"LINESTRING (144.3645663 -38.1451229, 144.3642615 -38.1457768, 144.3642496 -38.1458027, 144.3642194 -38.1458612)",,
830643657,False,,Little Malop Street,residential,,True,10.534,,"LINESTRING (144.3627586 -38.1489443, 144.3628718 -38.1489767)",,
"[634855532, 74482373]",True,1,"['Little Malop Street', 'Market Square Mall']",residential,50,False,131.16899999999998,,"LINESTRING (144.3627586 -38.1489443, 144.3622567 -38.1488061, 144.3618692 -38.148692, 144.3613475 -38.1485443)",,
"[830643651, 831651687]",True,,Yarra Street,tertiary,40,False,117.024,,"LINESTRING (144.3627586 -38.1489443, 144.3628148 -38.1488127, 144.363129 -38.1481049, 144.3631386 -38.1480833, 144.3631456 -38.1480743, 144.3632505 -38.1479732)",,
74663916,False,,Little Malop Street,living_street,10,False,109.435,,"LINESTRING (144.3589191 -38.147903, 144.3590357 -38.1479363, 144.3590679 -38.1479455, 144.3592775 -38.1480052, 144.3594392 -38.1480513, 144.3597436 -38.1481381, 144.3600956 -38.1482385)",,
176605682,True,,James Street,living_street,10,False,116.4,,"LINESTRING (144.3589191 -38.147903, 144.3588101 -38.1481391, 144.3586309 -38.148527, 144.3586208 -38.148549, 144.3584733 -38.1488893)",,
939684803,False,,Bellerine Street,tertiary,40,True,5.312,,"LINESTRING (144.3652724 -38.1497154, 144.3652909 -38.1496699)",,
939684803,False,,Bellerine Street,tertiary,40,False,116.257,,"LINESTRING (144.3652724 -38.1497154, 144.3652465 -38.1497946, 144.3650369 -38.150267, 144.3648676 -38.1506109, 144.3648622 -38.150622, 144.3648274 -38.1507001)",,
148547983,False,,Corio Street,residential,50,True,13.023,,"LINESTRING (144.3586304 -38.1455231, 144.3587706 -38.1455626)",,
74838225,False,,Corio Street,residential,50,False,37.065,,"LINESTRING (144.3586304 -38.1455231, 144.3585894 -38.1455115, 144.358565 -38.1455046, 144.3582316 -38.1454102)",,
605781480,True,,Gheringhap Street,residential,40,False,71.539,,"LINESTRING (144.3586304 -38.1455231, 144.35867 -38.1454449, 144.3589074 -38.1449178)",,
73481517,False,,Corio Street,living_street,10,False,51.871,,"LINESTRING (144.361787 -38.1463855, 144.3613746 -38.1462678, 144.3612294 -38.1462264)",,
1004332966,False,,Moorabool Street,tertiary,40,False,10.048,,"LINESTRING (144.3588374 -38.1514113, 144.3588757 -38.1513261)",,
"[1004332960, 940962744]",False,"['4', '5']",Moorabool Street,tertiary,40,True,116.48,,"LINESTRING (144.3588374 -38.1514113, 144.3587966 -38.1514949, 144.3587853 -38.1515193, 144.3587124 -38.1516762, 144.3583785 -38.1523947)",,
1004332962,True,,Myers Street,residential,40,False,104.846,,"LINESTRING (144.3588374 -38.1514113, 144.3586992 -38.151373, 144.3583096 -38.151263, 144.358287 -38.1512567, 144.3579884 -38.1511728, 144.3577671 -38.1511108, 144.3577083 -38.151094)",,
985054132,False,4,Gheringhap Street,tertiary,40,True,10.093,,"LINESTRING (144.3563482 -38.1507054, 144.356388 -38.1506202)",,
"[357032016, 985054126]",False,"['2', '4']",Gheringhap Street,tertiary,40,False,116.07,,"LINESTRING (144.3563482 -38.1507054, 144.3563142 -38.1507779, 144.356299 -38.1508109, 144.3562217 -38.1509856, 144.3560873 -38.1512814, 144.3559024 -38.1516886)",,
939684803,False,,Bellerine Street,tertiary,40,True,10.291,,"LINESTRING (144.3647887 -38.1507875, 144.3648274 -38.1507001)",,
47574506,True,2,Ryrie Street,secondary,40,False,105.11500000000001,C123,"LINESTRING (144.3647887 -38.1507875, 144.3646592 -38.1507511, 144.3636583 -38.1504659)",,
"[1214014780, 302170014]",False,4,Bellerine Street,residential,40,False,115.59299999999999,,"LINESTRING (144.3647887 -38.1507875, 144.3647533 -38.1508624, 144.3647397 -38.1508899, 144.3646458 -38.1511048, 144.3645549 -38.1513129, 144.3643653 -38.1517037, 144.3643414 -38.1517655)",,
"[953701139, 47574004, 953701140]",False,"['4', '3']",Moorabool Street,residential,40,False,120.11699999999999,,"LINESTRING (144.3612294 -38.1462264, 144.3611995 -38.1462912, 144.3609968 -38.1467317, 144.3608925 -38.1469587, 144.3608077 -38.1471431, 144.3607621 -38.1472422)",,
73481517,False,,Corio Street,living_street,10,True,51.871,,"LINESTRING (144.3612294 -38.1462264, 144.3613746 -38.1462678, 144.361787 -38.1463855)",,
"[1003000456, 1003000457, 1003000453, 1003000454]",False,"['4', '3']",Moorabool Street,residential,40,True,116.17600000000002,,"LINESTRING (144.3612294 -38.1462264, 144.361355 -38.1459513, 144.3614366 -38.1457751, 144.3615668 -38.1454919, 144.3616343 -38.1453452, 144.3616457 -38.1453202, 144.3616809 -38.1452438)",,
1151490903,True,,Corio Street,residential,20,False,117.79700000000001,,"LINESTRING (144.3612294 -38.1462264, 144.3610841 -38.1461859, 144.3606927 -38.1460769, 144.3602281 -38.1459455, 144.3599607 -38.1458704)",,
"[355040216, 47574006]",False,2,Malop Street,tertiary,40,False,232.29700000000003,,"LINESTRING (144.3632505 -38.1479732, 144.363104 -38.1479288, 144.3630406 -38.1479096, 144.362105 -38.1476263, 144.3619606 -38.147585, 144.361907 -38.1475697, 144.3609194 -38.1472872, 144.3607621 -38.1472422)",,
