osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,bridge,geometry
1137780555,True,Hesse Street,trunk,False,15.095,,,,,"LINESTRING (143.9892722 -38.2433058, 143.9894134 -38.2433841)"
"[174617817, 407589434, 634833927]",True,Main Street,trunk,False,274.433,2,M1,60,yes,"LINESTRING (143.9892722 -38.2433058, 143.9894372 -38.2432113, 143.9895097 -38.2431633, 143.9896614 -38.2430409, 143.9898282 -38.2429072, 143.9899855 -38.2426868, 143.9901416 -38.2424333, 143.9904146 -38.2419403, 143.9907437 -38.2414167, 143.9908702 -38.2412211)"
"[1137780549, 78024031]",False,Hesse Street,residential,True,447.21000000000004,3,,,,"LINESTRING (143.9892722 -38.2433058, 143.9892083 -38.2432429, 143.9891874 -38.243222, 143.9891326 -38.2431672, 143.9890465 -38.2430764, 143.9868321 -38.2407396, 143.9862227 -38.2400751)"
43990287,False,Gosney Street,residential,False,120.902,,,,,"LINESTRING (143.9822077 -38.2425378, 143.9833968 -38.2430946)"
43990287,False,Gosney Street,residential,True,10.158,,,,,"LINESTRING (143.9822077 -38.2425378, 143.9821097 -38.2424886)"
43990286,False,Murrell Street,residential,False,210.683,,,,,"LINESTRING (143.9822077 -38.2425378, 143.9826005 -38.243248, 143.983148 -38.2442826)"
965823371,False,Cressy Road,unclassified,False,22.04,,,100,,"LINESTRING (143.9806179 -38.2417588, 143.9808321 -38.2418636)"
43990287,False,Gosney Street,residential,False,10.158,,,,,"LINESTRING (143.9821097 -38.2424886, 143.9822077 -38.2425378)"
43990288,False,Armytage Street,residential,False,448.386,,,,,"LINESTRING (143.9821097 -38.2424886, 143.9862227 -38.2400751)"
43990287,False,Gosney Street,residential,True,131.45,,,,,"LINESTRING (143.9821097 -38.2424886, 143.9814267 -38.2421545, 143.9808321 -38.2418636)"
43990288,False,Armytage Street,residential,False,122.063,,,,,"LINESTRING (143.9862227 -38.2400751, 143.9873455 -38.2394214)"
43990288,False,Armytage Street,residential,True,448.386,,,,,"LINESTRING (143.9862227 -38.2400751, 143.9821097 -38.2424886)"
"[1137780549, 78024031]",False,Hesse Street,residential,False,447.21,3,,,,"LINESTRING (143.9862227 -38.2400751, 143.9868321 -38.2407396, 143.9890465 -38.2430764, 143.9891326 -38.2431672, 143.9891874 -38.243222, 143.9892083 -38.2432429, 143.9892722 -38.2433058)"
78024031,False,Hesse Street,residential,True,111.199,,,,,"LINESTRING (143.9862227 -38.2400751, 143.9861628 -38.2400241, 143.986128 -38.2399943, 143.9860969 -38.239964, 143.9859359 -38.239786, 143.9854692 -38.23927)"
78135461,True,Main Street,unclassified,False,95.30799999999999,,,,,"LINESTRING (143.9894914 -38.2435422, 143.9896242 -38.2433895, 143.990298 -38.242975)"
702325949,True,Hesse Street,residential,False,19.351,2,,,,"LINESTRING (143.9894914 -38.2435422, 143.9894007 -38.243502, 143.9893262 -38.2434307)"
"[1137780554, 702325941]",False,Hesse Street,residential,False,186.63,,,,,"LINESTRING (143.9894914 -38.2435422, 143.9895389 -38.2436075, 143.9895532 -38.2436282, 143.9896141 -38.2437004, 143.9897439 -38.2438337, 143.9898861 -38.2439795, 143.9907699 -38.2448858)"
372117656,True,Palmer Street,residential,False,12.263,,,,,"LINESTRING (143.990298 -38.242975, 143.9903067 -38.2429935, 143.9903728 -38.2430677)"
372117654,True,Main Street,unclassified,False,93.322,,,,,"LINESTRING (143.9903728 -38.2430677, 143.9896645 -38.243447, 143.9894914 -38.2435422)"
595242158,False,Palmer Street,residential,False,81.8,,,,,"LINESTRING (143.9903728 -38.2430677, 143.9904313 -38.2430518, 143.9904631 -38.2430684, 143.9905065 -38.2430898, 143.9905473 -38.2431215, 143.9909708 -38.2435865)"
43990294,False,Barwon Terrace,trunk_link,True,14.81,,,,,"LINESTRING (143.9911226 -38.2408478, 143.9912914 -38.2408351)"
"[558145859, 43990295]",False,"['Mercer Street', 'Barwon Terrace']",residential,False,336.173,,,,,"LINESTRING (143.9907924 -38.2404746, 143.9893988 -38.2390337, 143.9893566 -38.2389624, 143.989359 -38.2388918, 143.9893733 -38.2388248, 143.9894342 -38.2387468, 143.9903486 -38.238196)"
43990295,False,Mercer Street,residential,False,134.62,,,,,"LINESTRING (143.9903486 -38.238196, 143.9915769 -38.2374646)"
574549660,False,Harding Street,residential,True,63.268,,,,,"LINESTRING (143.9903486 -38.238196, 143.989903 -38.2377474)"
"[558145859, 43990295]",False,"['Mercer Street', 'Barwon Terrace']",residential,True,336.173,,,,,"LINESTRING (143.9903486 -38.238196, 143.9894342 -38.2387468, 143.9893733 -38.2388248, 143.989359 -38.2388918, 143.9893566 -38.2389624, 143.9893988 -38.2390337, 143.9907924 -38.2404746)"
43990295,False,Mercer Street,residential,True,134.62,,,,,"LINESTRING (143.9915769 -38.2374646, 143.9903486 -38.238196)"
574549660,False,Harding Street,residential,False,63.268,,,,,"LINESTRING (143.989903 -38.2377474, 143.9903486 -38.238196)"
43990288,False,Armytage Street,residential,False,43.596,,,,,"LINESTRING (143.9873455 -38.2394214, 143.9877493 -38.2391909)"
43990288,False,Armytage Street,residential,True,122.063,,,,,"LINESTRING (143.9873455 -38.2394214, 143.9862227 -38.2400751)"
174617811,False,McDonald Drive,residential,True,277.969,,,,,"LINESTRING (143.9873455 -38.2394214, 143.9877302 -38.2398466, 143.9878052 -38.2399456, 143.9878502 -38.2400398, 143.9878892 -38.240153, 143.9879343 -38.2402708, 143.9879763 -38.2403604, 143.9880573 -38.2404711, 143.9881743 -38.2405843, 143.9882913 -38.2406691, 143.9884204 -38.2407492, 143.9885074 -38.2408199, 143.9886154 -38.2409119, 143.9890385 -38.2413526, 143.9891435 -38.2414445)"
43990288,False,Armytage Street,residential,True,43.596,,,,,"LINESTRING (143.9877493 -38.2391909, 143.9873455 -38.2394214)"
174610872,False,,trunk,False,13.772,,,,,"LINESTRING (143.9908702 -38.2412211, 143.9910094 -38.2412793)"
574549659,True,Willis Street,trunk,False,28.909,2,M1,60,,"LINESTRING (143.9908702 -38.2412211, 143.9910255 -38.2409915)"
43990294,False,Barwon Terrace,trunk_link,False,14.81,,,,,"LINESTRING (143.9912914 -38.2408351, 143.9911226 -38.2408478)"
229262868,True,Willis Street,trunk,False,55.192,2,M1,60,,"LINESTRING (143.9912914 -38.2408351, 143.9910094 -38.2412793)"
174610872,False,,trunk,True,13.772,,,,,"LINESTRING (143.9910094 -38.2412793, 143.9908702 -38.2412211)"
"[634833928, 174617818, 1137780550]",True,Main Street,trunk,False,143.73,2,M1,60,yes,"LINESTRING (143.9910094 -38.2412793, 143.9908801 -38.2414912, 143.9905502 -38.2419888, 143.9904362 -38.2421735, 143.9902804 -38.2424379)"
174617811,False,McDonald Drive,residential,False,277.96899999999994,,,,,"LINESTRING (143.9891435 -38.2414445, 143.9890385 -38.2413526, 143.9886154 -38.2409119, 143.9885074 -38.2408199, 143.9884204 -38.2407492, 143.9882913 -38.2406691, 143.9881743 -38.2405843, 143.9880573 -38.2404711, 143.9879763 -38.2403604, 143.9879343 -38.2402708, 143.9878892 -38.240153, 143.9878502 -38.2400398, 143.9878052 -38.2399456, 143.9877302 -38.2398466, 143.9873455 -38.2394214)"
372117656,True,Palmer Street,residential,False,60.101,,,,,"LINESTRING (143.9902804 -38.2424379, 143.9902596 -38.2425332, 143.9902568 -38.2425725, 143.9902575 -38.2426198, 143.9902779 -38.2428041, 143.9902804 -38.242827, 143.9902918 -38.2429618, 143.990298 -38.242975)"
"[1137780550, 174617815]",True,Main Street,trunk,False,131.61700000000002,"['2', '3']",M1,60,,"LINESTRING (143.9902804 -38.2424379, 143.9901017 -38.242721, 143.989999 -38.2428714, 143.9899081 -38.2429969, 143.9897894 -38.2431267, 143.9895797 -38.2432892, 143.9895564 -38.2433026, 143.9895345 -38.2433151, 143.9894134 -38.2433841)"
174617815,True,Main Street,trunk,False,9.211,3,M1,60,,"LINESTRING (143.9894134 -38.2433841, 143.9893262 -38.2434307)"
702325943,True,Hesse Street,residential,False,19.455,,,,,"LINESTRING (143.9894134 -38.2433841, 143.9894837 -38.2434675, 143.9894914 -38.2435422)"
43990287,False,Gosney Street,residential,False,14.873,,,,,"LINESTRING (143.9865759 -38.2441507, 143.9866316 -38.2442771)"
43990287,False,Gosney Street,residential,True,309.007,,,,,"LINESTRING (143.9865759 -38.2441507, 143.9865015 -38.2440019, 143.9863522 -38.243934, 143.9860906 -38.2438547, 143.9855308 -38.2437483, 143.9851042 -38.2436651, 143.9843245 -38.2434833, 143.9841408 -38.2434262, 143.9837778 -38.2432644, 143.9833968 -38.2430946)"
"[1137780552, 1137780553]",True,Main Street,trunk,False,254.161,"['2', '3']",M1,60,,"LINESTRING (143.9865759 -38.2441507, 143.9874405 -38.2439022, 143.988336 -38.2436412, 143.9887404 -38.2435264, 143.9889429 -38.2434597, 143.9890659 -38.2434139, 143.9890856 -38.2434066, 143.9891164 -38.2433951, 143.9892722 -38.2433058)"
"[1137780554, 702325941]",False,Hesse Street,residential,True,186.63,,,,,"LINESTRING (143.9907699 -38.2448858, 143.9898861 -38.2439795, 143.9897439 -38.2438337, 143.9896141 -38.2437004, 143.9895532 -38.2436282, 143.9895389 -38.2436075, 143.9894914 -38.2435422)"
702325946,True,Anderson Street,secondary,False,98.56700000000001,2,C151,,,"LINESTRING (143.9837636 -38.2460401, 143.9837602 -38.2458526, 143.9837279 -38.2456768, 143.983696 -38.2455253, 143.9836265 -38.2453297, 143.9836111 -38.2453043, 143.9836021 -38.2452883, 143.9835381 -38.2451804)"
78024031,False,Hesse Street,residential,False,111.199,,,,,"LINESTRING (143.9854692 -38.23927, 143.9859359 -38.239786, 143.9860969 -38.239964, 143.986128 -38.2399943, 143.9861628 -38.2400241, 143.9862227 -38.2400751)"
43990287,False,Gosney Street,residential,True,14.873,,,,,"LINESTRING (143.9866316 -38.2442771, 143.9865759 -38.2441507)"
"[1137780560, 1137780562]",True,Main Street,trunk,False,276.743,"['2', '4']",M1,60,,"LINESTRING (143.9866316 -38.2442771, 143.9847811 -38.2448202, 143.9846139 -38.2448687, 143.9838617 -38.2450866, 143.9838333 -38.2450948, 143.9838093 -38.2451018, 143.9836614 -38.2451446)"
965823371,False,Cressy Road,unclassified,True,22.04,,,100,,"LINESTRING (143.9808321 -38.2418636, 143.9806179 -38.2417588)"
43990287,False,Gosney Street,residential,False,131.45,,,,,"LINESTRING (143.9808321 -38.2418636, 143.9814267 -38.2421545, 143.9821097 -38.2424886)"
43990287,False,Gosney Street,residential,True,120.902,,,,,"LINESTRING (143.9833968 -38.2430946, 143.9822077 -38.2425378)"
371983657,False,Redgum Court,residential,False,149.848,,,,,"LINESTRING (143.9833968 -38.2430946, 143.9847789 -38.242296)"
43990287,False,Gosney Street,residential,False,309.007,,,,,"LINESTRING (143.9833968 -38.2430946, 143.9837778 -38.2432644, 143.9841408 -38.2434262, 143.9843245 -38.2434833, 143.9851042 -38.2436651, 143.9855308 -38.2437483, 143.9860906 -38.2438547, 143.9863522 -38.243934, 143.9865015 -38.2440019, 143.9865759 -38.2441507)"
371983657,False,Redgum Court,residential,True,149.848,,,,,"LINESTRING (143.9847789 -38.242296, 143.9833968 -38.2430946)"
595242158,False,Palmer Street,residential,True,81.8,,,,,"LINESTRING (143.9909708 -38.2435865, 143.9905473 -38.2431215, 143.9905065 -38.2430898, 143.9904631 -38.2430684, 143.9904313 -38.2430518, 143.9903728 -38.2430677)"
619915807,True,Princes Highway,trunk,False,11.48,2,M1,60,,"LINESTRING (143.9836614 -38.2451446, 143.9835381 -38.2451804)"
639381614,True,Anderson Street,secondary,False,102.30200000000002,,C151,,,"LINESTRING (143.9836614 -38.2451446, 143.9837242 -38.2452545, 143.9837784 -38.2454459, 143.9838082 -38.2455813, 143.983822 -38.2457446, 143.9838231 -38.2458855, 143.9837636 -38.2460401)"
5217725,True,,trunk,False,17.045,2,C151,,,"LINESTRING (143.9835822 -38.2450045, 143.9836614 -38.2451446)"
1137780553,True,Main Street,trunk,False,278.144,2,M1,60,,"LINESTRING (143.9835822 -38.2450045, 143.9837427 -38.2449583, 143.9865759 -38.2441507)"
702325936,True,Hesse Street,trunk,False,14.667,,,,,"LINESTRING (143.9893262 -38.2434307, 143.9892722 -38.2433058)"
"[1137780559, 1137780557, 1137780558, 1137780551]",True,Main Street,trunk,False,253.884,"['2', '3']",M1,60,,"LINESTRING (143.9893262 -38.2434307, 143.9892099 -38.2434932, 143.9891245 -38.243532, 143.9889302 -38.2435984, 143.9885254 -38.2437179, 143.9876693 -38.2439709, 143.9873507 -38.2440652, 143.9869782 -38.2441749, 143.9866316 -38.2442771)"
702325945,True,,trunk,False,17.129,2,,,,"LINESTRING (143.9835381 -38.2451804, 143.983456 -38.2450405)"
747484435,True,Princes Highway,trunk,False,11.725,4,M1,60,,"LINESTRING (143.983456 -38.2450405, 143.9835822 -38.2450045)"
702325947,True,Murrell Street,residential,False,88.606,,,,,"LINESTRING (143.983456 -38.2450405, 143.9833913 -38.2449299, 143.9832711 -38.2446406, 143.983148 -38.2442826)"
43990286,False,Murrell Street,residential,True,210.683,,,,,"LINESTRING (143.983148 -38.2442826, 143.9826005 -38.243248, 143.9822077 -38.2425378)"
702325950,True,Murrell Street,residential,False,88.78399999999999,2,,,,"LINESTRING (143.983148 -38.2442826, 143.9833545 -38.2446284, 143.9835047 -38.244868, 143.9835199 -38.2448948, 143.9835822 -38.2450045)"
558145858,True,Barwon Terrace,residential,False,61.101,,,,,"LINESTRING (143.9910255 -38.2409915, 143.9909028 -38.2406682, 143.9907924 -38.2404746)"
574549659,True,Willis Street,trunk,False,18.09,2,M1,60,,"LINESTRING (143.9910255 -38.2409915, 143.9910345 -38.2409781, 143.9911226 -38.2408478)"
