osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,lanes,bridge
50876820,Rowley Street,residential,False,False,148.823,"LINESTRING (116.1400514 -33.9612945, 116.1384395 -33.9613571)",,,,,
244920950,Roe Street,residential,True,False,134.211,"LINESTRING (116.1400514 -33.9612945, 116.1399913 -33.9612087, 116.1399781 -33.960101)",,,,,
141477691,Hampton Street,trunk,False,False,45.144,"LINESTRING (116.1360566 -33.954628, 116.1363517 -33.9549519)",1,40,,,
26695530,Nelson Street,residential,False,True,88.423,"LINESTRING (116.1360566 -33.954628, 116.1354204 -33.9548253, 116.1351618 -33.9549132)",,,,,
49505785,Bunbury Street,residential,False,True,244.846,"LINESTRING (116.1398332 -33.9548142, 116.1380156 -33.9548312, 116.1371787 -33.9548337)",,,,,
566769122,,residential,True,False,11.257,"LINESTRING (116.1398332 -33.9548142, 116.13984 -33.9547895, 116.1398576 -33.9547688, 116.1398833 -33.9547551, 116.1399132 -33.9547505)",,,roundabout,,
26695500,Bridgetown Boyup Brook Road,primary,False,False,73.891,"LINESTRING (116.1379881 -33.9582407, 116.1372081 -33.958089)",,,,2,
26695500,Bridgetown Boyup Brook Road,primary,False,True,45.344,"LINESTRING (116.1379881 -33.9582407, 116.1381018 -33.9582599, 116.1384666 -33.9583341)",,,,2,
51871786,Stewart Street,residential,False,True,410.65099999999995,"LINESTRING (116.1379881 -33.9582407, 116.1377242 -33.9591115, 116.1376055 -33.9593838, 116.1374199 -33.9596886, 116.1373635 -33.9598945, 116.1373288 -33.9600214, 116.1372902 -33.9603744, 116.1371834 -33.9608583, 116.1371225 -33.9610134, 116.13704 -33.9611429, 116.1369833 -33.9611839, 116.1369266 -33.9612173, 116.136841 -33.9612355, 116.1367191 -33.9612284, 116.1362799 -33.9611521)",,,,,
316358333,Hester Street,residential,False,True,118.002,"LINESTRING (116.1351618 -33.9549132, 116.1351874 -33.9559742)",,50,,,
26695530,Nelson Street,residential,False,False,88.423,"LINESTRING (116.1351618 -33.9549132, 116.1354204 -33.9548253, 116.1360566 -33.954628)",,,,,
26695530,Nelson Street,residential,False,True,158.25400000000002,"LINESTRING (116.1351618 -33.9549132, 116.1349425 -33.9548869, 116.1334484 -33.9549024)",,,,,
141477691,Hampton Street,trunk,False,True,45.144,"LINESTRING (116.1363517 -33.9549519, 116.1360566 -33.954628)",1,40,,,
49505785,Bunbury Street,residential,False,False,79.782,"LINESTRING (116.1363517 -33.9549519, 116.1365041 -33.9548587, 116.1369069 -33.9548345, 116.1371787 -33.9548337)",,,,,
141477691,Hampton Street,trunk,False,False,72.158,"LINESTRING (116.1363517 -33.9549519, 116.1364261 -33.955125, 116.1365825 -33.9555717)",1,40,,,
50876820,Rowley Street,residential,False,True,71.381,"LINESTRING (116.1376664 -33.9613876, 116.1384395 -33.9613571)",,,,,
31559802,Spencer Street,residential,False,True,141.057,"LINESTRING (116.1376664 -33.9613876, 116.1376595 -33.9612827, 116.1379927 -33.9601525)",,50,,,
26695500,Bridgetown Boyup Brook Road,primary,False,True,73.891,"LINESTRING (116.1372081 -33.958089, 116.1379881 -33.9582407)",,,,2,
141477691,Hampton Street,trunk,False,False,351.21500000000003,"LINESTRING (116.1372081 -33.958089, 116.1369691 -33.9588586, 116.1368955 -33.9590998, 116.1366916 -33.959759, 116.136686 -33.959778, 116.1366837 -33.9597943, 116.1362799 -33.9611521)",1,40,,,
141477691,Hampton Street,trunk,False,True,289.826,"LINESTRING (116.1372081 -33.958089, 116.137233 -33.9578327, 116.1372337 -33.9575712, 116.1372229 -33.957252, 116.1371941 -33.9570835, 116.1371659 -33.9569505, 116.1371351 -33.9568254, 116.1370882 -33.9566902, 116.1369346 -33.9563125, 116.1365825 -33.9555717)",1,40,,,
450217745,Henry Street,unclassified,False,True,49.348,"LINESTRING (116.1372081 -33.958089, 116.1368365 -33.9580233, 116.1367461 -33.9580041, 116.1366865 -33.9579906)",,,,,
26695500,Bridgetown Boyup Brook Road,primary,False,True,51.548,"LINESTRING (116.1384666 -33.9583341, 116.1390088 -33.9584466)",,,,2,
26695500,Bridgetown Boyup Brook Road,primary,False,False,45.344,"LINESTRING (116.1384666 -33.9583341, 116.1381018 -33.9582599, 116.1379881 -33.9582407)",,,,2,
31559802,Spencer Street,residential,False,False,206.86700000000002,"LINESTRING (116.1384666 -33.9583341, 116.1382166 -33.9592905, 116.1379927 -33.9601525)",,50,,,
51871786,Stewart Street,residential,False,False,410.65099999999995,"LINESTRING (116.1362799 -33.9611521, 116.1367191 -33.9612284, 116.136841 -33.9612355, 116.1369266 -33.9612173, 116.1369833 -33.9611839, 116.13704 -33.9611429, 116.1371225 -33.9610134, 116.1371834 -33.9608583, 116.1372902 -33.9603744, 116.1373288 -33.9600214, 116.1373635 -33.9598945, 116.1374199 -33.9596886, 116.1376055 -33.9593838, 116.1377242 -33.9591115, 116.1379881 -33.9582407)",,,,,
141477691,Hampton Street,trunk,False,True,351.21500000000003,"LINESTRING (116.1362799 -33.9611521, 116.1366837 -33.9597943, 116.136686 -33.959778, 116.1366916 -33.959759, 116.1368955 -33.9590998, 116.1369691 -33.9588586, 116.1372081 -33.958089)",1,40,,,
103127098,Lockley Avenue,residential,False,False,136.239,"LINESTRING (116.1365825 -33.9555717, 116.1363576 -33.955633, 116.1351874 -33.9559742)",,50,,,
141477691,Hampton Street,trunk,False,False,289.82599999999996,"LINESTRING (116.1365825 -33.9555717, 116.1369346 -33.9563125, 116.1370882 -33.9566902, 116.1371351 -33.9568254, 116.1371659 -33.9569505, 116.1371941 -33.9570835, 116.1372229 -33.957252, 116.1372337 -33.9575712, 116.137233 -33.9578327, 116.1372081 -33.958089)",1,40,,,
141477691,Hampton Street,trunk,False,True,72.158,"LINESTRING (116.1365825 -33.9555717, 116.1364261 -33.955125, 116.1363517 -33.9549519)",1,40,,,
103127098,Lockley Avenue,residential,False,False,162.634,"LINESTRING (116.1351874 -33.9559742, 116.1334241 -33.9559729)",,50,,,
316358333,Hester Street,residential,False,False,118.002,"LINESTRING (116.1351874 -33.9559742, 116.1351618 -33.9549132)",,50,,,
103127098,Lockley Avenue,residential,False,True,136.239,"LINESTRING (116.1351874 -33.9559742, 116.1363576 -33.955633, 116.1365825 -33.9555717)",,50,,,
"[316357361, 316358333]","['Hester Street', 'Henry Street']",residential,False,True,408.135,"LINESTRING (116.1351874 -33.9559742, 116.1356062 -33.9571563, 116.1356552 -33.9573221, 116.1357084 -33.9575342, 116.1357162 -33.9576118, 116.1357088 -33.9576829, 116.1356924 -33.9577303, 116.1356619 -33.9577626, 116.1356036 -33.957782, 116.1354399 -33.9577937, 116.1349537 -33.9577985, 116.1334849 -33.9578578)",,50,,,
103127098,Lockley Avenue,residential,False,True,162.634,"LINESTRING (116.1334241 -33.9559729, 116.1351874 -33.9559742)",,50,,,
127649753,Campbell Street,residential,False,False,119.055,"LINESTRING (116.1334241 -33.9559729, 116.1334484 -33.9549024)",,50,,,
127649769,Campbell Street,residential,False,False,209.667,"LINESTRING (116.1334241 -33.9559729, 116.1334849 -33.9578578)",,50,,,
127649769,Campbell Street,residential,False,True,209.667,"LINESTRING (116.1334849 -33.9578578, 116.1334241 -33.9559729)",,50,,,
"[316357361, 316358333]","['Hester Street', 'Henry Street']",residential,False,False,408.13500000000005,"LINESTRING (116.1334849 -33.9578578, 116.1349537 -33.9577985, 116.1354399 -33.9577937, 116.1356036 -33.957782, 116.1356619 -33.9577626, 116.1356924 -33.9577303, 116.1357088 -33.9576829, 116.1357162 -33.9576118, 116.1357084 -33.9575342, 116.1356552 -33.9573221, 116.1356062 -33.9571563, 116.1351874 -33.9559742)",,50,,,
127649753,Campbell Street,residential,False,True,119.055,"LINESTRING (116.1334484 -33.9549024, 116.1334241 -33.9559729)",,50,,,
26695530,Nelson Street,residential,False,False,158.25400000000002,"LINESTRING (116.1334484 -33.9549024, 116.1349425 -33.9548869, 116.1351618 -33.9549132)",,,,,
26695500,Bridgetown Boyup Brook Road,primary,False,False,51.548,"LINESTRING (116.1390088 -33.9584466, 116.1384666 -33.9583341)",,,,2,
26695500,Bridgetown Boyup Brook Road,primary,False,True,87.729,"LINESTRING (116.1390088 -33.9584466, 116.1397174 -33.9586063, 116.1399338 -33.9586186)",,,,2,
224092848,Rose Street,residential,False,True,131.847,"LINESTRING (116.1390088 -33.9584466, 116.1389805 -33.9579089, 116.1389758 -33.9572614)",,,,,
224092848,Rose Street,residential,False,False,131.847,"LINESTRING (116.1389758 -33.9572614, 116.1389805 -33.9579089, 116.1390088 -33.9584466)",,,,,
"[224092848, 599879395, 599879396]",Rose Street,residential,False,True,155.645,"LINESTRING (116.1389758 -33.9572614, 116.1390034 -33.9567816, 116.139026 -33.9566286, 116.1390643 -33.9564605, 116.1390886 -33.9563542, 116.1390777 -33.9562736, 116.1390361 -33.9562196, 116.1386749 -33.9560572)",,,,,yes
224092858,Farmers Lane,residential,True,False,14.76,"LINESTRING (116.140063 -33.9572417, 116.139903 -33.9572444)",,,,,
450143229,Roe Street,residential,True,False,152.94,"LINESTRING (116.140063 -33.9572417, 116.1400646 -33.9572885, 116.1401086 -33.9586166)",,,,,
"[224092848, 599879395, 599879396]",Rose Street,residential,False,False,155.64499999999998,"LINESTRING (116.1386749 -33.9560572, 116.1390361 -33.9562196, 116.1390777 -33.9562736, 116.1390886 -33.9563542, 116.1390643 -33.9564605, 116.139026 -33.9566286, 116.1390034 -33.9567816, 116.1389758 -33.9572614)",,,,,yes
450217745,Henry Street,unclassified,False,False,49.348,"LINESTRING (116.1366865 -33.9579906, 116.1367461 -33.9580041, 116.1368365 -33.9580233, 116.1372081 -33.958089)",,,,,
26695500,Bridgetown Boyup Brook Road,primary,False,True,16.123,"LINESTRING (116.1399338 -33.9586186, 116.1401086 -33.9586166)",,,,2,
450143228,Roe Street,residential,True,False,152.831,"LINESTRING (116.1399338 -33.9586186, 116.139903 -33.9572444)",,,,,
26695500,Bridgetown Boyup Brook Road,primary,False,False,87.729,"LINESTRING (116.1399338 -33.9586186, 116.1397174 -33.9586063, 116.1390088 -33.9584466)",,,,2,
26695500,Bridgetown Boyup Brook Road,primary,False,False,16.123,"LINESTRING (116.1401086 -33.9586166, 116.1399338 -33.9586186)",,,,2,
244920951,Roe Street,residential,True,False,164.53699999999998,"LINESTRING (116.1401086 -33.9586166, 116.1401163 -33.9599033, 116.1401175 -33.9600963)",,,,,
244920950,Roe Street,residential,True,False,104.021,"LINESTRING (116.1399781 -33.960101, 116.1399502 -33.9591658)",,,,,
244920982,Ethel Street,residential,False,False,59.811,"LINESTRING (116.1399781 -33.960101, 116.1393299 -33.9601178)",,50,,,
