osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge,width
172288046,Graeme Street,residential,50,False,False,120.886,,,"LINESTRING (150.8881487 -32.1654381, 150.8893962 -32.1656964)",,
253280998,Macqueen Street,trunk,50,False,False,49.84,2,A15,"LINESTRING (150.8914687 -32.1659222, 150.89159 -32.1663585)",,
253280998,Macqueen Street,trunk,50,False,True,248.691,2,A15,"LINESTRING (150.8914687 -32.1659222, 150.8908637 -32.1637451)",,
172288046,Graeme Street,residential,50,False,True,197.069,,,"LINESTRING (150.8914687 -32.1659222, 150.8909468 -32.1659133, 150.8893962 -32.1656964)",,
253280998,Macqueen Street,trunk,50,False,True,49.84,2,A15,"LINESTRING (150.89159 -32.1663585, 150.8914687 -32.1659222)",,
"[172288041, 145524987, 200044182]",Graeme Street,residential,50,False,"[False, True]",57.841,,,"LINESTRING (150.89159 -32.1663585, 150.8916556 -32.1663492, 150.8916892 -32.1663448, 150.8917856 -32.1663283, 150.8920212 -32.1662834, 150.8921886 -32.1662428)",yes,
"[762391572, 762391573]",Macqueen Street,trunk,50,False,False,192.764,"['2', '3']",A15,"LINESTRING (150.89159 -32.1663585, 150.8916264 -32.1665064, 150.8916575 -32.1666896, 150.891671 -32.1668877, 150.8916544 -32.167101, 150.8916102 -32.1673182, 150.8914404 -32.1680694)",,
172288058,Mount Street,residential,50,False,False,229.264,,,"LINESTRING (150.8942093 -32.1663524, 150.8938035 -32.1683854)",,
"[172288058, 199891227]","['Moray Street', 'Mount Street']",residential,50,False,"[False, True]",444.299,,,"LINESTRING (150.8942093 -32.1663524, 150.8943307 -32.1657612, 150.8945045 -32.1648814, 150.8945994 -32.1643797, 150.892279 -32.1640281)",,
200044182,Graeme Street,residential,50,False,False,195.029,,,"LINESTRING (150.8942093 -32.1663524, 150.8926128 -32.1661228, 150.8925368 -32.1661229, 150.8924567 -32.1661419, 150.8921886 -32.1662428)",,
200044182,Graeme Street,residential,50,False,True,128.469,,,"LINESTRING (150.8942093 -32.1663524, 150.8954363 -32.166522, 150.8955533 -32.16655)",,
40792971,Bedford Street,residential,50,False,False,129.312,,,"LINESTRING (150.8938035 -32.1683854, 150.8951578 -32.1685808)",,
172288058,Mount Street,residential,50,False,True,229.264,,,"LINESTRING (150.8938035 -32.1683854, 150.8942093 -32.1663524)",,
40792971,Bedford Street,residential,50,False,True,94.494,,,"LINESTRING (150.8938035 -32.1683854, 150.8937264 -32.1683508, 150.8928233 -32.1682179)",,
"[172288058, 172288067]","['St Andrews Street', 'Mount Street']",residential,50,False,False,464.38,,,"LINESTRING (150.8938035 -32.1683854, 150.8937594 -32.168622, 150.89366 -32.1691159, 150.8934416 -32.1701938, 150.8934375 -32.1703226, 150.893478 -32.1704075, 150.8935666 -32.1704787, 150.8936894 -32.1705109, 150.8959157 -32.1708187)",,
172288035,Campbell Street,residential,50,False,False,75.823,,,"LINESTRING (150.8959157 -32.1708187, 150.8959776 -32.1706041, 150.8960599 -32.1701484)",,
"[172288058, 172288067]","['St Andrews Street', 'Mount Street']",residential,50,False,True,464.38000000000005,,,"LINESTRING (150.8959157 -32.1708187, 150.8936894 -32.1705109, 150.8935666 -32.1704787, 150.893478 -32.1704075, 150.8934375 -32.1703226, 150.8934416 -32.1701938, 150.89366 -32.1691159, 150.8937594 -32.168622, 150.8938035 -32.1683854)",,
199623946,Eldon Street,residential,,False,True,231.808,,,"LINESTRING (150.891255 -32.1690004, 150.8888269 -32.1686518)",,
762391573,Macqueen Street,trunk,50,False,True,57.543,2,A15,"LINESTRING (150.891255 -32.1690004, 150.8913573 -32.1684902)",,
172288046,Graeme Street,residential,50,False,True,120.886,,,"LINESTRING (150.8893962 -32.1656964, 150.8881487 -32.1654381)",,
172288046,Graeme Street,residential,50,False,False,197.069,,,"LINESTRING (150.8893962 -32.1656964, 150.8909468 -32.1659133, 150.8914687 -32.1659222)",,
199623956,Segenhoe Street,residential,,False,False,227.78199999999998,,,"LINESTRING (150.8893962 -32.1656964, 150.8892736 -32.1663053, 150.8890176 -32.1677196)",,
199623956,Segenhoe Street,residential,,False,True,236.2,,,"LINESTRING (150.8893962 -32.1656964, 150.8894441 -32.1653122, 150.8894963 -32.1649844, 150.8897657 -32.1635959)",,
199623956,Segenhoe Street,residential,,False,True,126.836,,,"LINESTRING (150.8885887 -32.1697745, 150.8888269 -32.1686518)",,
199623940,St. Andrew Street,residential,,False,False,209.925,,,"LINESTRING (150.8885887 -32.1697745, 150.8898219 -32.1699275, 150.8899936 -32.1699253, 150.8907972 -32.1700252)",,
199623956,Segenhoe Street,residential,,False,False,105.199,,,"LINESTRING (150.8890176 -32.1677196, 150.8888269 -32.1686518)",,
199623956,Segenhoe Street,residential,,False,True,227.78199999999998,,,"LINESTRING (150.8890176 -32.1677196, 150.8892736 -32.1663053, 150.8893962 -32.1656964)",,
199623957,Bedford Street,residential,,False,False,231.341,,,"LINESTRING (150.8890176 -32.1677196, 150.8913381 -32.1680546, 150.8914404 -32.1680694)",,
199623946,Eldon Street,residential,,False,False,231.808,,,"LINESTRING (150.8888269 -32.1686518, 150.891255 -32.1690004)",,
199623956,Segenhoe Street,residential,,False,False,126.836,,,"LINESTRING (150.8888269 -32.1686518, 150.8885887 -32.1697745)",,
199623956,Segenhoe Street,residential,,False,True,105.199,,,"LINESTRING (150.8888269 -32.1686518, 150.8890176 -32.1677196)",,
762391573,Macqueen Street,trunk,50,False,False,47.44,2,A15,"LINESTRING (150.8914404 -32.1680694, 150.8913573 -32.1684902)",,
